hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,4
FMB,0
GPC,0
JACL,3
JALG,3
JLG,0
JMM,2
LFZA,1
MANA,3
MBGV,0
MTTA,3
PAA,3
RFM,0
RTF,0
