hour,0,1,2
0,0.14278494623655916,0.22557478005865103,0.26727419354838705
1,0.13963225806451612,0.17548387096774193,0.20661290322580647
2,0.1103032258064516,0.16006940371456502,0.1605
3,0.0954989247311828,0.1301446725317693,0.1433548387096774
4,0.08681720430107527,0.11552101661779081,0.1516290322580645
5,0.08350537634408602,0.10113489736070382,0.14956451612903227
6,0.08258602150537633,0.10068328445747801,0.14129032258064517
7,0.08006236559139786,0.1290078201368524,0.23162903225806453
8,0.09725268817204301,0.2550439882697947,0.2543548387096774
9,0.11186236559139787,0.2358377321603128,0.2490483870967742
10,0.12578817204301077,0.2176451612903226,0.2720483870967742
11,0.13266344086021506,0.21750244379276637,0.38370967741935486
12,0.13316881720430107,0.2171485826001955,0.5984354838709678
13,0.13933655913978496,0.25503421309872926,0.8730806451612904
14,0.1587440860215054,0.3152375366568915,0.7474516129032258
15,0.19073333333333334,0.34395894428152496,0.6360967741935484
16,0.15804946236559142,0.2664183773216031,0.6239354838709678
17,0.14093440860215053,0.22670576735092862,0.5952741935483871
18,0.13831827956989245,0.22358944281524928,0.466241935483871
19,0.13730645161290322,0.22087390029325515,0.5362741935483871
20,0.1343806451612903,0.22785630498533724,0.6567258064516129
21,0.14571935483870968,0.3097585532746823,0.455016129032258
22,0.15473440860215054,0.36089247311827954,0.3863548387096774
23,0.14651182795698925,0.3057184750733138,0.4373064516129032
total_mean_consumption,3.0666946236559136,5.336841642228739,9.623209677419354
