ventana,,0,1,2
2024-07-01_a_2025-06-30_KMeans_k3_profile,Marzo,127.88577777777778,234.11785714285716,293.9250999999984
2024-07-01_a_2025-06-30_KMeans_k3_profile,Abril,106.8578888888889,191.54214285714286,331.259
2024-07-01_a_2025-06-30_KMeans_k3_profile,Mayo,115.30677777777777,185.68699999999998,304.64549999999974
2024-07-01_a_2025-06-30_KMeans_k3_profile,Junio,157.40066666666667,221.10185714285714,427.9075999999992
2024-07-01_a_2025-06-30_KMeans_k3_profile,Julio,139.10655555555556,234.19057142857145,419.2852999999993
2024-07-01_a_2025-06-30_KMeans_k3_profile,Agosto,122.66666666666667,198.42728571428572,404.9512999999993
2024-07-01_a_2025-06-30_KMeans_k3_profile,Septiembre,108.23633333333333,169.09285714285716,255.227899999999
2024-07-01_a_2025-06-30_KMeans_k3_profile,Octubre,117.55755555555555,187.64828571428572,237.63859999999968
2024-07-01_a_2025-06-30_KMeans_k3_profile,Noviembre,116.57355555555556,207.75042857142856,244.355899999999
2024-07-01_a_2025-06-30_KMeans_k3_profile,Diciembre,133.16377777777777,258.07057142857144,267.6891999999983
2024-07-01_a_2025-06-30_KMeans_k3_profile,total_mean_consumption,8945.29973203088,15332.696825414134,22326.09817684824
dia_domingo_KMeans_k3_profile,media_consumo,0.15010884081196577,0.23124246794871794,0.3493503872863246
dia_domingo_KMeans_k3_profile,std_consumo,0.17139149047316596,0.2937545597733138,0.37158143859196
dia_domingo_KMeans_k3_profile,min_consumo,0.036,0.0392,0.0378499999999912
dia_domingo_KMeans_k3_profile,max_consumo,1.5738333333333336,2.3944,3.4483333333333337
dia_domingo_KMeans_k3_profile,percentil_25_consumo,0.06833333333333334,0.07035,0.12325000000000001
dia_domingo_KMeans_k3_profile,percentil_50_consumo,0.10041666666666667,0.10899999999999999,0.21125000000000002
dia_domingo_KMeans_k3_profile,percentil_75_consumo,0.14983333333333335,0.25,0.43825000000000003
dia_domingo_KMeans_k3_profile,promedio_por_dia,0.15010884081196577,0.2312424679487179,0.34935038728632456
dia_domingo_KMeans_k3_profile,consumo_medio_diario,3.60261217948718,5.549819230769231,8.384409294871789
dia_domingo_KMeans_k3_profile,Mañana,0.12436698717948715,0.18050384615384613,0.2276678685897433
dia_domingo_KMeans_k3_profile,Mediodia,0.193309829059829,0.2959852564102564,0.498177884615384
dia_domingo_KMeans_k3_profile,Tarde,0.17235016025641023,0.2991336538461538,0.45759951923076914
dia_domingo_KMeans_k3_profile,Noche,0.17064182692307686,0.3139692307692308,0.4099302884615384
dia_domingo_KMeans_k3_profile,Madrugada,0.09562173676921175,0.10003850209169296,0.1693025547745303
dia_domingo_KMeans_k3_profile,sum_consumo,187.33583333333334,288.5906,435.9892833333331
dia_domingo_KMeans_k3_profile,Domingo,0.15010884081196577,0.2312424679487179,0.3493503872863246
dia_domingo_KMeans_k3_profile,Fin de semana,0.15010884081196577,0.2312424679487179,0.3493503872863246
dia_domingo_KMeans_k3_profile,s_Mañana,25.868333333333336,37.544799999999995,47.35491666666662
dia_domingo_KMeans_k3_profile,s_Mediodia,60.312666666666665,92.3474,155.43149999999983
dia_domingo_KMeans_k3_profile,s_Tarde,35.84883333333334,62.2198,95.18069999999999
dia_domingo_KMeans_k3_profile,s_Noche,35.493500000000004,65.3056,85.26549999999999
dia_domingo_KMeans_k3_profile,s_Madrugada,29.8125,31.173000000000002,52.75666666666667
dia_domingo_KMeans_k3_profile,s_Domingo,187.33583333333334,288.5906,435.9892833333331
dia_domingo_KMeans_k3_profile,s_Fin de semana,187.33583333333334,288.5906,435.9892833333331
dia_domingo_KMeans_k3_profile,s_invierno,46.21183333333334,89.1138,112.56786666666657
dia_domingo_KMeans_k3_profile,s_otoño,41.5195,70.501,95.6135
dia_domingo_KMeans_k3_profile,s_primavera,43.072833333333335,73.1846,105.831
dia_domingo_KMeans_k3_profile,s_verano,56.531666666666666,55.7912,121.97691666666653
dia_domingo_KMeans_k3_profile,std_Mañana,0.054849699250463714,0.07502130984484498,0.10801942650387246
dia_domingo_KMeans_k3_profile,std_Mediodia,0.07490832169419485,0.08299419039981026,0.1287395550402496
dia_domingo_KMeans_k3_profile,std_Tarde,0.0404083162415443,0.10315489012766502,0.06838871993903056
dia_domingo_KMeans_k3_profile,std_Noche,0.05235157792558707,0.13050888949507095,0.0775605437443459
dia_domingo_KMeans_k3_profile,std_Madrugada,0.017960404590712933,0.03237559945240434,0.04805749955873243
dia_domingo_KMeans_k3_profile,std_Domingo,0.171391490473166,0.2937545597733137,0.3715814385919602
dia_domingo_KMeans_k3_profile,std_Fin de semana,0.171391490473166,0.2937545597733137,0.3715814385919602
dia_domingo_KMeans_k3_profile,std_invierno,0.1461140251162065,0.3662284324962856,0.36345221928428323
dia_domingo_KMeans_k3_profile,std_otoño,0.13548529483234487,0.2710103095831857,0.3014736153575069
dia_domingo_KMeans_k3_profile,std_primavera,0.1527894076099379,0.29692479571318514,0.28804995019868124
dia_domingo_KMeans_k3_profile,std_verano,0.19395128029741557,0.19631437169627658,0.4659601684303268
dia_domingo_KMeans_k3_profile,Enero,14.859333333333334,27.3174,37.319599999999944
dia_domingo_KMeans_k3_profile,Febrero,14.283333333333333,28.2348,31.79133333333333
dia_domingo_KMeans_k3_profile,Marzo,19.011,34.2176,44.06033333333334
dia_domingo_KMeans_k3_profile,Abril,12.561333333333332,19.7382,32.505500000000005
dia_domingo_KMeans_k3_profile,Mayo,11.5005,19.2288,29.26516666666667
dia_domingo_KMeans_k3_profile,Junio,27.745666666666665,27.4046,48.96079999999993
dia_domingo_KMeans_k3_profile,Julio,14.195833333333333,15.383199999999999,36.9426166666666
dia_domingo_KMeans_k3_profile,Agosto,14.590166666666667,13.0034,36.0735
dia_domingo_KMeans_k3_profile,Septiembre,16.096500000000002,23.4264,36.552
dia_domingo_KMeans_k3_profile,Octubre,11.553166666666668,22.8698,26.964333333333332
dia_domingo_KMeans_k3_profile,Noviembre,13.869833333333332,24.2048,32.097166666666666
dia_domingo_KMeans_k3_profile,Diciembre,17.069166666666664,33.5616,43.45693333333329
dia_domingo_KMeans_k3_profile,total_mean_consumption,1132.2857475485678,1744.506766059964,2634.703568306854
dia_jueves_KMeans_k3_profile,media_consumo,0.1566877289377289,0.272076834045584,0.397948637820512
dia_jueves_KMeans_k3_profile,std_consumo,0.17456557342141132,0.28498858981642744,0.4713169990896373
dia_jueves_KMeans_k3_profile,min_consumo,0.02542857142857143,0.050666666666666665,0.0530999999999473
dia_jueves_KMeans_k3_profile,max_consumo,1.4687142857142859,2.1826666666666665,4.259
dia_jueves_KMeans_k3_profile,percentil_25_consumo,0.06671428571428571,0.09852777777777778,0.176
dia_jueves_KMeans_k3_profile,percentil_50_consumo,0.10450000000000001,0.16583333333333336,0.2695
dia_jueves_KMeans_k3_profile,percentil_75_consumo,0.1665,0.3243611111111111,0.414
dia_jueves_KMeans_k3_profile,promedio_por_dia,0.1566877289377289,0.2720768340455841,0.397948637820512
dia_jueves_KMeans_k3_profile,consumo_medio_diario,3.7605054945054945,6.5298440170940175,9.550767307692288
dia_jueves_KMeans_k3_profile,Mañana,0.1356524725274725,0.26202403846153843,0.2856346153846154
dia_jueves_KMeans_k3_profile,Mediodia,0.1946199633699633,0.32509900284900284,0.4762897435897413
dia_jueves_KMeans_k3_profile,Tarde,0.18440384615384614,0.3130245726495726,0.7050745192307679
dia_jueves_KMeans_k3_profile,Noche,0.1788296703296703,0.36351602564102564,0.3890096153846154
dia_jueves_KMeans_k3_profile,Madrugada,0.099540293040293,0.13749857549857547,0.1956923076923077
dia_jueves_KMeans_k3_profile,sum_consumo,195.54628571428572,339.5518888888889,496.639899999999
dia_jueves_KMeans_k3_profile,Jueves,0.1566877289377289,0.272076834045584,0.397948637820512
dia_jueves_KMeans_k3_profile,Entre semana,0.1566877289377289,0.272076834045584,0.397948637820512
dia_jueves_KMeans_k3_profile,s_Mañana,28.215714285714284,54.501000000000005,59.412000000000006
dia_jueves_KMeans_k3_profile,s_Mediodia,60.721428571428575,101.43088888888889,148.60239999999925
dia_jueves_KMeans_k3_profile,s_Tarde,38.356,65.1091111111111,146.65549999999973
dia_jueves_KMeans_k3_profile,s_Noche,37.196571428571424,75.61133333333333,80.914
dia_jueves_KMeans_k3_profile,s_Madrugada,31.05657142857143,42.89955555555556,61.056
dia_jueves_KMeans_k3_profile,s_Jueves,195.54628571428572,339.5518888888889,496.639899999999
dia_jueves_KMeans_k3_profile,s_Entre semana,195.54628571428572,339.5518888888889,496.639899999999
dia_jueves_KMeans_k3_profile,s_invierno,47.06485714285714,93.47733333333333,105.1173999999998
dia_jueves_KMeans_k3_profile,s_otoño,42.856142857142856,79.3831111111111,91.27169999999964
dia_jueves_KMeans_k3_profile,s_primavera,43.09442857142857,81.57077777777778,116.826
dia_jueves_KMeans_k3_profile,s_verano,62.530857142857144,85.12066666666666,183.4247999999996
dia_jueves_KMeans_k3_profile,std_Mañana,0.05581033361472446,0.07873798801861735,0.0609143075601615
dia_jueves_KMeans_k3_profile,std_Mediodia,0.0731236031541589,0.0834361755716909,0.2209267329972852
dia_jueves_KMeans_k3_profile,std_Tarde,0.040991793350774755,0.08873650738426257,0.0543698275448915
dia_jueves_KMeans_k3_profile,std_Noche,0.05174486670839764,0.09161819291834158,0.105897890168488
dia_jueves_KMeans_k3_profile,std_Madrugada,0.021776352429148698,0.04672839769103333,0.0217805875756938
dia_jueves_KMeans_k3_profile,std_Jueves,0.17456557342141132,0.28498858981642733,0.4713169990896374
dia_jueves_KMeans_k3_profile,std_Entre semana,0.17456557342141132,0.28498858981642733,0.4713169990896374
dia_jueves_KMeans_k3_profile,std_invierno,0.1591086751400064,0.3020397497610825,0.4199759255547786
dia_jueves_KMeans_k3_profile,std_otoño,0.13252022304496722,0.25154317371196755,0.1972804777903834
dia_jueves_KMeans_k3_profile,std_primavera,0.13630090675550424,0.24901014982135417,0.1720489999890431
dia_jueves_KMeans_k3_profile,std_verano,0.2028554591473735,0.275044768353859,0.7708211501577693
dia_jueves_KMeans_k3_profile,Enero,18.43585714285714,36.599222222222224,48.094399999999794
dia_jueves_KMeans_k3_profile,Febrero,15.181428571428572,28.008111111111113,26.595
dia_jueves_KMeans_k3_profile,Marzo,14.695714285714287,26.618000000000002,31.149
dia_jueves_KMeans_k3_profile,Abril,12.196857142857143,23.45777777777778,39.233
dia_jueves_KMeans_k3_profile,Mayo,16.201857142857143,31.494999999999997,46.444
dia_jueves_KMeans_k3_profile,Junio,21.64142857142857,27.97211111111111,55.827799999999584
dia_jueves_KMeans_k3_profile,Julio,19.559142857142856,26.393666666666668,50.712
dia_jueves_KMeans_k3_profile,Agosto,21.33028571428571,30.754888888888885,76.885
dia_jueves_KMeans_k3_profile,Septiembre,12.792857142857143,22.664,29.317699999999636
dia_jueves_KMeans_k3_profile,Octubre,16.565142857142856,30.180333333333333,33.524
dia_jueves_KMeans_k3_profile,Noviembre,13.498142857142856,26.538777777777778,28.43
dia_jueves_KMeans_k3_profile,Diciembre,13.447571428571427,28.869999999999997,30.428
dia_jueves_KMeans_k3_profile,total_mean_consumption,1181.6878030178584,2051.4745633299467,3001.6432295568575
dia_lunes_KMeans_k3_profile,media_consumo,0.15532752613240414,0.28179893347320567,0.3690380015735636
dia_lunes_KMeans_k3_profile,std_consumo,0.17300791007884436,0.31589580749924,0.4158878273721388
dia_lunes_KMeans_k3_profile,min_consumo,0.0,0.0,0.077
dia_lunes_KMeans_k3_profile,max_consumo,1.664,2.8212222222222225,4.491
dia_lunes_KMeans_k3_profile,percentil_25_consumo,0.071,0.09922222222222223,0.1785
dia_lunes_KMeans_k3_profile,percentil_50_consumo,0.10371428571428572,0.168,0.274
dia_lunes_KMeans_k3_profile,percentil_75_consumo,0.15964285714285714,0.32661111111111113,0.409
dia_lunes_KMeans_k3_profile,promedio_por_dia,0.15551364799406223,0.28193024033056846,0.3690136689909756
dia_lunes_KMeans_k3_profile,consumo_medio_diario,3.724929919137466,6.7578574423480084,8.84994905660376
dia_lunes_KMeans_k3_profile,Mañana,0.1411037735849056,0.263127358490566,0.2983113207547169
dia_lunes_KMeans_k3_profile,Mediodia,0.19129784366576816,0.34431516422082453,0.4319937106918223
dia_lunes_KMeans_k3_profile,Tarde,0.1869561994609164,0.3325482180293501,0.5924825471698105
dia_lunes_KMeans_k3_profile,Noche,0.1810920329670329,0.38253220246734393,0.3819272496371553
dia_lunes_KMeans_k3_profile,Madrugada,0.09054132973944293,0.13064011180992308,0.1954088050314465
dia_lunes_KMeans_k3_profile,sum_consumo,197.42128571428572,358.16644444444444,469.0472999999993
dia_lunes_KMeans_k3_profile,Lunes,0.15532752613240414,0.28179893347320567,0.3690380015735636
dia_lunes_KMeans_k3_profile,Entre semana,0.15532752613240414,0.28179893347320567,0.3690380015735636
dia_lunes_KMeans_k3_profile,s_Mañana,29.913999999999998,55.783,63.242
dia_lunes_KMeans_k3_profile,s_Mediodia,60.83271428571429,109.49222222222222,137.37399999999948
dia_lunes_KMeans_k3_profile,s_Tarde,39.63471428571428,70.50022222222222,125.60629999999983
dia_lunes_KMeans_k3_profile,s_Noche,38.24771428571428,80.84744444444445,80.685
dia_lunes_KMeans_k3_profile,s_Madrugada,28.79214285714286,41.54355555555556,62.14
dia_lunes_KMeans_k3_profile,s_Lunes,197.42128571428572,358.16644444444444,469.0472999999993
dia_lunes_KMeans_k3_profile,s_Entre semana,197.42128571428572,358.16644444444444,469.0472999999993
dia_lunes_KMeans_k3_profile,s_invierno,48.317,101.52822222222223,95.11649999999976
dia_lunes_KMeans_k3_profile,s_otoño,42.582,75.05744444444446,95.552
dia_lunes_KMeans_k3_profile,s_primavera,42.587857142857146,84.28555555555556,124.14379999999956
dia_lunes_KMeans_k3_profile,s_verano,63.93442857142857,97.29522222222222,154.235
dia_lunes_KMeans_k3_profile,std_Mañana,0.05151159265419987,0.08489000263734153,0.2622039917388455
dia_lunes_KMeans_k3_profile,std_Mediodia,0.06267137535353935,0.12289866864750586,0.1880224503960351
dia_lunes_KMeans_k3_profile,std_Tarde,0.043866446001731674,0.08553525894738326,0.0996969157696862
dia_lunes_KMeans_k3_profile,std_Noche,0.051983865644952845,0.09555072143868631,0.0716524776862156
dia_lunes_KMeans_k3_profile,std_Madrugada,0.017683258545083673,0.03459801143487054,0.0137526139530464
dia_lunes_KMeans_k3_profile,std_Lunes,0.17300791007884425,0.31589580749923996,0.4158878273721392
dia_lunes_KMeans_k3_profile,std_Entre semana,0.17300791007884425,0.31589580749923996,0.4158878273721392
dia_lunes_KMeans_k3_profile,std_invierno,0.1632452475867084,0.34456834060807007,0.3088102518639193
dia_lunes_KMeans_k3_profile,std_otoño,0.12567916553212466,0.23897048598202147,0.3610916793882222
dia_lunes_KMeans_k3_profile,std_primavera,0.1369050153823068,0.26422973501282193,0.2461712534694289
dia_lunes_KMeans_k3_profile,std_verano,0.20608706494444284,0.33637320473984267,0.611849773637324
dia_lunes_KMeans_k3_profile,Enero,15.619428571428571,32.06666666666667,30.13
dia_lunes_KMeans_k3_profile,Febrero,13.637857142857143,26.826555555555554,26.658
dia_lunes_KMeans_k3_profile,Marzo,16.897,37.293111111111116,45.49429999999984
dia_lunes_KMeans_k3_profile,Abril,13.093571428571428,23.08077777777778,40.717
dia_lunes_KMeans_k3_profile,Mayo,12.597285714285714,23.911666666666665,37.932499999999735
dia_lunes_KMeans_k3_profile,Junio,26.051714285714286,37.290333333333336,49.559
dia_lunes_KMeans_k3_profile,Julio,20.874571428571425,32.67433333333334,55.036
dia_lunes_KMeans_k3_profile,Agosto,17.008142857142857,27.330555555555556,49.64
dia_lunes_KMeans_k3_profile,Septiembre,16.644000000000002,26.266666666666666,41.139
dia_lunes_KMeans_k3_profile,Octubre,11.924285714285714,23.88388888888889,26.325
dia_lunes_KMeans_k3_profile,Noviembre,14.013714285714286,24.90688888888889,28.088
dia_lunes_KMeans_k3_profile,Diciembre,19.059714285714286,42.635,38.32849999999974
dia_lunes_KMeans_k3_profile,total_mean_consumption,1193.0421455153999,2164.307371612285,2835.3504152536157
dia_martes_KMeans_k3_profile,media_consumo,0.15421394230769228,0.2803867521367521,0.3920286057692296
dia_martes_KMeans_k3_profile,std_consumo,0.1664031054962519,0.30193782606988645,0.4463680339037256
dia_martes_KMeans_k3_profile,min_consumo,0.029142857142857144,0.04733333333333333,0.0280999999999478
dia_martes_KMeans_k3_profile,max_consumo,1.5335714285714286,2.275888888888889,4.395
dia_martes_KMeans_k3_profile,percentil_25_consumo,0.07042857142857142,0.0966111111111111,0.182
dia_martes_KMeans_k3_profile,percentil_50_consumo,0.10350000000000001,0.17027777777777778,0.2885
dia_martes_KMeans_k3_profile,percentil_75_consumo,0.15721428571428572,0.3308055555555555,0.425
dia_martes_KMeans_k3_profile,promedio_por_dia,0.15421394230769225,0.2803867521367522,0.3920286057692296
dia_martes_KMeans_k3_profile,consumo_medio_diario,3.7011346153846154,6.729282051282051,9.408686538461511
dia_martes_KMeans_k3_profile,Mañana,0.14297870879120875,0.25918482905982904,0.3101846153846144
dia_martes_KMeans_k3_profile,Mediodia,0.16863736263736256,0.3397820512820513,0.4817134615384589
dia_martes_KMeans_k3_profile,Tarde,0.1869910714285714,0.3417970085470085,0.6039485576923069
dia_martes_KMeans_k3_profile,Noche,0.19295947802197802,0.3669727564102564,0.3985817307692307
dia_martes_KMeans_k3_profile,Madrugada,0.09959890109890106,0.13646189458689456,0.2112576923076916
dia_martes_KMeans_k3_profile,sum_consumo,192.459,349.92266666666666,489.25169999999855
dia_martes_KMeans_k3_profile,Martes,0.15421394230769225,0.2803867521367521,0.3920286057692296
dia_martes_KMeans_k3_profile,Entre semana,0.15421394230769225,0.2803867521367521,0.3920286057692296
dia_martes_KMeans_k3_profile,s_Mañana,29.73957142857143,53.91044444444444,64.51839999999979
dia_martes_KMeans_k3_profile,s_Mediodia,52.61485714285714,106.012,150.29459999999918
dia_martes_KMeans_k3_profile,s_Tarde,38.89414285714286,71.09377777777777,125.62129999999983
dia_martes_KMeans_k3_profile,s_Noche,40.13557142857143,76.33033333333333,82.905
dia_martes_KMeans_k3_profile,s_Madrugada,31.074857142857145,42.57611111111111,65.91239999999979
dia_martes_KMeans_k3_profile,s_Martes,192.459,349.92266666666666,489.2516999999986
dia_martes_KMeans_k3_profile,s_Entre semana,192.459,349.92266666666666,489.2516999999986
dia_martes_KMeans_k3_profile,s_invierno,46.46814285714286,104.64222222222222,113.17419999999936
dia_martes_KMeans_k3_profile,s_otoño,43.29742857142857,77.42966666666666,109.7777999999996
dia_martes_KMeans_k3_profile,s_primavera,41.89271428571429,83.50255555555556,123.21669999999963
dia_martes_KMeans_k3_profile,s_verano,60.800714285714285,84.34822222222222,143.083
dia_martes_KMeans_k3_profile,std_Mañana,0.039463756258636615,0.09307602223015038,0.3135701851173759
dia_martes_KMeans_k3_profile,std_Mediodia,0.05578061164050283,0.08148958186559953,0.1865388374867908
dia_martes_KMeans_k3_profile,std_Tarde,0.036422898204193935,0.08395241920243166,0.0827075397500769
dia_martes_KMeans_k3_profile,std_Noche,0.057864868793617276,0.09881197243742353,0.0489209819361583
dia_martes_KMeans_k3_profile,std_Madrugada,0.03159224578711313,0.03990701918543436,0.1877930098692559
dia_martes_KMeans_k3_profile,std_Martes,0.16640310549625187,0.3019378260698865,0.4463680339037256
dia_martes_KMeans_k3_profile,std_Entre semana,0.16640310549625187,0.3019378260698865,0.4463680339037256
dia_martes_KMeans_k3_profile,std_invierno,0.16013595818487825,0.355734866557617,0.3700664738831931
dia_martes_KMeans_k3_profile,std_otoño,0.12399289382320657,0.24779233310046822,0.3927838766527302
dia_martes_KMeans_k3_profile,std_primavera,0.1292199132384931,0.25903758318537395,0.3393602764061659
dia_martes_KMeans_k3_profile,std_verano,0.19300954152432057,0.2813345993104379,0.6209440352553537
dia_martes_KMeans_k3_profile,Enero,14.390285714285714,31.910777777777778,30.374
dia_martes_KMeans_k3_profile,Febrero,13.212571428571428,29.372666666666664,40.61819999999937
dia_martes_KMeans_k3_profile,Marzo,13.688142857142859,28.707,37.94969999999963
dia_martes_KMeans_k3_profile,Abril,15.415000000000001,31.41711111111111,50.66
dia_martes_KMeans_k3_profile,Mayo,12.78957142857143,23.378444444444444,34.607
dia_martes_KMeans_k3_profile,Junio,20.964,27.182111111111112,44.368
dia_martes_KMeans_k3_profile,Julio,24.133285714285712,32.343333333333334,50.959
dia_martes_KMeans_k3_profile,Agosto,15.703428571428573,24.822777777777777,47.756
