,0,1
media_consumo,0.20680206336481824,0.4339822383325779
std_consumo,0.22238450322657702,0.5509547668070331
min_consumo,0.040615384615384616,0.0347749999999868
max_consumo,1.8886153846153846,3.88075
percentil_25_consumo,0.0818076923076923,0.14575
percentil_50_consumo,0.12000000000000001,0.23
percentil_75_consumo,0.23580769230769233,0.4666374999999935
promedio_por_dia,0.2068899517110174,0.4340020409971643
consumo_medio_diario,4.961001672240803,10.410856521739124
Mañana,0.16613106187290963,0.2533249320652173
Mediodia,0.27094634894091413,0.5932196557971008
Tarde,0.2564517140468227,0.7519598505434779
Noche,0.23600515454445217,0.4321715689202102
Madrugada,0.1171464604236343,0.18422961956521738
sum_consumo,456.41215384615384,957.7987999999993
Lunes,0.21445556831228468,0.4055813432835821
Martes,0.20797066074950685,0.3880552884615385
Miércoles,0.21160798816568044,0.40780737179487153
Jueves,0.2083782051282051,0.43433076923076885
Viernes,0.2043306213017751,0.4606161858974359
Sábado,0.19851849112426032,0.5176548878205123
Domingo,0.20178870808678498,0.425923477564102
Entre semana,0.2094228096603333,0.4190791850915981
Fin de semana,0.20015359960552265,0.4717891826923071
s_Mañana,61.136230769230764,93.22357499999995
s_Mediodia,149.56238461538462,327.4572499999996
s_Tarde,94.37423076923076,276.7212249999999
s_Noche,86.67446153846154,158.702
s_Madrugada,64.66484615384616,101.69475
s_Lunes,71.84261538461539,135.86975
s_Martes,64.88684615384615,121.07325
s_Miércoles,66.0216923076923,127.23589999999993
s_Jueves,65.014,135.5111999999999
s_Viernes,63.75115384615385,143.71225
s_Sábado,61.937769230769234,161.50832499999984
s_Domingo,62.95807692307692,132.8881249999998
s_Entre semana,331.51630769230763,663.4023499999998
s_Fin de semana,124.89584615384615,294.3964499999996
s_verano,456.41215384615384,957.7987999999993
std_Mañana,0.04984527299697757,0.105626350438166
std_Mediodia,0.06964705553138406,0.19381817709239846
std_Tarde,0.03410047949720678,0.06885511342648465
std_Noche,0.05518853190365535,0.16087568583673148
std_Madrugada,0.026499247660771406,0.0501441239558504
std_Lunes,0.23850202107361365,0.49532294923750775
std_Martes,0.2129113550674244,0.4340436509607555
std_Miércoles,0.2193165357858654,0.5272342413989332
std_Jueves,0.210215834503052,0.4833516077086096
std_Viernes,0.2154719037764765,0.5646689237138086
std_Sábado,0.22051287727345115,0.7041894821702132
std_Domingo,0.22176110995735743,0.5145365303505476
std_Entre semana,0.22085432161270444,0.5094952976349753
std_Fin de semana,0.22260830787806024,0.6254291918162039
std_verano,0.22238450322657702,0.5509547668070331
Junio,177.2096923076923,313.0766499999998
Julio,149.09184615384615,343.0960749999998
Agosto,130.1106153846154,301.62607499999984
total_mean_consumption,2751.7799741710205,5775.514797479149
