,0,1,2,3,4
media_consumo,0.1732148278205709,0.26054164023561394,0.3434109651110104,0.4108217036701405,0.5708745808790203
std_consumo,0.17520858464911038,0.2978659729505236,0.5387557902853778,0.46479337813265176,0.7354765206774512
min_consumo,0.0325,0.0536,0.073,0.0225,0.0210999999999472
max_consumo,1.7465,2.116,5.359,2.9985,4.167
percentil_25_consumo,0.0798125,0.08499999999999999,0.145,0.1275,0.183
percentil_50_consumo,0.1125,0.132,0.223,0.223,0.251
percentil_75_consumo,0.1874375,0.31320000000000003,0.343,0.4975,0.5285499999999739
promedio_por_dia,0.173289402173913,0.2606508309703844,0.3433667690611216,0.41093612161310655,0.5707691517013224
consumo_medio_diario,4.155273097826087,6.250167391304348,8.238130434782608,9.85525543478261,13.694784782608671
Mañana,0.16631148097826082,0.1658423913043478,0.2077336956521739,0.25754211956521733,0.2904817934782605
Mediodia,0.2089440670289855,0.37015,0.5254184782608696,0.5304882246376812,0.786483695652171
Tarde,0.20079279891304344,0.34550597826086954,0.4641929347826087,0.6384646739130435,1.266717119565216
Noche,0.17687470885093165,0.33061386765408496,0.3804298554706163,0.4699947294553273,0.4082669612995699
Madrugada,0.12120923913043474,0.1106460144927536,0.146518115942029,0.2021567028985507,0.1860869565217391
sum_consumo,382.285125,575.0154,757.9079999999999,906.6835,1259.9201999999975
Lunes,0.17987611940298504,0.26978268656716414,0.2863014925373134,0.43781044776119404,0.4604029850746269
Martes,0.17811137820512815,0.2557455128205128,0.2677596153846154,0.4129310897435897,0.458599358974359
Miércoles,0.17953565705128205,0.26292371794871794,0.3284326923076923,0.4000689102564102,0.5026589743589733
Jueves,0.17722716346153844,0.25821987179487177,0.2895608974358974,0.4299310897435897,0.5878999999999986
Viernes,0.17396634615384612,0.2529134615384615,0.3504647435897436,0.4031330128205128,0.6857339743589744
Sábado,0.1600120192307692,0.2601288461538461,0.5626826923076923,0.40897596153846155,0.6899849358974337
Domingo,0.16328405448717942,0.26339615384615384,0.3228846153846154,0.380911858974359,0.6189855769230744
Entre semana,0.17777432090966516,0.2600603916614024,0.3042394188250157,0.41708054327226785,0.5379162349968409
Fin de semana,0.16164803685897433,0.26176249999999995,0.4427836538461538,0.3949439102564102,0.654485256410254
s_Mañana,61.202625000000005,61.029999999999994,76.446,94.7755,106.89729999999984
s_Mediodia,115.337125,204.3228,290.031,292.82950000000005,434.1389999999984
s_Tarde,73.89175,127.1462,170.823,234.95499999999998,466.1518999999995
s_Noche,64.946125,121.43980000000002,139.73000000000002,172.53300000000002,150.012
s_Madrugada,66.9075,61.076600000000006,80.878,111.59049999999999,102.72
s_Lunes,60.2585,90.3772,95.911,146.66649999999998,154.235
s_Martes,55.57075,79.7926,83.541,128.8345,143.083
s_Miércoles,56.015125,82.0322,102.471,124.82150000000001,156.8295999999997
s_Jueves,55.294875,80.5646,90.343,134.1385,183.4247999999996
s_Viernes,54.2775,78.909,109.345,125.7775,213.949
s_Sábado,49.92375,81.1602,175.557,127.60050000000001,215.2752999999993
s_Domingo,50.944625,82.17960000000001,100.74,118.84450000000001,193.1234999999992
s_Entre semana,281.41675,411.67560000000003,481.611,660.2384999999999,851.5213999999993
s_Fin de semana,100.868375,163.3398,276.297,246.445,408.3987999999985
s_verano,382.285125,575.0154,757.908,906.6835,1259.9201999999975
std_Mañana,0.04755875964332311,0.05350369436282472,0.1301446213844588,0.10355529529460905,0.0852501897789871
std_Mediodia,0.056199614468059426,0.09116296123270348,0.2427015110183222,0.13052813461118526,0.2715149281289011
std_Tarde,0.031127974364515098,0.03885648770951346,0.035323096096253,0.1013973139965411,0.0373027296166034
std_Noche,0.03542825380664566,0.08680497685887084,0.1962075020667689,0.10079533450348724,0.2457045722731825
std_Madrugada,0.025140558392360124,0.02867315049022946,0.0323930609497113,0.07351398531987755,0.0211554642339352
std_Lunes,0.18582110996860018,0.32279147884163517,0.4023260309468012,0.48355799618295287,0.611849773637324
std_Martes,0.16904686378731004,0.2830945411156073,0.2155174359084642,0.449856566339602,0.6209440352553537
std_Miércoles,0.17631534951386843,0.2881184338210606,0.5460995238863238,0.4507623561933624,0.6613127293226841
std_Jueves,0.16934441816852439,0.2756101006382962,0.2350462418959663,0.46376951939035127,0.7708211501577693
std_Viernes,0.17469220524536128,0.28071942142626083,0.4800410205280845,0.46351391184909574,0.8516068506289586
std_Sábado,0.16064854346632831,0.3162958113648477,0.998763118641897,0.5075102474811996,0.8029743150765566
std_Domingo,0.17450571508569943,0.29736974175201025,0.4427762815668648,0.4245206065151881,0.7663286268049495
std_Entre semana,0.17641054673850717,0.2919643614114201,0.3987530740583254,0.4633327213767979,0.7125626737279798
std_Fin de semana,0.16938866134366048,0.3077597423330999,0.7811723418027183,0.467752429286943,0.7850395668882113
std_verano,0.17520858464911032,0.29786597295052364,0.5387557902853777,0.464793378132652,0.7354765206774508
Junio,152.8645,216.16199999999998,240.831,287.89599999999996,435.6835999999992
Julio,125.20899999999999,187.3044,287.918,332.5905,419.2852999999993
Agosto,104.211625,171.549,229.159,286.197,404.9512999999993
total_mean_consumption,2304.898890461775,3466.789708105813,4573.610087512003,5466.04539970951,7596.358302985573
