,0,1,2,3
media_consumo,0.16373923486766093,0.22988366114897757,0.38984736303089434,0.4162072054527751
std_consumo,0.16689072841481628,0.2666912991819237,0.5029820848297476,0.4787856232892183
min_consumo,0.02725,0.0474,0.05933333333333333,0.0
max_consumo,1.88975,2.3502,3.9450000000000003,4.277
percentil_25_consumo,0.077375,0.08220000000000001,0.15325,0.136
percentil_50_consumo,0.109125,0.126,0.22266666666666668,0.24
percentil_75_consumo,0.1761875,0.2367,0.3833333333333333,0.4825
promedio_por_dia,0.1637783274443338,0.2299365721928755,0.38985606841730897,0.4162701053094947
consumo_medio_diario,3.9288989581737397,5.5161336448598135,9.355247389272629,9.987028037383178
Mañana,0.1594221550865635,0.16871588785046723,0.24088414296356395,0.2893014018691589
Mediodia,0.19402094185690205,0.3190803738317757,0.5250611770283056,0.5499766355140188
Tarde,0.19065078950896272,0.2880077102803738,0.6343010317621557,0.581733644859813
Noche,0.1748734466193715,0.2886209216357334,0.42377613696195865,0.4066240676144092
Madrugada,0.11094876729993357,0.10352897196261682,0.16833778330850147,0.2630911214953271
sum_consumo,792.21375,1180.4526,1889.1757999999961,2137.224
Lunes,0.1668347109760705,0.23747483176312248,0.36544375478827923,0.4519353970390309
Martes,0.1673600388071895,0.23908555555555547,0.3710752065527059,0.4399666666666667
Miércoles,0.16827261029411758,0.23756999999999992,0.38876595441595346,0.430773611111111
Jueves,0.16930557202719795,0.23255752688172038,0.3969397537501654,0.4060483870967742
Viernes,0.16227218137254898,0.2274013888888889,0.4099359116809109,0.3682694444444444
Sábado,0.15175279084528073,0.21276639784946233,0.4163606856498063,0.4092728494623656
Domingo,0.16082410207586614,0.2228048387096774,0.38004531155224547,0.4069220430107527
Entre semana,0.1668062441609987,0.23481974225390728,0.3864699458220617,0.4195160405812996
Fin de semana,0.15628844646057344,0.21778561827956983,0.39819749932372894,0.4080974462365591
s_Mañana,130.03875,144.4208,194.20381333333262,247.642
s_Mediodia,231.002,409.6992,635.077959999997,706.1700000000001
s_Tarde,154.12687499999998,246.5346,507.67602666666613,497.964
s_Noche,141.895875,246.8668,347.3226666666667,347.639
s_Madrugada,135.15025,132.9312,204.89533333333335,337.809
s_Lunes,117.291,176.4438,254.8287733333327,335.788
s_Martes,113.779375,172.14159999999998,253.27257333333296,316.776
s_Miércoles,113.8,171.0504,265.5150666666661,310.157
s_Jueves,117.643125,173.02280000000002,278.772573333333,302.1
s_Viernes,109.312125,163.72899999999998,279.98231999999956,265.154
s_Sábado,106.41825,158.2982,293.9271866666659,304.499
s_Domingo,113.969875,165.76680000000002,262.8773066666657,302.75
s_Entre semana,571.8256250000001,856.3876,1332.3713066666642,1529.975
s_Fin de semana,220.388125,324.065,556.8044933333316,607.249
s_verano,792.21375,1180.4526,1889.1757999999961,2137.224
std_Mañana,0.042844978038627315,0.04580166714407834,0.09335019529580534,0.1400037957247277
std_Mediodia,0.04735333146310471,0.0851112408721631,0.16245530378891293,0.0940240114034529
std_Tarde,0.028012375817685314,0.032929769792872224,0.06991370301756003,0.0644719621093257
std_Noche,0.03248007249145536,0.08772221230937795,0.1425421466042042,0.1173759861895201
std_Madrugada,0.021764558164429248,0.02230920854750772,0.0350284322454574,0.0750523462264261
std_Lunes,0.1659707731790796,0.28194600073362647,0.4852342357284149,0.4989532478396425
std_Martes,0.16350051493565668,0.26502619032051233,0.45892664338874356,0.4810653644153311
std_Miércoles,0.16851564646727707,0.27227305706519667,0.5129393057029195,0.4842117493595317
std_Jueves,0.1661141172326551,0.25642207602624467,0.4601517991179305,0.4587636557838788
std_Viernes,0.16429366946835733,0.2597871693843026,0.5285101718312927,0.4260436677779107
std_Sábado,0.1568115382760335,0.25752666001374946,0.5651015961523865,0.519702805655958
std_Domingo,0.1759868937453305,0.2574820052340964,0.4464359350064894,0.4731003687604331
std_Entre semana,0.16632866174579372,0.2678810697670883,0.49665802776244217,0.4712750642457344
std_Fin de semana,0.16709566829570033,0.2577916313617826,0.5152111027262497,0.4967824346777656
std_verano,0.16689072841481628,0.2666912991819237,0.5029820848297478,0.4787856232892182
Junio,372.353875,495.1014,611.7855599999976,709.844
Julio,218.569625,336.184,622.7352266666659,693.717
Agosto,201.29025000000001,349.1672,654.6550133333322,733.663
total_mean_consumption,4764.119091074028,7097.94766620088,11361.437351217617,12850.888931811896
