hour,0,1,2,3
0,0.09849444444444444,0.3577333333333333,0.13115833333333335,0.1752
1,0.08783703703703703,0.25053333333333333,0.12492500000000001,0.17413333333333333
2,0.08697962962962963,0.22155,0.11604444444444444,0.1696
3,0.08667592592592593,0.12616666666666668,0.10538333333333333,0.16058333333333333
4,0.08340740740740742,0.14301666666666665,0.10341111111111112,0.17593333333333333
5,0.10408888888888888,0.18266666666666667,0.11133611111111112,0.22263333333333335
6,0.15377037037037036,0.19036666666666668,0.20904722222222225,0.2719
7,0.14132592592592594,0.1907,0.21363055555555555,0.27116866666666367
8,0.14190555555555556,0.18423333333333333,0.21848333333333336,0.2840853333333303
9,0.14402037037037038,0.20471666666666666,0.2318388888888889,0.35763733333332737
10,0.1482925925925926,0.21980000000000002,0.2318888888888889,0.5170726666666577
11,0.16084814814814816,0.22141666666666668,0.29867222222222223,0.6666433333333184
12,0.21755555555555556,0.2986166666666667,0.42067777777777776,0.6586266666666517
13,0.22482037037037036,0.3169166666666667,0.41617777777777776,0.4517893333333244
14,0.18944259259259258,0.26205,0.31135833333333335,0.3808726666666577
15,0.16483333333333333,0.19203333333333333,0.25816666666666666,0.42123933333332436
16,0.15542407407407408,0.21423333333333333,0.25630277777777777,0.48138733333332734
17,0.15287037037037038,0.2274,0.2431777777777778,0.5085206666666607
18,0.15706851851851852,0.242,0.2626777777777778,0.6654833333333333
19,0.2147259259259259,0.24031666666666668,0.3645583333333333,0.526
20,0.20822407407407406,0.23654999999999998,0.44436666666666663,0.43683333333333335
21,0.17267592592592593,0.39566666666666667,0.33895000000000003,0.4827333333333333
22,0.14293888888888887,0.21766666666666667,0.24761666666666668,0.2529
23,0.11022962962962962,0.39405,0.18388333333333332,0.19675
total_mean_consumption,3.5484555555555555,5.730400000000001,5.843733333333334,8.909726666666577
