date,lat[unit="degrees_north"],lon[unit="degrees_east"],temp[unit="K"],prec[unit="kg m-2"],swflx[unit="W m-2"]
2024-03-26T01:00:00Z,41.6524241,-0.9280126,283.5126953125,0.0,0.0
2024-03-26T02:00:00Z,41.6524241,-0.9280126,283.5274963378906,0.0,0.0
2024-03-26T03:00:00Z,41.6524241,-0.9280126,283.7175598144531,0.0,0.0
2024-03-26T04:00:00Z,41.6524241,-0.9280126,283.57293701171875,0.0,0.0
2024-03-26T05:00:00Z,41.6524241,-0.9280126,283.43975830078125,0.009999999776482582,0.0
2024-03-26T06:00:00Z,41.6524241,-0.9280126,281.61700439453125,0.009999999776482582,0.0
2024-03-26T07:00:00Z,41.6524241,-0.9280126,280.46881103515625,0.019999999552965164,0.0
2024-03-26T08:00:00Z,41.6524241,-0.9280126,280.4460144042969,0.0,124.5999984741211
2024-03-26T09:00:00Z,41.6524241,-0.9280126,281.0693054199219,0.0,297.0
2024-03-26T10:00:00Z,41.6524241,-0.9280126,282.6484375,0.0,684.8040771484375
2024-03-26T11:00:00Z,41.6524241,-0.9280126,283.5406799316406,0.0,488.57366943359375
2024-03-26T12:00:00Z,41.6524241,-0.9280126,283.77044677734375,0.0,408.4039611816406
2024-03-26T13:00:00Z,41.6524241,-0.9280126,284.0908203125,0.0,347.8389587402344
2024-03-26T14:00:00Z,41.6524241,-0.9280126,284.2466125488281,0.0,242.40206909179688
2024-03-26T15:00:00Z,41.6524241,-0.9280126,283.9877014160156,0.0,223.72604370117188
2024-03-26T16:00:00Z,41.6524241,-0.9280126,283.55413818359375,0.0,129.8000030517578
2024-03-26T17:00:00Z,41.6524241,-0.9280126,283.3558654785156,0.0,43.400001525878906
2024-03-26T18:00:00Z,41.6524241,-0.9280126,282.3164367675781,0.0,22.299999237060547
2024-03-26T19:00:00Z,41.6524241,-0.9280126,281.43218994140625,0.0,0.0
2024-03-26T20:00:00Z,41.6524241,-0.9280126,280.57843017578125,0.0,0.0
2024-03-26T21:00:00Z,41.6524241,-0.9280126,280.5295715332031,0.0,0.0
2024-03-26T22:00:00Z,41.6524241,-0.9280126,280.7928161621094,0.0,0.0
2024-03-26T23:00:00Z,41.6524241,-0.9280126,280.5426330566406,0.0,0.0
2024-03-27T00:00:00Z,41.6524241,-0.9280126,280.7254943847656,0.0,0.0
2024-03-27T01:00:00Z,41.6524241,-0.9280126,279.9413757324219,0.0,0.0
2024-03-27T02:00:00Z,41.6524241,-0.9280126,279.32257080078125,0.0,0.0
2024-03-27T03:00:00Z,41.6524241,-0.9280126,278.7618103027344,0.0,0.0
2024-03-27T04:00:00Z,41.6524241,-0.9280126,278.7273864746094,0.0,0.0
2024-03-27T05:00:00Z,41.6524241,-0.9280126,278.8306884765625,0.0,0.0
2024-03-27T06:00:00Z,41.6524241,-0.9280126,278.7517395019531,0.0,0.0
2024-03-27T07:00:00Z,41.6524241,-0.9280126,279.4951171875,0.0,179.1999969482422
2024-03-27T08:00:00Z,41.6524241,-0.9280126,281.8304443359375,0.010000001639127731,254.6999969482422
2024-03-27T09:00:00Z,41.6524241,-0.9280126,282.90118408203125,0.17000000178813934,232.103515625
2024-03-27T10:00:00Z,41.6524241,-0.9280126,284.4403076171875,0.0,392.24725341796875
2024-03-27T11:00:00Z,41.6524241,-0.9280126,285.91680908203125,0.0,786.6085815429688
2024-03-27T12:00:00Z,41.6524241,-0.9280126,286.81805419921875,0.0,834.123046875
2024-03-27T13:00:00Z,41.6524241,-0.9280126,287.581298828125,0.0,727.9850463867188
2024-03-27T14:00:00Z,41.6524241,-0.9280126,287.6626892089844,0.0,562.3092041015625
2024-03-27T15:00:00Z,41.6524241,-0.9280126,288.2438659667969,0.0,343.99615478515625
2024-03-27T16:00:00Z,41.6524241,-0.9280126,288.2520751953125,0.0,224.86581420898438
2024-03-27T17:00:00Z,41.6524241,-0.9280126,287.89849853515625,0.0,195.3000030517578
2024-03-27T18:00:00Z,41.6524241,-0.9280126,286.5684509277344,0.0,0.0
2024-03-27T19:00:00Z,41.6524241,-0.9280126,285.1546325683594,0.0,0.0
2024-03-27T20:00:00Z,41.6524241,-0.9280126,284.3084411621094,0.0,0.0
2024-03-27T21:00:00Z,41.6524241,-0.9280126,284.5989990234375,0.0,0.0
2024-03-27T22:00:00Z,41.6524241,-0.9280126,283.65374755859375,0.0,0.0
2024-03-27T23:00:00Z,41.6524241,-0.9280126,283.1435546875,0.0,0.0
2024-03-28T00:00:00Z,41.6524241,-0.9280126,282.1937561035156,0.0,0.0
