date,lat[unit="degrees_north"],lon[unit="degrees_east"],temp[unit="K"],prec[unit="kg m-2"],swflx[unit="W m-2"]
2024-04-11T01:00:00Z,41.6524241,-0.9280126,281.95806884765625,0.0,0.0
2024-04-11T02:00:00Z,41.6524241,-0.9280126,281.38604736328125,0.0,0.0
2024-04-11T03:00:00Z,41.6524241,-0.9280126,281.1283874511719,0.0,0.0
2024-04-11T04:00:00Z,41.6524241,-0.9280126,280.72857666015625,0.0,0.0
2024-04-11T05:00:00Z,41.6524241,-0.9280126,280.491943359375,0.0,0.0
2024-04-11T06:00:00Z,41.6524241,-0.9280126,280.30755615234375,0.0,0.38999998569488525
2024-04-11T07:00:00Z,41.6524241,-0.9280126,281.9228820800781,0.0,177.60000610351562
2024-04-11T08:00:00Z,41.6524241,-0.9280126,283.8532409667969,0.0,405.70001220703125
2024-04-11T09:00:00Z,41.6524241,-0.9280126,286.1971740722656,0.0,555.5999755859375
2024-04-11T10:00:00Z,41.6524241,-0.9280126,288.3008728027344,0.0,750.8598022460938
2024-04-11T11:00:00Z,41.6524241,-0.9280126,290.0840759277344,0.0,867.8743286132812
2024-04-11T12:00:00Z,41.6524241,-0.9280126,291.61444091796875,0.0,893.8427734375
2024-04-11T13:00:00Z,41.6524241,-0.9280126,292.7873840332031,0.0,872.4046630859375
2024-04-11T14:00:00Z,41.6524241,-0.9280126,293.42718505859375,0.0,758.7238159179688
2024-04-11T15:00:00Z,41.6524241,-0.9280126,293.9111328125,0.0,672.0964965820312
2024-04-11T16:00:00Z,41.6524241,-0.9280126,293.9921875,0.0,451.20172119140625
2024-04-11T17:00:00Z,41.6524241,-0.9280126,293.2949523925781,0.0,199.6999969482422
2024-04-11T18:00:00Z,41.6524241,-0.9280126,291.07293701171875,0.0,77.5
2024-04-11T19:00:00Z,41.6524241,-0.9280126,288.75579833984375,0.0,0.0
2024-04-11T20:00:00Z,41.6524241,-0.9280126,287.2753601074219,0.0,0.0
2024-04-11T21:00:00Z,41.6524241,-0.9280126,286.1882019042969,0.0,0.0
2024-04-11T22:00:00Z,41.6524241,-0.9280126,285.24468994140625,0.0,0.0
2024-04-11T23:00:00Z,41.6524241,-0.9280126,284.4653625488281,0.0,0.0
2024-04-12T00:00:00Z,41.6524241,-0.9280126,284.1579895019531,0.0,0.0
2024-04-12T01:00:00Z,41.6524241,-0.9280126,283.7908630371094,0.0,0.0
2024-04-12T02:00:00Z,41.6524241,-0.9280126,283.24212646484375,0.0,0.0
2024-04-12T03:00:00Z,41.6524241,-0.9280126,283.05010986328125,0.0,0.0
2024-04-12T04:00:00Z,41.6524241,-0.9280126,282.7406921386719,0.0,0.0
2024-04-12T05:00:00Z,41.6524241,-0.9280126,282.33013916015625,0.0,0.0
2024-04-12T06:00:00Z,41.6524241,-0.9280126,282.0771179199219,0.0,5.940000057220459
2024-04-12T07:00:00Z,41.6524241,-0.9280126,284.7146301269531,0.0,227.89999389648438
2024-04-12T08:00:00Z,41.6524241,-0.9280126,287.5523681640625,0.0,478.5
2024-04-12T09:00:00Z,41.6524241,-0.9280126,289.6734313964844,0.0,591.0999755859375
2024-04-12T10:00:00Z,41.6524241,-0.9280126,291.50262451171875,0.0,772.2720947265625
2024-04-12T11:00:00Z,41.6524241,-0.9280126,293.1593017578125,0.0,877.8834838867188
2024-04-12T12:00:00Z,41.6524241,-0.9280126,294.6470031738281,0.0,898.4622192382812
2024-04-12T13:00:00Z,41.6524241,-0.9280126,295.8211975097656,0.0,872.26318359375
2024-04-12T14:00:00Z,41.6524241,-0.9280126,296.51251220703125,0.0,758.9478149414062
2024-04-12T15:00:00Z,41.6524241,-0.9280126,296.9827575683594,0.0,668.9805908203125
2024-04-12T16:00:00Z,41.6524241,-0.9280126,297.0246276855469,0.0,448.26202392578125
2024-04-12T17:00:00Z,41.6524241,-0.9280126,296.8710632324219,0.0,317.6085205078125
2024-04-12T18:00:00Z,41.6524241,-0.9280126,293.97381591796875,0.0,62.900001525878906
2024-04-12T19:00:00Z,41.6524241,-0.9280126,291.47113037109375,0.0,0.0
2024-04-12T20:00:00Z,41.6524241,-0.9280126,289.9358215332031,0.0,0.0
2024-04-12T21:00:00Z,41.6524241,-0.9280126,288.762939453125,0.0,0.0
2024-04-12T22:00:00Z,41.6524241,-0.9280126,287.943115234375,0.0,0.0
2024-04-12T23:00:00Z,41.6524241,-0.9280126,287.1492004394531,0.0,0.0
2024-04-13T00:00:00Z,41.6524241,-0.9280126,286.4856262207031,0.0,0.0
