date,lat[unit="degrees_north"],lon[unit="degrees_east"],temp[unit="K"],prec[unit="kg m-2"],swflx[unit="W m-2"]
2024-05-21T01:00:00Z,41.6524241,-0.9280126,285.2432556152344,0.0,0.0
2024-05-21T02:00:00Z,41.6524241,-0.9280126,284.61767578125,0.0,0.0
2024-05-21T03:00:00Z,41.6524241,-0.9280126,284.0377502441406,0.0,0.0
2024-05-21T04:00:00Z,41.6524241,-0.9280126,283.4648132324219,0.0,0.0
2024-05-21T05:00:00Z,41.6524241,-0.9280126,283.1788635253906,0.0,18.200000762939453
2024-05-21T06:00:00Z,41.6524241,-0.9280126,283.9826965332031,0.0,113.69999694824219
2024-05-21T07:00:00Z,41.6524241,-0.9280126,286.0527648925781,0.0,352.6000061035156
2024-05-21T08:00:00Z,41.6524241,-0.9280126,288.08319091796875,0.0,587.2780151367188
2024-05-21T09:00:00Z,41.6524241,-0.9280126,289.9573669433594,0.0,692.1066284179688
2024-05-21T10:00:00Z,41.6524241,-0.9280126,291.5858154296875,0.0,861.7037353515625
2024-05-21T11:00:00Z,41.6524241,-0.9280126,292.8760070800781,0.0,962.478759765625
2024-05-21T12:00:00Z,41.6524241,-0.9280126,294.03948974609375,-7.000565460657526E-9,982.3570556640625
2024-05-21T13:00:00Z,41.6524241,-0.9280126,294.9155578613281,-1.4001129144958213E-9,960.2174072265625
2024-05-21T14:00:00Z,41.6524241,-0.9280126,295.43963623046875,0.0,852.9679565429688
2024-05-21T15:00:00Z,41.6524241,-0.9280126,295.8211364746094,0.0,770.8485107421875
2024-05-21T16:00:00Z,41.6524241,-0.9280126,295.69073486328125,-4.067111980532445E-9,569.1925048828125
2024-05-21T17:00:00Z,41.6524241,-0.9280126,294.8898620605469,-5.441069816924937E-9,292.70001220703125
2024-05-21T18:00:00Z,41.6524241,-0.9280126,293.5944519042969,-8.766447123775833E-9,207.8000030517578
2024-05-21T19:00:00Z,41.6524241,-0.9280126,291.45257568359375,0.0,0.0
2024-05-21T20:00:00Z,41.6524241,-0.9280126,290.4959411621094,0.0,0.0
2024-05-21T21:00:00Z,41.6524241,-0.9280126,289.3169860839844,0.0,0.0
2024-05-21T22:00:00Z,41.6524241,-0.9280126,288.3081359863281,0.0,0.0
2024-05-21T23:00:00Z,41.6524241,-0.9280126,287.26605224609375,0.0,0.0
2024-05-22T00:00:00Z,41.6524241,-0.9280126,286.3005676269531,0.0,0.0
2024-05-22T01:00:00Z,41.6524241,-0.9280126,285.4358215332031,0.0,0.0
2024-05-22T02:00:00Z,41.6524241,-0.9280126,284.8123779296875,0.0,0.0
2024-05-22T03:00:00Z,41.6524241,-0.9280126,284.31756591796875,0.0,0.0
2024-05-22T04:00:00Z,41.6524241,-0.9280126,283.89300537109375,0.0,0.0
2024-05-22T05:00:00Z,41.6524241,-0.9280126,283.6546325683594,0.0,27.799999237060547
2024-05-22T06:00:00Z,41.6524241,-0.9280126,284.4646911621094,0.0,128.1999969482422
2024-05-22T07:00:00Z,41.6524241,-0.9280126,286.3689270019531,0.0,369.20001220703125
2024-05-22T08:00:00Z,41.6524241,-0.9280126,288.4055480957031,0.0,603.2999877929688
2024-05-22T09:00:00Z,41.6524241,-0.9280126,290.3143005371094,0.0,706.9887084960938
2024-05-22T10:00:00Z,41.6524241,-0.9280126,291.8057556152344,0.0,820.6771240234375
2024-05-22T11:00:00Z,41.6524241,-0.9280126,292.8878173828125,0.0,704.8141479492188
2024-05-22T12:00:00Z,41.6524241,-0.9280126,293.716064453125,0.0,612.1661376953125
2024-05-22T13:00:00Z,41.6524241,-0.9280126,294.84423828125,0.0,715.69384765625
2024-05-22T14:00:00Z,41.6524241,-0.9280126,295.3761291503906,0.0,446.1590270996094
2024-05-22T15:00:00Z,41.6524241,-0.9280126,295.9683837890625,0.0,522.3947143554688
2024-05-22T16:00:00Z,41.6524241,-0.9280126,295.5871887207031,1.3712734059367904E-8,506.00274658203125
2024-05-22T17:00:00Z,41.6524241,-0.9280126,295.1573791503906,0.0,426.3863220214844
2024-05-22T18:00:00Z,41.6524241,-0.9280126,293.6623840332031,0.0,95.5
2024-05-22T19:00:00Z,41.6524241,-0.9280126,292.0643005371094,0.0,0.0
2024-05-22T20:00:00Z,41.6524241,-0.9280126,291.0699462890625,0.0,0.0
2024-05-22T21:00:00Z,41.6524241,-0.9280126,289.4278869628906,0.0,0.0
2024-05-22T22:00:00Z,41.6524241,-0.9280126,287.9742431640625,0.09000000357627869,0.0
2024-05-22T23:00:00Z,41.6524241,-0.9280126,286.5765075683594,0.0,0.0
2024-05-23T00:00:00Z,41.6524241,-0.9280126,286.08319091796875,0.0,0.0
