date,lat[unit="degrees_north"],lon[unit="degrees_east"],temp[unit="K"],prec[unit="kg m-2"],swflx[unit="W m-2"]
2024-01-17T01:00:00Z,41.6524241,-0.9280126,285.75006103515625,0.0,0.0
2024-01-17T02:00:00Z,41.6524241,-0.9280126,284.9130554199219,0.0,0.0
2024-01-17T03:00:00Z,41.6524241,-0.9280126,284.5326843261719,0.0,0.0
2024-01-17T04:00:00Z,41.6524241,-0.9280126,284.39013671875,0.0,0.0
2024-01-17T05:00:00Z,41.6524241,-0.9280126,284.3315734863281,0.0,0.0
2024-01-17T06:00:00Z,41.6524241,-0.9280126,284.283935546875,0.0,0.0
2024-01-17T07:00:00Z,41.6524241,-0.9280126,284.494384765625,0.0,0.0
2024-01-17T08:00:00Z,41.6524241,-0.9280126,284.6058654785156,0.0,0.0
2024-01-17T09:00:00Z,41.6524241,-0.9280126,284.63311767578125,0.0,0.0
2024-01-17T10:00:00Z,41.6524241,-0.9280126,285.4752502441406,0.0,83.19999694824219
2024-01-17T11:00:00Z,41.6524241,-0.9280126,286.4464416503906,0.0,115.4000015258789
2024-01-17T12:00:00Z,41.6524241,-0.9280126,288.30517578125,0.0,232.1999969482422
2024-01-17T13:00:00Z,41.6524241,-0.9280126,290.2278747558594,0.0,433.20001220703125
2024-01-17T14:00:00Z,41.6524241,-0.9280126,289.9001159667969,0.0,336.3999938964844
2024-01-17T15:00:00Z,41.6524241,-0.9280126,289.0226745605469,0.0,257.1000061035156
2024-01-17T16:00:00Z,41.6524241,-0.9280126,287.29412841796875,0.0,10.199999809265137
2024-01-17T17:00:00Z,41.6524241,-0.9280126,285.6466369628906,0.0,0.0
2024-01-17T18:00:00Z,41.6524241,-0.9280126,284.5927429199219,0.0,0.0
2024-01-17T19:00:00Z,41.6524241,-0.9280126,283.7383728027344,0.0,0.0
2024-01-17T20:00:00Z,41.6524241,-0.9280126,282.8948669433594,0.0,0.0
2024-01-17T21:00:00Z,41.6524241,-0.9280126,282.2493896484375,0.0,0.0
2024-01-17T22:00:00Z,41.6524241,-0.9280126,281.7933044433594,0.0,0.0
2024-01-17T23:00:00Z,41.6524241,-0.9280126,281.76507568359375,0.0,0.0
2024-01-18T00:00:00Z,41.6524241,-0.9280126,281.31494140625,0.0,0.0
2024-01-18T01:00:00Z,41.6524241,-0.9280126,281.25006103515625,0.0,0.0
2024-01-18T02:00:00Z,41.6524241,-0.9280126,280.6960754394531,0.0,0.0
2024-01-18T03:00:00Z,41.6524241,-0.9280126,280.5227355957031,0.0,0.0
2024-01-18T04:00:00Z,41.6524241,-0.9280126,280.52923583984375,0.0,0.0
2024-01-18T05:00:00Z,41.6524241,-0.9280126,280.3810119628906,0.0,0.0
2024-01-18T06:00:00Z,41.6524241,-0.9280126,280.2247619628906,0.0,0.0
2024-01-18T07:00:00Z,41.6524241,-0.9280126,280.2951354980469,0.0,0.0
2024-01-18T08:00:00Z,41.6524241,-0.9280126,281.4599304199219,0.0,17.5
2024-01-18T09:00:00Z,41.6524241,-0.9280126,284.026123046875,0.0,211.8000030517578
2024-01-18T10:00:00Z,41.6524241,-0.9280126,286.0453796386719,0.0,299.29998779296875
2024-01-18T11:00:00Z,41.6524241,-0.9280126,287.17431640625,0.0,424.79998779296875
2024-01-18T12:00:00Z,41.6524241,-0.9280126,287.9209899902344,0.0,464.0
2024-01-18T13:00:00Z,41.6524241,-0.9280126,288.3548889160156,0.0,429.20001220703125
2024-01-18T14:00:00Z,41.6524241,-0.9280126,288.1968688964844,0.0,309.1000061035156
2024-01-18T15:00:00Z,41.6524241,-0.9280126,287.6839904785156,0.0,227.60000610351562
2024-01-18T16:00:00Z,41.6524241,-0.9280126,286.42181396484375,0.0,61.70000076293945
2024-01-18T17:00:00Z,41.6524241,-0.9280126,285.2726745605469,0.0,0.0
2024-01-18T18:00:00Z,41.6524241,-0.9280126,283.2514953613281,0.009999999776482582,0.0
2024-01-18T19:00:00Z,41.6524241,-0.9280126,282.325927734375,0.0,0.0
2024-01-18T20:00:00Z,41.6524241,-0.9280126,281.6025695800781,0.0,0.0
2024-01-18T21:00:00Z,41.6524241,-0.9280126,281.0198669433594,0.0,0.0
2024-01-18T22:00:00Z,41.6524241,-0.9280126,280.5820617675781,0.0,0.0
2024-01-18T23:00:00Z,41.6524241,-0.9280126,280.0943603515625,-0.009999999776482582,0.0
2024-01-19T00:00:00Z,41.6524241,-0.9280126,279.63079833984375,0.0,0.0
