hour,0,1,2,3
0,0.12939615384615383,0.10723076923076924,0.15387820512820513,0.38759711538461483
1,0.11145384615384617,0.10769711538461538,0.1207852564102564,0.26569326923076875
2,0.0982076923076923,0.0924423076923077,0.11848397435897436,0.258424038461538
3,0.09171923076923076,0.0838076923076923,0.11760576923076922,0.19332788461538414
4,0.0833923076923077,0.0795576923076923,0.10459615384615384,0.2115673076923077
5,0.08456153846153847,0.12977403846153845,0.11125320512820513,0.21555769230769228
6,0.08955769230769231,0.2822692307692308,0.17836217948717947,0.28281730769230773
7,0.10441538461538462,0.378875,0.2623429487179487,0.26528846153846153
8,0.1195153846153846,0.2292644230769231,0.2683589743589743,0.34068365384615334
9,0.12318846153846152,0.14827884615384615,0.26578846153846153,0.30498365384615234
10,0.1447269230769231,0.15596153846153846,0.2801602564102564,0.34081057692307537
11,0.14818461538461541,0.14892788461538461,0.32225,0.3843596153846134
12,0.16328076923076923,0.15841346153846153,0.4166826923076923,0.4318403846153826
13,0.1933153846153846,0.23041826923076922,0.48069551282051287,0.4185701923076908
14,0.20008846153846155,0.25844711538461534,0.4148717948717949,0.4072903846153836
15,0.17501538461538463,0.22708173076923077,0.3560929487179487,0.4454807692307692
16,0.17056538461538462,0.20662980769230768,0.33990064102564105,0.4057317307692303
17,0.16132307692307693,0.2213173076923077,0.3281025641025641,0.465674038461538
18,0.1563923076923077,0.2826730769230769,0.34391025641025647,0.47699134615384564
19,0.16557692307692307,0.4306826923076923,0.37493269230769233,0.5519326923076923
20,0.2000346153846154,0.45678846153846153,0.45930769230769225,0.43749038461538464
21,0.20001923076923078,0.32221634615384614,0.41970192307692306,0.44629807692307694
22,0.17371923076923076,0.2493701923076923,0.31506089743589744,0.40618269230769233
23,0.15322692307692307,0.15136057692307692,0.23027564102564102,0.36412500000000003
total_mean_consumption,3.440876923076923,5.139485576923077,6.783400641025641,8.708718269230756
