,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Entre semana,Fin de semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,s_Entre semana,s_Fin de semana,s_invierno,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,std_Entre semana,std_Fin de semana,std_invierno,Enero
PC1,0.15368616797692206,0.14669552133705563,0.001636249693173752,0.1310880473646047,0.04377482266824594,0.08512070268993788,0.15224360978234805,0.1536861679769223,0.15368616797692233,0.13998297796095385,0.13562160242027513,0.14070945597746023,0.14506271145042277,0.05613928916320659,0.1503530323574341,0.14774793434053457,0.15182640651636262,0.15163850243304103,0.14448472594075482,0.13883327952775087,0.14396585316839025,0.13836876286093897,0.15133534767306692,0.14275773561897,0.13703042329644738,0.13740670652038653,0.14831788217132852,0.1400823089004725,0.08345615959634238,0.1508172048638962,0.146701049686194,0.15032141383369724,0.14315050112924338,0.14167855873753724,0.14166809049299128,0.13509818476178598,0.14951104482424668,0.13966530986695821,0.1503530323574341,0.08892223153474224,0.10968901412739988,0.08760272926091818,0.10890948941761922,0.08752032223617572,0.1408127607796893,0.13556127152014444,0.13800165446312518,0.14090529911045413,0.14209727143059675,0.1335579542342104,0.1391107983953427,0.1439283285337001,0.1393099001464413,0.1466955213370557,0.15035303235743408
PC2,0.06443981132356182,-0.1605073030065529,0.2990626472783338,-0.03601478513824644,0.4104952086694389,0.34702121982105993,0.05487929692848428,0.0644398113235618,0.0644398113235618,-0.06570743031137981,0.16270001872020842,0.04202478671831383,-0.034164059158464426,0.16831743226893672,0.04450422563394289,0.014107010570285045,0.01661704625751507,0.008325019913470452,0.13787117722663833,0.15164281353465092,0.03463904079094355,0.08534839230062469,0.06211388361858984,0.06409809340224326,-0.06535705746830865,0.13989923472178262,0.024630192552909227,-0.03897030800419608,0.1866428239667053,0.01133705501784214,0.01930860115067305,-0.008722082728686593,0.1001192777567739,0.11272435379131517,0.014085694599855418,0.064765766513055,0.04376330004125428,0.04268385451713859,0.04450422563394291,-0.21478886999099758,0.05633441905594272,-0.20598701820648166,-0.08748512581048937,-0.12862821452738282,-0.14838982887893662,-0.19728219900928784,-0.20199043783462636,-0.10737616081319168,-0.09500460514948329,-0.18665851844734346,-0.11498210962256107,-0.15974635247281446,-0.1492969670645105,-0.16050730300655272,0.04450422563394291
PC3,0.06253428831460796,0.0537545950038243,-0.2540630199842905,0.23055428614858928,0.17295272761220193,0.14833812947121966,-0.03327699958043121,0.06253428831460793,0.06253428831460786,-0.09783790922133094,0.038141606250397024,0.0709751169846796,-0.05506095252170366,0.4385236074445133,-0.13401313833921125,0.07640113329151743,0.016256601398869745,0.017617429244410975,-0.000900637309037395,0.08652243477040031,0.15479977238513232,0.08701077630433787,0.039329552104646996,0.11963732014572487,-0.19956167158652616,-0.1560875235089636,-0.11005696578236404,-0.16931620012398613,0.22344004415972835,-0.11647926503832975,-0.15150016023410245,-0.14172484679066008,-0.17427687090749666,-0.1140409022359187,-0.06891123942274653,-0.12412679634218668,-0.14196854720348928,-0.10070500756992058,-0.1340131383392113,-0.11708443925489383,0.004220778235574165,0.228045538835467,0.038927250251381315,0.24933967628105194,0.0829938558794892,-0.030599541471601783,0.002094684776039132,0.00994956923995998,0.04205788881189929,0.14161255587764812,0.08261045714663524,0.025211174163319968,0.11503701064666635,0.05375459500382421,-0.13401313833921133
PC4,-0.07584727142050868,-0.05591658837481578,-0.21587665019024208,-0.07434502078913643,-0.049161659228077664,-0.04939014393190642,-0.06441223000936429,-0.07584727142050852,-0.07584727142050848,-0.08018053844046545,-0.07266357936799879,-0.15460835882206822,-0.07080261760457465,0.10747226189977123,0.09251644046697649,-0.1741996482128671,-0.13275584250966113,-0.1654321701745966,-0.13282650042637725,-0.1586566797806245,0.14592895082028923,0.15826625140396683,-0.15809627981277258,0.1546572807510329,0.03978507878130582,0.11527144230929702,0.03636790703476726,0.0436309075676127,0.24699890255044998,-0.017990389991566623,0.01729100622813857,0.014079461758960757,0.06122395532800655,0.03259381634017084,0.2714076437023299,0.28592250318048834,0.019942831388620443,0.28277428405641064,0.09251644046697645,0.16787635437940845,0.025424473225799386,-0.03774127342770626,-0.18170343601023234,0.27457060614571693,-0.17431520842324416,-0.06671445784600881,-0.1151393246418159,-0.15246702258980538,-0.13340058490078194,0.1271423303668192,0.14547290273576377,-0.13682841059071252,0.14048923075941905,-0.05591658837481649,0.09251644046697645
