,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Entre semana,Fin de semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,s_Entre semana,s_Fin de semana,s_otoño,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,std_Entre semana,std_Fin de semana,std_otoño,Septiembre
PC1,0.1514070127736576,0.14435144358364552,0.12585896194972157,0.13605033985493062,0.11982858384809364,0.1355639338888694,0.1489533067809203,0.15140701277365753,0.15140701277365756,0.12138749656867372,0.14279470592031426,0.1361318329300227,0.13424861999906687,0.11074436500096613,0.15101250669043148,0.14553459645621147,0.15075115619289742,0.1469203558300317,0.14531150854906488,0.14409166689495714,0.14342220615388176,0.13721724689452788,0.14953564287465665,0.14349474480535077,0.12200118383192196,0.14589175684989322,0.1372505451004193,0.13498985717626966,0.11405527847615013,0.1465788375212478,0.14982604629009574,0.14870519217275513,0.14509635920725658,0.1472966647663588,0.14311121131807458,0.13698207360227715,0.1501257609796436,0.1426986571714749,0.1510125066904315,0.09238113998258532,0.06960589008969963,0.08920592671473905,0.11719107969689507,0.01471202866793035,0.10510409543026451,0.13717790757655984,0.13149811973728381,0.12471813872236288,0.13963335709891347,0.12188505191895428,0.11266183101489485,0.14173267405315934,0.12605589154617405,0.14435144358364546,0.15101250669043154
PC2,-0.053183883510869966,0.15830055561389014,-0.0830751799540988,0.11832553930720636,-0.28316292515465696,-0.17975001643349187,-0.05008629320821432,-0.05318388351086979,-0.053183883510869834,0.0006536312616122166,-0.09967989321161715,-0.16834464361566953,0.029047971598755228,0.15753639812704928,-0.02868307114936342,0.030243036888813538,-0.035337417940667616,-0.0687071005085719,-0.06206377273855443,-0.12612759944759083,0.0284074878109269,-0.10199801276446528,-0.05663986324225953,-0.041040881398416905,0.019437103066618673,-0.07624478407066344,-0.1443314528626331,0.0451354502430113,0.16849305049574537,0.04995866048016843,-0.013283918528966952,-0.04510695004701477,-0.039467181745110304,-0.09515593934078045,0.04899812296546194,-0.08195505973901852,-0.03184222979012394,-0.019560547988107614,-0.028683071149363346,-0.1736557385649019,0.20345689815356527,-0.07554073475252142,0.12149528148424218,0.5023179694263414,0.2949414954751351,0.0762121111893247,0.0450831359065864,0.10025559881158157,0.0008918014717339241,0.29069362850097613,0.1371974612527498,0.09462214573823545,0.227053503814714,0.15830055561388998,-0.02868307114936334
PC3,-0.002199712360881292,0.06957158034910285,0.05549068434892176,-0.06418177670343142,-0.061199704283933586,-0.10964947432245915,0.004977528396925736,-0.0021997123608812137,-0.0021997123608813725,0.023518059338367626,0.11945546783417328,-0.07913780695889497,0.006738126870633279,-0.26362281355501854,-0.02719337118695263,0.02891952787618426,0.05804824070472164,0.09584550827814389,0.15444637017320012,0.08062275204994367,-0.1706955501541888,-0.22365580731498436,0.08635102904268821,-0.20360259542553655,-0.0011533474429813123,0.09100997475431626,-0.09412582408213178,-0.015482011096197333,-0.27156508307832733,0.0003586617786595264,0.030113433295603505,0.06642441611374209,0.12169879452904361,0.04732324781611055,-0.18434288981623795,-0.22882795497989833,0.05498349423415047,-0.21162349066704653,-0.027193371186952663,-0.07770647413800467,0.16871365120547901,0.19543696169706834,0.16158281235004343,-0.043213384070612156,0.18012584434131176,0.1877527658590498,0.18068435411609873,0.283685537096708,0.1164473190582123,-0.1320532075005661,-0.2601433880842067,0.19856093209791317,-0.1881612880148015,0.06957158034910295,-0.027193371186952656
PC4,-0.035804148381929475,0.07905756365609508,-0.08006941085195428,0.09370734383795398,-0.10689117485851515,-0.18274951635004694,-0.048754522429968604,-0.03580414838192933,-0.03580414838192947,0.2932003521355686,-0.07557722454017113,0.09891833864912215,-0.22714165548623938,-0.19977716879616306,-0.009965847472933432,-0.1586677943481511,-0.011933301131548005,-0.00882526420348765,-0.01399737052024442,-0.07843766314994043,-0.05443927441918048,0.065124005951182,-0.05436595129419498,0.009328993010010195,0.2926643335349405,-0.05087625594007855,0.11148173679016261,-0.1927845315048229,-0.1591044895882657,-0.12312063559363406,0.010879279472346088,0.01387506545627252,0.0077280388366490725,-0.0474183628452714,-0.02401249686848569,0.07773542557040627,-0.027090266105564007,0.029535331761701623,-0.009965847472933454,0.41749531356057523,-0.04399663191548258,0.23378503090575495,-0.3230135466496157,0.13965154742079586,-0.1789295484427747,0.1891744492250735,0.13850848968646687,0.07872536000508204,0.04680087202386845,0.07434896616926545,0.1520168842804286,0.07389710703988811,0.11245156379730742,0.0790575636560953,-0.009965847472933467
