,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Entre semana,Fin de semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,s_Entre semana,s_Fin de semana,s_primavera,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,std_Entre semana,std_Fin de semana,std_primavera,Mayo
PC1,0.15524755042047406,0.14808843839448801,0.04573428215191871,0.11206802793998522,0.10825986732692833,0.128429483735913,0.15258532724416007,0.15524755042047436,0.1552475504204744,0.12870267253821138,0.1403751090726726,0.13382285703751184,0.1383324916173819,0.09597907574377347,0.15219217995562107,0.15324476883749044,0.1538895196086894,0.15563159162274895,0.15395104307745555,0.14389498558691924,0.1445793770211832,0.1368991475830766,0.1547651946382073,0.14235045560841275,0.1139232622034766,0.14308223419489194,0.14717804430588663,0.1267499953784801,0.08800026674021486,0.14606002129149248,0.1437373792938345,0.15251335163016683,0.1451441180105259,0.15026876230129999,0.13873667430684397,0.1426971548719414,0.15002132703972487,0.144587267165501,0.15219217995562107,0.023085346495243055,0.08964301524825659,0.09696130468887322,0.1007114780281781,0.0688626006837199,0.13465517015854536,0.13243170528582499,0.13425374007936336,0.1362454779927004,0.12677560235126206,0.1367291081556391,0.12480906768310962,0.14548397662265783,0.13620212188555733,0.14808843839448793,0.152192179955621
PC2,0.00218857544480756,-0.14101597398931565,-0.0397929481025621,-0.26807126272607046,0.06849672390172086,0.10202405348826707,0.027570424200157886,0.0021885754448075345,0.00218857544480721,-0.09220291248829665,-0.05620229169889687,-0.19543182183385446,0.14881987314913597,0.2638515394841428,0.11016233997675744,0.03857660983155834,0.08147383849107598,0.006308846696754197,0.037476623748056194,-0.0018402237610786467,-0.028952558320533388,-0.11648124297938944,0.03130895134471019,-0.08006700985275307,-0.015835848692122883,0.038748976276707064,-0.11736279196365447,0.2158600193670355,0.33045330327010713,0.11907099978152666,0.16237472129136887,0.09117741106852877,0.1392335578121393,0.1256840558409929,0.1087504597279224,-0.018362992344410425,0.12876832122291182,0.04154916619785394,0.11016233997675742,-0.2523840398894908,-0.21722036074971138,-0.25154167286237455,0.09666331945269853,0.17014222694237927,-0.07444729555838725,-0.03343167285373016,-0.10432784669949488,-0.07762578325603288,-0.19092794774605099,-0.10890691914496421,-0.20409452372791925,-0.12378666647904653,-0.18539020371494924,-0.14101597398931592,0.11016233997675742
PC3,0.10278015601680131,-0.07856724757881217,0.041680133911235484,0.1846757738535387,0.3281001254889229,0.2583050588582367,0.05292327228069509,0.10278015601680131,0.10278015601680128,-0.14579463276336732,0.13024625286418617,0.15051939154303415,0.04329183062769726,0.17076527059887606,-0.07352484330937924,0.022913502756170354,0.03441626160327092,0.058641986392425724,0.059081275597350706,0.18418849245100302,0.15707614968655936,0.17005611941270057,0.0763616083634679,0.16885062526278669,-0.2651640275940908,-0.02894343840284007,-0.03396289973788345,-0.07411676679469442,0.056015642122219066,-0.11752610724509235,-0.10806848973878538,-0.08691494381617612,-0.10907130227391745,0.004154660152929858,-0.06326846783120955,-0.0012182224525110477,-0.08498291017817293,-0.03073339862400255,-0.07352484330937922,-0.31009597435117875,0.04127505503005507,0.038292102150714984,-0.14760326802547724,-0.09875507331326726,-0.20051253572967528,-0.24309108821818592,-0.2117358996385524,-0.20771560682758147,0.12495132030181494,-0.0995362731011827,0.08572232798225629,-0.11813594825017952,0.03588071771701063,-0.07856724757881273,-0.07352484330937925
PC4,0.030392639719437453,-0.05555573697651022,0.5670461376361002,-0.08452773592806424,0.09724509799986218,0.014974335585592162,0.054931518680872586,0.03039263971943734,0.03039263971943779,0.010309997827487566,0.16321217004784122,-0.011643877140225233,0.020405618993188206,-0.18976801835742318,0.005711163678563405,0.10551595563661538,0.021342133076796072,0.053785463891144296,0.11010605169081945,0.04445651180705077,-0.036032220685342474,-0.11104153313637323,0.06888570918801483,-0.07856780238695919,-0.015437937655229994,0.15729448503638255,-0.034224441102456093,0.0030971271857011527,-0.21339379504767692,0.07454365307096847,-0.009510413675094661,0.024173907021791594,0.09310692229649463,0.030834684602395926,-0.06732805097248665,-0.1505430905569309,0.044127362842532596,-0.11498304570262526,0.0057111636785633696,-0.01263045656650968,0.0797867885677264,0.07306909671137929,0.30777568475709416,-0.40252418043506105,0.044169798399029514,-0.1196346000385707,0.025943319080517762,0.05225213818943739,-0.043282671861831525,-0.1268478921491765,-0.24145790642401943,-0.008112679992643196,-0.19649125780132204,-0.055555736976510034,0.0057111636785633565
