,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Entre semana,Fin de semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,s_Entre semana,s_Fin de semana,s_verano,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,std_Entre semana,std_Fin de semana,std_verano,Agosto
PC1,0.1457974808749163,0.14480561674746986,0.028111412076613593,0.12298196709784782,0.11083054956659086,0.13237506854565534,0.13089378083729855,0.1457974808749167,0.14579748087491673,0.11882498638761384,0.14329220350065397,0.1424615183451611,0.1277695112056485,0.12408295126448579,0.14586681305221472,0.14295029550376212,0.14470132768104266,0.1453010469657744,0.13852161588642795,0.13969980738233112,0.1403930718424223,0.14289735649066765,0.1457094716803928,0.14287413257459827,0.11944462651184753,0.14344771942004236,0.1429191428814441,0.12793946324675434,0.127320998591399,0.14303567477360812,0.1444379158915776,0.14547092599022032,0.1389445383624981,0.1397861605194937,0.14111679307635935,0.1433480288275292,0.14564283772843542,0.14342938998288085,0.14586681305221474,0.08874178245511792,0.13021615240770018,0.10782283995056137,0.11393946409260303,0.06370533748660852,0.13692235768149785,0.14124612896805006,0.14125837652843945,0.13129376015776217,0.1375408807683075,0.13313737599104172,0.14187868199309106,0.1437303832875225,0.14046102425392765,0.1448056167474699,0.14586681305221477
PC2,-0.006475152140919829,0.026976591659168478,0.4116581369781953,0.13916721857001882,0.22008800868430753,0.156835457121061,-0.022018983129565642,-0.0064751521409200045,-0.006475152140919621,-0.08150620112657032,0.011556839130634523,-0.018895285493147288,0.08833103081212891,-0.15449055107166093,-0.013028409884591982,0.004920200138386368,0.036504095745089414,0.024231587542694374,-0.0940147595624368,0.122849290005395,-0.0757511076896262,-0.02978731011225802,0.01204103754640097,-0.05515938416109586,-0.09029506605886768,0.006742162075700861,-0.021885967578228187,0.07898173139525612,-0.16289782811900114,-0.0011503790748769009,0.027386738088196454,0.016505221580810272,-0.0980103283811757,0.11318069043180225,-0.08013656438469835,-0.03557736510043504,0.004849274403986514,-0.060190030325233956,-0.013028409884591976,-0.374213504907552,0.08280081512071788,0.14151302760910173,0.2954131795762624,-0.4031532483993383,0.12650910578049648,0.0743686984502686,0.11233904343812677,-0.19366270403790356,0.1564423124989391,-0.2174417651981679,-0.05738788423731964,0.06884922475750062,-0.12912735434518127,0.02697659165916866,-0.013028409884591988
PC3,-0.045400526865411905,0.06693218874224308,-0.28224122825251197,0.22670461486817062,-0.22158366830786366,-0.04087769524137882,-0.022979143087762142,-0.04540052686541185,-0.045400526865411586,-0.23361123807179202,-0.06975006841482403,-0.06005202429078671,0.13473248260156825,-0.04279033252853803,-0.03020630506724877,0.08995056494657104,0.004676088124937711,-0.010678684772256343,-0.16570664045326453,0.049075920381748496,-0.1655358749732087,-0.06843909822547446,-0.015902226759348107,-0.12219782770412296,-0.18740903452254742,-0.05893808469617239,-0.0528203475655897,0.14433857302588252,-0.0012881130474569906,0.10000136018610976,0.020714193956126108,0.004171001976688868,-0.14836166341601897,0.0608167537080404,-0.14968627417067507,-0.0532180423132324,-0.001293971767635423,-0.10628761980724272,-0.030206305067248817,0.13881976276246596,0.05270085086962692,0.38055214336841653,0.19360925748600297,0.4408529195983191,0.17316791396387646,0.08517074662907757,0.08735309275121146,-0.143279938458612,0.1592014197790283,-0.010932105881394191,0.02255575413522775,0.07865337879416678,0.013849283736243344,0.0669321887422434,-0.030206305067248813
