hour,0,1,2,3
0,0.1588198712722592,0.18144300289836135,0.2799694963167036,0.27453218884120173
1,0.13967741686333404,0.1399713809593812,0.24777192309995807,0.20023605150214593
2,0.10875867839519415,0.10703184941588127,0.22445018386536503,0.15790987124463518
3,0.09598501668183197,0.09390478638004873,0.18544057027066146,0.15632618025751072
4,0.09128784810126582,0.08367849223504131,0.15866301251721865,0.15179828326180259
5,0.0862224758635486,0.08119866290623791,0.13030323770737257,0.15276394849785407
6,0.0857006822570264,0.07872424961116224,0.11755513924657124,0.15330472103004292
7,0.08471650718729887,0.08156660525117014,0.12196596753907887,0.18483261802575107
8,0.09511250375455911,0.1050557324941334,0.1531334850571959,0.24134763948497856
9,0.11243400557820209,0.1907215244255455,0.19664748637479787,0.3138197424892704
10,0.1252545934348852,0.28762789537587047,0.2725980595316524,0.4177467811158799
11,0.1445194035614675,0.3201716977283163,0.32027236749116605,0.5240257510729613
12,0.14624465994421798,0.3213676112384551,0.3457478612924477,0.7922746781115879
13,0.14406273331903025,0.3204859802795276,0.3508995963346709,1.0621416309012874
14,0.1768249603089466,0.3825430904844093,0.4370165778283524,0.9128841201716739
15,0.2389029178287921,0.35392743127507936,0.4914737737318081,0.6985922746781116
16,0.1763795537438318,0.26944798223596694,0.4050226387973887,0.6451373390557941
17,0.16300652649646,0.24112888415810496,0.2968873929448404,0.650725321888412
18,0.1616278695558893,0.24381330476714194,0.2878350961250524,0.6012918454935622
19,0.16391978974469,0.25766172928905756,0.31979880936695215,0.6223476394849785
20,0.16298050632911393,0.29172567077010747,0.33230973707851713,0.737
21,0.171434765071873,0.33385785492222336,0.35352029705935195,0.6005751072961373
22,0.1778999828363012,0.31381714301788927,0.4174186332874169,0.4532017167381974
23,0.17304068225702637,0.24782057549804812,0.3809077942145296,0.4075536480686695
total_mean_consumption,3.384813950387046,5.328693137617161,6.82760913707907,11.112369098712447
