,0,1,2
media_consumo,0.1410633054423228,0.21227696893623302,0.31348077524549045
std_consumo,0.16164156875767946,0.2659082052041227,0.34625939586809124
min_consumo,0.017,0.0295,0.034833333333333334
max_consumo,2.0420000000000003,2.7808333333333333,3.6905
percentil_25_consumo,0.06860000000000001,0.0685,0.11616666666666665
percentil_50_consumo,0.0982,0.10466666666666667,0.18899999999999997
percentil_75_consumo,0.1426,0.229375,0.3669166666666667
promedio_por_dia,0.14106330544232276,0.21227696893623296,0.3134807752454904
consumo_medio_diario,3.3855193306157476,5.094647254469593,7.523538605891772
Mañana,0.11048539261960948,0.18967918084540678,0.21900413384035863
Mediodia,0.1750167467639276,0.2921233850513278,0.4610656292880277
Tarde,0.16180395730529928,0.24504423089976238,0.38096927925467455
Noche,0.16687924157906026,0.25061370662666665,0.3525493698871487
Madrugada,0.09649195478072213,0.10012836964282285,0.15791852116390365
sum_consumo,909.5085999999999,1478.1208333333334,2105.8035666666638
Lunes,0.1280407407407407,0.24974801587301584,0.32897080632715986
Martes,0.17839166666666664,0.24078298611111107,0.35210590277777776
Miércoles,0.14535619047619042,0.24400396825396822,0.34645251984126696
Jueves,0.11882428571428565,0.16574999999999998,0.2945997023809524
Viernes,0.12615238095238096,0.17955340608465606,0.33727431878306624
Sábado,0.14532398351648348,0.20603854728933277,0.30455082981818
Domingo,0.1377501245001817,0.21758196524744433,0.31847468507890353
Entre semana,0.13750255991285398,0.21586208623234238,0.3290140713440037
Fin de semana,0.14152933611567228,0.21182543997620193,0.31153699901867804
s_Mañana,117.2414,220.69216666666668,245.41275999999962
s_Mediodia,279.6634,508.56766666666664,773.622859999998
s_Tarde,175.3868,283.507,422.8607799999995
s_Noche,181.6864,291.17216666666667,397.64816666666667
s_Madrugada,155.5306,174.18183333333332,266.259
s_Lunes,24.8134,50.699000000000005,66.02224666666655
s_Martes,15.537200000000002,23.115166666666667,33.802166666666665
s_Miércoles,22.4504,40.992666666666665,52.33951333333306
s_Jueves,18.766399999999997,27.846000000000004,44.4475
s_Viernes,19.721799999999998,28.6635,53.31257333333298
s_Sábado,412.0218,633.8608333333333,904.6029266666661
s_Domingo,396.1976,672.9436666666667,951.2766399999982
s_Entre semana,101.2892,171.31633333333332,249.92399999999927
s_Fin de semana,808.2194000000001,1306.8045,1855.8795666666647
s_invierno,247.8638,492.10133333333334,608.1299866666654
s_otoño,147.2866,278.951,384.2234933333331
s_primavera,276.7756,451.95683333333335,591.9373399999995
s_verano,237.5826,255.11166666666668,521.5127466666657
std_Mañana,0.03179821070987412,0.08220426480601742,0.10812370748965792
std_Mediodia,0.06032422424427314,0.05633260033049245,0.07705523833408805
std_Tarde,0.027641802856898885,0.04818092059689703,0.04469006246248893
std_Noche,0.0275694878698228,0.08289036259818626,0.065965013010074
std_Madrugada,0.02442191600091746,0.032852921691572085,0.039527011961325985
std_Lunes,0.13172060877864958,0.313674504134833,0.3437340319176907
std_Martes,0.20755964848403102,0.28613069509317535,0.395305279373285
std_Miércoles,0.18673800880639949,0.2849023618537758,0.3238446319674918
std_Jueves,0.12044600451900633,0.24416491702123885,0.29307097201743776
std_Viernes,0.1488939163923386,0.21929539863416056,0.351368333034409
std_Sábado,0.16483811451232855,0.25565073807806,0.35072214899192655
std_Domingo,0.15432553725431716,0.27062659391897553,0.33780215273691555
std_Entre semana,0.17155656228092955,0.28020670858962254,0.3451448907433656
std_Fin de semana,0.1598963881957476,0.2636928518767861,0.34583348788673
std_invierno,0.16836568737488528,0.33083796534725646,0.338862840662395
std_otoño,0.11827089593969023,0.2506715564251101,0.2839221022675156
std_primavera,0.1424322002140666,0.2500004140431438,0.2757004225012229
std_verano,0.18572241359283234,0.18033959058448945,0.44358281182606557
Enero,98.0402,189.41033333333334,234.5446133333329
Febrero,74.07239999999999,153.3605,172.60082666666642
Marzo,105.77239999999999,181.08016666666666,223.86766666666668
Abril,93.3802,137.67983333333333,203.95950000000002
Mayo,77.623,133.19683333333333,164.11017333333282
Junio,108.46759999999999,123.17833333333333,194.6088466666664
Julio,58.4602,67.67566666666666,160.42147333333313
Agosto,70.6548,64.25766666666668,166.48242666666627
Septiembre,50.088,82.65966666666667,120.30966666666666
Octubre,44.799400000000006,89.84416666666668,122.79766666666667
Noviembre,52.39919999999999,106.44716666666666,141.11615999999975
Diciembre,75.75120000000001,149.3305,200.98454666666612
total_mean_consumption,5467.451357699929,8884.464375051304,12656.974318126891
