,0,1
media_consumo,0.1773816170388751,0.4532305174731177
std_consumo,0.18532636191345436,0.6284772996801897
min_consumo,0.03784615384615385,0.04525
max_consumo,1.5223076923076921,4.0280000000000005
percentil_25_consumo,0.07584615384615384,0.136875
percentil_50_consumo,0.10661538461538463,0.22037500000000002
percentil_75_consumo,0.20548076923076924,0.4313125
promedio_por_dia,0.1773816170388751,0.4532305174731177
consumo_medio_diario,4.257158808933003,10.877532419354827
Mañana,0.14116842431761784,0.24136806451612883
Mediodia,0.22606182795698923,0.6096246236559125
Tarde,0.2173821339950372,0.8230801209677412
Noche,0.21087748138957813,0.4536068548387096
Madrugada,0.10384594706368896,0.19126075268817203
sum_consumo,258.16600000000005,674.4070099999992
Lunes,0.1884330929487179,0.4933828125
Martes,0.17766185897435893,0.43463425925925925
Miércoles,0.18008137464387458,0.4785687037037031
Jueves,0.1896676282051282,0.4803864583333333
Viernes,0.1784507122507122,0.4184931944444442
Sábado,0.1629995014245014,0.43823212962962693
Domingo,0.16258373397435893,0.4275013020833333
Entre semana,0.1828830743330743,0.46080427777777755
Fin de semana,0.1628185436567789,0.4331823284313711
s_Mañana,34.04546153846154,59.859279999999956
s_Mediodia,82.64315384615384,226.78035999999946
s_Tarde,52.942076923076925,204.1238699999998
s_Noche,51.316769230769225,112.4945
s_Madrugada,37.218538461538465,71.149
s_Lunes,35.45223076923077,94.7295
s_Martes,37.466692307692306,93.881
s_Miércoles,37.952,103.37083999999987
s_Jueves,44.535230769230765,115.29275
s_Viernes,37.82184615384615,90.39452999999995
s_Sábado,34.43792307692308,94.65813999999942
s_Domingo,30.50007692307692,82.08025
s_Entre semana,193.228,497.6686199999998
s_Fin de semana,64.938,176.7383899999994
s_verano,258.166,674.4070099999992
std_Mañana,0.044140225844605294,0.11671356017609058
std_Mediodia,0.057511972884727154,0.21934807157565733
std_Tarde,0.03516354782615517,0.09328029254204545
std_Noche,0.052225417801245615,0.21091374405526364
std_Madrugada,0.021042569433217615,0.05450293638109125
std_Lunes,0.2067879219934703,0.7034770796916054
std_Martes,0.17458662896221316,0.6141315091437497
std_Miércoles,0.17708754716020494,0.6719518545249644
std_Jueves,0.1909577611890829,0.5982873687972649
std_Viernes,0.17935048352275607,0.6023689920763906
std_Sábado,0.173654739669091,0.5226645976163075
std_Domingo,0.16534755730177803,0.5838002684568613
std_Entre semana,0.18879879113599424,0.6493753118788517
std_Fin de semana,0.1713073453085365,0.5570899649638661
std_verano,0.18532636191345433,0.6284772996801894
Agosto,258.166,674.4070099999992
total_mean_consumption,1560.2495487658512,4076.9268519883663
