hour,0,1,2
0,0.14783827160493826,0.2885666666666667,0.26232444444444447
1,0.10973703703703704,0.21361666666666665,0.2721288888888889
2,0.09289629629629631,0.14066666666666666,0.22996444444444447
3,0.08764044943820225,0.11762921348314608,0.20224494382022473
4,0.07978148148148148,0.10345555555555555,0.1748866666666667
5,0.07532839506172839,0.10566111111111111,0.12384222222222223
6,0.07607037037037037,0.10926666666666666,0.1370088888888889
7,0.09082962962962964,0.1126388888888889,0.20206222222222223
8,0.20794074074074073,0.1608777777777778,0.26772666666666667
9,0.2062679012345679,0.23347777777777778,0.21499111111111113
10,0.18068024691358026,0.34679444444444446,0.18611333333333333
11,0.1816716049382716,0.3323111111111111,0.25378
12,0.1816469135802469,0.2402388888888889,0.3490511111111111
13,0.17266913580246912,0.24851666666666666,0.42419111111111113
14,0.1958604938271605,0.3823888888888889,0.39906444444444444
15,0.2685901234567901,0.4781222222222222,0.3456222222222222
16,0.2031777777777778,0.3852388888888889,0.30094666666666664
17,0.17666296296296297,0.27213888888888893,0.28432666666666667
18,0.16873456790123456,0.2571888888888889,0.29614444444444443
19,0.16737654320987655,0.20510555555555554,0.3024977777777778
20,0.18847037037037037,0.20494444444444443,0.3105422222222222
21,0.2332382716049383,0.34073333333333333,0.33042
22,0.25290617283950617,0.49817222222222224,0.38664444444444446
23,0.19900864197530865,0.43309444444444445,0.35942444444444444
total_mean_consumption,3.9450244000554857,6.2108458801498125,6.61594938826467
