hour,0,1,2,3,4
0,0.14556813186813186,0.1625351648351648,0.2568076923076923,0.25317142857142855,0.259521978021978
1,0.1191054945054945,0.11460879120879122,0.44459340659340657,0.19047692307692307,0.1840384615384615
2,0.09687142857142858,0.09204945054945055,0.426510989010989,0.13774835164835164,0.16431318681318682
3,0.0855141304347826,0.0859608695652174,0.28074456521739133,0.12564891304347828,0.15210869565217391
4,0.08256263736263736,0.08404835164835164,0.25001648351648353,0.11893626373626373,0.15351648351648353
5,0.08360549450549451,0.08415054945054945,0.1295054945054945,0.10634945054945055,0.1493901098901099
6,0.08080329670329671,0.0806021978021978,0.13890109890109892,0.10238131868131868,0.15557692307692308
7,0.07922307692307692,0.13748681318681316,0.19415934065934068,0.12717692307692308,0.21892857142857142
8,0.09593846153846154,0.2716681318681319,0.2270934065934066,0.25714835164835165,0.2667197802197802
9,0.11489010989010988,0.23472857142857145,0.208989010989011,0.21925494505494508,0.36295054945054944
10,0.12434065934065934,0.20507912087912086,0.19441758241758242,0.22685604395604395,0.41187362637362634
11,0.13200769230769233,0.19698351648351647,0.21157692307692308,0.23543736263736262,0.4905164835164835
12,0.12183736263736263,0.2011285714285714,0.22908241758241757,0.2367153846153846,0.6976428571428571
13,0.1258813186813187,0.21121428571428572,0.22107692307692306,0.3217978021978022,0.8999010989010989
14,0.1570043956043956,0.2406978021978022,0.32367032967032966,0.48108131868131865,0.7901868131868132
15,0.19434615384615386,0.274143956043956,0.3648461538461539,0.47924395604395614,0.5959175824175824
16,0.16317362637362637,0.22973406593406592,0.2547967032967033,0.3596351648351649,0.5113626373626373
17,0.14877252747252748,0.20673846153846154,0.19663736263736262,0.2985934065934066,0.48903846153846153
18,0.13936703296703296,0.2040285714285714,0.19465384615384615,0.30095934065934066,0.5296758241758242
19,0.1296087912087912,0.1971758241758242,0.2051813186813187,0.31034175824175825,0.5156043956043956
20,0.13128571428571428,0.24204835164835165,0.20285714285714287,0.31429890109890113,0.6259945054945055
21,0.15476373626373627,0.32695714285714284,0.19994505494505496,0.42545824175824176,0.48123076923076924
22,0.1637175824175824,0.2960692307692308,0.24862087912087913,0.5065923076923077,0.4418846153846154
23,0.16271428571428573,0.21547032967032967,0.4826263736263736,0.3640593406593407,0.4483901098901099
total_mean_consumption,3.0329031414237937,4.59530812231247,6.0873104992833245,6.499363198757765,9.996284519827999
