hogar,cluster
ABLD,1
AJVG,2
ATF,0
FJAG,4
FMB,1
GPC,1
JACL,0
JALG,4
JLG,0
JMM,3
LFZA,0
MANA,4
MBGV,2
MTTA,4
PAA,4
RFM,0
RTF,2
