,0,1,2,3
media_consumo,0.14520878136200716,0.27208602150537636,0.3634637096774193,0.3946655913978488
std_consumo,0.1561810547110696,0.27072113620441246,0.6054412681945763,0.44173317739101314
min_consumo,0.037333333333333336,0.04528571428571428,0.028,0.06203333333331581
max_consumo,1.3731666666666669,2.0195714285714286,3.691,3.362666666666667
percentil_25_consumo,0.0665,0.10053571428571428,0.04,0.11233333333333333
percentil_50_consumo,0.09941666666666667,0.18321428571428572,0.057,0.23833333333333337
percentil_75_consumo,0.15545833333333334,0.32225,0.2965,0.5143333333333334
promedio_por_dia,0.14520878136200713,0.2720860215053763,0.3634637096774193,0.3946655913978489
consumo_medio_diario,3.4850107526881717,6.530064516129031,8.723129032258065,9.471974193548371
Mañana,0.13331720430107522,0.20750345622119812,0.5045322580645161,0.3735994623655914
Mediodia,0.17968906810035834,0.35593394777265747,0.1589086021505376,0.5587847670250878
Tarde,0.16814247311827954,0.3196082949308755,0.4175887096774193,0.466917204301075
Noche,0.15812634408602147,0.36323387096774196,0.8910887096774194,0.4628682795698924
Madrugada,0.09475537634408597,0.1388463901689708,0.0861397849462365,0.1509543010752683
sum_consumo,108.03533333333333,202.43200000000002,270.417,293.6311999999996
Lunes,0.15398437499999998,0.28201339285714283,0.43796875,0.37435069444444435
Martes,0.13900173611111108,0.28143005952380945,0.4888020833333333,0.3548333333333333
Miércoles,0.1518722222222222,0.27815119047619047,0.4761833333333333,0.4108841666666662
Jueves,0.13982916666666662,0.25773809523809527,0.3087083333333333,0.4231011111111105
Viernes,0.14059305555555554,0.25257380952380953,0.333175,0.37511749999999805
Sábado,0.13722916666666665,0.25518601190476187,0.17159375,0.3837118055555555
Domingo,0.1547847222222222,0.30445833333333333,0.3208958333333333,0.4343840277777767
Entre semana,0.1449311594202898,0.2693951863354037,0.4042355072463768,0.3896630434782602
Fin de semana,0.1460069444444444,0.27982217261904757,0.2462447916666666,0.40904791666666607
s_Mañana,16.531333333333333,25.730428571428572,62.562,46.32633333333334
s_Mediodia,33.42216666666667,66.20371428571428,29.557,103.93396666666634
s_Tarde,20.849666666666668,39.631428571428565,51.781000000000006,57.89773333333329
s_Noche,19.607666666666667,45.041000000000004,110.495,57.39566666666667
s_Madrugada,17.6245,25.825428571428574,16.022000000000002,28.07749999999991
s_Lunes,14.782499999999999,27.073285714285714,42.045,35.937666666666665
s_Martes,13.344166666666666,27.017285714285716,46.925,34.064
s_Miércoles,18.224666666666668,33.378142857142855,57.142,49.30609999999995
s_Jueves,16.7795,30.928571428571427,37.045,50.772133333333265
s_Viernes,16.871166666666667,30.308857142857143,39.981,45.01409999999978
s_Sábado,13.174,24.497857142857146,16.473,36.836333333333336
s_Domingo,14.859333333333334,29.228,30.806,41.70086666666656
s_Entre semana,80.002,148.70614285714285,223.138,215.09399999999962
s_Fin de semana,28.033333333333335,53.725857142857144,47.279,78.53719999999988
s_invierno,108.03533333333333,202.43200000000002,270.417,293.6311999999996
std_Mañana,0.061707566464280716,0.10426161471674962,0.1916671337295319,0.15447609276397856
std_Mediodia,0.06543951040777952,0.09006249937677799,0.0897627370064157,0.20901311888947846
std_Tarde,0.05823644834898326,0.07096206256409128,0.3964898847612534,0.1007492415797011
std_Noche,0.07732697610339802,0.09227693882528942,0.2670082753001184,0.09426221786941487
std_Madrugada,0.037147953835673854,0.03334054001762662,0.0231116460701717,0.10746384261429949
std_Lunes,0.17331120582631446,0.26100304724185397,0.6471907788869645,0.3440296024949819
std_Martes,0.13569546903884333,0.2677244525701848,0.786595751454418,0.30913203614894447
std_Miércoles,0.15492241272364923,0.26757839272105716,0.6733447053009793,0.4636280751426482
std_Jueves,0.1395920570600612,0.24125874502998743,0.553387040629517,0.505697258738405
std_Viernes,0.15325722089452656,0.25397373723684574,0.5528350410050227,0.4575236217419789
std_Sábado,0.12536841165670362,0.25037476468783676,0.2985785827312293,0.37364598034458557
std_Domingo,0.1524404273365678,0.3213449467511337,0.5694325056657479,0.48679132374353445
std_Entre semana,0.15582293419349047,0.2615136989266212,0.6439083156997805,0.437851022397358
std_Fin de semana,0.14180645818900992,0.290354338917778,0.4595878844496889,0.43544729955445954
std_invierno,0.15618105471106966,0.2707211362044124,0.6054412681945763,0.4417331773910131
Enero,108.03533333333333,202.43200000000002,270.417,293.6311999999996
total_mean_consumption,657.7060034911726,1231.5304599658627,1648.6744047174548,1787.2696000785174
