hour,0,1,2
0,0.15306050724637682,0.2929927536231884,0.26455374396135267
1,0.12416376811594203,0.48682246376811594,0.18566425120772947
2,0.1048461956521739,0.44172101449275364,0.14712499999999998
3,0.09248809523809524,0.3311868131868132,0.1357615995115995
4,0.08606050724637682,0.26283695652173916,0.11933484299516907
5,0.08120054347826086,0.1443840579710145,0.1081844806763285
6,0.08094510869565216,0.15092391304347827,0.10879589371980676
7,0.09591775362318841,0.2014057971014493,0.15635960144927538
8,0.19291503623188405,0.23595289855072465,0.26059510869565217
9,0.1873554347826087,0.21672826086956523,0.24054076086956522
10,0.1725585144927536,0.2386702898550725,0.2645365338164251
11,0.17284945652173914,0.2331702898550725,0.3033985507246377
12,0.17252626811594202,0.23823550724637682,0.35407125603864736
13,0.1734376811594203,0.23663405797101447,0.41972795893719805
14,0.2109251811594203,0.30734420289855074,0.5030250603864734
15,0.2557503623188406,0.3143623188405797,0.49098822463768116
16,0.20086666666666667,0.2733224637681159,0.36710356280193235
17,0.18331014492753622,0.19910507246376813,0.3018469202898551
18,0.1726659420289855,0.1986521739130435,0.29988194444444444
19,0.16756648550724637,0.19747826086956521,0.30073882850241546
20,0.19574764492753624,0.19907246376811596,0.32358786231884057
21,0.24952373188405796,0.1841304347826087,0.39809208937198065
22,0.23278858695652174,0.24197826086956523,0.49228743961352656
23,0.18915525362318839,0.4292644927536232,0.3835214371980677
total_mean_consumption,3.948624870600414,6.256375218983914,6.9297229521686035
