hour,0,1,2,3
0,0.19874657715503433,0.36006542056074764,0.3096495327102804,0.32317391304347826
1,0.1558125618062036,0.24799766355140188,0.43580373831775704,0.23922282608695652
2,0.12079200384417176,0.1696109813084112,0.474303738317757,0.18522282608695653
3,0.10747914954663845,0.15122897196261684,0.32431308411214954,0.1843695652173913
4,0.10021853280777747,0.141803738317757,0.26692056074766357,0.17932608695652175
5,0.09542163321587252,0.13612032710280375,0.15567289719626168,0.18031521739130432
6,0.09421699374625682,0.13095794392523363,0.15933644859813084,0.17991304347826087
7,0.1061052202738276,0.13774883177570094,0.198,0.2158913043478261
8,0.14975200913687203,0.19276869158878507,0.22498130841121497,0.26494021739130436
9,0.13950346811148098,0.2195140186915888,0.22656074766355142,0.304320652173913
10,0.14514407287212558,0.24159929906542055,0.3062570093457944,0.3899673913043479
11,0.15653669373372148,0.26282710280373833,0.3994065420560748,0.49082608695652175
12,0.16829189938298258,0.26882126168224296,0.5033271028037384,0.6467663043478261
13,0.18789294120924271,0.3364742990654206,0.5542383177570094,0.8641249999999999
14,0.23803766174074126,0.44562733644859814,0.6400514018691589,0.9043695652173913
15,0.2742610554758555,0.49639252336448597,0.6748224299065421,0.8292499999999999
16,0.24977464239452904,0.4338714953271028,0.5109813084112149,0.8146521739130435
17,0.2323412538128334,0.41127920560747666,0.4164392523364486,0.874804347826087
18,0.22614950485396326,0.40705841121495323,0.5380140186915888,0.8670380434782609
19,0.22297904508544927,0.3912126168224299,0.6056869158878504,0.9767771739130435
20,0.21897281919857378,0.3761051401869159,0.6460700934579439,1.0176467391304347
21,0.2204974441829046,0.36798364485981305,0.5371635514018692,0.8551684782608696
22,0.22700009749710992,0.4723189252336449,0.39832242990654204,0.5691467391304348
23,0.22159649428249092,0.44399065420560746,0.48732242990654207,0.38990760869565216
total_mean_consumption,4.257523775366659,7.243378504672897,9.993644859813084,12.747141304347826
