hour,0,1,2,3
0,0.12152586985031429,0.10966328495961379,0.17145219982595672,0.47649374288964735
1,0.10176251305882777,0.09648174976113631,0.14360794246290656,0.3684994324631101
2,0.09312747336513973,0.08893616738996742,0.13188086421237408,0.295035107587769
3,0.08787676023992219,0.08554120818840838,0.121952841815282,0.19854597048808173
4,0.0858466326236536,0.0828300526532551,0.1151943160673723,0.14788989784335982
5,0.08353385568644403,0.10076615350019835,0.12794456073896862,0.17923836549375707
6,0.0907425420584315,0.1915988989269571,0.19721802957807744,0.2117128263337117
7,0.10491100859180806,0.25657905076405674,0.258331890193804,0.22887514188422248
8,0.1247796525451205,0.22846610852861068,0.249564589314194,0.24059364358683313
9,0.13593631750063043,0.21066813699353712,0.28215629567203027,0.26932122587968216
10,0.14425564051298678,0.21230350680829488,0.3061902923976593,0.3166821793416572
11,0.1530291072264851,0.2149548880516822,0.3640715710937105,0.3236345062429058
12,0.17933528540293237,0.2380117861707038,0.4448104381131875,0.3674063564131669
13,0.21238989291761232,0.2696744331045233,0.48839915802764305,0.40835641316685584
14,0.2177087597716056,0.26667632683006864,0.4445963143999793,0.384416572077185
15,0.18295063402860334,0.23779540931717427,0.36883028595482853,0.3099171396140749
16,0.1732057211174754,0.21842567645282313,0.34710211543657915,0.2887139614074915
17,0.16388265472459382,0.20921709880933861,0.3594348177152647,0.3135017026106697
18,0.1615399937857992,0.23290859314683302,0.376680828987699,0.3236095346197503
19,0.1655596621816348,0.31133106214223705,0.40938982010485975,0.2918297389330306
20,0.1829937979574192,0.33878174702652153,0.47536367185924583,0.27425539160045403
21,0.18417055279368855,0.28209911913392005,0.4487152702157693,0.38269012485811577
22,0.1734722490903851,0.21634585795303715,0.3336210942226255,0.3766004540295119
23,0.14951700162169732,0.15402034761742125,0.23362414726774924,0.39119659090909087
total_mean_consumption,3.474053578653211,4.854076664230321,7.200133355677767,7.369016020274135
