date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;año;mes;cluster_k2_2023_01;cluster_k2_2023_02;cluster_k2_2023_03;cluster_k2_2023_04;cluster_k2_2023_05;cluster_k2_2023_06;cluster_k2_2023_07;cluster_k2_2023_08;cluster_k2_2023_09;cluster_k2_2023_10;cluster_k2_2023_11;cluster_k2_2023_12;cluster_k2_2024_01;cluster_k2_2024_02;cluster_k2_2024_03;cluster_k2_2024_04;cluster_k2_2024_05;cluster_k2_2024_06;cluster_k2_2024_07;cluster_k2_2024_08;cluster_k2_2024_09;cluster_k2_2024_10;cluster_k2_2024_11;cluster_k2_2024_12
2023-01-03;10:00;0.907;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;11:00;0.369;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;12:00;0.232;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;13:00;0.971;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;14:00;0.687;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;15:00;0.714;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;16:00;0.265;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;17:00;0.215;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;18:00;0.155;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;19:00;0.243;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;20:00;0.382;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;21:00;0.315;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;22:00;0.457;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;23:00;0.282;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-03;24:00:00;0.422;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;1:00;0.285;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;2:00;0.076;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;3:00;0.136;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;4:00;0.152;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;5:00;0.074;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;6:00;0.102;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;7:00;0.166;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;8:00;0.103;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;9:00;0.163;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;10:00;0.315;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;11:00;0.223;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;12:00;0.52;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;13:00;0.954;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;14:00;0.529;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;15:00;0.674;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;16:00;0.285;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;17:00;0.286;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;18:00;0.294;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;19:00;0.34;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;20:00;0.311;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;21:00;0.403;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;22:00;0.405;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;23:00;0.331;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-04;24:00:00;0.257;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;1:00;0.242;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;2:00;0.173;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;3:00;0.076;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;4:00;0.099;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;5:00;0.15;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;6:00;0.085;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;7:00;0.102;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;8:00;0.129;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;9:00;0.245;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;10:00;0.341;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;11:00;0.18;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;12:00;0.15;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;13:00;0.226;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;14:00;0.736;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;15:00;0.855;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;16:00;0.255;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;17:00;0.29;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;18:00;0.359;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;19:00;0.346;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;20:00;0.293;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;21:00;0.75;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;22:00;1.411;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;23:00;1.112;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-05;24:00:00;0.797;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;1:00;0.258;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;2:00;0.273;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;3:00;0.151;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;4:00;0.114;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;5:00;0.074;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;6:00;0.129;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;7:00;0.135;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;8:00;0.073;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;9:00;0.112;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;10:00;0.154;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;11:00;0.633;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;12:00;0.345;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;13:00;0.218;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;14:00;0.274;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;15:00;1.31;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;16:00;0.285;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;17:00;0.361;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;18:00;0.379;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;19:00;0.272;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;20:00;0.324;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;21:00;0.321;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;22:00;0.367;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;23:00;0.597;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-06;24:00:00;0.284;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;1:00;0.313;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;2:00;0.265;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;3:00;0.136;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;4:00;0.097;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;5:00;0.108;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;6:00;0.139;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;7:00;0.102;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;8:00;0.082;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;9:00;0.158;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;10:00;0.26;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;11:00;0.225;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;12:00;0.173;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;13:00;0.149;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;14:00;1.116;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;15:00;0.338;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;16:00;0.347;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;17:00;0.44;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;18:00;0.259;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;19:00;0.304;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;20:00;0.375;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;21:00;0.135;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;22:00;0.099;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;23:00;0.149;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-07;24:00:00;0.226;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;1:00;0.102;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;2:00;0.116;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;3:00;0.34;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;4:00;0.208;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;5:00;0.08;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;6:00;0.164;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;7:00;0.104;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;8:00;0.139;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;9:00;0.121;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;10:00;0.071;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;11:00;0.139;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;12:00;0.429;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;13:00;1.099;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;14:00;1.238;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;15:00;1.299;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;16:00;0.511;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;17:00;0.326;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;18:00;0.254;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;19:00;0.343;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;20:00;0.312;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;21:00;0.264;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;22:00;0.395;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;23:00;0.448;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-08;24:00:00;0.312;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;1:00;0.222;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;2:00;0.196;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;3:00;0.178;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;4:00;0.076;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;5:00;0.083;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;6:00;0.184;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;7:00;0.091;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;8:00;0.16;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;9:00;0.155;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;10:00;0.317;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;11:00;0.951;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;12:00;0.446;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;13:00;0.238;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;14:00;0.126;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;15:00;0.647;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;16:00;0.357;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;17:00;0.348;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;18:00;0.313;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;19:00;0.345;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;20:00;1.011;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;21:00;0.391;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;22:00;0.372;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;23:00;0.431;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-09;24:00:00;0.346;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;1:00;0.254;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;2:00;0.076;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;3:00;0.179;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;4:00;0.154;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;5:00;0.08;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;6:00;0.163;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;7:00;0.136;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;8:00;0.123;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;9:00;0.124;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;10:00;0.269;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;11:00;0.21;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;12:00;0.386;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;13:00;0.857;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;14:00;0.351;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;15:00;0.552;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;16:00;0.419;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;17:00;0.225;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;18:00;0.11;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;19:00;0.284;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;20:00;0.261;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;21:00;0.27;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;22:00;1.171;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;23:00;0.561;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-10;24:00:00;0.312;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;1:00;0.172;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;2:00;0.174;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;3:00;0.074;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;4:00;0.089;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;5:00;0.183;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;6:00;0.15;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;7:00;0.169;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;8:00;0.168;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;9:00;0.072;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
2023-01-11;10:00;0.265;Real;;;;2023;1;1.0;;;;;;;;;;;;;;;;;;;;;;;
