date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;año;mes;cluster_k2_2023_01;cluster_k2_2023_02;cluster_k2_2023_03;cluster_k2_2023_04;cluster_k2_2023_05;cluster_k2_2023_06;cluster_k2_2023_07;cluster_k2_2023_08;cluster_k2_2023_09;cluster_k2_2023_10;cluster_k2_2023_11;cluster_k2_2023_12;cluster_k2_2024_01;cluster_k2_2024_02;cluster_k2_2024_03;cluster_k2_2024_04;cluster_k2_2024_05;cluster_k2_2024_06;cluster_k2_2024_07;cluster_k2_2024_08;cluster_k2_2024_09;cluster_k2_2024_10;cluster_k2_2024_11;cluster_k2_2024_12
2023-07-11;18:00;0.072;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-11;19:00;0.112;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-11;20:00;0.168;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-11;21:00;0.119;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-11;22:00;0.088;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-11;23:00;0.18;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-11;24:00:00;0.176;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;1:00;0.173;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;2:00;0.074;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;3:00;0.099;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;4:00;0.145;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;5:00;0.185;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;6:00;0.13;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;7:00;0.079;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;8:00;0.106;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;9:00;0.172;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;10:00;0.163;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;11:00;0.069;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;12:00;0.092;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;13:00;0.189;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;14:00;0.173;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;15:00;0.09;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;16:00;0.073;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;17:00;0.175;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;18:00;0.177;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;19:00;0.132;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;20:00;0.074;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;21:00;0.106;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;22:00;0.198;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;23:00;0.167;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-12;24:00:00;0.07;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;1:00;0.069;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;2:00;0.173;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;3:00;0.198;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;4:00;0.081;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;5:00;0.071;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;6:00;0.153;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;7:00;0.172;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;8:00;0.097;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;9:00;0.07;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;10:00;0.13;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;11:00;0.174;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;12:00;0.138;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;13:00;0.079;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;14:00;0.121;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;15:00;0.18;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;16:00;0.128;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;17:00;0.067;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;18:00;0.103;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;19:00;0.176;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;20:00;0.176;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;21:00;0.08;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;22:00;0.08;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;23:00;0.176;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-13;24:00:00;0.108;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;1:00;0.077;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;2:00;0.193;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;3:00;0.18;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;4:00;0.149;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;5:00;0.076;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;6:00;0.113;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;7:00;0.188;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;8:00;0.169;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;9:00;0.085;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;10:00;0.103;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;11:00;0.159;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;12:00;0.176;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;13:00;0.108;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;14:00;0.067;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;15:00;0.125;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;16:00;0.19;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;17:00;0.141;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;18:00;0.072;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;19:00;0.103;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;20:00;0.17;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;21:00;0.171;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;22:00;0.079;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;23:00;0.075;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-14;24:00:00;0.165;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;1:00;0.17;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;2:00;0.121;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;3:00;0.091;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;4:00;0.128;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;5:00;0.181;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;6:00;0.167;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;7:00;0.067;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;8:00;0.075;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;9:00;0.163;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;10:00;0.199;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;11:00;0.115;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;12:00;0.065;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;13:00;0.132;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;14:00;0.172;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;15:00;0.15;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;16:00;0.068;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;17:00;0.09;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;18:00;0.175;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;19:00;0.178;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;20:00;0.135;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;21:00;0.082;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;22:00;0.138;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;23:00;0.177;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-15;24:00:00;0.144;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;1:00;0.069;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;2:00;0.084;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;3:00;0.119;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;4:00;0.097;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;5:00;0.179;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;6:00;0.172;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;7:00;0.164;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;8:00;0.069;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;9:00;0.07;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;10:00;0.17;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;11:00;0.17;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;12:00;0.097;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;13:00;0.099;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;14:00;0.147;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;15:00;0.169;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;16:00;0.118;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;17:00;0.07;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;18:00;0.151;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;19:00;0.181;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;20:00;0.136;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;21:00;0.073;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;22:00;0.094;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;23:00;0.181;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-16;24:00:00;0.195;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;1:00;0.076;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;2:00;0.07;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;3:00;0.16;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;4:00;0.168;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;5:00;0.101;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;6:00;0.087;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;7:00;0.141;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;8:00;0.172;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;9:00;0.114;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;10:00;0.072;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;11:00;0.104;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;12:00;0.195;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;13:00;0.142;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;14:00;0.075;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;15:00;0.082;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;16:00;0.171;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;17:00;0.162;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;18:00;0.069;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;19:00;0.067;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;20:00;0.169;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;21:00;0.172;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;22:00;0.094;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;23:00;0.081;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-17;24:00:00;0.156;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;1:00;0.176;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;2:00;0.13;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;3:00;0.069;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;4:00;0.104;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;5:00;0.177;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;6:00;0.13;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;7:00;0.072;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;8:00;0.114;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;9:00;0.171;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;10:00;0.191;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;11:00;0.079;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;12:00;0.073;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;13:00;0.158;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;14:00;0.169;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;15:00;1.146;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;16:00;2.175;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;17:00;1.285;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;18:00;0.185;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;19:00;1.422;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;20:00;1.972;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;21:00;1.909;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;22:00;2.201;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;23:00;1.908;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-18;24:00:00;1.8;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;1:00;1.308;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;2:00;0.182;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;3:00;0.115;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;4:00;0.144;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;5:00;0.191;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;6:00;0.185;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;7:00;0.189;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;8:00;0.229;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;9:00;0.116;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;10:00;0.2;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;11:00;0.83;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;12:00;0.529;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;13:00;0.189;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;14:00;0.764;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;15:00;1.766;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;16:00;1.757;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;17:00;1.449;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;18:00;0.563;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;19:00;0.983;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;20:00;1.715;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;21:00;1.727;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;22:00;1.368;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;23:00;0.596;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-19;24:00:00;0.328;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;1:00;0.419;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;2:00;0.179;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;3:00;0.091;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;4:00;0.177;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;5:00;0.128;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;6:00;0.116;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;7:00;0.175;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;8:00;0.11;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;9:00;0.09;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;10:00;0.658;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;11:00;0.552;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;12:00;0.183;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;13:00;0.368;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;14:00;2.451;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;15:00;0.935;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;16:00;0.384;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;17:00;0.386;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;18:00;0.898;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;19:00;1.706;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;20:00;1.71;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;21:00;1.495;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;22:00;0.449;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;23:00;0.482;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-20;24:00:00;0.382;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;1:00;0.278;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;2:00;0.115;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;3:00;0.214;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;4:00;0.091;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;5:00;0.088;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;6:00;0.178;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;7:00;0.138;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;8:00;0.107;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;9:00;0.135;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;10:00;0.234;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;11:00;0.907;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;12:00;0.348;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;13:00;0.833;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;14:00;0.873;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;15:00;0.443;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;16:00;0.36;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;17:00;0.274;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;18:00;0.302;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;19:00;0.332;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;20:00;0.325;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;21:00;0.323;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;22:00;0.676;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;23:00;0.346;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-21;24:00:00;0.371;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;1:00;0.324;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;2:00;0.26;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;3:00;0.176;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;4:00;0.157;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;5:00;0.083;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;6:00;0.113;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;7:00;0.175;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;8:00;0.079;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;9:00;0.083;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
2023-07-22;10:00;0.564;Real;;;;2023;7;;;;;;;0.0;;;;;;;;;;;;;;;;;
