hogar,cluster
ABLD,1
AJVG,2
ATF,0
FJAG,4
FMB,1
GPC,1
JACL,0
JALG,3
JLG,1
JMM,3
LFZA,1
MANA,3
MBGV,1
MTTA,4
PAA,3
RFM,0
RTF,3
