hogar,cluster
ABLD,1
AJVG,1
ATF,0
FJAG,2
FMB,1
GPC,0
JACL,0
JALG,3
JLG,0
JMM,2
LFZA,0
MANA,2
MBGV,0
MTTA,2
PAA,1
RFM,0
RTF,3
