archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_00,consumo_01,consumo_02,consumo_03,consumo_04,consumo_05,consumo_06,consumo_07,consumo_08,consumo_09,consumo_10,consumo_11,consumo_12,consumo_13,consumo_14,consumo_15,consumo_16,consumo_17,consumo_18,consumo_19,consumo_20,consumo_21,consumo_22,consumo_23,consumo_00_suma,consumo_01_suma,consumo_02_suma,consumo_03_suma,consumo_04_suma,consumo_05_suma,consumo_06_suma,consumo_07_suma,consumo_08_suma,consumo_09_suma,consumo_10_suma,consumo_11_suma,consumo_12_suma,consumo_13_suma,consumo_14_suma,consumo_15_suma,consumo_16_suma,consumo_17_suma,consumo_18_suma,consumo_19_suma,consumo_20_suma,consumo_21_suma,consumo_22_suma,consumo_23_suma,consumo_00_std,consumo_01_std,consumo_02_std,consumo_03_std,consumo_04_std,consumo_05_std,consumo_06_std,consumo_07_std,consumo_08_std,consumo_09_std,consumo_10_std,consumo_11_std,consumo_12_std,consumo_13_std,consumo_14_std,consumo_15_std,consumo_16_std,consumo_17_std,consumo_18_std,consumo_19_std,consumo_20_std,consumo_21_std,consumo_22_std,consumo_23_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,primavera,s_primavera,std_primavera,2023-04,Abril,2023-03-27/2023-04-02,2023-04-03/2023-04-09,2023-04-10/2023-04-16,2023-04-17/2023-04-23,2023-04-24/2023-04-30
ABLD,0.1671111111111111,0.19740051669942618,0.047,1.727,0.066,0.085,0.193,120.32,0.16711111111111115,4.010666666666666,0.08236666666666667,0.07893333333333333,0.0784,0.07783333333333334,0.06693333333333333,0.07353333333333333,0.14563333333333334,0.15836666666666668,0.16760000000000003,0.21206666666666668,0.2614,0.16256666666666666,0.15646666666666667,0.3704,0.1928,0.1999,0.1625,0.18906666666666666,0.20396666666666666,0.26766666666666666,0.29423333333333335,0.17553333333333335,0.1265,0.10600000000000001,2.471,2.368,2.352,2.335,2.008,2.206,4.369,4.751,5.0280000000000005,6.362,7.8420000000000005,4.877,4.694,11.112,5.784,5.997,4.875,5.672,6.119,8.03,8.827,5.266,3.795,3.18,2.471,2.368,2.352,2.335,2.008,2.206,4.369,4.751,5.0280000000000005,6.362,7.8420000000000005,4.877,4.694,11.112,5.784,5.997,4.875,5.672,6.119,8.03,8.827,5.266,3.795,3.18,0.1709166666666667,0.22392222222222224,0.20579999999999998,0.17556666666666668,0.07633333333333334,20.51,40.306,24.695999999999998,21.067999999999998,13.739999999999998,0.05190624298081825,0.12137943067600075,0.07212579312232924,0.10396270158949546,0.006941256855852356,0.13358333333333333,0.19477083333333334,0.17486458333333332,0.21390625,0.15920833333333334,0.15724166666666667,0.14435833333333334,12.824,18.698,16.787,20.535,15.284,18.869,17.323,0.13881837180603004,0.18142561063141682,0.1911157059172417,0.2540135544715344,0.19269779539703405,0.20391656704771835,0.19461303107126485,0.17526666666666665,0.1508,84.128,36.192,0.19629247205622263,0.19900638538145984,0.16711111111111113,120.32000000000001,0.19740051669942615,120.32000000000001,120.32000000000001,7.128,30.092,29.874,31.95,21.276
AJVG,0.17273888888888891,0.25302858417666296,0.019,2.095,0.047,0.067,0.18325,124.37200000000001,0.17273888888888891,4.145733333333333,0.11136666666666667,0.08973333333333335,0.07803333333333334,0.0559,0.05463333333333333,0.0806,0.5048333333333334,0.36166666666666664,0.1509333333333333,0.19936666666666666,0.3339666666666667,0.22863333333333333,0.21336666666666665,0.1705,0.11349999999999999,0.10843333333333334,0.12639999999999998,0.1348,0.21423333333333336,0.22286666666666666,0.2442666666666667,0.16469999999999999,0.10663333333333333,0.07636666666666667,3.341,2.692,2.341,1.677,1.639,2.418,15.145,10.85,4.528,5.981,10.019,6.859,6.401,5.115,3.405,3.253,3.792,4.0440000000000005,6.4270000000000005,6.686,7.328,4.941,3.199,2.291,3.341,2.692,2.341,1.677,1.639,2.418,15.145,10.85,4.528,5.981,10.019,6.859,6.401,5.115,3.405,3.253,3.792,4.0440000000000005,6.4270000000000005,6.686,7.328,4.941,3.199,2.291,0.3042,0.19473333333333334,0.174575,0.1479916666666667,0.07837777777777778,36.504,35.052,20.949,17.759,14.108,0.06844630493904488,0.1384736788643268,0.038743240792919985,0.07834427081264539,0.021979537143655775,0.24545833333333333,0.21035416666666665,0.18795833333333334,0.1559375,0.1263125,0.12346666666666666,0.17215,23.564,20.194,18.044,14.97,12.126,14.815999999999999,20.658,0.33517696556537707,0.29741999292748034,0.24338100590450304,0.2224069675404219,0.1957952374293103,0.17078129575686019,0.2645185145463643,0.18520416666666667,0.14780833333333332,88.898,35.474,0.26591197309566533,0.22350781985639687,0.1727388888888889,124.372,0.25302858417666285,124.372,124.372,12.609,26.524,38.329,25.643,21.267
ATF,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJAG,0.2821836111111086,0.2374682133786367,0.048,1.535,0.133,0.201,0.317,203.1721999999982,0.2821836111111086,6.7724066666666065,0.1552666666666667,0.1266,0.13383333333333333,0.12696666666666667,0.1278,0.19606666666666667,0.23363333333333333,0.22016666666666668,0.1949,0.301903999999994,0.4582373333333274,0.5851039999999941,0.3800706666666607,0.2689666666666667,0.272203999999994,0.3236373333333274,0.302403999999994,0.4040373333333273,0.46127066666666067,0.3955706666666607,0.3628666666666666,0.3642666666666667,0.20996666666666666,0.16666666666666666,4.658,3.798,4.015,3.809,3.834,5.882,7.009,6.605,5.8469999999999995,9.05711999999982,13.747119999999821,17.553119999999822,11.40211999999982,8.069,8.16611999999982,9.709119999999821,9.07211999999982,12.12111999999982,13.83811999999982,11.86711999999982,10.886,10.928,6.2989999999999995,5.0,4.658,3.798,4.015,3.809,3.834,5.882,7.009,6.605,5.8469999999999995,9.05711999999982,13.747119999999821,17.553119999999822,11.40211999999982,8.069,8.16611999999982,9.709119999999821,9.07211999999982,12.12111999999982,13.83811999999982,11.86711999999982,10.886,10.928,6.2989999999999995,5.0,0.2376509999999985,0.38136999999999505,0.39082066666666065,0.27594166666666664,0.14442222222222223,28.51811999999982,68.64659999999911,46.89847999999928,33.113,25.996000000000002,0.09392227774837858,0.12225524444980274,0.04191595985127171,0.08251244122942358,0.04174848616819762,0.2796458333333333,0.24087499999999998,0.2919241666666555,0.30642708333333335,0.3532341666666592,0.2521,0.26331666666666664,26.846,23.124,28.024719999998926,29.417,33.91047999999928,30.252,31.598,0.23886415338415648,0.17025703478780793,0.251980843347311,0.2174146532993998,0.2963907206717863,0.22576925083334257,0.2349953685698927,0.2944212499999963,0.2577083333333333,141.32219999999822,61.85,0.24041057802779187,0.2300145855238227,0.2821836111111086,203.1721999999982,0.23746821337863672,203.1721999999982,203.1721999999982,5.564,45.941719999998924,50.155,51.44447999999928,50.067
FMB,0.17637777777777777,0.19592998964087602,0.015,1.595,0.052,0.128,0.226,126.992,0.17637777777777774,4.233066666666667,0.08786666666666668,0.11833333333333333,0.08303333333333333,0.0724,0.08,0.0786,0.12173333333333333,0.16083333333333333,0.1932,0.21116666666666667,0.2218,0.2792,0.3263,0.25343333333333334,0.2079,0.2258,0.1936,0.17393333333333333,0.22136666666666666,0.20926666666666668,0.1724,0.2336,0.1837,0.1236,2.636,3.55,2.491,2.172,2.4,2.358,3.652,4.825,5.796,6.335,6.654,8.376,9.789,7.603,6.237,6.774,5.808,5.218,6.641,6.2780000000000005,5.172,7.008,5.511,3.708,2.636,3.55,2.491,2.172,2.4,2.358,3.652,4.825,5.796,6.335,6.654,8.376,9.789,7.603,6.237,6.774,5.808,5.218,6.641,6.2780000000000005,5.172,7.008,5.511,3.708,0.17173333333333335,0.25240555555555555,0.19954166666666667,0.178325,0.08670555555555555,20.608,45.433,23.945,21.399,15.607000000000001,0.05630531235357969,0.06613120151611605,0.07164254958184713,0.10148498562775105,0.0125917545440138,0.20104166666666667,0.20759375,0.15601041666666668,0.20034375000000001,0.17154166666666668,0.15376666666666666,0.155275,19.3,19.929,14.977,19.233,16.468,18.451999999999998,18.633,0.267641115426361,0.24157664483336833,0.11526230906220332,0.22412509796868726,0.12761437938007378,0.16731386162334705,0.18278269057760888,0.18730624999999998,0.15452083333333333,89.907,37.085,0.20496065094756027,0.17485374517046942,0.17637777777777777,126.992,0.19592998964087588,126.992,126.992,9.247,27.505,32.755,28.662,28.823
GPC,0.14285694444444444,0.18008633482485725,0.026,1.263,0.053,0.081,0.125,102.857,0.14285694444444444,3.428566666666667,0.10863333333333333,0.12986666666666666,0.07513333333333333,0.06953333333333332,0.06616666666666667,0.12826666666666667,0.27893333333333337,0.20593333333333333,0.1132,0.12716666666666668,0.12313333333333333,0.11123333333333334,0.13899999999999998,0.2343,0.18286666666666665,0.16953333333333334,0.1168,0.1121,0.14096666666666666,0.3033,0.1951,0.1436666666666667,0.08206666666666666,0.07166666666666667,3.259,3.896,2.254,2.086,1.985,3.848,8.368,6.178,3.396,3.815,3.694,3.337,4.17,7.029,5.486,5.086,3.504,3.363,4.229,9.099,5.853,4.3100000000000005,2.4619999999999997,2.15,3.259,3.896,2.254,2.086,1.985,3.848,8.368,6.178,3.396,3.815,3.694,3.337,4.17,7.029,5.486,5.086,3.504,3.363,4.229,9.099,5.853,4.3100000000000005,2.4619999999999997,2.15,0.18130833333333332,0.16001111111111108,0.16829166666666667,0.123125,0.09626666666666667,21.757,28.802,20.195,14.775,17.328,0.08537469483125629,0.035479620922356264,0.1003338647425602,0.09411994840792993,0.07015462221116811,0.16396875,0.14338541666666668,0.15625,0.11428125,0.13294791666666667,0.14646666666666666,0.14200833333333335,15.741,13.765,15.0,10.971,12.763,17.576,17.041,0.21991201365546173,0.18808482799505602,0.19793566206166455,0.11788475220583697,0.16181388723121753,0.18847967294869214,0.17042652848264045,0.14216666666666666,0.1442375,68.24,34.617,0.18065219739350993,0.1793175984066438,0.14285694444444444,102.857,0.18008633482485734,102.857,102.857,4.588,14.756,29.148,29.135,25.23
JACL,0.09188194444444445,0.06385478750829786,0.028,0.778,0.05175,0.085,0.112,66.155,0.09188194444444446,2.2051666666666665,0.08170000000000001,0.061533333333333336,0.06926666666666666,0.06473333333333334,0.06856666666666666,0.0672,0.0698,0.07176666666666667,0.08283333333333333,0.13940000000000002,0.08516666666666667,0.0875,0.09196666666666667,0.21546666666666664,0.08506666666666667,0.07676666666666666,0.0912,0.0832,0.08643333333333333,0.08103333333333333,0.08149999999999999,0.12313333333333333,0.125,0.11493333333333333,2.451,1.846,2.078,1.942,2.057,2.016,2.094,2.153,2.485,4.182,2.555,2.625,2.759,6.4639999999999995,2.552,2.303,2.736,2.496,2.593,2.431,2.445,3.694,3.75,3.448,2.451,1.846,2.078,1.942,2.057,2.016,2.094,2.153,2.485,4.182,2.555,2.625,2.759,6.4639999999999995,2.552,2.303,2.736,2.496,2.593,2.431,2.445,3.694,3.75,3.448,0.09095,0.10698888888888887,0.08546666666666668,0.11114166666666667,0.06883333333333333,10.914,19.258,10.256,13.337,12.39,0.03797984697133616,0.04305363798869842,0.003805532920888954,0.005559868553815826,0.003284331468769683,0.09007291666666667,0.08386458333333334,0.09461458333333334,0.08740625,0.08930208333333334,0.09289166666666666,0.10219166666666667,8.647,8.051,9.083,8.391,8.573,11.147,12.263,0.054967788613766506,0.04170866874218853,0.07156026092030726,0.04542676654155623,0.08025356129716107,0.058993347557350986,0.07929323260338601,0.08905208333333332,0.09754166666666667,42.745,23.41,0.060488714210163934,0.06989345098744552,0.09188194444444445,66.155,0.06385478750829782,66.155,66.155,4.18,16.147,15.294,15.499,15.035
JALG,0.2584527777777778,0.25643898274225196,0.06,1.885,0.083,0.145,0.33225000000000005,186.086,0.25845277777777775,6.202866666666667,0.09786666666666667,0.08726666666666666,0.08903333333333333,0.08946666666666667,0.08783333333333333,0.10303333333333334,0.12766666666666668,0.2217666666666667,0.35936666666666667,0.33493333333333336,0.3215,0.39280000000000004,0.4822666666666667,0.48016666666666663,0.49673333333333336,0.2729666666666667,0.23240000000000002,0.14796666666666666,0.2009,0.3099,0.4563333333333333,0.38786666666666664,0.23309999999999997,0.18973333333333334,2.936,2.618,2.671,2.684,2.635,3.091,3.83,6.6530000000000005,10.781,10.048,9.645,11.784,14.468,14.405,14.902000000000001,8.189,6.972,4.439,6.027,9.297,13.69,11.636,6.992999999999999,5.692,2.936,2.618,2.671,2.684,2.635,3.091,3.83,6.6530000000000005,10.781,10.048,9.645,11.784,14.468,14.405,14.902000000000001,8.189,6.972,4.439,6.027,9.297,13.69,11.636,6.992999999999999,5.692,0.26093333333333335,0.4077388888888889,0.22279166666666667,0.3167583333333333,0.09241666666666666,31.312000000000005,73.393,26.735000000000003,38.011,16.634999999999998,0.12606790359472209,0.09081587415191006,0.09980475119470424,0.06350945770281954,0.005216499885381041,0.2781770833333333,0.25384375,0.28867708333333336,0.2784375,0.26078125,0.23773333333333332,0.22505,26.705,24.369,27.713,26.73,25.035,28.528,27.006,0.2662734642901686,0.2436853159787931,0.2652384228255448,0.2972109586596167,0.2757626058816379,0.22515308455491756,0.2286567222686782,0.2719833333333333,0.23139166666666666,130.552,55.534,0.2693628291930233,0.2265256151598985,0.2584527777777778,186.086,0.256438982742252,186.086,186.086,10.332,43.675,49.735,40.487,41.857
JLG,0.10736527777777777,0.09058791848960203,0.036,0.872,0.061,0.083,0.125,77.303,0.10736527777777777,2.5767666666666664,0.07166666666666667,0.0628,0.06306666666666666,0.062200000000000005,0.05993333333333333,0.05893333333333333,0.0613,0.07830000000000001,0.19843333333333335,0.1296,0.11406666666666668,0.12090000000000001,0.15886666666666666,0.13323333333333334,0.11673333333333333,0.1127,0.11343333333333333,0.09586666666666667,0.09916666666666667,0.1396,0.17656666666666665,0.13503333333333334,0.1173,0.09706666666666666,2.15,1.884,1.892,1.866,1.798,1.768,1.839,2.349,5.953,3.888,3.422,3.6270000000000002,4.766,3.997,3.502,3.381,3.403,2.876,2.975,4.188,5.297,4.051,3.519,2.912,2.15,1.884,1.892,1.866,1.798,1.768,1.839,2.349,5.953,3.888,3.422,3.6270000000000002,4.766,3.997,3.502,3.381,3.403,2.876,2.975,4.188,5.297,4.051,3.519,2.912,0.11690833333333334,0.12608333333333335,0.11201666666666667,0.13149166666666667,0.0631,14.029000000000002,22.695,13.442,15.779,11.358,0.09822193937515947,0.02937834737480664,0.017255051057729863,0.022277350297646204,0.003631075810259263,0.13471875,0.09560416666666667,0.09001041666666666,0.10416666666666667,0.10834375,0.11746666666666666,0.10045,12.933,9.178,8.641,10.0,10.401,14.096,12.054,0.14593262346749358,0.07462431932746669,0.04905560642709275,0.11850149158880631,0.09218172305717373,0.07141357041358237,0.044736736920031404,0.10656875,0.10895833333333332,51.153,26.15,0.10254483953541722,0.06007058551464705,0.10736527777777777,77.303,0.090587918489602,77.303,77.303,5.43,14.274,19.086,20.271,18.242
JMM,0.2604555555555556,0.21496979306439754,0.096,3.078,0.155,0.21,0.28,187.52800000000002,0.26045555555555555,6.250933333333334,0.16916666666666666,0.15793333333333331,0.1523,0.1475,0.1467,0.14293333333333333,0.15716666666666665,0.2521333333333333,0.2532,0.1923,0.3212,0.4179333333333333,0.4562666666666667,0.3797,0.24109999999999998,0.25046666666666667,0.24443333333333334,0.26566666666666666,0.28190000000000004,0.33346666666666663,0.44643333333333335,0.33916666666666667,0.2840666666666667,0.2178,5.075,4.7379999999999995,4.569,4.425,4.401,4.288,4.715,7.564,7.596,5.769,9.636,12.538,13.688,11.391,7.233,7.514,7.333,7.97,8.457,10.004,13.393,10.175,8.522,6.534,5.075,4.7379999999999995,4.569,4.425,4.401,4.288,4.715,7.564,7.596,5.769,9.636,12.538,13.688,11.391,7.233,7.514,7.333,7.97,8.457,10.004,13.393,10.175,8.522,6.534,0.2137,0.3444444444444444,0.28136666666666665,0.3218666666666667,0.15275555555555553,25.644,62.0,33.764,38.624,27.496,0.06581131382413243,0.13480096185991622,0.06014455410912891,0.2158211143122407,0.0050799134384765755,0.22702083333333334,0.24113541666666669,0.22118749999999998,0.25414583333333335,0.251,0.3267416666666667,0.28040000000000004,21.794,23.149,21.233999999999998,24.398,24.096,39.209,33.648,0.12127758322535313,0.17020121960053275,0.11172817695781036,0.18148643441644058,0.17179338875827738,0.35132238769830654,0.23176387578232951,0.23889791666666668,0.30357083333333335,114.671,72.857,0.15392215312685859,0.2978917609431258,0.26045555555555555,187.528,0.21496979306439765,187.528,187.528,10.853,46.192,39.425,44.876,46.182
