archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_00,consumo_01,consumo_02,consumo_03,consumo_04,consumo_05,consumo_06,consumo_07,consumo_08,consumo_09,consumo_10,consumo_11,consumo_12,consumo_13,consumo_14,consumo_15,consumo_16,consumo_17,consumo_18,consumo_19,consumo_20,consumo_21,consumo_22,consumo_23,consumo_00_suma,consumo_01_suma,consumo_02_suma,consumo_03_suma,consumo_04_suma,consumo_05_suma,consumo_06_suma,consumo_07_suma,consumo_08_suma,consumo_09_suma,consumo_10_suma,consumo_11_suma,consumo_12_suma,consumo_13_suma,consumo_14_suma,consumo_15_suma,consumo_16_suma,consumo_17_suma,consumo_18_suma,consumo_19_suma,consumo_20_suma,consumo_21_suma,consumo_22_suma,consumo_23_suma,consumo_00_std,consumo_01_std,consumo_02_std,consumo_03_std,consumo_04_std,consumo_05_std,consumo_06_std,consumo_07_std,consumo_08_std,consumo_09_std,consumo_10_std,consumo_11_std,consumo_12_std,consumo_13_std,consumo_14_std,consumo_15_std,consumo_16_std,consumo_17_std,consumo_18_std,consumo_19_std,consumo_20_std,consumo_21_std,consumo_22_std,consumo_23_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,verano,s_verano,std_verano,2023-06,Junio,2023-05-29/2023-06-04,2023-06-05/2023-06-11,2023-06-12/2023-06-18,2023-06-19/2023-06-25,2023-06-26/2023-07-02
ABLD,0.16999027777777778,0.19523940915518634,0.055,1.952,0.073,0.094,0.184,122.393,0.1699902777777778,4.079766666666667,0.10266666666666667,0.09233333333333334,0.08846666666666667,0.1121,0.09286666666666667,0.10896666666666667,0.14880000000000002,0.1668,0.10766666666666666,0.11943333333333332,0.10056666666666667,0.12136666666666666,0.19656666666666667,0.34793333333333337,0.35033333333333333,0.2494333333333333,0.22613333333333333,0.2231,0.18906666666666666,0.2277,0.2909,0.17663333333333334,0.13096666666666665,0.10896666666666667,3.08,2.77,2.654,3.363,2.786,3.269,4.464,5.0040000000000004,3.23,3.5829999999999997,3.017,3.641,5.897,10.438,10.51,7.483,6.784,6.693,5.672,6.831,8.727,5.299,3.929,3.269,3.08,2.77,2.654,3.363,2.786,3.269,4.464,5.0040000000000004,3.23,3.5829999999999997,3.017,3.641,5.897,10.438,10.51,7.483,6.784,6.693,5.672,6.831,8.727,5.299,3.929,3.269,0.135675,0.2277,0.2165,0.17686666666666667,0.09956666666666665,16.281,40.986,25.98,21.223999999999997,17.921999999999997,0.053768784662534784,0.12603664953021285,0.030242326110016354,0.1325244202674435,0.017929957658754422,0.15797916666666667,0.16897916666666668,0.19771875000000003,0.17586666666666667,0.17264166666666667,0.18565625,0.12895833333333334,15.166,16.222,18.981,21.104,20.717,17.823,12.38,0.18227272678550832,0.18549977892832145,0.2179890727886679,0.20931464527904234,0.1771888227896123,0.2341176864707598,0.14628155380107274,0.17460227272727272,0.15730729166666665,92.19,30.203,0.19466722677144613,0.19675635223673496,0.16999027777777778,122.393,0.19523940915518645,122.393,122.393,18.453,31.509,33.351,24.91,14.17
AJVG,0.15533055555555556,0.17567588267860362,0.022,1.299,0.06,0.082,0.182,111.838,0.15533055555555553,3.7279333333333335,0.0762,0.0875,0.10016666666666667,0.09576666666666668,0.08159999999999999,0.18933333333333333,0.48833333333333334,0.20493333333333333,0.08863333333333333,0.09623333333333334,0.11256666666666668,0.15543333333333334,0.14053333333333334,0.1068,0.07963333333333335,0.06970000000000001,0.12533333333333335,0.32380000000000003,0.2551,0.28863333333333335,0.19406666666666667,0.1690333333333333,0.1176,0.081,2.286,2.625,3.005,2.873,2.448,5.68,14.65,6.148,2.659,2.887,3.3770000000000002,4.663,4.216,3.204,2.3890000000000002,2.091,3.7600000000000002,9.714,7.653,8.659,5.822,5.071,3.528,2.43,2.286,2.625,3.005,2.873,2.448,5.68,14.65,6.148,2.659,2.887,3.3770000000000002,4.663,4.216,3.204,2.3890000000000002,2.091,3.7600000000000002,9.714,7.653,8.659,5.822,5.071,3.528,2.43,0.21953333333333336,0.1107777777777778,0.2482166666666667,0.140425,0.10509444444444445,26.344,19.94,29.786,16.851000000000003,18.917,0.09247723176345851,0.043186710807078206,0.10851416871139533,0.035163071357356274,0.03756618683316301,0.16527083333333334,0.16816666666666666,0.15241666666666667,0.17965,0.13283333333333333,0.12517708333333333,0.16334375,15.866,16.144,14.632,21.558,15.94,12.017,15.681000000000001,0.190115337799628,0.17446662577344677,0.14820729910760785,0.21477213447721552,0.1587486429947074,0.11446212839939374,0.19983576562688726,0.1593560606060606,0.14426041666666667,84.14,27.698,0.17986591601269405,0.16353959411654576,0.15533055555555556,111.838,0.17567588267860354,111.838,111.838,16.743,26.588,24.095,25.217,19.195
ATF,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJAG,0.3670038888888852,0.313983435698534,0.07,2.762,0.193,0.276,0.40925,264.2427999999973,0.3670038888888851,8.808093333333243,0.1908,0.18456666666666666,0.18153333333333332,0.18223333333333333,0.18846666666666667,0.2518666666666667,0.3064666666666667,0.2941706666666607,0.2956706666666607,0.36890399999999407,0.49230799999998803,0.5948746666666548,0.5543746666666548,0.4224746666666547,0.42990399999999407,0.3960373333333274,0.42497066666666067,0.581303999999994,0.6655,0.4549333333333333,0.4216,0.38503333333333334,0.28363333333333335,0.2564666666666667,5.724,5.537,5.446,5.467,5.654,7.556,9.194,8.82511999999982,8.87011999999982,11.067119999999822,14.769239999999641,17.846239999999643,16.631239999999643,12.67423999999964,12.897119999999822,11.881119999999822,12.74911999999982,17.43911999999982,19.965,13.648,12.648,11.551,8.509,7.694,5.724,5.537,5.446,5.467,5.654,7.556,9.194,8.82511999999982,8.87011999999982,11.067119999999822,14.769239999999641,17.846239999999643,16.631239999999643,12.67423999999964,12.897119999999822,11.881119999999822,12.74911999999982,17.43911999999982,19.965,13.648,12.648,11.551,8.509,7.694,0.31630299999999556,0.4816622222222123,0.531676999999997,0.33668333333333333,0.19657777777777777,37.956359999999464,86.69919999999821,63.80123999999964,40.402,35.384,0.1142900743113254,0.08078602847120915,0.13162770074624539,0.036390782203301573,0.01695775272854917,0.42186791666664614,0.32236458333333334,0.31314583333333335,0.3247,0.39490399999999404,0.3284270833333333,0.46721875,40.49931999999803,30.947,30.062,38.964,47.388479999999284,31.529,44.853,0.34905244370830874,0.1812070127486744,0.1653933734538846,0.19466439985633885,0.321269255796427,0.19009901823117384,0.573002235746993,0.3557969696969646,0.3978229166666667,187.8607999999973,76.382,0.2580218233976061,0.4314179954544313,0.3670038888888852,264.2427999999973,0.313983435698534,264.2427999999973,264.2427999999973,27.502,54.204479999999286,71.30531999999803,71.613,39.618
FMB,0.16915833333333335,0.16170643377190255,0.02,1.512,0.057,0.125,0.22625,121.79400000000001,0.16915833333333333,4.059799999999999,0.12596666666666667,0.1364,0.08496666666666666,0.09316666666666666,0.0884,0.08349999999999999,0.1004,0.12803333333333333,0.16303333333333334,0.19666666666666668,0.1696,0.17886666666666667,0.28696666666666665,0.21050000000000002,0.142,0.20696666666666666,0.19960000000000003,0.21810000000000002,0.21316666666666664,0.1727,0.24403333333333335,0.2780666666666667,0.19896666666666668,0.13973333333333335,3.779,4.092,2.549,2.795,2.652,2.505,3.012,3.841,4.891,5.9,5.088,5.3660000000000005,8.609,6.315,4.26,6.209,5.988,6.543,6.395,5.181,7.321000000000001,8.342,5.969,4.192,3.779,4.092,2.549,2.795,2.652,2.505,3.012,3.841,4.891,5.9,5.088,5.3660000000000005,8.609,6.315,4.26,6.209,5.988,6.543,6.395,5.181,7.321000000000001,8.342,5.969,4.192,0.14703333333333332,0.19915000000000002,0.20089166666666666,0.21520000000000003,0.10206666666666665,17.644,35.84700000000001,24.107000000000003,25.824,18.372,0.030616554131576518,0.08654112446045077,0.016444521057879143,0.03421559560121288,0.044424848573479364,0.17160416666666667,0.18760416666666668,0.15917708333333333,0.16768333333333332,0.14783333333333332,0.165375,0.19053125,16.474,18.01,15.281,20.122,17.74,15.876,18.291,0.1339256257988516,0.1999409112274327,0.11898173188321738,0.13657663120196,0.12732195235630317,0.1571846550699962,0.23654744502953312,0.16596022727272727,0.17795312500000002,87.627,34.167,0.14504870715517104,0.20069563027411846,0.16915833333333333,121.794,0.16170643377190252,121.794,121.794,16.2,28.185,32.566,26.406,18.437
GPC,0.17025972222222224,0.1611328913273656,0.028,1.113,0.084,0.114,0.18525,122.58700000000002,0.17025972222222224,4.086233333333333,0.1242,0.15223333333333333,0.11286666666666667,0.08036666666666667,0.08126666666666667,0.14880000000000002,0.27976666666666666,0.2239,0.14543333333333336,0.15183333333333332,0.17629999999999998,0.1445,0.2304,0.30543333333333333,0.21423333333333333,0.2085,0.18286666666666665,0.16449999999999998,0.19486666666666666,0.2714666666666667,0.20063333333333333,0.11373333333333333,0.09483333333333334,0.0833,3.726,4.567,3.386,2.411,2.438,4.464,8.393,6.717,4.363,4.555,5.289,4.335,6.912,9.163,6.427,6.255,5.486,4.935,5.846,8.144,6.019,3.412,2.845,2.499,3.726,4.567,3.386,2.411,2.438,4.464,8.393,6.717,4.363,4.555,5.289,4.335,6.912,9.163,6.427,6.255,5.486,4.935,5.846,8.144,6.019,3.412,2.845,2.499,0.20023333333333332,0.21322777777777777,0.20342499999999997,0.123125,0.11662222222222224,24.028,38.381,24.411,14.775000000000002,20.991999999999997,0.047478593747690555,0.0378201893254387,0.029674156204712154,0.038763812884117094,0.07111039795331099,0.19659375,0.15817708333333333,0.17855208333333336,0.1792,0.15040833333333334,0.16353125,0.16808333333333333,18.873,15.185,17.141000000000002,21.504,18.049,15.699,16.136,0.19826407579286773,0.13554801012278128,0.16931303116396512,0.16576720540129347,0.13976676224743728,0.1535730207340092,0.16159785477123967,0.17187878787878788,0.16580729166666666,90.752,31.835,0.16264203976087865,0.15723986861363046,0.17025972222222222,122.587,0.16113289132736558,122.587,122.587,20.347,26.154,27.927,29.085,19.074
JACL,0.1141638888888889,0.11588515645647521,0.028,1.144,0.059,0.094,0.13025,82.19800000000001,0.11416388888888888,2.739933333333334,0.08266666666666667,0.0745,0.07713333333333333,0.06883333333333333,0.0707,0.07556666666666666,0.07663333333333333,0.0954,0.09036666666666666,0.084,0.10103333333333334,0.07973333333333334,0.10179999999999999,0.17743333333333336,0.20303333333333334,0.14246666666666666,0.1297,0.15269999999999997,0.13356666666666667,0.12553333333333333,0.1391,0.16040000000000001,0.15366666666666667,0.14396666666666666,2.48,2.235,2.314,2.065,2.121,2.267,2.299,2.862,2.711,2.52,3.031,2.392,3.054,5.323,6.091,4.274,3.891,4.5809999999999995,4.007,3.766,4.173,4.812,4.61,4.319,2.48,2.235,2.314,2.065,2.121,2.267,2.299,2.862,2.711,2.52,3.031,2.392,3.054,5.323,6.091,4.274,3.891,4.5809999999999995,4.007,3.766,4.173,4.812,4.61,4.319,0.0866,0.13425,0.135375,0.14928333333333332,0.07490000000000001,10.392,24.165000000000003,16.244999999999997,17.913999999999998,13.482,0.014648658961427278,0.0771409430791031,0.05945746905329603,0.03046405587249097,0.00331193354806159,0.11247916666666667,0.13389583333333333,0.12819791666666666,0.10238333333333333,0.09088333333333334,0.105375,0.13469791666666667,10.798,12.854,12.307,12.286,10.906,10.116,12.931,0.07768275283304073,0.1357941537511187,0.13349138507915362,0.07955434518324574,0.03976024435051078,0.11370471915402075,0.18587177922267678,0.1120284090909091,0.12003645833333333,59.151,23.047,0.09832653431696288,0.15437078408159635,0.11416388888888888,82.198,0.11588515645647521,82.198,82.198,7.9510000000000005,17.199,15.6,24.274,17.174
JALG,0.23049027777777778,0.19269346953540412,0.07,1.297,0.105,0.1555,0.279,165.953,0.23049027777777778,5.531766666666666,0.1128,0.10529999999999999,0.10286666666666666,0.1017,0.09506666666666666,0.1247,0.2298333333333333,0.3741,0.3942,0.29306666666666664,0.21516666666666667,0.2152,0.28363333333333335,0.31229999999999997,0.29336666666666666,0.21183333333333332,0.2524666666666667,0.21680000000000002,0.23823333333333335,0.27443333333333336,0.3491666666666667,0.35396666666666665,0.22076666666666667,0.1608,3.384,3.159,3.086,3.051,2.852,3.741,6.895,11.222999999999999,11.826,8.792,6.455,6.456,8.509,9.369,8.801,6.3549999999999995,7.574,6.5040000000000004,7.147,8.233,10.475,10.619,6.623,4.824,3.384,3.159,3.086,3.051,2.852,3.741,6.895,11.222999999999999,11.826,8.792,6.455,6.456,8.509,9.369,8.801,6.3549999999999995,7.574,6.5040000000000004,7.147,8.233,10.475,10.619,6.623,4.824,0.3228,0.25525,0.24548333333333333,0.271175,0.10707222222222222,38.736,45.945,29.458000000000002,32.541000000000004,19.273,0.0571118970770087,0.06576326700041209,0.06001334518290834,0.05508500585372729,0.003320999880272435,0.22605208333333335,0.2314270833333333,0.23055208333333332,0.23629999999999998,0.22355,0.20153125000000002,0.2643020833333333,21.701,22.217,22.133,28.355999999999998,26.826,19.347,25.373,0.19754884111832438,0.20522797310060453,0.18901761932864003,0.20811093518731258,0.1765343706863155,0.13244430433204746,0.2262563576212502,0.22960795454545455,0.23291666666666666,121.233,44.72,0.19469569427992045,0.1875552926035283,0.23049027777777778,165.953,0.19269346953540417,165.953,165.953,24.422,38.383,39.53,35.835,27.783
JLG,0.15375138888888887,0.1511539502888208,0.051,1.408,0.076,0.11,0.153,110.701,0.1537513888888889,3.6900333333333335,0.0839,0.07726666666666666,0.07626666666666668,0.07036666666666667,0.06733333333333333,0.06746666666666666,0.07780000000000001,0.10386666666666668,0.1104,0.1676,0.18563333333333334,0.18710000000000002,0.21513333333333332,0.1777,0.22816666666666666,0.19376666666666667,0.1716,0.1691,0.19986666666666666,0.22306666666666666,0.2871666666666667,0.27176666666666666,0.16323333333333334,0.11446666666666667,2.517,2.318,2.2880000000000003,2.111,2.02,2.024,2.334,3.116,3.312,5.028,5.569,5.613,6.454,5.3309999999999995,6.845,5.813,5.148,5.073,5.9959999999999996,6.692,8.615,8.153,4.897,3.434,2.517,2.318,2.2880000000000003,2.111,2.02,2.024,2.334,3.116,3.312,5.028,5.569,5.613,6.454,5.3309999999999995,6.845,5.813,5.148,5.073,5.9959999999999996,6.692,8.615,8.153,4.897,3.434,0.11491666666666667,0.19791666666666666,0.19090833333333332,0.20915833333333333,0.07376666666666666,13.79,35.625,22.909,25.099,13.277999999999999,0.04597491507829612,0.04325911673897906,0.05759915749157403,0.11315480307800013,0.004952520268558123,0.16065625,0.16686458333333334,0.14741666666666667,0.14380833333333334,0.1489916666666667,0.16721875,0.14497916666666666,15.423,16.019000000000002,14.152,17.257,17.879,16.053,13.918,0.13826715773420215,0.18712926125185947,0.1542650942314742,0.09697840839422901,0.12343906031173543,0.1784867503928218,0.1777211878590594,0.15289772727272727,0.15609895833333334,80.73,29.971,0.14031111052500575,0.17798704464577322,0.15375138888888887,110.701,0.15115395028882084,110.701,110.701,17.73,22.572,21.635,22.604,26.16
JMM,0.29790416666666664,0.27933369555707815,0.097,2.585,0.169,0.2235,0.293,214.49099999999999,0.2979041666666667,7.149700000000001,0.18953333333333333,0.175,0.16043333333333332,0.17056666666666667,0.15596666666666667,0.1851,0.23983333333333334,0.2438,0.24146666666666666,0.20593333333333333,0.24683333333333335,0.5698666666666666,0.44806666666666667,0.5730999999999999,0.34353333333333336,0.2558333333333333,0.3123666666666667,0.33426666666666666,0.35259999999999997,0.39276666666666665,0.43173333333333336,0.34623333333333334,0.3293,0.24556666666666666,5.686,5.25,4.813,5.117,4.679,5.553,7.195,7.314,7.244,6.178,7.405,17.096,13.442,17.192999999999998,10.306000000000001,7.675,9.371,10.028,10.578,11.783,12.952,10.387,9.879,7.367,5.686,5.25,4.813,5.117,4.679,5.553,7.195,7.314,7.244,6.178,7.405,17.096,13.442,17.192999999999998,10.306000000000001,7.675,9.371,10.028,10.578,11.783,12.952,10.387,9.879,7.367,0.23275833333333334,0.40620555555555554,0.34800000000000003,0.33820833333333333,0.17276666666666665,27.931,73.11699999999999,41.76,40.584999999999994,31.098000000000003,0.1522152339196028,0.21263081999142036,0.027922473452133362,0.08304136344299837,0.061035598861756524,0.31928125,0.24053125,0.23196874999999997,0.3123416666666667,0.2906833333333333,0.35052083333333334,0.33819791666666665,30.651,23.091,22.269,37.481,34.882,33.65,32.467,0.37671851010437907,0.1356895026095278,0.13505098087096784,0.2800699641231126,0.28512494632003993,0.3057463681986536,0.32474147190428476,0.28101136363636364,0.344359375,148.374,66.117,0.2636419353580749,0.3146209071241251,0.29790416666666664,214.49099999999999,0.279333695557078,214.49099999999999,214.49099999999999,36.248,45.507,49.897,44.034,38.805
