archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_00,consumo_01,consumo_02,consumo_03,consumo_04,consumo_05,consumo_06,consumo_07,consumo_08,consumo_09,consumo_10,consumo_11,consumo_12,consumo_13,consumo_14,consumo_15,consumo_16,consumo_17,consumo_18,consumo_19,consumo_20,consumo_21,consumo_22,consumo_23,consumo_00_suma,consumo_01_suma,consumo_02_suma,consumo_03_suma,consumo_04_suma,consumo_05_suma,consumo_06_suma,consumo_07_suma,consumo_08_suma,consumo_09_suma,consumo_10_suma,consumo_11_suma,consumo_12_suma,consumo_13_suma,consumo_14_suma,consumo_15_suma,consumo_16_suma,consumo_17_suma,consumo_18_suma,consumo_19_suma,consumo_20_suma,consumo_21_suma,consumo_22_suma,consumo_23_suma,consumo_00_std,consumo_01_std,consumo_02_std,consumo_03_std,consumo_04_std,consumo_05_std,consumo_06_std,consumo_07_std,consumo_08_std,consumo_09_std,consumo_10_std,consumo_11_std,consumo_12_std,consumo_13_std,consumo_14_std,consumo_15_std,consumo_16_std,consumo_17_std,consumo_18_std,consumo_19_std,consumo_20_std,consumo_21_std,consumo_22_std,consumo_23_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,primavera,s_primavera,std_primavera,2023-05,Mayo,2023-05-01/2023-05-07,2023-05-08/2023-05-14,2023-05-15/2023-05-21,2023-05-22/2023-05-28,2023-05-29/2023-06-04
ABLD,0.20481317204301075,0.24486248243464434,0.051,2.137,0.069,0.0975,0.21175,152.381,0.20481317204301072,4.915516129032258,0.08048387096774194,0.06970967741935484,0.07351612903225806,0.09806451612903226,0.09203225806451612,0.08877419354838709,0.16416129032258062,0.22048387096774194,0.17980645161290323,0.21306451612903227,0.25070967741935485,0.28093548387096773,0.32606451612903226,0.45922580645161293,0.37374193548387097,0.32058064516129037,0.21467741935483872,0.1963548387096774,0.1926774193548387,0.32493548387096777,0.29438709677419356,0.1695483870967742,0.13483870967741934,0.09674193548387097,2.495,2.161,2.279,3.04,2.8529999999999998,2.752,5.0889999999999995,6.835,5.574,6.605,7.772,8.709,10.108,14.236,11.586,9.938,6.655,6.087,5.973,10.073,9.126,5.256,4.18,2.999,2.495,2.161,2.279,3.04,2.8529999999999998,2.752,5.0889999999999995,6.835,5.574,6.605,7.772,8.709,10.108,14.236,11.586,9.938,6.655,6.087,5.973,10.073,9.126,5.256,4.18,2.999,0.19437903225806452,0.33520967741935487,0.23216129032258065,0.1738790322580645,0.08376344086021505,24.102999999999998,62.349000000000004,28.788,21.560999999999996,15.580000000000002,0.11240280474436215,0.04678089247585568,0.044661223436075634,0.08034044067801127,0.03551148615119486,0.2009,0.19395,0.23221666666666665,0.17771875,0.2115625,0.17058333333333334,0.24360416666666665,24.108,23.274,27.866,17.061,20.31,16.376,23.386,0.2507041646069337,0.20251589210385898,0.2776305259937844,0.20678713708978486,0.26306904486925303,0.18344324615914187,0.3033950864941158,0.20401992753623188,0.20709375,112.619,39.762,0.24230344544551552,0.25270720918347067,0.20481317204301075,152.381,0.24486248243464448,152.381,152.381,36.056,35.409,34.69,30.942,15.284
AJVG,0.16396639784946238,0.20709917962611993,0.021,1.655,0.049,0.076,0.192,121.99100000000001,0.16396639784946235,3.9351935483870966,0.08680645161290322,0.07345161290322581,0.05816129032258064,0.06019354838709677,0.07316129032258063,0.19396774193548386,0.5223870967741935,0.36693548387096775,0.12083870967741936,0.12696774193548388,0.1506774193548387,0.22732258064516128,0.16525806451612904,0.10312903225806452,0.07909677419354838,0.09280645161290321,0.11245161290322582,0.1120967741935484,0.18780645161290324,0.3214516129032258,0.27938709677419354,0.19238709677419352,0.13283870967741937,0.09561290322580646,2.691,2.277,1.803,1.8659999999999999,2.268,6.013,16.194,11.375,3.746,3.936,4.670999999999999,7.047,5.123,3.197,2.452,2.877,3.486,3.475,5.822,9.965,8.661,5.9639999999999995,4.118,2.964,2.691,2.277,1.803,1.8659999999999999,2.268,6.013,16.194,11.375,3.746,3.936,4.670999999999999,7.047,5.123,3.197,2.452,2.877,3.486,3.475,5.822,9.965,8.661,5.9639999999999995,4.118,2.964,0.2842822580645161,0.13638172043010754,0.1834516129032258,0.17505645161290323,0.09095698924731183,35.251,25.367,22.748,21.707,16.918,0.09581639656791503,0.11181278384074378,0.11060009143774811,0.061178446834866264,0.05336420584192312,0.14793333333333333,0.16741666666666666,0.16799166666666665,0.15560416666666668,0.15775,0.14510416666666667,0.20810416666666667,17.752,20.09,20.159,14.938,15.144,13.93,19.978,0.1812635730453454,0.2050704155897189,0.21031662788183308,0.1939015202658389,0.21987585013749056,0.16941040042432412,0.2622241098219801,0.15957065217391303,0.17660416666666667,88.083,33.908,0.2015216580550901,0.22242525559858917,0.16396639784946238,121.991,0.20709917962611987,121.991,121.991,27.008,27.61,31.547,24.569,11.257
ATF,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJAG,0.3133347849462344,0.2583644138909728,0.058,3.509,0.167,0.232,0.35924999999999996,233.1210799999984,0.3133347849462345,7.520034838709625,0.1521290322580645,0.13674193548387095,0.14200000000000002,0.14693548387096772,0.13132258064516128,0.22641935483870967,0.24109677419354839,0.2381290322580645,0.18406451612903227,0.21816516129031682,0.42990709677418776,0.6353264516128975,0.4542619354838652,0.36858451612902643,0.35171354838709096,0.3563909677419297,0.3605199999999942,0.43768129032257486,0.6078064516129031,0.44406451612903225,0.3729677419354839,0.43512903225806454,0.2707096774193548,0.17796774193548387,4.716,4.239,4.402,4.555,4.071,7.019,7.474,7.382,5.706,6.763119999999821,13.327119999999821,19.69511999999982,14.08211999999982,11.42611999999982,10.90311999999982,11.04811999999982,11.17611999999982,13.568119999999821,18.842,13.766,11.562,13.489,8.392,5.517,4.716,4.239,4.402,4.555,4.071,7.019,7.474,7.382,5.706,6.763119999999821,13.327119999999821,19.69511999999982,14.08211999999982,11.42611999999982,10.90311999999982,11.04811999999982,11.17611999999982,13.568119999999821,18.842,13.766,11.562,13.489,8.392,5.517,0.2203638709677405,0.4326974193548329,0.4625180645161261,0.3141935483870968,0.15592473118279568,27.32511999999982,80.48171999999892,57.35223999999964,38.96,29.001999999999995,0.038243410862564955,0.062151295396832625,0.17089997709126656,0.07235402616773728,0.014394587032471052,0.289575,0.2697083333333333,0.3325166666666667,0.28791666666666665,0.3037083333333333,0.29431250000000003,0.4276570833333165,34.749,32.365,39.902,27.64,29.156,28.254,41.055079999998384,0.1899626527867557,0.15440274716899738,0.24687073415808838,0.17491433492256575,0.2186450098924675,0.20751534185515813,0.4809371802810026,0.2967608695652174,0.36098479166665826,163.812,69.30907999999839,0.20023267062638725,0.3754088887392591,0.3133347849462344,233.1210799999984,0.25836441389097276,233.1210799999984,233.1210799999984,50.823,52.394,46.879,60.375079999998384,22.65
FMB,0.19898655913978494,0.1774196076569495,0.01,1.45,0.058,0.159,0.256,148.046,0.19898655913978497,4.77567741935484,0.17580645161290323,0.14467741935483872,0.09883870967741935,0.09625806451612903,0.0814516129032258,0.10212903225806451,0.08887096774193548,0.1599032258064516,0.1749032258064516,0.21625806451612903,0.23574193548387096,0.2921290322580645,0.3777741935483871,0.27467741935483875,0.22029032258064515,0.185,0.19525806451612904,0.2442258064516129,0.24290322580645163,0.2346774193548387,0.23838709677419354,0.27983870967741936,0.23793548387096775,0.17774193548387096,5.45,4.485,3.064,2.984,2.525,3.166,2.755,4.957,5.422,6.704,7.308,9.056000000000001,11.711,8.515,6.829,5.735,6.053,7.571,7.53,7.275,7.39,8.675,7.376,5.51,5.45,4.485,3.064,2.984,2.525,3.166,2.755,4.957,5.422,6.704,7.308,9.056000000000001,11.711,8.515,6.829,5.735,6.053,7.571,7.53,7.275,7.39,8.675,7.376,5.51,0.15998387096774194,0.2642688172043011,0.22926612903225807,0.2334758064516129,0.11652688172043009,19.838,49.154,28.429000000000002,28.951,21.674,0.03387201822228582,0.06715724671749372,0.044592313507115275,0.04123755175504087,0.027392609304384787,0.23823333333333335,0.17617500000000003,0.19936666666666666,0.1746458333333333,0.20861458333333335,0.2159375,0.1757291666666667,28.588,21.141000000000002,23.924,16.766,20.027,20.73,16.87,0.22610292641479304,0.1463546206991771,0.1289047549718075,0.13732987401962332,0.16873563064227312,0.2038628957489761,0.20367174204776647,0.20008333333333334,0.19583333333333333,110.446,37.6,0.16728185766306597,0.20423034765679163,0.19898655913978494,148.046,0.17741960765694956,148.046,148.046,31.581,33.136,28.846,32.642,21.841
GPC,0.16345967741935483,0.18266379765805307,0.027,1.217,0.067,0.098,0.1715,121.61399999999999,0.1634596774193549,3.923032258064516,0.09103225806451613,0.07987096774193549,0.07603225806451613,0.06803225806451613,0.07667741935483871,0.112,0.34590322580645166,0.26806451612903226,0.18974193548387094,0.1627741935483871,0.10454838709677419,0.09703225806451612,0.13729032258064516,0.27916129032258064,0.2482258064516129,0.2568064516129032,0.22641935483870967,0.15983870967741937,0.16990322580645162,0.31070967741935485,0.1933548387096774,0.1089032258064516,0.08235483870967741,0.07835483870967741,2.822,2.476,2.357,2.109,2.3770000000000002,3.472,10.723,8.31,5.882,5.046,3.241,3.008,4.256,8.654,7.695,7.961,7.019,4.955,5.267,9.632,5.994,3.376,2.553,2.429,2.822,2.476,2.357,2.109,2.3770000000000002,3.472,10.723,8.31,5.882,5.046,3.241,3.008,4.256,8.654,7.695,7.961,7.019,4.955,5.267,9.632,5.994,3.376,2.553,2.429,0.24162096774193548,0.1871774193548387,0.21671774193548388,0.11574193548387096,0.08394086021505376,29.961,34.815,26.872999999999998,14.351999999999999,15.613,0.037328136117725244,0.07614817330875749,0.07158356924705628,0.03651731062690545,0.03953509883138786,0.12296666666666667,0.17713333333333334,0.13469166666666668,0.18084375,0.15692708333333333,0.18403125,0.20152083333333334,14.756,21.256,16.163,17.361,15.065,17.667,19.346,0.12552055865179101,0.1819760780904976,0.14400418970523415,0.21852121795690319,0.18009349880382552,0.2040290202849121,0.2153110347071572,0.1532626811594203,0.19277604166666665,84.601,37.013,0.17144182481072623,0.20937975431553513,0.16345967741935485,121.614,0.18266379765805318,121.614,121.614,27.127,28.79,26.711,27.767,11.219
JACL,0.09886290322580646,0.07146324918461883,0.015,0.738,0.05875,0.0875,0.121,73.554,0.09886290322580647,2.3727096774193543,0.07580645161290323,0.07100000000000001,0.07348387096774193,0.06090322580645161,0.0763225806451613,0.06806451612903225,0.09032258064516129,0.07777419354838709,0.09,0.11316129032258064,0.11738709677419355,0.09532258064516129,0.11964516129032259,0.24458064516129033,0.11674193548387096,0.07887096774193549,0.09483870967741935,0.09674193548387097,0.06587096774193547,0.0966774193548387,0.09945161290322581,0.11690322580645161,0.11751612903225807,0.1153225806451613,2.35,2.201,2.278,1.888,2.366,2.11,2.8,2.411,2.79,3.508,3.6390000000000002,2.955,3.709,7.582,3.6189999999999998,2.445,2.94,2.999,2.042,2.997,3.083,3.624,3.6430000000000002,3.575,2.35,2.201,2.278,1.888,2.366,2.11,2.8,2.411,2.79,3.508,3.6390000000000002,2.955,3.709,7.582,3.6189999999999998,2.445,2.94,2.999,2.042,2.997,3.083,3.624,3.6430000000000002,3.575,0.09281451612903226,0.12875806451612903,0.08853225806451612,0.1122983870967742,0.07093010752688172,11.509,23.949,10.978,13.925,13.193,0.02049734229952119,0.04526232799483238,0.00777571205104919,0.0054918031896631575,0.005086379099433105,0.09536666666666666,0.09110833333333333,0.08518333333333333,0.09564583333333333,0.10603125000000001,0.1191875,0.10575,11.443999999999999,10.933,10.222,9.182,10.179,11.442,10.152,0.06431656651510027,0.04449261969453938,0.04278183532965443,0.05655960603723932,0.07088262397498381,0.1086723043688782,0.09539138215516998,0.0941304347826087,0.11246875,51.96,21.594,0.056381391955097095,0.10220193061003713,0.09886290322580646,73.554,0.07146324918461888,73.554,73.554,16.233,14.921,18.796,16.979,6.625
JALG,0.23071505376344084,0.22918582441969781,0.06,1.556,0.084,0.1345,0.2905,171.652,0.23071505376344087,5.537161290322581,0.09767741935483872,0.09835483870967741,0.0837741935483871,0.09083870967741935,0.09716129032258064,0.11164516129032258,0.23538709677419356,0.31470967741935485,0.3098387096774194,0.29258064516129034,0.27922580645161293,0.27325806451612905,0.3382903225806452,0.39190322580645165,0.3081935483870968,0.2519677419354839,0.2767096774193548,0.20148387096774192,0.15835483870967743,0.29680645161290325,0.40690322580645166,0.308258064516129,0.19603225806451613,0.11780645161290323,3.028,3.049,2.597,2.816,3.012,3.461,7.297000000000001,9.756,9.605,9.07,8.656,8.471,10.487,12.149000000000001,9.554,7.811,8.578,6.2459999999999996,4.909,9.201,12.614,9.556,6.077,3.652,3.028,3.049,2.597,2.816,3.012,3.461,7.297000000000001,9.756,9.605,9.07,8.656,8.471,10.487,12.149000000000001,9.554,7.811,8.578,6.2459999999999996,4.909,9.201,12.614,9.556,6.077,3.652,0.2881290322580645,0.30713978494623656,0.23333870967741932,0.25725,0.0965752688172043,35.728,57.12800000000001,28.933999999999997,31.899,17.962999999999997,0.05691673139043948,0.06629126870353585,0.07120770332420574,0.08271695975395342,0.00837566157782147,0.2544416666666667,0.23329999999999998,0.25079166666666663,0.25465625,0.19241666666666668,0.1813125,0.23648958333333334,30.533,27.996,30.095,24.447,18.472,17.406,22.703,0.24075912143015624,0.2534059618726541,0.23436414587378437,0.2636607001481859,0.1904304634335294,0.16592118055840474,0.22329437708486816,0.23830253623188408,0.20890104166666668,131.543,40.109,0.23874130946051353,0.1981353802313782,0.23071505376344084,171.652,0.22918582441969768,171.652,171.652,41.204,40.415,39.14,30.763,20.13
JLG,0.10848387096774194,0.09530300058158779,0.049,1.173,0.068,0.08,0.121,80.712,0.10848387096774194,2.6036129032258066,0.07358064516129033,0.07083870967741936,0.06590322580645162,0.06432258064516129,0.06551612903225806,0.0622258064516129,0.08754838709677419,0.11632258064516128,0.1305483870967742,0.13025806451612904,0.13567741935483874,0.10051612903225807,0.15267741935483872,0.12896774193548385,0.1749032258064516,0.10174193548387096,0.11912903225806452,0.11248387096774194,0.10438709677419356,0.12303225806451613,0.15148387096774193,0.11893548387096774,0.11680645161290322,0.09580645161290323,2.281,2.196,2.043,1.994,2.031,1.929,2.714,3.606,4.047,4.038,4.206,3.116,4.7330000000000005,3.9979999999999998,5.422,3.154,3.693,3.487,3.236,3.814,4.696,3.687,3.621,2.97,2.281,2.196,2.043,1.994,2.031,1.929,2.714,3.606,4.047,4.038,4.206,3.116,4.7330000000000005,3.9979999999999998,5.422,3.154,3.693,3.487,3.236,3.814,4.696,3.687,3.621,2.97,0.11616935483870967,0.13241397849462366,0.11475806451612904,0.12075806451612903,0.06706451612903226,14.405000000000001,24.629,14.23,14.974,12.474000000000002,0.009407100627710899,0.08981611027198037,0.04019013781051752,0.008744655308760178,0.0049135191210483075,0.10466666666666667,0.12695833333333334,0.109725,0.10861458333333333,0.10908333333333332,0.10577083333333333,0.09059375000000001,12.56,15.235,13.167,10.427,10.472,10.154,8.697000000000001,0.09806251935923957,0.1207133834269231,0.08652108719504027,0.12061407527112569,0.07683703419941064,0.08648948572139203,0.051433877454456024,0.11206702898550724,0.09818229166666666,61.861,18.851,0.10213634991745173,0.07137448690609412,0.10848387096774194,80.712,0.09530300058158776,80.712,80.712,20.074,17.914,14.15,17.964,10.61
JMM,0.2712271505376344,0.21141587870972345,0.097,1.704,0.157,0.215,0.28225,201.793,0.2712271505376344,6.509451612903226,0.17116129032258065,0.15148387096774193,0.14519354838709678,0.14641935483870966,0.14274193548387096,0.14509677419354838,0.17454838709677417,0.2381290322580645,0.20580645161290323,0.2543225806451613,0.3365483870967742,0.433258064516129,0.5534193548387096,0.32845161290322583,0.2676774193548387,0.2747741935483871,0.2970322580645161,0.3171290322580645,0.3049032258064516,0.39780645161290323,0.40438709677419354,0.31070967741935485,0.28835483870967743,0.2200967741935484,5.306,4.696,4.501,4.539,4.425,4.498,5.411,7.382,6.38,7.884,10.433,13.431,17.156,10.182,8.298,8.518,9.208,9.831,9.452,12.332,12.536,9.632,8.939,6.823,5.306,4.696,4.501,4.539,4.425,4.498,5.411,7.382,6.38,7.884,10.433,13.431,17.156,10.182,8.298,8.518,9.208,9.831,9.452,12.332,12.536,9.632,8.939,6.823,0.21820161290322582,0.36568817204301074,0.32921774193548387,0.30588709677419357,0.1503494623655914,27.057,68.018,40.823,37.93,27.965000000000003,0.07788002425099383,0.13816919389049245,0.042636185609437084,0.08440467033666148,0.006821119227556611,0.26115,0.2764916666666667,0.29955833333333337,0.2772291666666667,0.24368749999999997,0.25716666666666665,0.2774270833333333,31.338,33.179,35.947,26.614,23.394,24.688,26.633,0.21530278269287212,0.23221407812885178,0.23440171636712545,0.20168946840791332,0.15642232392165972,0.18709314689222342,0.2297150062596634,0.27259420289855074,0.267296875,150.472,51.321,0.21235653468817903,0.20918843528300468,0.2712271505376344,201.793,0.21141587870972342,201.793,201.793,41.848,42.487,55.97,45.516,15.972
