archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_00,consumo_01,consumo_02,consumo_03,consumo_04,consumo_05,consumo_06,consumo_07,consumo_08,consumo_09,consumo_10,consumo_11,consumo_12,consumo_13,consumo_14,consumo_15,consumo_16,consumo_17,consumo_18,consumo_19,consumo_20,consumo_21,consumo_22,consumo_23,consumo_00_suma,consumo_01_suma,consumo_02_suma,consumo_03_suma,consumo_04_suma,consumo_05_suma,consumo_06_suma,consumo_07_suma,consumo_08_suma,consumo_09_suma,consumo_10_suma,consumo_11_suma,consumo_12_suma,consumo_13_suma,consumo_14_suma,consumo_15_suma,consumo_16_suma,consumo_17_suma,consumo_18_suma,consumo_19_suma,consumo_20_suma,consumo_21_suma,consumo_22_suma,consumo_23_suma,consumo_00_std,consumo_01_std,consumo_02_std,consumo_03_std,consumo_04_std,consumo_05_std,consumo_06_std,consumo_07_std,consumo_08_std,consumo_09_std,consumo_10_std,consumo_11_std,consumo_12_std,consumo_13_std,consumo_14_std,consumo_15_std,consumo_16_std,consumo_17_std,consumo_18_std,consumo_19_std,consumo_20_std,consumo_21_std,consumo_22_std,consumo_23_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,otoño,s_otoño,std_otoño,2023-11,Noviembre,2023-10-30/2023-11-05,2023-11-06/2023-11-12,2023-11-13/2023-11-19,2023-11-20/2023-11-26,2023-11-27/2023-12-03
ABLD,0.17433472222222224,0.22725229474887434,0.032,1.524,0.059,0.0735,0.1785,125.52100000000002,0.17433472222222215,4.184033333333334,0.09653333333333333,0.078,0.06333333333333332,0.08073333333333334,0.069,0.062200000000000005,0.0662,0.21316666666666664,0.16369999999999998,0.12923333333333334,0.1356,0.14416666666666667,0.1436666666666667,0.10339999999999999,0.30526666666666663,0.3344333333333333,0.2149333333333333,0.12013333333333334,0.113,0.16256666666666666,0.4075333333333333,0.4708666666666667,0.36610000000000004,0.14026666666666668,2.896,2.34,1.9,2.422,2.0700000000000003,1.866,1.986,6.395,4.911,3.877,4.068,4.325,4.3100000000000005,3.102,9.158,10.033,6.4479999999999995,3.604,3.39,4.877,12.225999999999999,14.126000000000001,10.983,4.208,2.896,2.34,1.9,2.422,2.0700000000000003,1.866,1.986,6.395,4.911,3.877,4.068,4.325,4.3100000000000005,3.102,9.158,10.033,6.4479999999999995,3.604,3.39,4.877,12.225999999999999,14.126000000000001,10.983,4.208,0.14307499999999998,0.1944222222222222,0.1526583333333333,0.34619166666666673,0.07496666666666667,17.169,34.996,18.319,41.543,13.494,0.0763581882743079,0.0740332311563131,0.06204321931151624,0.12358196039744533,0.035254459285382615,0.22572916666666665,0.16940624999999998,0.175425,0.19765833333333335,0.16565625,0.11901041666666667,0.16135416666666666,21.669999999999998,16.262999999999998,21.051,23.719,15.903,11.425,15.49,0.29331246063098565,0.18394333098309898,0.22934380864332313,0.2666408687188603,0.18474100380490008,0.13445190842760305,0.23899676188806918,0.18675378787878788,0.14018229166666665,98.606,26.915,0.2369821889096047,0.1945562358276722,0.1743347222222222,125.521,0.2272522947488744,125.521,125.521,24.622,19.855,32.306,32.403999999999996,16.334
AJVG,0.22629305555555554,0.3318698178948992,0.018,1.892,0.045,0.0755,0.22375,162.93099999999998,0.2262930555555556,5.431033333333334,0.10223333333333334,0.07139999999999999,0.06793333333333333,0.09079999999999999,0.07213333333333334,0.05556666666666667,0.19546666666666665,0.8511666666666666,0.3243,0.2469,0.22716666666666666,0.3068,0.2778333333333333,0.14743333333333333,0.12510000000000002,0.12743333333333334,0.13103333333333333,0.13056666666666666,0.19973333333333335,0.3459333333333333,0.3577666666666667,0.4878,0.3083,0.18023333333333333,3.067,2.142,2.038,2.7239999999999998,2.164,1.667,5.864,25.535,9.729,7.407,6.8149999999999995,9.204,8.334999999999999,4.423,3.753,3.823,3.931,3.9170000000000003,5.992,10.378,10.733,14.634,9.249,5.407,3.067,2.142,2.038,2.7239999999999998,2.164,1.667,5.864,25.535,9.729,7.407,6.8149999999999995,9.204,8.334999999999999,4.423,3.753,3.823,3.931,3.9170000000000003,5.992,10.378,10.733,14.634,9.249,5.407,0.40445833333333336,0.20196111111111112,0.20181666666666667,0.33352499999999996,0.07667777777777778,48.535,36.353,24.218,40.022999999999996,13.802,0.1953695474458522,0.1274393860615253,0.1491114223856847,0.0829960875411014,0.03503153810794917,0.26526041666666667,0.20659375,0.19914166666666666,0.23661666666666664,0.1950833333333333,0.21741666666666667,0.26814583333333336,25.465,19.833,23.897,28.394,18.727999999999998,20.872,25.742,0.35465702467808075,0.3121965500374134,0.28934975770322185,0.36549400628115775,0.3143556372433404,0.3131796076801085,0.36794510400520825,0.22029734848484847,0.24278124999999998,116.317,46.614,0.32834191092113024,0.34171347426574267,0.22629305555555557,162.931,0.3318698178948993,162.931,162.931,27.002,28.463,36.299,46.65,24.517
ATF,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJAG,0.34843294444444295,0.27945021956356575,0.093,2.904,0.165,0.253,0.416,250.87171999999893,0.3484329444444428,8.362390666666633,0.17686666666666667,0.14426666666666668,0.13933333333333334,0.13976666666666665,0.13526666666666667,0.14216666666666666,0.2217666666666667,0.2719,0.2666,0.29047066666666066,0.34777066666666073,0.5243706666666607,0.7129373333333273,0.4965373333333274,0.3925706666666607,0.4290333333333333,0.3454333333333333,0.43643333333333334,0.5001333333333333,0.6349333333333333,0.44806666666666667,0.4541,0.44570000000000004,0.2659666666666667,5.306,4.328,4.18,4.193,4.058,4.265,6.6530000000000005,8.157,7.998,8.71411999999982,10.433119999999821,15.73111999999982,21.38811999999982,14.896119999999822,11.77711999999982,12.871,10.363,13.093,15.004,19.048000000000002,13.442,13.623,13.371,7.979,5.306,4.328,4.18,4.193,4.058,4.265,6.6530000000000005,8.157,7.998,8.71411999999982,10.433119999999821,15.73111999999982,21.38811999999982,14.896119999999822,11.77711999999982,12.871,10.363,13.093,15.004,19.048000000000002,13.442,13.623,13.371,7.979,0.26268433333333185,0.4838699999999951,0.47923333333333334,0.40345833333333336,0.14627777777777778,31.52211999999982,87.0965999999991,57.508,48.415,26.33,0.09391953477434574,0.11443169274538162,0.04644043687552484,0.054078356915965964,0.013662518216086486,0.28381249999999997,0.31717708333333333,0.35567499999999996,0.3761893333333244,0.35944791666666664,0.36366666666666664,0.3743125,27.246,30.448999999999998,42.681,45.142719999998924,34.507,34.912,35.934,0.16639877988545596,0.197619996579915,0.26448688749248456,0.3744720324204241,0.2626111341605449,0.30516141256603574,0.3027282023097356,0.340957803030301,0.36898958333333337,180.02571999999893,70.846,0.2702147217959018,0.3031974973577684,0.34843294444444295,250.87171999999893,0.2794502195635657,250.87171999999893,250.87171999999893,45.735,56.757,54.742,62.773719999998924,30.864
FMB,0.1796861111111111,0.18655578597593883,0.024,1.531,0.049,0.1385,0.23325,129.374,0.17968611111111116,4.3124666666666664,0.10096666666666666,0.123,0.1154,0.08773333333333334,0.04733333333333333,0.06023333333333333,0.058666666666666666,0.13223333333333334,0.21726666666666666,0.2031,0.2037,0.25129999999999997,0.26493333333333335,0.2981333333333333,0.28950000000000004,0.20183333333333334,0.18536666666666665,0.2212,0.21336666666666665,0.25956666666666667,0.25883333333333336,0.1784,0.18469999999999998,0.1557,3.029,3.69,3.462,2.632,1.42,1.807,1.76,3.967,6.518,6.093,6.111,7.539,7.948,8.943999999999999,8.685,6.055,5.561,6.636,6.401,7.787,7.765000000000001,5.352,5.5409999999999995,4.671,3.029,3.69,3.462,2.632,1.42,1.807,1.76,3.967,6.518,6.093,6.111,7.539,7.948,8.943999999999999,8.685,6.055,5.561,6.636,6.401,7.787,7.765000000000001,5.352,5.5409999999999995,4.671,0.15281666666666666,0.25156666666666666,0.219875,0.19440833333333335,0.0891111111111111,18.338,45.282,26.384999999999998,23.329,16.04,0.07232146667086166,0.06516160876368958,0.02980887901439393,0.035995158461922964,0.027667255611298562,0.20391666666666666,0.16904166666666667,0.17857499999999998,0.18550000000000003,0.21117708333333332,0.15684375,0.15157291666666667,19.576,16.228,21.429,22.26,20.273,15.057,14.551,0.1977323372465477,0.13635147436461226,0.14424020946050403,0.15680759499698824,0.2162893283880677,0.2095906952597698,0.2346554807098973,0.18895075757575758,0.15420833333333334,99.766,29.608,0.1712102734136743,0.22190892036019547,0.1796861111111111,129.374,0.1865557859759389,129.374,129.374,23.394000000000002,29.748,25.789,33.795,16.648
GPC,0.18520972222222223,0.22375736701477758,0.027,1.983,0.064,0.097,0.2015,133.351,0.18520972222222218,4.445033333333333,0.06016666666666667,0.07586666666666667,0.06233333333333333,0.0742,0.06226666666666667,0.07906666666666666,0.13173333333333334,0.37296666666666667,0.3327666666666667,0.23276666666666665,0.09666666666666666,0.08203333333333333,0.16136666666666669,0.2296,0.3411,0.2698,0.1727,0.17776666666666668,0.17906666666666665,0.23616666666666666,0.4539666666666667,0.3234666666666667,0.1402,0.09699999999999999,1.805,2.276,1.8699999999999999,2.226,1.868,2.372,3.952,11.189,9.983,6.983,2.9,2.461,4.841,6.888,10.233,8.094,5.181,5.333,5.372,7.085,13.619,9.704,4.2059999999999995,2.9099999999999997,1.805,2.276,1.8699999999999999,2.226,1.868,2.372,3.952,11.189,9.983,6.983,2.9,2.461,4.841,6.888,10.233,8.094,5.181,5.333,5.372,7.085,13.619,9.704,4.2059999999999995,2.9099999999999997,0.26755833333333334,0.19676111111111114,0.191425,0.2536583333333334,0.06898333333333334,32.107,35.417,22.971,30.439,12.417,0.11051042935742866,0.1224145967625274,0.026886879510816943,0.12030836557882467,0.003698570501650254,0.20479166666666668,0.16230208333333332,0.20116666666666666,0.17374166666666666,0.14622916666666666,0.18312499999999998,0.22398958333333333,19.66,15.581,24.14,20.849,14.038,17.58,21.503,0.29125474169771637,0.18551244076833384,0.2243637253044551,0.19636317304497633,0.1626751673972377,0.22488955183893222,0.25850943156128825,0.1785378787878788,0.20355729166666667,94.268,39.083,0.2163914299005192,0.242515043736878,0.18520972222222223,133.351,0.2237573670147776,133.351,133.351,20.946,32.117,28.951,35.07,16.267
JACL,0.10298472222222223,0.0811357559453879,0.03,1.047,0.06375,0.089,0.125,74.149,0.10298472222222221,2.4716333333333336,0.10436666666666668,0.07123333333333333,0.07016666666666667,0.07496666666666667,0.0727,0.06793333333333333,0.06696666666666666,0.08016666666666666,0.0754,0.07759999999999999,0.1389,0.103,0.0989,0.13006666666666666,0.2771,0.11,0.09643333333333333,0.0925,0.11646666666666668,0.09213333333333334,0.09666666666666666,0.1172,0.12333333333333334,0.11743333333333333,3.1310000000000002,2.137,2.105,2.249,2.181,2.038,2.009,2.405,2.262,2.328,4.167,3.09,2.967,3.902,8.313,3.3,2.893,2.775,3.494,2.7640000000000002,2.9,3.516,3.7,3.523,3.1310000000000002,2.137,2.105,2.249,2.181,2.038,2.009,2.405,2.262,2.328,4.167,3.09,2.967,3.902,8.313,3.3,2.893,2.775,3.494,2.7640000000000002,2.9,3.516,3.7,3.523,0.07503333333333333,0.14299444444444445,0.09938333333333334,0.11365833333333333,0.07689444444444445,9.004,25.739,11.925999999999998,13.639,13.841000000000001,0.002764308118910636,0.07199831986629392,0.00580942116359462,0.0025136377505764556,0.0031594516559535,0.09735416666666667,0.09721875,0.09095833333333332,0.09415,0.09780208333333333,0.11460416666666667,0.13402083333333334,9.346,9.333,10.915,11.298,9.389,11.002,12.866,0.06063679257707394,0.045834072163104075,0.04962301509834908,0.04266178302758145,0.054075701283462285,0.1002209642074285,0.15565589438289945,0.09522916666666667,0.12431249999999999,50.281,23.868,0.050426252741286925,0.1309256463383319,0.10298472222222223,74.149,0.08113575594538795,74.149,74.149,13.899,17.488,17.379,16.309,9.074
JALG,0.30728333333333335,0.27922163369486025,0.06,1.476,0.091,0.197,0.43174999999999997,221.244,0.30728333333333335,7.3748,0.21369999999999997,0.09403333333333334,0.09383333333333334,0.0827,0.08463333333333334,0.08426666666666667,0.1115,0.22173333333333334,0.2517333333333333,0.373,0.3327666666666667,0.17736666666666664,0.5050666666666667,0.6307666666666666,0.5275666666666666,0.6258,0.2859333333333333,0.33059999999999995,0.29433333333333334,0.34746666666666665,0.49166666666666664,0.5931666666666667,0.3630333333333333,0.2581333333333333,6.411,2.821,2.815,2.481,2.539,2.528,3.345,6.652,7.552,11.19,9.983,5.321,15.152,18.923,15.827,18.774,8.578,9.918,8.83,10.424,14.75,17.795,10.891,7.744,6.411,2.821,2.815,2.481,2.539,2.528,3.345,6.652,7.552,11.19,9.983,5.321,15.152,18.923,15.827,18.774,8.578,9.918,8.83,10.424,14.75,17.795,10.891,7.744,0.23949166666666666,0.46655555555555556,0.3145833333333333,0.4265,0.10886111111111112,28.738999999999997,83.98,37.75,51.18,19.595,0.10693473637509315,0.11743703216798324,0.06253527601821275,0.09430099859728942,0.04815034800094032,0.3463125,0.3129895833333333,0.3192583333333333,0.317825,0.29223958333333333,0.2674166666666667,0.28931250000000003,33.246,30.047,38.311,38.139,28.055,25.672,27.774,0.32533125830694315,0.26476116326712534,0.3019144098156657,0.2809795788656104,0.2699093705513084,0.2381901790660328,0.25964499295850296,0.3177992424242424,0.2783645833333333,167.798,53.446,0.28901588802146616,0.24873786617428284,0.30728333333333335,221.244,0.27922163369486,221.244,221.244,34.478,56.285,48.656,50.757,31.068
JLG,0.11327361111111109,0.11448916049178111,0.028,1.208,0.056,0.079,0.142,81.55699999999999,0.1132736111111111,2.7185666666666664,0.11683333333333333,0.07013333333333334,0.058966666666666674,0.05846666666666667,0.057466666666666666,0.05563333333333333,0.05433333333333333,0.05923333333333333,0.0644,0.11256666666666666,0.16763333333333333,0.10513333333333333,0.08800000000000001,0.16463333333333333,0.1857,0.15763333333333335,0.18353333333333335,0.10796666666666667,0.10643333333333334,0.12073333333333333,0.14473333333333332,0.19456666666666667,0.14903333333333332,0.13479999999999998,3.505,2.104,1.7690000000000001,1.754,1.724,1.669,1.63,1.777,1.932,3.377,5.029,3.154,2.64,4.939,5.571,4.729,5.506,3.239,3.193,3.622,4.342,5.837,4.471,4.044,3.505,2.104,1.7690000000000001,1.754,1.724,1.669,1.63,1.777,1.932,3.377,5.029,3.154,2.64,4.939,5.571,4.729,5.506,3.239,3.193,3.622,4.342,5.837,4.471,4.044,0.07263333333333333,0.14478888888888888,0.12966666666666668,0.15578333333333333,0.06958333333333333,8.716000000000001,26.061999999999998,15.56,18.694,12.525,0.03841273556153284,0.07874546020535766,0.06445500564457782,0.015094342709464791,0.009775095927493555,0.13293750000000001,0.11610416666666667,0.122675,0.12519166666666667,0.09481250000000001,0.10247916666666668,0.09338541666666667,12.762,11.146,14.721,15.023,9.102,9.838000000000001,8.965,0.1879856552478071,0.07200547920184767,0.09392462224499785,0.12993439170773607,0.05572173581382101,0.1217343076813873,0.08370894057659635,0.11885227272727272,0.09793229166666667,62.754,18.803,0.11757660894139187,0.10429218218986964,0.11327361111111112,81.557,0.11448916049178111,81.557,81.557,14.002,23.07,19.516000000000002,13.927999999999999,11.041
JMM,0.2342388888888889,0.2086997927466748,0.073,1.604,0.124,0.178,0.25225,168.65200000000002,0.23423888888888886,5.621733333333334,0.16786666666666666,0.12093333333333334,0.12153333333333333,0.11643333333333333,0.11326666666666667,0.1118,0.11706666666666667,0.16633333333333333,0.2366,0.21473333333333333,0.20816666666666667,0.31803333333333333,0.35683333333333334,0.4745,0.3333333333333333,0.20453333333333334,0.18446666666666667,0.20973333333333333,0.37803333333333333,0.4063666666666667,0.3371,0.2852,0.2263666666666667,0.2125,5.036,3.628,3.646,3.493,3.398,3.354,3.512,4.99,7.098,6.442,6.245,9.541,10.705,14.235,10.0,6.136,5.534,6.292,11.341,12.191,10.113,8.556000000000001,6.791,6.375,5.036,3.628,3.646,3.493,3.398,3.354,3.512,4.99,7.098,6.442,6.245,9.541,10.705,14.235,10.0,6.136,5.534,6.292,11.341,12.191,10.113,8.556000000000001,6.791,6.375,0.18368333333333334,0.3159,0.29465,0.2652916666666667,0.12530555555555553,22.042,56.862,35.358000000000004,31.835,22.555,0.0252734949203662,0.13629382930470144,0.14286820002755318,0.06945213655060546,0.009818770715301309,0.22632291666666668,0.2294270833333333,0.22520833333333332,0.22303333333333333,0.27680208333333334,0.23172916666666665,0.23220833333333335,21.727,22.025,27.025,26.764,26.573,22.246,22.292,0.1940373536904505,0.19743080039087732,0.17759977173850375,0.1867305582933876,0.2961885110885923,0.17599327015642072,0.22122310323180258,0.23506439393939393,0.23196874999999997,124.114,44.538,0.2121694026670552,0.19936776788570354,0.23423888888888886,168.652,0.20869979274667488,168.652,168.652,27.401,42.26,39.56,38.0,21.431
