archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_00,consumo_01,consumo_02,consumo_03,consumo_04,consumo_05,consumo_06,consumo_07,consumo_08,consumo_09,consumo_10,consumo_11,consumo_12,consumo_13,consumo_14,consumo_15,consumo_16,consumo_17,consumo_18,consumo_19,consumo_20,consumo_21,consumo_22,consumo_23,consumo_00_suma,consumo_01_suma,consumo_02_suma,consumo_03_suma,consumo_04_suma,consumo_05_suma,consumo_06_suma,consumo_07_suma,consumo_08_suma,consumo_09_suma,consumo_10_suma,consumo_11_suma,consumo_12_suma,consumo_13_suma,consumo_14_suma,consumo_15_suma,consumo_16_suma,consumo_17_suma,consumo_18_suma,consumo_19_suma,consumo_20_suma,consumo_21_suma,consumo_22_suma,consumo_23_suma,consumo_00_std,consumo_01_std,consumo_02_std,consumo_03_std,consumo_04_std,consumo_05_std,consumo_06_std,consumo_07_std,consumo_08_std,consumo_09_std,consumo_10_std,consumo_11_std,consumo_12_std,consumo_13_std,consumo_14_std,consumo_15_std,consumo_16_std,consumo_17_std,consumo_18_std,consumo_19_std,consumo_20_std,consumo_21_std,consumo_22_std,consumo_23_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,primavera,s_primavera,std_primavera,2025-04,Abril,2025-03-31/2025-04-06,2025-04-07/2025-04-13,2025-04-14/2025-04-20,2025-04-21/2025-04-27,2025-04-28/2025-05-04
ABLD,0.18052916666666666,0.21514728075565068,0.0,1.401,0.061,0.0785,0.194,129.981,0.18052916666666668,4.3327,0.0781,0.0688,0.07033333333333333,0.06786666666666667,0.06583333333333334,0.11786666666666666,0.23333333333333334,0.2474,0.1639,0.1385,0.17243333333333333,0.1528,0.24683333333333335,0.3530333333333333,0.21246666666666666,0.15496666666666667,0.14653333333333332,0.18366666666666667,0.19213333333333335,0.39383333333333337,0.37646666666666667,0.2533666666666667,0.14213333333333333,0.10010000000000001,2.343,2.064,2.11,2.036,1.975,3.536,7.0,7.422000000000001,4.917,4.155,5.173,4.584,7.405,10.591,6.374,4.649,4.396,5.51,5.764,11.815000000000001,11.294,7.601,4.264,3.003,2.343,2.064,2.11,2.036,1.975,3.536,7.0,7.422000000000001,4.917,4.155,5.173,4.584,7.405,10.591,6.374,4.649,4.396,5.51,5.764,11.815000000000001,11.294,7.601,4.264,3.003,0.19578333333333336,0.2154222222222222,0.22904166666666667,0.21801666666666666,0.07813333333333335,23.494,38.776,27.485,26.162,14.063999999999998,0.03257071920992905,0.07735368557971375,0.11655289678706238,0.12096615376139892,0.043815473671173444,0.15577083333333333,0.21643333333333334,0.18345833333333333,0.22161458333333336,0.19402083333333334,0.11388541666666667,0.1688125,14.954,25.972,22.015,21.275000000000002,18.626,10.933,16.206,0.1916382820324553,0.24574235785183027,0.21625649631601712,0.26291553055333255,0.22257119401105968,0.08813791463163873,0.21016967143114082,0.19477651515151514,0.14134895833333333,102.842,27.139,0.2296781661731809,0.16307059499428103,0.18052916666666666,129.981,0.2151472807556506,129.981,129.981,29.989,28.682,24.736,33.684,12.89
AJVG,0.19257916666666663,0.28222955838566,0.0,1.886,0.049,0.0655,0.2255,138.65699999999998,0.19257916666666663,4.621899999999999,0.0927,0.08083333333333333,0.07823333333333334,0.07963333333333332,0.09183333333333334,0.1317,0.7212666666666666,0.34676666666666667,0.18926666666666667,0.16913333333333333,0.17073333333333332,0.19866666666666666,0.21563333333333334,0.1767,0.09203333333333334,0.084,0.14930000000000002,0.20883333333333332,0.2376,0.40896666666666665,0.3214666666666667,0.1778,0.08996666666666667,0.10883333333333334,2.781,2.425,2.347,2.389,2.755,3.951,21.637999999999998,10.403,5.678,5.074,5.122,5.96,6.469,5.301,2.761,2.52,4.479,6.265,7.128,12.269,9.644,5.3340000000000005,2.699,3.265,2.781,2.425,2.347,2.389,2.755,3.951,21.637999999999998,10.403,5.678,5.074,5.122,5.96,6.469,5.301,2.761,2.52,4.479,6.265,7.128,12.269,9.644,5.3340000000000005,2.699,3.265,0.3566083333333333,0.15629444444444443,0.251175,0.17451666666666668,0.09248888888888888,42.79299999999999,28.133000000000003,30.141,20.942,16.648,0.16269293537710502,0.10940417746248005,0.07097600151195996,0.07192203604763689,0.036271522921292425,0.19948958333333333,0.21634166666666668,0.22340833333333335,0.16865624999999998,0.1774375,0.19814583333333333,0.15092708333333332,19.151,25.961000000000002,26.809,16.191,17.034,19.022,14.488999999999999,0.26971150258599086,0.31170880334253076,0.3212276476436054,0.2667481298952845,0.27694893363597795,0.291750758053105,0.2039916017255647,0.19914015151515152,0.17453645833333334,105.146,33.511,0.2923411280661519,0.2521787131695945,0.1925791666666667,138.657,0.28222955838566,138.657,138.657,30.715,36.398,23.609,37.275,10.66
ATF,0.11814444444444445,0.0700202928838939,0.0,0.672,0.072,0.104,0.13925,85.06400000000001,0.11814444444444443,2.835466666666666,0.09266666666666666,0.08883333333333333,0.0894,0.07883333333333334,0.07706666666666666,0.0833,0.08873333333333333,0.1,0.1346,0.11946666666666667,0.13196666666666668,0.12703333333333333,0.12696666666666667,0.11693333333333333,0.12286666666666667,0.1298,0.1183,0.1108,0.12533333333333332,0.13756666666666667,0.21596666666666667,0.16176666666666667,0.143,0.11426666666666667,2.78,2.665,2.682,2.365,2.312,2.499,2.662,3.0,4.038,3.584,3.959,3.811,3.809,3.508,3.686,3.894,3.549,3.324,3.76,4.127,6.479,4.853,4.29,3.428,2.78,2.665,2.682,2.365,2.312,2.499,2.662,3.0,4.038,3.584,3.959,3.811,3.809,3.508,3.686,3.894,3.549,3.324,3.76,4.127,6.479,4.853,4.29,3.428,0.1107,0.12592777777777778,0.123,0.15875,0.08501666666666667,13.283999999999999,22.667,14.759999999999998,19.05,15.303,0.029154793449213907,0.008015022463611911,0.01340349040871528,0.0453462304464553,0.003949893851652284,0.1200625,0.12158333333333333,0.13390833333333332,0.1135,0.11593749999999999,0.11201041666666667,0.10520833333333333,11.526,14.59,16.069,10.896,11.129999999999999,10.753,10.1,0.08095077289055953,0.06890482820630245,0.08989340053298547,0.05683883031501392,0.07115702613530903,0.053890824293032075,0.05214896005758619,0.12161174242424243,0.10860937500000001,64.211,20.853,0.07500617820469661,0.05299786141714187,0.11814444444444445,85.06400000000001,0.07002029288389391,85.06400000000001,85.06400000000001,15.304,19.484,20.873,20.944,8.459
FJAG,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMB,0.21394027777777774,0.26021158725503835,0.0,1.734,0.04975,0.1265,0.26125,154.03699999999998,0.21394027777777777,5.134566666666667,0.11593333333333332,0.0771,0.09486666666666667,0.07146666666666666,0.07546666666666667,0.09423333333333334,0.11686666666666667,0.15173333333333333,0.25873333333333337,0.35406666666666664,0.32996666666666663,0.3581333333333333,0.44966666666666666,0.3422,0.28966666666666663,0.23646666666666669,0.23953333333333332,0.2833333333333333,0.43703333333333333,0.2124,0.17856666666666668,0.14296666666666666,0.11416666666666667,0.11,3.4779999999999998,2.313,2.846,2.144,2.2640000000000002,2.827,3.5060000000000002,4.552,7.7620000000000005,10.622,9.899,10.744,13.49,10.266,8.69,7.094,7.186,8.5,13.111,6.372,5.357,4.289,3.425,3.3,3.4779999999999998,2.313,2.846,2.144,2.2640000000000002,2.827,3.5060000000000002,4.552,7.7620000000000005,10.622,9.899,10.744,13.49,10.266,8.69,7.094,7.186,8.5,13.111,6.372,5.357,4.289,3.425,3.3,0.22035000000000002,0.33435,0.293075,0.136425,0.08817777777777779,26.442,60.183,35.169,16.371000000000002,15.872000000000002,0.11330196455987017,0.07438730145921614,0.09421547555072661,0.0530046079304504,0.015895465324370216,0.20984375,0.24375,0.2637916666666667,0.17456249999999998,0.17831249999999998,0.21613541666666666,0.1912708333333333,20.145,29.25,31.655,16.758,17.118,20.749,18.362,0.22540229897137015,0.2719350283870498,0.3214092105124569,0.22762174590870335,0.20681114255332209,0.28420176745965703,0.23793791667782258,0.2176628787878788,0.20370312499999998,114.926,39.111,0.2598161734927121,0.26170264167627405,0.2139402777777778,154.037,0.26021158725503846,154.037,154.037,29.8,32.277,35.322,39.436,17.202
GPC,0.1455611111111111,0.19991671879102862,0.0,1.721,0.054,0.08,0.128,104.804,0.14556111111111114,3.493466666666667,0.10400000000000001,0.09906666666666666,0.0683,0.06319999999999999,0.0667,0.09159999999999999,0.29736666666666667,0.21783333333333335,0.16476666666666664,0.11396666666666667,0.12503333333333333,0.07313333333333333,0.07803333333333333,0.26813333333333333,0.2134333333333333,0.18343333333333334,0.13233333333333333,0.1182,0.16666666666666666,0.34886666666666666,0.205,0.14533333333333331,0.07893333333333333,0.07013333333333334,3.12,2.972,2.049,1.896,2.001,2.7479999999999998,8.921,6.535,4.943,3.419,3.751,2.194,2.3409999999999997,8.044,6.403,5.503,3.9699999999999998,3.546,5.0,10.466,6.1499999999999995,4.359999999999999,2.368,2.104,3.12,2.972,2.049,1.896,2.001,2.7479999999999998,8.921,6.535,4.943,3.419,3.751,2.194,2.3409999999999997,8.044,6.403,5.503,3.9699999999999998,3.546,5.0,10.466,6.1499999999999995,4.359999999999999,2.368,2.104,0.19848333333333332,0.15686666666666668,0.19151666666666667,0.12484999999999997,0.08214444444444442,23.818,28.235999999999997,22.982,14.982,14.785999999999998,0.08727476466555295,0.11048534884036733,0.08940356736928548,0.09793529585496333,0.04415779914225806,0.13627083333333334,0.16515833333333332,0.14355833333333334,0.13186458333333334,0.14442708333333334,0.17242708333333334,0.12082291666666667,13.082,19.819,17.227,12.659,13.865,16.553,11.599,0.21384413798577037,0.20469530526418736,0.21054139080213266,0.1311948025119149,0.18540100180230484,0.27628253063206176,0.1367845786007416,0.14517424242424243,0.146625,76.652,28.152,0.19274772359741799,0.21895538525686983,0.1455611111111111,104.804,0.19991671879102857,104.804,104.804,23.251,24.668,10.56,36.732,9.593
JACL,0.11130416666666666,0.08879393083029298,0.0,1.249,0.066,0.096,0.132,80.139,0.11130416666666668,2.6713,0.09696666666666666,0.07736666666666667,0.0774,0.07996666666666667,0.06743333333333333,0.0785,0.08646666666666666,0.09176666666666668,0.11546666666666666,0.14293333333333333,0.13793333333333332,0.11683333333333333,0.12510000000000002,0.2860333333333333,0.1245,0.09983333333333334,0.10676666666666666,0.09396666666666667,0.08536666666666666,0.10296666666666666,0.11176666666666667,0.11666666666666667,0.12486666666666667,0.12443333333333334,2.909,2.321,2.322,2.399,2.023,2.355,2.594,2.753,3.464,4.288,4.138,3.505,3.753,8.581,3.735,2.995,3.203,2.819,2.561,3.089,3.353,3.5,3.746,3.733,2.909,2.321,2.322,2.399,2.023,2.355,2.594,2.753,3.464,4.288,4.138,3.505,3.753,8.581,3.735,2.995,3.203,2.819,2.561,3.089,3.353,3.5,3.746,3.733,0.10915833333333333,0.1483722222222222,0.09726666666666665,0.11943333333333334,0.07960555555555557,13.099,26.707,11.672,14.332,14.329,0.024602910285558412,0.08304416317844027,0.004354828003005757,0.0021245617590924825,0.00418308505267909,0.09947916666666667,0.111175,0.10939166666666668,0.11339583333333332,0.10534375,0.1176875,0.12316666666666666,9.55,13.341,13.127,10.886,10.113,11.298,11.824,0.05161965744837638,0.05809260392039681,0.05533417134291688,0.08918915194440075,0.09122186119854338,0.10251596153000297,0.14761291247660066,0.10798674242424243,0.12042708333333334,57.017,23.122,0.06993098939249755,0.12677751834588283,0.11130416666666666,80.139,0.08879393083029301,80.139,80.139,16.006,18.164,20.197,18.654,7.118
JALG,0.26745555555555556,0.23659331896372793,0.0,1.604,0.13,0.1775,0.312,192.568,0.26745555555555556,6.418933333333333,0.15046666666666667,0.12336666666666667,0.11126666666666667,0.1219,0.11323333333333332,0.1241,0.14193333333333333,0.26456666666666667,0.29473333333333335,0.29433333333333334,0.31326666666666664,0.36663333333333337,0.5162666666666667,0.36679999999999996,0.39459999999999995,0.27713333333333334,0.31753333333333333,0.23356666666666664,0.22416666666666665,0.4783,0.4391,0.2875333333333333,0.2721666666666667,0.19196666666666667,4.514,3.701,3.338,3.657,3.397,3.723,4.258,7.937,8.842,8.83,9.398,10.999,15.488,11.004,11.838,8.314,9.526,7.007,6.725,14.349,13.173,8.626,8.165000000000001,5.759,4.514,3.701,3.338,3.657,3.397,3.723,4.258,7.937,8.842,8.83,9.398,10.999,15.488,11.004,11.838,8.314,9.526,7.007,6.725,14.349,13.173,8.626,8.165000000000001,5.759,0.24889166666666668,0.37245,0.3133916666666666,0.29769166666666663,0.12405555555555554,29.866999999999997,67.041,37.607,35.723,22.33,0.10539636977925616,0.09315947858098308,0.12290709909625122,0.06814563582401043,0.00642987772437053,0.257,0.25356666666666666,0.2604,0.2541875,0.30424999999999996,0.2695625,0.2784583333333333,24.672,30.428,31.248,24.402,29.208,25.878,26.732,0.264003030285639,0.18328490626002217,0.21500257571253703,0.17929935641414418,0.2596786272947471,0.2809113668982292,0.27090351425385334,0.26507196969696967,0.27401041666666665,139.958,52.61,0.22110422926648973,0.275265602143431,0.26745555555555556,192.568,0.23659331896372796,192.568,192.568,37.177,46.672,46.284,45.683,16.752
JLG,0.11555555555555556,0.14083122884421478,0.0,1.28,0.048,0.066,0.137,83.2,0.11555555555555555,2.773333333333334,0.059566666666666664,0.055433333333333334,0.050866666666666664,0.04896666666666667,0.05263333333333333,0.048666666666666664,0.0474,0.06396666666666667,0.1325,0.1693666666666667,0.14576666666666668,0.1313,0.20023333333333332,0.18186666666666668,0.19193333333333334,0.1047,0.08133333333333333,0.09603333333333335,0.1074,0.1679,0.19593333333333335,0.1984,0.14483333333333331,0.09633333333333334,1.787,1.663,1.526,1.469,1.579,1.46,1.422,1.919,3.975,5.081,4.373,3.939,6.007,5.456,5.758,3.141,2.44,2.8810000000000002,3.222,5.037,5.878,5.952,4.345,2.89,1.787,1.663,1.526,1.469,1.579,1.46,1.422,1.919,3.975,5.081,4.373,3.939,6.007,5.456,5.758,3.141,2.44,2.8810000000000002,3.222,5.037,5.878,5.952,4.345,2.89,0.10330833333333334,0.1593,0.11316666666666667,0.158875,0.052688888888888875,12.397000000000002,28.674,13.579999999999998,19.065,9.484000000000002,0.09618579562036027,0.046026236578537105,0.06048756632386469,0.07988048810148823,0.00562303763096406,0.13051041666666666,0.11614166666666666,0.13160833333333333,0.08573958333333333,0.10335416666666668,0.11540625,0.12196875,12.529,13.937,15.793,8.231,9.922,11.079,11.709,0.17706769414945095,0.16314917110059834,0.17297492390436217,0.05540667730834323,0.10356264101516091,0.13661097883945378,0.11761618695660273,0.11441666666666667,0.1186875,60.412,22.788,0.14557660224800772,0.1271763266603782,0.11555555555555556,83.2,0.14083122884421484,83.2,83.2,17.914,20.317,13.362,20.905,10.702
JMM,0.27319583333333336,0.26342150495602334,0.0,1.783,0.117,0.187,0.28525,196.70100000000002,0.27319583333333336,6.5567,0.16213333333333332,0.12826666666666667,0.1285,0.12273333333333333,0.10533333333333333,0.1106,0.18993333333333334,0.23116666666666666,0.2849333333333333,0.3141666666666667,0.3908333333333333,0.45503333333333335,0.6993666666666666,0.4821666666666667,0.2314,0.21916666666666668,0.2613333333333333,0.2559666666666667,0.24986666666666668,0.27736666666666665,0.37283333333333335,0.3602,0.31029999999999996,0.21309999999999998,4.864,3.848,3.855,3.682,3.16,3.318,5.698,6.935,8.548,9.425,11.725,13.651,20.980999999999998,14.465,6.942,6.575,7.84,7.679,7.496,8.321,11.185,10.806000000000001,9.309,6.393,4.864,3.848,3.855,3.682,3.16,3.318,5.698,6.935,8.548,9.425,11.725,13.651,20.980999999999998,14.465,6.942,6.575,7.84,7.679,7.496,8.321,11.185,10.806000000000001,9.309,6.393,0.25505,0.41299444444444444,0.26113333333333333,0.3141083333333334,0.12626111111111113,30.605999999999998,74.33900000000001,31.336,37.693,22.727,0.09999654645696014,0.15325084191358326,0.02029113147917297,0.0724290098336619,0.026034579194641416,0.20422916666666666,0.24016666666666667,0.28465,0.2837395833333333,0.287375,0.3211979166666667,0.29640625,19.605999999999998,28.82,34.158,27.239,27.588,30.835,28.455,0.2228205073793073,0.1924984048098626,0.27209559151954255,0.2547990434085847,0.3175133731124772,0.3040617534158989,0.26200034464119554,0.26024810606060605,0.3088020833333333,137.411,59.29,0.2548442561115839,0.28334008647377595,0.2731958333333333,196.701,0.26342150495602323,196.701,196.701,33.879,42.045,45.665,59.049,16.063
