archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_00,consumo_01,consumo_02,consumo_03,consumo_04,consumo_05,consumo_06,consumo_07,consumo_08,consumo_09,consumo_10,consumo_11,consumo_12,consumo_13,consumo_14,consumo_15,consumo_16,consumo_17,consumo_18,consumo_19,consumo_20,consumo_21,consumo_22,consumo_23,consumo_00_suma,consumo_01_suma,consumo_02_suma,consumo_03_suma,consumo_04_suma,consumo_05_suma,consumo_06_suma,consumo_07_suma,consumo_08_suma,consumo_09_suma,consumo_10_suma,consumo_11_suma,consumo_12_suma,consumo_13_suma,consumo_14_suma,consumo_15_suma,consumo_16_suma,consumo_17_suma,consumo_18_suma,consumo_19_suma,consumo_20_suma,consumo_21_suma,consumo_22_suma,consumo_23_suma,consumo_00_std,consumo_01_std,consumo_02_std,consumo_03_std,consumo_04_std,consumo_05_std,consumo_06_std,consumo_07_std,consumo_08_std,consumo_09_std,consumo_10_std,consumo_11_std,consumo_12_std,consumo_13_std,consumo_14_std,consumo_15_std,consumo_16_std,consumo_17_std,consumo_18_std,consumo_19_std,consumo_20_std,consumo_21_std,consumo_22_std,consumo_23_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,primavera,s_primavera,std_primavera,2024-03,Marzo,2024-02-26/2024-03-03,2024-03-04/2024-03-10,2024-03-11/2024-03-17,2024-03-18/2024-03-24,2024-03-25/2024-03-31
ABLD,0.22178225806451612,0.25261895702938514,0.048,1.836,0.071,0.108,0.24525,165.006,0.22178225806451615,5.322774193548388,0.09958064516129032,0.08906451612903227,0.07641935483870968,0.08219354838709678,0.07935483870967742,0.07729032258064515,0.07535483870967742,0.1489032258064516,0.18425806451612903,0.1366451612903226,0.2610967741935484,0.2155483870967742,0.3342258064516129,0.3076451612903226,0.43683870967741933,0.4349677419354839,0.336741935483871,0.2859032258064516,0.20651612903225808,0.23151612903225804,0.5131935483870967,0.3594193548387097,0.19061290322580646,0.15948387096774194,3.087,2.761,2.369,2.548,2.46,2.396,2.336,4.616,5.712,4.236,8.094,6.682,10.360999999999999,9.537,13.542,13.484,10.439,8.863,6.402,7.177,15.909,11.142,5.909,4.944,3.087,2.761,2.369,2.548,2.46,2.396,2.336,4.616,5.712,4.236,8.094,6.682,10.360999999999999,9.537,13.542,13.484,10.439,8.863,6.402,7.177,15.909,11.142,5.909,4.944,0.13629032258064516,0.3317204301075269,0.2651693548387097,0.3056774193548387,0.08398387096774194,16.9,61.7,32.881,37.904,15.621000000000002,0.06127943822792508,0.05115836253256786,0.03443851468400844,0.12331667973872915,0.01741155347582692,0.21725000000000003,0.26687500000000003,0.21032291666666666,0.19775,0.22135833333333332,0.23541666666666666,0.20451666666666668,20.856,25.62,20.191,18.984,26.563,28.25,24.542,0.2618040247368651,0.3222743274064243,0.2534908487828834,0.2353160920079516,0.23947901421481538,0.24870709657738999,0.2083064558572795,0.2226468253968254,0.21996666666666667,112.214,52.792,0.26315380808489874,0.2294404484530396,0.22178225806451612,165.006,0.25261895702938514,165.006,165.006,20.3,32.363,38.623,33.386,40.334
AJVG,0.34736559139784945,0.48355495004829,0.028,4.021,0.049,0.123,0.45475,258.44,0.34736559139784945,8.336774193548385,0.16370967741935485,0.09409677419354838,0.08190322580645162,0.08161290322580646,0.06816129032258064,0.09003225806451613,0.24493548387096775,0.7609677419354839,0.37716129032258067,0.28529032258064513,0.4403225806451613,0.47458064516129034,0.3213870967741936,0.5567741935483872,0.3894193548387097,0.29503225806451616,0.40283870967741936,0.3204516129032258,0.2802903225806452,0.4128709677419355,0.609741935483871,0.684483870967742,0.6380967741935484,0.26261290322580644,5.075,2.917,2.539,2.5300000000000002,2.113,2.791,7.593,23.59,11.692,8.844,13.65,14.712,9.963000000000001,17.26,12.072000000000001,9.146,12.488,9.934000000000001,8.689,12.799,18.902,21.219,19.781,8.141,5.075,2.917,2.539,2.5300000000000002,2.113,2.791,7.593,23.59,11.692,8.844,13.65,14.712,9.963000000000001,17.26,12.072000000000001,9.146,12.488,9.934000000000001,8.689,12.799,18.902,21.219,19.781,8.141,0.4170887096774194,0.41291935483870973,0.35411290322580646,0.548733870967742,0.09658602150537633,51.719,76.80300000000001,43.91,68.043,17.965,0.1745936754951065,0.20868161754755568,0.09721753998276435,0.20303112590336572,0.03667606093481224,0.4214479166666667,0.40297916666666667,0.39845833333333336,0.35698958333333336,0.23066666666666666,0.3522,0.3069,40.459,38.686,38.252,34.271,27.68,42.264,36.828,0.5165130022267573,0.44378048103862927,0.5487932391149198,0.5920502200390145,0.3598809638244976,0.5000667619293994,0.40666707214012937,0.35584920634920636,0.32955,179.348,79.092,0.49662629313115314,0.4553772880557258,0.34736559139784945,258.44,0.48355495004829024,258.44,258.44,30.171,77.352,43.377,29.649,77.891
ATF,0.16716801075268817,0.16382052023934132,0.05,1.718,0.076,0.119,0.19525,124.37299999999999,0.16716801075268814,4.012032258064516,0.09570967741935484,0.0882258064516129,0.08683870967741936,0.086,0.07712903225806451,0.08006451612903226,0.09548387096774194,0.12848387096774194,0.16616129032258065,0.19564516129032258,0.1760322580645161,0.21235483870967742,0.23293548387096774,0.4167741935483871,0.36174193548387096,0.2119032258064516,0.14583870967741935,0.1340967741935484,0.12187096774193548,0.14896774193548387,0.21822580645161288,0.22703225806451613,0.17774193548387096,0.1267741935483871,2.967,2.735,2.692,2.666,2.391,2.482,2.96,3.983,5.151,6.065,5.457,6.583,7.221,12.92,11.214,6.569,4.521,4.157,3.778,4.618,6.765,7.038,5.51,3.93,2.967,2.735,2.692,2.666,2.391,2.482,2.96,3.983,5.151,6.065,5.457,6.583,7.221,12.92,11.214,6.569,4.521,4.157,3.778,4.618,6.765,7.038,5.51,3.93,0.14644354838709678,0.26862365591397847,0.1376935483870968,0.18744354838709676,0.08566129032258064,18.159,49.964,17.074,23.243000000000002,15.933,0.07421138335160994,0.09290459631886687,0.020751790466285662,0.025817965981802537,0.004974306146244662,0.16795833333333332,0.14196875,0.16839583333333333,0.15925,0.15865,0.19654999999999997,0.17118333333333335,16.124,13.629,16.166,15.288,19.038,23.586,20.542,0.12884204255531098,0.10831896885198775,0.12400768050633561,0.13198117888148814,0.1472102851951143,0.26180019483722067,0.16439872534894714,0.15921626984126985,0.18386666666666668,80.245,44.128,0.12945999962980734,0.21850572537651083,0.16716801075268817,124.373,0.16382052023934138,124.373,124.373,13.128,30.502,34.811,25.788,20.144000000000002
FJAG,0.3288548387096774,0.2493833426237014,0.067,1.686,0.16475,0.2365,0.38525,244.668,0.3288548387096774,7.892516129032258,0.18754838709677418,0.139,0.14251612903225808,0.14316129032258063,0.13851612903225805,0.13451612903225807,0.21570967741935484,0.29354838709677417,0.2178064516129032,0.2416451612903226,0.3135806451612903,0.47348387096774197,0.709258064516129,0.531741935483871,0.3339032258064516,0.32199999999999995,0.3516774193548387,0.38306451612903225,0.4053225806451613,0.5648387096774193,0.5733870967741935,0.43970967741935485,0.3762258064516129,0.2603548387096774,5.814,4.309,4.418,4.438,4.294,4.17,6.687,9.1,6.752,7.4910000000000005,9.721,14.678,21.987000000000002,16.484,10.350999999999999,9.982,10.902,11.875,12.565,17.509999999999998,17.775,13.631,11.663,8.071,5.814,4.309,4.418,4.438,4.294,4.17,6.687,9.1,6.752,7.4910000000000005,9.721,14.678,21.987000000000002,16.484,10.350999999999999,9.982,10.902,11.875,12.565,17.509999999999998,17.775,13.631,11.663,8.071,0.24217741935483872,0.4473279569892474,0.4262258064516129,0.4124193548387097,0.14754301075268816,30.029999999999998,83.203,52.852,51.14,27.442999999999998,0.03553870031028133,0.11209619446930282,0.052588115639075735,0.03255918977946575,0.03639209459071347,0.32286458333333334,0.2943645833333333,0.32597916666666665,0.34120833333333334,0.30345833333333333,0.35045000000000004,0.3574583333333334,30.995,28.259,31.294,32.756,36.415,42.054,42.895,0.2271186854020865,0.20250162415419712,0.22323959180861536,0.24224037286466932,0.22073288529954269,0.3189874171012198,0.27243600422954417,0.31690277777777776,0.3539541666666667,159.719,84.949,0.22312442586083647,0.29602594096320684,0.3288548387096774,244.668,0.24938334262370127,244.668,244.668,27.019,52.791,54.836,49.06,60.962
FMB,0.17169220430107526,0.20291159428165562,0.01,2.273,0.044,0.116,0.22925,127.739,0.17169220430107526,4.120612903225806,0.07248387096774193,0.06690322580645161,0.08803225806451613,0.10741935483870968,0.0847741935483871,0.055,0.08616129032258064,0.09932258064516128,0.16870967741935483,0.2503225806451613,0.25170967741935485,0.2002258064516129,0.2125483870967742,0.30483870967741933,0.20800000000000002,0.15651612903225803,0.2031290322580645,0.22564516129032258,0.23619354838709677,0.43112903225806454,0.19254838709677422,0.14438709677419354,0.1711935483870968,0.10341935483870968,2.247,2.074,2.729,3.33,2.628,1.705,2.671,3.0789999999999997,5.2299999999999995,7.76,7.803,6.207,6.589,9.45,6.448,4.851999999999999,6.297,6.995,7.322,13.365,5.969,4.476,5.307,3.206,2.247,2.074,2.729,3.33,2.628,1.705,2.671,3.0789999999999997,5.2299999999999995,7.76,7.803,6.207,6.589,9.45,6.448,4.851999999999999,6.297,6.995,7.322,13.365,5.969,4.476,5.307,3.206,0.1511290322580645,0.22230645161290322,0.2740241935483871,0.15288709677419354,0.0791021505376344,18.740000000000002,41.349,33.979,18.958000000000002,14.713,0.11052232641944981,0.05455347932313029,0.1814898030606446,0.041941313574367305,0.018838037846266142,0.22184375,0.16278125000000002,0.21634375000000003,0.13747916666666668,0.18564999999999998,0.14855000000000002,0.13953333333333334,21.297,15.627,20.769000000000002,13.198,22.278,17.826,16.744,0.2577312075185063,0.14924407442173376,0.23224129140661123,0.13076583966985186,0.1958900673525714,0.1485026582112196,0.25040336982366596,0.184859126984127,0.14404166666666668,93.169,34.57,0.20054619750082414,0.20547637866596544,0.17169220430107526,127.739,0.2029115942816557,127.739,127.739,11.99,28.618,30.834,29.134,27.163
GPC,0.16083602150537635,0.21041371794161376,0.027,1.607,0.055,0.083,0.1475,119.662,0.16083602150537632,3.860064516129032,0.06083870967741936,0.1718709677419355,0.159,0.08629032258064517,0.08893548387096775,0.08700000000000001,0.08616129032258064,0.25506451612903225,0.15064516129032257,0.2,0.10874193548387097,0.09367741935483871,0.08225806451612902,0.1852258064516129,0.4286129032258065,0.28925806451612907,0.1914516129032258,0.13151612903225807,0.1556774193548387,0.26390322580645165,0.29612903225806453,0.13929032258064514,0.07674193548387097,0.0717741935483871,1.8860000000000001,5.328,4.929,2.6750000000000003,2.757,2.697,2.671,7.907,4.67,6.2,3.371,2.904,2.55,5.742,13.287,8.967,5.935,4.077,4.826,8.181000000000001,9.18,4.318,2.379,2.225,1.8860000000000001,5.328,4.929,2.6750000000000003,2.757,2.697,2.671,7.907,4.67,6.2,3.371,2.904,2.55,5.742,13.287,8.967,5.935,4.077,4.826,8.181000000000001,9.18,4.318,2.379,2.225,0.17296774193548387,0.19796236559139788,0.18563709677419354,0.14598387096774193,0.10898924731182796,21.448,36.821,23.019000000000002,18.102,20.272000000000002,0.1092875820779823,0.10548524335715392,0.10563483026529545,0.10644167758224256,0.08314357658385896,0.1608125,0.15397916666666667,0.17634375,0.15923958333333332,0.13314166666666666,0.17099999999999999,0.17274166666666665,15.438,14.782,16.929,15.286999999999999,15.977,20.52,20.729,0.19222329737217483,0.19920938358614515,0.21243846554881923,0.2100771660124549,0.17678940117254416,0.232299068321113,0.23983875871525195,0.1555813492063492,0.17187083333333333,78.413,41.249,0.19732523870600724,0.23560617977696052,0.16083602150537635,119.662,0.21041371794161368,119.662,119.662,12.888,28.833,30.96,28.069,18.912
JACL,0.10820698924731183,0.07054206693988081,0.037,0.685,0.068,0.097,0.12625,80.506,0.10820698924731183,2.596967741935484,0.1198709677419355,0.08551612903225805,0.07196774193548387,0.07958064516129032,0.08345161290322581,0.0692258064516129,0.0716774193548387,0.09645161290322582,0.09703225806451612,0.10438709677419356,0.10112903225806451,0.11841935483870968,0.09780645161290323,0.15070967741935484,0.26148387096774195,0.10577419354838709,0.09632258064516128,0.11074193548387096,0.10158064516129033,0.1032258064516129,0.09983870967741935,0.12209677419354839,0.12774193548387097,0.12093548387096774,3.716,2.651,2.231,2.467,2.587,2.146,2.222,2.99,3.008,3.236,3.135,3.671,3.032,4.672,8.106,3.279,2.9859999999999998,3.433,3.149,3.2,3.095,3.785,3.96,3.749,3.716,2.651,2.231,2.467,2.587,2.146,2.222,2.99,3.008,3.236,3.135,3.671,3.032,4.672,8.106,3.279,2.9859999999999998,3.433,3.149,3.2,3.095,3.785,3.96,3.749,0.09238709677419354,0.13922043010752688,0.10296774193548386,0.11765322580645161,0.08493548387096773,11.456,25.895,12.768,14.589,15.797999999999998,0.015834550843764474,0.05127146695525502,0.0034189774786796763,0.008767881580759807,0.00521930448645882,0.10501041666666666,0.10084375000000001,0.10396875,0.11290625,0.10223333333333334,0.10410833333333333,0.12635833333333332,10.081,9.681000000000001,9.981,10.839,12.268,12.493,15.163,0.05125077556109795,0.04934290929169481,0.0512817712817086,0.0753178636984963,0.06104065780086177,0.0651481564045612,0.10936806992851227,0.10486111111111111,0.11523333333333333,52.85,27.656,0.0585041548842748,0.09051634618167535,0.10820698924731183,80.506,0.0705420669398808,80.506,80.506,8.655,18.359,18.424,17.661,17.407
JALG,0.30927284946236555,0.30747302809099264,0.028,1.711,0.083,0.176,0.41725,230.099,0.3092728494623656,7.422548387096773,0.1483225806451613,0.097,0.08948387096774194,0.08103225806451612,0.08364516129032258,0.09174193548387097,0.10229032258064517,0.2554193548387097,0.29103225806451616,0.424483870967742,0.416258064516129,0.2992903225806452,0.3027741935483871,0.48412903225806453,0.574483870967742,0.44929032258064516,0.3463548387096774,0.3943548387096774,0.33616129032258063,0.34306451612903227,0.5774193548387097,0.6281935483870967,0.3839677419354839,0.2223548387096774,4.598,3.007,2.774,2.512,2.593,2.844,3.1710000000000003,7.918,9.022,13.159,12.904,9.278,9.386,15.008000000000001,17.809,13.928,10.737,12.225,10.421,10.635,17.9,19.474,11.903,6.893,4.598,3.007,2.774,2.512,2.593,2.844,3.1710000000000003,7.918,9.022,13.159,12.904,9.278,9.386,15.008000000000001,17.809,13.928,10.737,12.225,10.421,10.635,17.9,19.474,11.903,6.893,0.26830645161290323,0.4210376344086022,0.3549838709677419,0.45298387096774195,0.09853763440860215,33.27,78.313,44.017999999999994,56.169999999999995,18.328000000000003,0.13834097901458295,0.07805339526253456,0.06204587149769173,0.13265398808182163,0.03290095626032891,0.30624999999999997,0.3352916666666667,0.33271875,0.2791770833333333,0.30335833333333334,0.24879166666666666,0.3625916666666667,29.4,32.188,31.941,26.801,36.403,29.855,43.511,0.302824006557222,0.32991778614381356,0.3055150854445825,0.2831965653520413,0.30121381321996143,0.27762627971875453,0.33986896871641364,0.3109781746031746,0.30569166666666664,156.733,73.366,0.30419046416498297,0.31486804823032427,0.30927284946236555,230.099,0.30747302809099253,230.099,230.099,21.627,57.408,49.721000000000004,50.28,51.063
JLG,0.12224059139784947,0.1285721876938056,0.033,1.255,0.049,0.083,0.14925,90.947,0.12224059139784946,2.9337741935483868,0.12183870967741936,0.08048387096774194,0.05212903225806452,0.049451612903225806,0.0487741935483871,0.0477741935483871,0.048483870967741934,0.06074193548387097,0.09861290322580644,0.19683870967741937,0.17512903225806453,0.10690322580645162,0.12435483870967742,0.12390322580645162,0.17980645161290323,0.16141935483870967,0.139,0.12909677419354837,0.16170967741935482,0.15290322580645163,0.19361290322580643,0.20893548387096775,0.14458064516129032,0.12729032258064515,3.777,2.495,1.616,1.533,1.512,1.481,1.503,1.883,3.057,6.102,5.429,3.314,3.855,3.841,5.574,5.004,4.309,4.002,5.013,4.74,6.002,6.477,4.482,3.946,3.777,2.495,1.616,1.533,1.512,1.481,1.503,1.883,3.057,6.102,5.429,3.314,3.855,3.841,5.574,5.004,4.309,4.002,5.013,4.74,6.002,6.477,4.482,3.946,0.10116935483870967,0.14525268817204304,0.14567741935483872,0.1686048387096774,0.06674193548387096,12.545,27.016999999999996,18.064,20.907,12.414,0.09515216249542605,0.056360138668634714,0.008586323280214091,0.059094331492370034,0.04904550230272097,0.12155208333333334,0.14145833333333332,0.11563541666666667,0.13309374999999998,0.1191,0.10815,0.12125000000000001,11.669,13.58,11.101,12.777,14.292,12.978,14.55,0.11409837581681471,0.15676075748642987,0.11091410804778212,0.13450150287753584,0.11440708681111082,0.12092609382621779,0.14348467841960152,0.1258313492063492,0.1147,63.419,27.528,0.126599842843964,0.13257037919282932,0.12224059139784947,90.947,0.12857218769380555,90.947,90.947,10.074,18.678,19.047,22.487,20.661
JMM,0.2370456989247312,0.16296671850666267,0.078,1.631,0.148,0.203,0.265,176.36200000000002,0.23704569892473112,5.689096774193549,0.20070967741935486,0.1533225806451613,0.14196774193548387,0.13093548387096773,0.13635483870967743,0.12703225806451612,0.1426774193548387,0.16161290322580643,0.18138709677419357,0.19248387096774192,0.2582258064516129,0.301,0.42670967741935484,0.2992903225806452,0.3211612903225806,0.24503225806451615,0.20496774193548387,0.2359032258064516,0.23948387096774196,0.31383870967741934,0.41419354838709677,0.36112903225806453,0.2728709677419355,0.22680645161290322,6.222,4.753,4.401,4.059,4.227,3.9379999999999997,4.423,5.01,5.623,5.967,8.005,9.331,13.228,9.278,9.956,7.596,6.354,7.313,7.424,9.729,12.84,11.195,8.459,7.031,6.222,4.753,4.401,4.059,4.227,3.9379999999999997,4.423,5.01,5.623,5.967,8.005,9.331,13.228,9.278,9.956,7.596,6.354,7.313,7.424,9.729,12.84,11.195,8.459,7.031,0.16954032258064516,0.3085698924731183,0.24854838709677418,0.31875,0.14838709677419357,21.023,57.394000000000005,30.82,39.525,27.6,0.024416224922440676,0.10436958235363634,0.05505121578231075,0.07345145659471124,0.008560005783921668,0.22644791666666667,0.21811458333333333,0.23311458333333335,0.23489583333333333,0.22886666666666666,0.266325,0.24443333333333334,21.739,20.939,22.379,22.55,27.464,31.959,29.332,0.14059856028248924,0.08713714173243374,0.11643248504846661,0.14823278131418957,0.17442192317169639,0.2218342996756928,0.1860057708209922,0.22831547619047618,0.25537916666666666,115.071,61.291,0.138234011110167,0.20457097157061285,0.23704569892473118,176.362,0.16296671850666258,176.362,176.362,20.425,39.837,37.633,35.552,42.915
LFZA,0.18686693548387096,0.23546268368032183,0.009,1.695,0.074,0.1135,0.19325,139.029,0.18686693548387096,4.484806451612903,0.20916129032258066,0.21216129032258063,0.15180645161290324,0.11287096774193549,0.09464516129032259,0.10706451612903226,0.12458064516129033,0.23235483870967744,0.1454516129032258,0.12,0.11938709677419355,0.10216129032258064,0.1186774193548387,0.1533548387096774,0.15583870967741936,0.30074193548387096,0.25029032258064515,0.18877419354838712,0.2830322580645161,0.38603225806451613,0.2720967741935484,0.19293548387096773,0.25148387096774194,0.19990322580645162,6.484,6.577,4.706,3.499,2.934,3.319,3.862,7.203,4.509,3.7199999999999998,3.701,3.167,3.679,4.754,4.831,9.323,7.759,5.852,8.774,11.967,8.435,5.981,7.796,6.197,6.484,6.577,4.706,3.499,2.934,3.319,3.862,7.203,4.509,3.7199999999999998,3.701,3.167,3.679,4.754,4.831,9.323,7.759,5.852,8.774,11.967,8.435,5.981,7.796,6.197,0.1555967741935484,0.15836021505376344,0.27703225806451615,0.2291048387096774,0.1479516129032258,19.294,29.455000000000002,34.352,28.409,27.519,0.09588417707891232,0.10437105715609196,0.08257390126822649,0.0658552084279048,0.10158298137896907,0.22886458333333334,0.19613541666666667,0.17248958333333334,0.19719791666666667,0.17628333333333332,0.207725,0.13881666666666667,21.971,18.829,16.559,18.931,21.154,24.927,16.658,0.26511600717190187,0.26612294822987625,0.24136628617285638,0.23743159102500794,0.2212536543242184,0.25957408432295553,0.14508195211373345,0.19334126984126984,0.17327083333333335,97.444,41.585,0.24551906835441709,0.2126518300400595,0.18686693548387096,139.029,0.23546268368032192,139.029,139.029,10.077,31.491,25.297,32.526,39.638
MANA,0.2682459677419355,0.24968237154304326,0.054,1.724,0.12,0.184,0.315,199.575,0.2682459677419355,6.437903225806451,0.23051612903225807,0.1508064516129032,0.12725806451612903,0.10519354838709678,0.10829032258064517,0.12009677419354839,0.10287096774193548,0.14103225806451614,0.15319354838709676,0.24458064516129033,0.26309677419354843,0.3373548387096774,0.2939032258064516,0.474258064516129,0.4876774193548387,0.30238709677419356,0.24906451612903227,0.2557741935483871,0.2513548387096774,0.2815483870967742,0.38383870967741934,0.5992903225806452,0.4415806451612903,0.3329354838709677,7.146,4.675,3.945,3.261,3.357,3.723,3.189,4.372,4.749,7.582,8.156,10.458,9.111,14.702,15.118,9.374,7.721,7.929,7.792,8.728,11.899,18.578,13.689,10.321,7.146,4.675,3.945,3.261,3.357,3.723,3.189,4.372,4.749,7.582,8.156,10.458,9.111,14.702,15.118,9.374,7.721,7.929,7.792,8.728,11.899,18.578,13.689,10.321,0.16041935483870967,0.3597795698924731,0.2594354838709677,0.43941129032258064,0.14036021505376345,19.892,66.919,32.17,54.486999999999995,26.107,0.09907287354165263,0.09006476796458243,0.05496049187516086,0.10345366976319272,0.018587281536012815,0.25734375000000004,0.2978958333333333,0.25259375,0.2704479166666667,0.3042166666666667,0.21027500000000002,0.2860083333333333,24.705000000000002,28.598,24.249,25.963,36.506,25.233,34.321,0.21134386189460608,0.26174143445158227,0.2195445322588036,0.2529690586360177,0.27525960804434835,0.20363457807198312,0.29337896723754237,0.2778194444444444,0.24814166666666668,140.021,59.554,0.24686984589861274,0.2548375902801719,0.2682459677419355,199.575,0.24968237154304337,199.575,199.575,16.576999999999998,43.214,44.285,45.842999999999996,49.656
MBGV,0.20760080645161288,0.22144214839734538,0.05,1.611,0.075,0.119,0.22725,154.45499999999998,0.2076008064516129,4.98241935483871,0.1873225806451613,0.09738709677419355,0.07638709677419354,0.0754516129032258,0.07374193548387097,0.07716129032258064,0.0780967741935484,0.1540967741935484,0.2894193548387097,0.31793548387096776,0.17464516129032256,0.12583870967741936,0.2016451612903226,0.3145483870967742,0.2578064516129032,0.24083870967741935,0.29551612903225805,0.23474193548387098,0.21945161290322582,0.3110645161290323,0.34425806451612906,0.3434516129032258,0.2137741935483871,0.27783870967741936,5.807,3.019,2.368,2.339,2.286,2.392,2.4210000000000003,4.777,8.972,9.856,5.414,3.9010000000000002,6.251,9.751,7.992,7.466,9.161,7.277,6.803,9.643,10.672,10.647,6.627,8.613,5.807,3.019,2.368,2.339,2.286,2.392,2.4210000000000003,4.777,8.972,9.856,5.414,3.9010000000000002,6.251,9.751,7.992,7.466,9.161,7.277,6.803,9.643,10.672,10.647,6.627,8.613,0.20988709677419354,0.2192204301075269,0.26519354838709674,0.2948306451612903,0.09790860215053764,26.026000000000003,40.775,32.884,36.559,18.211000000000002,0.12717937460782497,0.10938320078847705,0.026333380639376205,0.07346499479998654,0.07207762568102949,0.1982708333333333,0.17741666666666667,0.18630208333333334,0.22271875,0.183775,0.24262499999999998,0.23295833333333335,19.034,17.032,17.885,21.381,22.053,29.115,27.955000000000002,0.17374642619068478,0.15988691178893757,0.16542093801105148,0.2491452209423674,0.1986804986560545,0.2521179216727193,0.2888110485745161,0.19322420634920637,0.23779166666666668,97.385,57.07,0.19237772272319917,0.27056166269334303,0.2076008064516129,154.455,0.22144214839734555,154.455,154.455,21.992,32.806,30.862,35.138,33.657000000000004
