,0,1
media_consumo,0.2003922663358147,0.46115063844085996
std_consumo,0.2023644817938871,0.5878773560272598
min_consumo,0.04892307692307692,0.05975
max_consumo,1.5366923076923078,3.7015000000000002
percentil_25_consumo,0.08365384615384615,0.1486875
percentil_50_consumo,0.12269230769230768,0.2385
percentil_75_consumo,0.22801923076923075,0.5098812499999967
promedio_por_dia,0.20039226633581467,0.4611506384408599
consumo_medio_diario,4.809414392059553,11.06761532258064
Mañana,0.16383622828784114,0.23983709677419332
Mediodia,0.26352440033085195,0.6125510752688165
Tarde,0.2379671215880893,0.8184901209677419
Noche,0.23763399503722082,0.5104657258064516
Madrugada,0.11175310173697267,0.18618951612903223
sum_consumo,149.09184615384615,343.0960749999998
Lunes,0.1918564102564102,0.40818958333333333
Martes,0.20345256410256407,0.40332499999999993
Miércoles,0.21365448717948715,0.46762416666666595
Jueves,0.20680448717948713,0.43509635416666664
Viernes,0.21174118589743587,0.5119557291666667
Sábado,0.19607852564102562,0.6045390625
Domingo,0.17721153846153842,0.4234028645833324
Entre semana,0.20517391304347823,0.44277835144927513
Fin de semana,0.18664503205128202,0.5139709635416662
s_Mañana,20.315692307692306,29.739799999999974
s_Mediodia,49.01553846153846,113.93449999999987
s_Tarde,29.507923076923078,101.492775
s_Noche,29.466615384615388,63.29775
s_Madrugada,20.786076923076923,34.63125
s_Lunes,23.02276923076923,48.98275
s_Martes,24.414307692307695,48.399
s_Miércoles,25.63853846153846,56.11489999999992
s_Jueves,19.85323076923077,41.76925
s_Viernes,20.327153846153845,49.14775
s_Sábado,18.82353846153846,58.03575
s_Domingo,17.012307692307694,40.64667499999991
s_Entre semana,113.256,244.4136499999999
s_Fin de semana,35.835846153846155,98.68242499999991
s_verano,149.09184615384615,343.0960749999998
std_Mañana,0.05823452685521887,0.10089325333870396
std_Mediodia,0.07416360430428698,0.2504750110641896
std_Tarde,0.04970529033047038,0.08177052742203385
std_Noche,0.05300541396649804,0.20653466366754306
std_Madrugada,0.0263212270321562,0.05072029586281757
std_Lunes,0.1857526426850001,0.5010012909870842
std_Martes,0.198559888272649,0.4313882958484072
std_Miércoles,0.21700897958823953,0.6238127701576361
std_Jueves,0.18690857425449178,0.4646280025689231
std_Viernes,0.20874829693572025,0.6266931786361356
std_Sábado,0.19633429323838655,0.8068224941721915
std_Domingo,0.17104024705896304,0.46908291381790296
std_Entre semana,0.20370894104856074,0.5478342260728166
std_Fin de semana,0.18943353624861284,0.6815396419685434
std_verano,0.2023644817938871,0.5878773560272599
Julio,149.09184615384615,343.0960749999998
total_mean_consumption,907.0122440332395,2088.8220522374545
