hour,0,1,2,3,4
0,0.14649444444444445,0.2599111111111111,0.2810666666666667,0.37365185185185185,0.3018857142857143
1,0.11826944444444444,0.17541944444444443,0.4840777777777778,0.20579999999999998,0.18369444444444447
2,0.09997222222222223,0.125525,0.4453333333333333,0.16360740740740742,0.1288888888888889
3,0.08731666666666667,0.11574166666666666,0.38465555555555553,0.12775555555555554,0.1255
4,0.07812638888888888,0.10781111111111111,0.27582222222222225,0.09758148148148148,0.12919444444444445
5,0.07668888888888889,0.1070138888888889,0.16805555555555557,0.08136666666666667,0.12975
6,0.07845138888888889,0.09870277777777778,0.14805555555555555,0.08692592592592592,0.12655555555555556
7,0.08950972222222223,0.11696111111111111,0.17796666666666666,0.23098518518518518,0.21922222222222223
8,0.14689444444444444,0.1399138888888889,0.2505777777777778,0.6279518518518518,0.21283333333333332
9,0.17697222222222223,0.2539888888888889,0.22705555555555554,0.4048148148148148,0.8088333333333334
10,0.17321944444444445,0.27636944444444445,0.2578111111111111,0.4184481481481481,0.9768888888888889
11,0.18097222222222223,0.3053472222222222,0.2872777777777778,0.3949740740740741,1.1011666666666666
12,0.15959305555555556,0.31888055555555556,0.29183333333333333,0.44001851851851853,1.2449444444444444
13,0.17060416666666667,0.3903,0.2834222222222222,0.426662962962963,1.519861111111111
14,0.2191125,0.5293805555555555,0.33428888888888886,0.45305185185185187,1.523111111111111
15,0.28954722222222223,0.43156388888888886,0.4602444444444445,0.5677148148148148,1.0674444444444446
16,0.20047361111111112,0.3186888888888889,0.5289555555555556,0.42715925925925924,0.6269142857142858
17,0.1921388888888889,0.32909444444444447,0.26768888888888887,0.351862962962963,0.5665428571428571
18,0.1685375,0.34516111111111114,0.2814666666666667,0.35098518518518523,0.6447714285714286
19,0.17806666666666668,0.3681944444444445,0.2601888888888889,0.4516481481481482,0.594
20,0.21399444444444446,0.3717111111111111,0.2732888888888889,0.6468222222222222,0.5689428571428572
21,0.28115,0.39607777777777775,0.3027444444444444,0.721962962962963,0.5121142857142857
22,0.2226,0.41809166666666664,0.30546666666666666,0.7513185185185186,0.4716
23,0.17176249999999998,0.3115527777777778,0.5235000000000001,0.5912444444444445,0.44839999999999997
total_mean_consumption,3.9204680555555553,6.611402777777778,7.5008444444444455,9.394314814814814,14.233060317460318
