,0,1,2,3
media_consumo,0.11366701388888882,0.1789391203703703,0.27827268518518516,0.4600819444444444
std_consumo,0.10041966011589143,0.23156212128315753,0.26312199842136147,0.1184863516566282
min_consumo,0.0,0.0,0.0,0.214
max_consumo,1.1580000000000001,1.6916666666666667,1.914,0.888
percentil_25_consumo,0.06625,0.059125000000000004,0.10645833333333334,0.38075
percentil_50_consumo,0.08725,0.08966666666666667,0.18658333333333332,0.428
percentil_75_consumo,0.12706250000000002,0.19266666666666665,0.3421666666666667,0.52925
promedio_por_dia,0.11366701388888882,0.1789391203703703,0.27827268518518516,0.4600819444444445
consumo_medio_diario,2.7280083333333334,4.294538888888888,6.678544444444444,11.041966666666667
Mañana,0.10783749999999998,0.21940972222222221,0.25323888888888885,0.4234083333333333
Mediodia,0.13820555555555553,0.20671111111111107,0.3852425925925926,0.4613888888888889
Tarde,0.1125145833333333,0.22911666666666664,0.2698722222222222,0.4700666666666666
Noche,0.13818541666666664,0.17152083333333326,0.34535555555555547,0.5510166666666666
Madrugada,0.07743749999999992,0.0956805555555555,0.14887037037037032,0.4159444444444444
sum_consumo,81.84025,128.83616666666666,200.3563333333333,331.259
Lunes,0.10980729166666663,0.18010243055555553,0.26645312499999996,0.4241354166666666
Martes,0.11213541666666663,0.18786527777777773,0.2799597222222222,0.4221666666666666
Miércoles,0.11839999999999995,0.19689166666666666,0.2728944444444444,0.4217083333333333
Jueves,0.1057708333333333,0.1792899305555555,0.26494965277777777,0.4086770833333333
Viernes,0.10596093749999995,0.1645798611111111,0.28552777777777777,0.4067916666666666
Sábado,0.1171380208333333,0.1728315972222222,0.2819427083333333,0.58246875
Domingo,0.12565624999999997,0.16429340277777774,0.29710416666666667,0.5736979166666667
Entre semana,0.11085606060606057,0.18271243686868685,0.27418150252525253,0.4171723484848484
Fin de semana,0.12139713541666665,0.16856249999999998,0.2895234375,0.5780833333333334
s_Mañana,12.9405,26.329166666666666,30.388666666666666,50.809
s_Mediodia,24.877000000000002,37.208000000000006,69.34366666666666,83.05000000000001
s_Tarde,13.50175,27.494,32.38466666666667,56.408
s_Noche,16.582250000000002,20.5825,41.44266666666666,66.122
s_Madrugada,13.938750000000002,17.2225,26.796666666666667,74.87
s_Lunes,10.5415,17.289833333333334,25.5795,40.717
s_Martes,13.45625,22.543833333333335,33.595166666666664,50.66
s_Miércoles,14.208,23.627,32.74733333333334,50.605
s_Jueves,10.154,17.211833333333335,25.435166666666664,39.233
s_Viernes,10.17225,15.799666666666667,27.410666666666668,39.052
s_Sábado,11.24525,16.591833333333334,27.0665,55.917
s_Domingo,12.062999999999999,15.772166666666665,28.522000000000002,55.075
s_Entre semana,58.532,96.47216666666667,144.76783333333333,220.267
s_Fin de semana,23.30825,32.364,55.5885,110.992
s_primavera,81.84025,128.83616666666668,200.3563333333333,331.259
std_Mañana,0.0490055220459878,0.08386899623664369,0.07522615010334781,0.0242086067824696
std_Mediodia,0.06483965679460127,0.10204636394112405,0.11469145384980832,0.0144735970142781
std_Tarde,0.03812335594545198,0.08122755884832124,0.05025783308339379,0.0142785123716414
std_Noche,0.04840878552644502,0.07396903333507683,0.0896588954635436,0.0585532627929988
std_Madrugada,0.0046998085361363,0.051395197135898796,0.04700292162723344,0.0054987790950277
std_Lunes,0.08450113056232268,0.233450277128627,0.2647915585644432,0.0757413354143619
std_Martes,0.08259591823390212,0.22997118396873975,0.2308498903151763,0.0755617987753975
std_Miércoles,0.0947620469745276,0.24813034020126346,0.2579674813411255,0.0739173278639279
std_Jueves,0.06981475140381165,0.23215230579669777,0.24007268726673858,0.0832347972262697
std_Viernes,0.08199619820590633,0.20018780880581746,0.2592843865753854,0.075611878301963
std_Sábado,0.10679930252187292,0.22520460269947387,0.2773366479796198,0.1319909050395439
std_Domingo,0.129700297783232,0.20834649189028842,0.2940735338082006,0.1332335598462273
std_Entre semana,0.08671241752016383,0.23390190915567421,0.25227582390732456,0.0767373513585488
std_Fin de semana,0.11956263505993797,0.2219685892007945,0.2872756627637081,0.1323391380864292
std_primavera,0.10041966011589147,0.23156212128315756,0.26312199842136147,0.1184863516566281
Abril,81.84025,128.83616666666668,200.3563333333333,331.259
total_mean_consumption,498.29906851003557,785.1110550229647,1219.1044232385168,2009.7252106239896
