hour,0,1,2,3,4
0,0.11074663072776281,0.11573584905660378,0.15296603773584905,0.10733018867924528,0.352688679245283
1,0.09195956873315365,0.09071698113207546,0.11549811320754717,0.12685849056603773,0.2791132075471698
2,0.08873315363881402,0.08132075471698112,0.1113811320754717,0.115188679245283,0.23229245283018868
3,0.08173045822102425,0.09107547169811321,0.10107547169811319,0.10443396226415094,0.17670754716981132
4,0.08353638814016172,0.07713207547169812,0.09551698113207548,0.09207547169811321,0.17674528301886794
5,0.08654177897574124,0.16932075471698113,0.10635849056603774,0.11925471698113208,0.21117924528301885
6,0.12261725067385444,0.31184905660377354,0.1609433962264151,0.25007547169811317,0.27612264150943394
7,0.14297574123989218,0.5336603773584906,0.22217735849056605,0.3149245283018868,0.3034716981132075
8,0.14800808625336928,0.6217735849056604,0.2347622641509434,0.2979811320754717,0.30450943396226415
9,0.15081401617250673,0.258622641509434,0.2326867924528302,0.3292452830188679,0.2672075471698113
10,0.14945013477088948,0.08113207547169811,0.1867132075471698,0.35391509433962265,0.31725471698113206
11,0.1561320754716981,0.11332075471698114,0.20502264150943397,0.4457075471698113,0.3805858490566033
12,0.18284636118598382,0.09871698113207547,0.3114490566037736,0.5988962264150943,0.5188216981132071
13,0.21453369272237197,0.1653584905660377,0.4722716981132075,0.5005943396226414,0.42356792452830094
14,0.2334743935309973,0.14528301886792452,0.5224,0.3742452830188679,0.38261603773584757
15,0.21135040431266847,0.10283018867924529,0.37738490566037736,0.3401037735849056,0.41475754716980984
16,0.18851212938005388,0.12939622641509432,0.36350943396226415,0.33087735849056604,0.38564339622641414
17,0.16732075471698113,0.1739056603773585,0.32710188679245283,0.290311320754717,0.476444339622641
18,0.17490026954177898,0.26490566037735847,0.299022641509434,0.3042452830188679,0.5158962264150944
19,0.21709164420485175,0.5894716981132075,0.3842301886792453,0.3746320754716981,0.47928301886792457
20,0.21156334231805932,0.6132830188679245,0.4736415094339622,0.477688679245283,0.3965188679245283
21,0.1878814016172507,0.5757169811320755,0.44180377358490563,0.3867735849056604,0.441566037735849
22,0.18112668463611858,0.4567547169811321,0.36349811320754716,0.26166037735849057,0.4009811320754717
23,0.1437967032967033,0.23398076923076921,0.24067307692307693,0.18483653846153847,0.3605
total_mean_consumption,3.7276430644826872,6.095263788098694,6.502088171262699,7.081855406386067,8.474474528301881
