date_only,mean,median,min,max,std,p25,p50,p75
2023-01-01,0.22179598662207356,0.125,0.0,1.646,0.25779290733277954,0.0725,0.125,0.2755
2023-01-02,0.27157190635451506,0.111,0.0,5.004,0.6324231900307227,0.071,0.111,0.2055
2023-01-03,0.20432441471571908,0.117,0.0,1.454,0.2365628563531229,0.0695,0.117,0.231
2023-01-04,0.19224414715719065,0.112,0.0,1.745,0.2216173706731619,0.0655,0.112,0.2375
2023-01-05,0.22974581939799332,0.119,0.0,2.011,0.296718850285947,0.0715,0.119,0.2385
2023-01-06,0.273056856187291,0.126,0.0,2.181,0.34349546480327636,0.0695,0.126,0.3365
2023-01-07,0.19801672240802676,0.128,0.0,1.41,0.22372089002186257,0.0725,0.128,0.229
2023-01-08,0.21955518394648832,0.139,0.019,1.377,0.23763021749487312,0.0745,0.139,0.255
2023-01-09,0.21154515050167225,0.131,0.02,1.761,0.24396523118759544,0.07050000000000001,0.131,0.2415
2023-01-10,0.23097324414715717,0.124,0.015,1.9,0.29954188615884975,0.072,0.124,0.2445
2023-01-11,0.24294983277591972,0.138,0.016,1.559,0.26739024749356505,0.08,0.138,0.2665
2023-01-12,0.25454180602006693,0.162,0.019,2.117,0.2887111967444047,0.086,0.162,0.295
2023-01-13,0.24253511705685618,0.134,0.019,1.966,0.29691158820820446,0.082,0.134,0.269
2023-01-14,0.2373478260869565,0.121,0.019,1.507,0.2830825633475731,0.0785,0.121,0.2535
2023-01-15,0.2720401337792642,0.148,0.024,1.957,0.3197885181967167,0.084,0.148,0.3085
2023-01-16,0.27341471571906356,0.157,0.02,1.787,0.31223740416747703,0.0775,0.157,0.306
2023-01-17,0.2244581939799331,0.147,0.023,1.355,0.22610872412533406,0.081,0.147,0.269
2023-01-18,0.2747190635451505,0.157,0.018,1.65,0.2931046976131199,0.086,0.157,0.344
2023-01-19,0.26500668896321067,0.144,0.019,1.818,0.307868750834414,0.08,0.144,0.283
2023-01-20,0.2631772575250836,0.155,0.018,1.9,0.30708066625632213,0.081,0.155,0.3215
2023-01-21,0.2511103678929766,0.15,0.019,1.793,0.2694620128490398,0.0845,0.15,0.2945
2023-01-22,0.2981371237458194,0.164,0.022,2.488,0.3573085697543334,0.085,0.164,0.348
2023-01-23,0.29810367892976586,0.159,0.028,2.304,0.35686150466239713,0.082,0.159,0.334
2023-01-24,0.2745418060200669,0.156,0.021,1.578,0.30084698237382856,0.0825,0.156,0.317
2023-01-25,0.27455852842809364,0.169,0.021,1.673,0.29579538845523645,0.091,0.169,0.323
2023-01-26,0.23334448160535115,0.151,0.019,1.667,0.2522387645803655,0.0775,0.151,0.297
2023-01-27,0.22401672240802672,0.134,0.018,1.78,0.24737584450437936,0.077,0.134,0.271
2023-01-28,0.2355886287625418,0.13,0.019,1.633,0.28194169991709317,0.0795,0.13,0.269
2023-01-29,0.2648963210702341,0.143,0.019,2.429,0.3312357672563607,0.084,0.143,0.285
2023-01-30,0.2811438127090301,0.14,0.019,1.933,0.34372646382416544,0.083,0.14,0.3115
2023-01-31,0.27237123745819397,0.146,0.024,1.929,0.33707593688015075,0.076,0.146,0.292
2023-02-01,0.26457391304347827,0.154,0.021,1.912,0.29281896922176515,0.084,0.154,0.299
2023-02-02,0.24058840579710145,0.129,0.02,1.475,0.2678783867685891,0.079,0.129,0.269
2023-02-03,0.24034492753623188,0.139,0.027,1.566,0.258131411197047,0.079,0.139,0.281
2023-02-04,0.24191304347826084,0.131,0.022,2.059,0.2998020344468045,0.079,0.131,0.249
2023-02-05,0.29135942028985506,0.154,0.026,2.472,0.3355731275443483,0.081,0.154,0.365
2023-02-06,0.2605159420289855,0.153,0.026,2.104,0.28727605111046856,0.08,0.153,0.301
2023-02-07,0.26596811594202896,0.158,0.022,1.619,0.28945127843058976,0.084,0.158,0.299
2023-02-08,0.2616231884057971,0.142,0.02,1.592,0.28874293011828506,0.083,0.142,0.319
2023-02-09,0.24518840579710147,0.147,0.02,1.306,0.23848005105019726,0.085,0.147,0.314
2023-02-10,0.26542898550724636,0.142,0.026,2.117,0.2913925193277767,0.081,0.142,0.34
2023-02-11,0.27223768115942026,0.155,0.018,1.612,0.29484596150848524,0.078,0.155,0.359
2023-02-12,0.24353623188405796,0.133,0.018,1.921,0.2950272641968551,0.077,0.133,0.269
2023-02-13,0.25888115942028983,0.141,0.018,1.898,0.3099836179445628,0.078,0.141,0.318
2023-02-14,0.2497768115942029,0.155,0.023,1.768,0.25973235225818897,0.084,0.155,0.321
2023-02-15,0.24588115942028985,0.144,0.019,1.36,0.25319517547215,0.083,0.144,0.307
2023-02-16,0.25536521739130436,0.149,0.027,1.716,0.2713466952428412,0.083,0.149,0.298
2023-02-17,0.2319768115942029,0.14,0.02,2.75,0.2715460142090614,0.086,0.14,0.293
2023-02-18,0.24813623188405798,0.126,0.02,1.727,0.3028445404646556,0.078,0.126,0.273
2023-02-19,0.25382608695652176,0.122,0.02,2.275,0.3149027330688583,0.08,0.122,0.281
2023-02-20,0.23077971014492754,0.134,0.021,2.085,0.26464192162268685,0.078,0.134,0.27
2023-02-21,0.2501072463768116,0.132,0.026,1.557,0.270154698532522,0.08,0.132,0.291
2023-02-22,0.2342173913043478,0.135,0.019,1.754,0.26678931182857685,0.08,0.135,0.255
2023-02-23,0.2646782608695652,0.146,0.024,1.662,0.29836004903041513,0.08,0.146,0.329
2023-02-24,0.25097391304347827,0.139,0.02,1.604,0.2836488307770954,0.081,0.139,0.272
2023-02-25,0.2876144927536232,0.149,0.019,2.575,0.3564942990490392,0.082,0.149,0.315
2023-02-26,0.2790463768115942,0.145,0.026,1.602,0.30243895817889316,0.085,0.145,0.335
2023-02-27,0.28104927536231883,0.137,0.02,2.152,0.3396228849183004,0.081,0.137,0.303
2023-02-28,0.2788695652173913,0.15,0.02,2.903,0.35473264224228673,0.083,0.15,0.299
2023-03-01,0.2511413043478261,0.143,0.017,1.653,0.2856688916796828,0.08175,0.143,0.2705
2023-03-02,0.29587771739130436,0.1485,0.023,2.139,0.353550930150918,0.08375,0.1485,0.319
2023-03-03,0.31348641304347824,0.147,0.024,5.143,0.6006647451404764,0.08275,0.147,0.29625
2023-03-04,0.20353532608695651,0.1205,0.019,1.639,0.2435353346829376,0.078,0.1205,0.21275
2023-03-05,0.2212391304347826,0.1055,0.017,2.052,0.2877255776880422,0.073,0.1055,0.237
2023-03-06,0.21571467391304347,0.132,0.02,1.963,0.24751765434385178,0.077,0.132,0.2545
2023-03-07,0.2441657608695652,0.14,0.019,1.347,0.25331821265482424,0.079,0.14,0.29125
2023-03-08,0.2516711956521739,0.147,0.019,1.757,0.28828608073432976,0.087,0.147,0.25025
2023-03-09,0.24591032608695654,0.139,0.02,1.797,0.27917260021449114,0.086,0.139,0.2805
2023-03-10,0.22814945652173915,0.133,0.0,2.86,0.3036516395498939,0.08075,0.133,0.23225
2023-03-11,0.25108423913043476,0.121,0.024,2.385,0.30315849753602875,0.079,0.121,0.3065
2023-03-12,0.22540217391304346,0.1285,0.022,2.216,0.2561987396899026,0.082,0.1285,0.25575000000000003
2023-03-13,0.21636141304347825,0.147,0.027,1.623,0.21954363697050674,0.08675,0.147,0.24
2023-03-14,0.24601358695652173,0.1505,0.02,1.652,0.26595208093127665,0.086,0.1505,0.27225
2023-03-15,0.24549728260869566,0.142,0.029,2.254,0.2759381816668138,0.085,0.142,0.2745
2023-03-16,0.21399728260869566,0.127,0.03,1.333,0.21973450041765075,0.08,0.127,0.249
2023-03-17,0.20750815217391305,0.1225,0.026,1.595,0.21544357622882507,0.081,0.1225,0.24
2023-03-18,0.21520652173913044,0.109,0.02,1.762,0.26283599129965746,0.077,0.109,0.22925
2023-03-19,0.23551630434782608,0.118,0.012,2.317,0.2859783051458587,0.08,0.118,0.2715
2023-03-20,0.20520652173913045,0.127,0.012,1.246,0.21021389330459922,0.07975,0.127,0.22875
2023-03-21,0.23379347826086957,0.1385,0.018,1.436,0.2518438938674748,0.083,0.1385,0.267
2023-03-22,0.22054076086956523,0.1355,0.013,1.214,0.22231538211337312,0.08,0.1355,0.276
2023-03-23,0.22457608695652176,0.144,0.015,1.493,0.22123645523936755,0.086,0.144,0.25725
2023-03-24,0.2193532608695652,0.1315,0.012,1.82,0.22873358297031637,0.085,0.1315,0.25925
2023-03-25,0.22577989130434784,0.123,0.02,1.945,0.25944690263975284,0.08175,0.123,0.256
2023-03-26,0.19370738636363638,0.1,0.012,2.041,0.24297019420686483,0.069,0.1,0.21825
2023-03-27,0.22657608695652173,0.1405,0.012,1.603,0.24260019627037196,0.08,0.1405,0.25525
2023-03-28,0.22395923913043478,0.1305,0.011,1.833,0.24258125068553957,0.07775,0.1305,0.26125
2023-03-29,0.2054836956521739,0.137,0.013,1.741,0.2237884358911806,0.08075,0.137,0.2335
2023-03-30,0.23447010869565216,0.1315,0.012,1.89,0.25361016057226937,0.081,0.1315,0.2855
2023-03-31,0.28522554347826085,0.14100000000000001,0.016,5.133,0.5634305884584214,0.08875,0.14100000000000001,0.297
2023-04-01,0.18262771739130432,0.109,0.012,1.263,0.1984955953037585,0.08,0.109,0.19325
2023-04-02,0.1813233695652174,0.1085,0.013,1.311,0.20674047835977796,0.077,0.1085,0.18725
2023-04-03,0.18784239130434785,0.115,0.018,1.595,0.20972291866233833,0.072,0.115,0.2125
2023-04-04,0.19382608695652176,0.104,0.0,2.095,0.2588677024717673,0.059,0.104,0.21925
2023-04-05,0.23225271739130432,0.0955,0.012,4.994,0.6080804332850172,0.06475,0.0955,0.1825
2023-04-06,0.1594266304347826,0.082,0.012,1.579,0.2220144705192666,0.05575,0.082,0.141
2023-04-07,0.16041304347826085,0.08549999999999999,0.023,1.885,0.21245111133338018,0.062,0.08549999999999999,0.17125
2023-04-08,0.15115760869565217,0.086,0.014,1.711,0.18994264772356645,0.061,0.086,0.17
2023-04-09,0.18310869565217391,0.1,0.026,1.657,0.20810241434461949,0.072,0.1,0.203
2023-04-10,0.2347663043478261,0.138,0.017,1.748,0.24796983809604448,0.087,0.138,0.25725
2023-04-11,0.211625,0.128,0.011,1.173,0.20922307463357875,0.07975,0.128,0.24625
2023-04-12,0.21688043478260868,0.1355,0.017,2.055,0.2343701905323386,0.085,0.1355,0.24625
2023-04-13,0.22529619565217393,0.1335,0.026,1.986,0.25268052178399053,0.085,0.1335,0.25325
2023-04-14,0.20691847826086956,0.1245,0.014,1.597,0.22806709153389446,0.08075,0.1245,0.22925
2023-04-15,0.20555706521739128,0.1335,0.013,1.551,0.21315034671369898,0.085,0.1335,0.24
2023-04-16,0.21113043478260868,0.1275,0.011,1.519,0.23919274853412484,0.078,0.1275,0.2365
2023-04-17,0.19708152173913043,0.119,0.014,1.219,0.20669068594792447,0.07675,0.119,0.22675
2023-04-18,0.20337228260869564,0.1155,0.014,1.418,0.2162693219370798,0.079,0.1155,0.235
2023-04-19,0.20290489130434783,0.125,0.013,1.407,0.20956092460290424,0.08075,0.125,0.243
2023-04-20,0.21235597826086958,0.1245,0.029,1.442,0.22307296717331992,0.082,0.1245,0.24225
2023-04-21,0.2542771739130435,0.1235,0.011,5.044,0.5428024759246413,0.08,0.1235,0.22125
2023-04-22,0.21209239130434782,0.1175,0.02,3.078,0.2915708879865092,0.08175,0.1175,0.21325
2023-04-23,0.17032608695652174,0.102,0.017,1.727,0.19048938029261608,0.077,0.102,0.212
2023-04-24,0.19418749999999999,0.107,0.01,1.518,0.2202455655901507,0.077,0.107,0.20125
2023-04-25,0.19572826086956524,0.119,0.01,1.499,0.20282207089381035,0.083,0.119,0.23675
2023-04-26,0.19819565217391302,0.1305,0.01,1.255,0.19242127030853018,0.084,0.1305,0.2245
