date_only,mean,median,min,max,std,p25,p50,p75
2023-04-27,0.2101032608695652,0.135,0.0,1.369,0.2047983528496682,0.07975,0.135,0.252
2023-04-28,0.1778885869565217,0.1235,0.026,1.112,0.16727174803161163,0.08275,0.1235,0.20525
2023-04-29,0.17451086956521739,0.118,0.015,1.341,0.16690280057763765,0.074,0.118,0.1995
2023-04-30,0.1745978260869565,0.108,0.014,1.583,0.19429856010397112,0.07,0.108,0.191
2023-05-01,0.19509782608695653,0.108,0.027,1.591,0.21563121003661606,0.07275,0.108,0.23325
2023-05-02,0.19941847826086956,0.132,0.012,1.479,0.2039865328831244,0.08775,0.132,0.22525
2023-05-03,0.21293478260869564,0.1315,0.024,1.825,0.22635102369072285,0.08675,0.1315,0.244
2023-05-04,0.19299728260869564,0.13,0.017,1.431,0.18990729846149787,0.086,0.13,0.22075
2023-05-05,0.1914429347826087,0.131,0.024,1.537,0.18878466029009308,0.089,0.131,0.21625
2023-05-06,0.20990760869565217,0.14,0.029,1.375,0.20976181418109444,0.09,0.14,0.22575
2023-05-07,0.22604619565217393,0.139,0.016,2.137,0.2349720385398424,0.09475,0.139,0.26575000000000004
2023-05-08,0.19157336956521737,0.128,0.012,1.094,0.1777709699669831,0.087,0.128,0.22725
2023-05-09,0.1993179347826087,0.13,0.013,1.556,0.1953023771822887,0.087,0.13,0.22775
2023-05-10,0.21570108695652174,0.145,0.014,1.474,0.21922028734981683,0.092,0.145,0.24625
2023-05-11,0.19731521739130434,0.13,0.026,1.365,0.19621828912848177,0.085,0.13,0.23225
2023-05-12,0.21234239130434782,0.131,0.01,1.494,0.21145717906836872,0.084,0.131,0.24575
2023-05-13,0.18960597826086958,0.121,0.015,1.094,0.1977461826956529,0.084,0.121,0.206
2023-05-14,0.20498369565217392,0.14,0.01,1.539,0.19494054079985607,0.089,0.14,0.247
2023-05-15,0.19939402173913043,0.126,0.019,1.718,0.20989841754104258,0.084,0.126,0.22575
2023-05-16,0.19603532608695654,0.126,0.016,1.23,0.18338300282235556,0.085,0.126,0.241
2023-05-17,0.22097554347826087,0.133,0.014,1.342,0.23882391664250618,0.077,0.133,0.245
2023-05-18,0.21157608695652175,0.1225,0.015,1.517,0.23422115047218853,0.074,0.1225,0.236
2023-05-19,0.18430163043478262,0.112,0.011,1.443,0.19748898854566416,0.076,0.112,0.211
2023-05-20,0.17880978260869568,0.1075,0.012,1.094,0.19110737587505375,0.073,0.1075,0.2045
2023-05-21,0.21157065217391305,0.105,0.023,1.655,0.25594177302651266,0.078,0.105,0.235
2023-05-22,0.2062092391304348,0.1365,0.025,1.637,0.2113422839952387,0.082,0.1365,0.23675
2023-05-23,0.19326358695652174,0.1265,0.016,1.564,0.19411371587880086,0.074,0.1265,0.23775
2023-05-24,0.19514673913043482,0.1385,0.022,1.07,0.18222341645442855,0.088,0.1385,0.233
2023-05-25,0.18673369565217393,0.132,0.013,0.909,0.1530858239296255,0.087,0.132,0.241
2023-05-26,0.1928125,0.13,0.023,1.584,0.1952734968958109,0.083,0.13,0.22025
2023-05-27,0.18455434782608696,0.1175,0.029,1.139,0.16921169136116596,0.08075,0.1175,0.2285
2023-05-28,0.31623641304347827,0.119,0.016,5.193,0.7906177980160117,0.08075,0.119,0.2285
2023-05-29,0.20688315217391304,0.132,0.024,1.297,0.20338519296670093,0.092,0.132,0.23375
2023-05-30,0.20700271739130435,0.1395,0.014,1.156,0.19057122648282426,0.092,0.1395,0.2495
2023-05-31,0.2225733695652174,0.1485,0.028,1.312,0.20633654170844512,0.09475,0.1485,0.25575000000000003
2023-06-01,0.2097554347826087,0.1425,0.019,1.834,0.2001623046411725,0.10175,0.1425,0.24725
2023-06-02,0.17761684782608694,0.119,0.014,1.164,0.1706600982748171,0.079,0.119,0.21325
2023-06-03,0.22794021739130435,0.146,0.011,1.952,0.24322791077462533,0.09075,0.146,0.2645
2023-06-04,0.21617391304347827,0.141,0.0,1.417,0.22501244815438182,0.093,0.141,0.24275
2023-06-05,0.20555434782608697,0.139,0.029,2.585,0.23882082548228942,0.097,0.139,0.21975
2023-06-06,0.19398097826086957,0.126,0.031,1.277,0.18249578298922317,0.087,0.126,0.23725
2023-06-07,0.18269293478260867,0.1275,0.01,1.278,0.167755744827707,0.089,0.1275,0.20425
2023-06-08,0.17801358695652175,0.123,0.018,1.14,0.16522379284548752,0.087,0.123,0.191
2023-06-09,0.2543423913043478,0.128,0.013,5.21,0.5572029281663984,0.094,0.128,0.218
2023-06-10,0.16090760869565218,0.124,0.019,1.134,0.13025779154440745,0.094,0.124,0.18425
2023-06-11,0.1883179347826087,0.142,0.026,1.454,0.1740079534155092,0.094,0.142,0.209
2023-06-12,0.33475271739130436,0.138,0.016,5.208,0.8409022345745585,0.09,0.138,0.233
2023-06-13,0.20351902173913042,0.136,0.009,1.591,0.2100467955312264,0.09,0.136,0.2315
2023-06-14,0.19004076086956523,0.138,0.011,1.491,0.18273535001003152,0.08574999999999999,0.138,0.22425
2023-06-15,0.20378260869565218,0.1505,0.022,1.483,0.19167024794526555,0.093,0.1505,0.24125
2023-06-16,0.18713315217391302,0.127,0.013,1.022,0.15286250055213138,0.091,0.127,0.25
2023-06-17,0.20397826086956525,0.136,0.023,1.405,0.18572084928340052,0.092,0.136,0.25825
2023-06-18,0.21457065217391305,0.136,0.027,1.843,0.23282334266805513,0.096,0.136,0.22225
2023-06-19,0.20900815217391305,0.1345,0.011,1.787,0.1995956332866377,0.08875,0.1345,0.27275000000000005
2023-06-20,0.2151304347826087,0.1625,0.032,0.953,0.1735798565261422,0.098,0.1625,0.265
2023-06-21,0.20077717391304348,0.1505,0.01,1.361,0.17513130712812497,0.089,0.1505,0.241
2023-06-22,0.201125,0.141,0.01,1.299,0.18003216674436348,0.093,0.141,0.239
2023-06-23,0.1930271739130435,0.142,0.018,1.041,0.15718343237171972,0.09675,0.142,0.23825
2023-06-24,0.17781521739130438,0.1205,0.015,1.964,0.2070314211878976,0.0835,0.1205,0.1915
2023-06-25,0.2767744565217391,0.1235,0.02,2.762,0.42225918367909854,0.07875,0.1235,0.255
2023-06-26,0.24094565217391306,0.153,0.014,2.145,0.25070450550770396,0.094,0.153,0.28725
2023-06-27,0.2217771739130435,0.1425,0.018,1.471,0.2368972329662946,0.08825,0.1425,0.266
2023-06-28,0.23131521739130434,0.144,0.01,2.115,0.2532240256753773,0.092,0.144,0.27525
2023-06-29,0.20809510869565215,0.1405,0.017,1.35,0.19007596123308249,0.0895,0.1405,0.25625
2023-06-30,0.19398641304347827,0.1195,0.03,2.304,0.22051738105243943,0.08275,0.1195,0.21425
2023-07-01,0.16785054347826087,0.1075,0.011,1.76,0.18789150428877838,0.08275,0.1075,0.1745
2023-07-02,0.16280434782608696,0.113,0.023,0.984,0.12703821554921071,0.085,0.113,0.21425
2023-07-03,0.20073097826086955,0.135,0.015,1.602,0.20190732467416467,0.083,0.135,0.24225
2023-07-04,0.22827989130434784,0.147,0.015,1.949,0.2552422057041904,0.09675,0.147,0.2535
2023-07-05,0.2151195652173913,0.13,0.015,1.462,0.21986617640957362,0.092,0.13,0.26425
2023-07-06,0.2097391304347826,0.136,0.024,1.41,0.20184499783567933,0.08275,0.136,0.2555
2023-07-07,0.18110597826086958,0.1235,0.026,1.573,0.1746664619616206,0.07775,0.1235,0.228
2023-07-08,0.21793749999999998,0.133,0.023,2.857,0.3086276539467161,0.074,0.133,0.22475
2023-07-09,0.21899728260869564,0.126,0.014,2.254,0.2642084419734433,0.0735,0.126,0.22925
2023-07-10,0.24522010869565217,0.1395,0.03,2.33,0.28768750630486517,0.08275,0.1395,0.25825
2023-07-11,0.31724184782608694,0.1465,0.022,2.452,0.4353116190218588,0.09475,0.1465,0.31725000000000003
2023-07-12,0.19721195652173912,0.1285,0.01,1.503,0.21114410970001443,0.08475,0.1285,0.2095
2023-07-13,0.2071032608695652,0.141,0.014,1.261,0.2172320679008686,0.08,0.141,0.22125
2023-07-14,0.26032880434782607,0.147,0.018,3.131,0.4034316665518067,0.08675,0.147,0.224
2023-07-15,0.23108967391304347,0.1235,0.018,2.715,0.32829409640601726,0.087,0.1235,0.19725
2023-07-16,0.23183695652173913,0.112,0.024,2.162,0.3255936862851462,0.084,0.112,0.214
2023-07-17,0.24686684782608695,0.1425,0.017,2.263,0.2838202624025542,0.091,0.1425,0.25225
2023-07-18,0.3310516304347826,0.152,0.03,2.571,0.42901910178639696,0.10075,0.152,0.38175000000000003
2023-07-19,0.2894538043478261,0.1405,0.029,2.217,0.3538334527734253,0.098,0.1405,0.354
2023-07-20,0.23914673913043477,0.1195,0.015,2.451,0.3094536192091697,0.089,0.1195,0.237
2023-07-21,0.20976902173913045,0.1295,0.019,1.606,0.221439281120172,0.08275,0.1295,0.25525
2023-07-22,0.16430434782608697,0.107,0.024,1.185,0.1708554204435473,0.066,0.107,0.175
2023-07-23,0.26694565217391303,0.117,0.03,2.394,0.38832610426135344,0.073,0.117,0.2455
2023-07-24,0.2254945652173913,0.1335,0.024,1.932,0.25283370583086834,0.07775,0.1335,0.2885
2023-07-25,0.20718750000000002,0.1365,0.017,1.511,0.19159161312371178,0.082,0.1365,0.2885
2023-07-26,0.21204619565217392,0.1285,0.017,1.719,0.23010754632078204,0.068,0.1285,0.246
2023-07-27,0.23258152173913044,0.1545,0.022,1.888,0.24895426822716396,0.08574999999999999,0.1545,0.272
2023-07-28,0.23078532608695654,0.1275,0.005,2.644,0.32753121631189436,0.076,0.1275,0.20825
2023-07-29,0.21722554347826084,0.115,0.005,3.127,0.3519752061179519,0.06875,0.115,0.2255
2023-07-30,0.1876875,0.111,0.005,2.33,0.2696723870840058,0.07,0.111,0.1835
2023-07-31,0.19683695652173916,0.115,0.005,2.157,0.2459120166612358,0.07,0.115,0.2115
2023-08-01,0.2351983695652174,0.11699999999999999,0.005,3.069,0.333851655447065,0.078,0.11699999999999999,0.29225
2023-08-02,0.24230163043478262,0.121,0.005,2.849,0.3723803595846844,0.07775,0.121,0.22525
2023-08-03,0.16204347826086957,0.11,0.005,1.159,0.15939929216992152,0.079,0.11,0.19
2023-08-04,0.1557608695652174,0.111,0.005,0.91,0.13541369609954484,0.07175,0.111,0.201
2023-08-05,0.15639402173913042,0.0985,0.005,1.518,0.19784802652298655,0.068,0.0985,0.15225
2023-08-06,0.15207880434782609,0.1,0.005,1.596,0.17667420033640044,0.06275,0.1,0.17725
2023-08-07,0.16005706521739133,0.104,0.005,1.565,0.19134112796886873,0.066,0.104,0.18325
2023-08-08,0.1801820652173913,0.107,0.005,2.262,0.2385688528541112,0.07175,0.107,0.19325
2023-08-09,0.2558179347826087,0.114,0.005,3.026,0.4074655793678347,0.073,0.114,0.22375
2023-08-10,0.2854945652173913,0.1365,0.005,2.521,0.3865656582584252,0.089,0.1365,0.34824999999999995
2023-08-11,0.22377717391304347,0.1285,0.005,2.225,0.2729526000524087,0.083,0.1285,0.24
2023-08-12,0.31436141304347825,0.1265,0.005,3.741,0.4828783107887024,0.085,0.1265,0.349
2023-08-13,0.28860054347826086,0.151,0.005,3.222,0.4285158033003894,0.092,0.151,0.293
2023-08-14,0.3509103260869565,0.1325,0.03,2.9,0.5342070903403667,0.0935,0.1325,0.32325000000000004
2023-08-15,0.3109592391304348,0.136,0.029,3.042,0.4601799327883699,0.087,0.136,0.26425
2023-08-16,0.2858478260869565,0.135,0.028,2.907,0.398662387053064,0.1,0.135,0.29525
2023-08-17,0.3764021739130435,0.151,0.029,3.745,0.6131016790697081,0.103,0.151,0.33275
2023-08-18,0.349125,0.132,0.029,4.283,0.5789950098141139,0.101,0.132,0.28674999999999995
2023-08-19,0.2687391304347826,0.1135,0.029,3.136,0.41204185178201286,0.09175,0.1135,0.226
2023-08-20,0.28080434782608693,0.118,0.028,4.277,0.45635685016765265,0.09575,0.118,0.22725
2023-08-21,0.39584510869565215,0.15,0.028,4.282,0.7201140239926883,0.103,0.15,0.27725
2023-08-22,0.34144021739130437,0.1405,0.032,4.454,0.6240585818515073,0.101,0.1405,0.25725
2023-08-23,0.4280869565217391,0.151,0.029,4.334,0.7556492295275204,0.0945,0.151,0.35624999999999996
2023-08-24,0.3809103260869566,0.1565,0.029,2.796,0.5360335506416714,0.104,0.1565,0.392
2023-08-25,0.36569293478260867,0.1635,0.029,4.533,0.5545936094714471,0.117,0.1635,0.363
2023-08-26,0.21097826086956523,0.127,0.03,1.682,0.26632378639383125,0.10275,0.127,0.196
2023-08-27,0.1978913043478261,0.1305,0.029,1.486,0.2017494983579075,0.101,0.1305,0.20425000000000001
2023-08-28,0.20734239130434784,0.137,0.03,1.878,0.21381686922674784,0.095,0.137,0.21925
2023-08-29,0.18310326086956524,0.1325,0.027,1.159,0.1460217228071635,0.09675,0.1325,0.21075
2023-08-30,0.2623342391304348,0.147,0.029,5.115,0.4969709334440477,0.095,0.147,0.267
2023-08-31,0.18081250000000001,0.134,0.029,1.339,0.1701819195122761,0.08875,0.134,0.19125
2023-09-01,0.18394021739130434,0.13,0.029,1.609,0.17991951489108873,0.08675,0.13,0.20775
2023-09-02,0.19911684782608696,0.1385,0.028,1.628,0.2139834721745554,0.09,0.1385,0.20475
2023-09-03,0.19530706521739133,0.1185,0.03,1.287,0.1962975019421993,0.07775,0.1185,0.20875
2023-09-04,0.17655978260869568,0.137,0.028,1.418,0.1508317058869588,0.08475,0.137,0.21525
2023-09-05,0.1977391304347826,0.137,0.034,1.166,0.16870281624355318,0.08375,0.137,0.24975
2023-09-06,0.21319565217391306,0.151,0.038,1.379,0.19794215097070317,0.09475,0.151,0.253
2023-09-07,0.2232119565217391,0.1375,0.028,1.536,0.23132104604135284,0.09375,0.1375,0.2595
2023-09-08,0.17204347826086955,0.122,0.028,1.427,0.1766404876145556,0.078,0.122,0.183
2023-09-09,0.2050869565217391,0.131,0.029,1.959,0.24255531809510186,0.092,0.131,0.20725
2023-09-10,0.2058586956521739,0.1365,0.03,1.581,0.1847376566297209,0.101,0.1365,0.2465
2023-09-11,0.2286521739130435,0.161,0.029,1.463,0.20724176326727128,0.108,0.161,0.27625
2023-09-12,0.21977717391304347,0.147,0.026,1.731,0.20599733952582733,0.102,0.147,0.2515
2023-09-13,0.33763315217391304,0.14,0.03,5.182,0.7935191123578753,0.0995,0.14,0.24825
2023-09-14,0.1995380434782609,0.135,0.031,1.64,0.189963781628937,0.098,0.135,0.22625
2023-09-15,0.18085597826086958,0.13,0.028,1.124,0.1568023571290312,0.09175,0.13,0.2085
2023-09-16,0.22297282608695654,0.132,0.03,1.767,0.232020468703019,0.096,0.132,0.24875
2023-09-17,0.2056358695652174,0.1295,0.028,1.409,0.21732353364028767,0.08975,0.1295,0.212
2023-09-18,0.21151902173913043,0.1405,0.028,1.507,0.20285345824694762,0.09875,0.1405,0.247
2023-09-19,0.2165625,0.1355,0.029,1.366,0.21590895600233068,0.09475,0.1355,0.24025
2023-09-20,0.1948125,0.131,0.028,1.463,0.18546527442545999,0.099,0.131,0.21625
2023-09-21,0.21583967391304348,0.139,0.029,1.822,0.22160186911315477,0.09975,0.139,0.2355
2023-09-22,0.1962445652173913,0.127,0.029,1.298,0.19240274792495754,0.089,0.127,0.2115
2023-09-23,0.18173641304347826,0.1205,0.029,1.455,0.18784065825563614,0.08549999999999999,0.1205,0.20225
2023-09-24,0.19546739130434784,0.125,0.028,1.666,0.21582459328020476,0.082,0.125,0.22175
2023-09-25,0.20833423913043478,0.141,0.028,1.658,0.21246642875439958,0.094,0.141,0.24025
2023-09-26,0.22586956521739132,0.1485,0.023,1.562,0.20286018687749932,0.09775,0.1485,0.28525
2023-09-27,0.22036956521739132,0.1495,0.028,1.826,0.20649992075745444,0.09775,0.1495,0.27725
2023-09-28,0.19165489130434782,0.1325,0.031,1.669,0.1793987321544546,0.09575,0.1325,0.21525
2023-09-29,0.2138940217391304,0.1455,0.029,2.063,0.23325697063771544,0.09675,0.1455,0.25
2023-09-30,0.21886413043478262,0.1345,0.028,2.104,0.2421289048364114,0.093,0.1345,0.231
2023-10-01,0.20386141304347827,0.1275,0.041,1.665,0.2012252112583169,0.09175,0.1275,0.2415
