hogar,PC1,PC2,PC3,PC4
ABLD_Consumos_2023-02_2025-01_,-0.29209749291231596,1.2226825340676186,-0.43017378403213996,1.5089511513890441
AJVG_Consumos_2023-01_2024-12_,3.831235193584677,-0.6306916986421067,-0.8431972092055259,-0.7418357393689771
ATF_Consumos_2024-03_2024-12_,-2.4105279376817985,-0.38405755054693264,0.3927936096768982,0.41504910619396024
FMB_Consumos_2023-03_2025-02_,-0.5629148730560164,0.3685128364341131,1.1469077788883972,-0.31975129466337027
GPC_Consumos_2023-01_2024-12_,0.5568782525263752,0.8320304545668817,-0.20847649322686532,0.12486243639419277
JACL_Consumos_2023-01_2024-12_,-2.2553861593960836,-2.084966627012679,-0.24838037683550748,-0.030941118591766674
JALG_Consumos_2023-01_2024-12_,-0.2922182616215731,1.2215504355435962,-0.11940456657689545,0.4387582907927572
JLG_Consumos_2023-01_2024-12_,-1.468401912182118,-1.9146299532023976,-0.462117462609797,0.24035398808823635
JMM_Consumos_2023-01_2024-12_,-1.0402058180401392,0.8562761058081874,0.23809172784858668,-0.7205525276056167
LFZA_Consumos_2023-01_2024-12_,-2.18173619900942,-0.874954535052568,-0.16975799775908,-0.5888148546482902
MANA_Consumos_2023-01_2024-12_,-0.46460923398297055,0.011650593072115545,-0.3042208853273649,-0.41662179459057264
MBGV_Consumos_2023-01_2024-12_,-0.19081063161453043,1.071659880299634,0.30688792367199674,0.40758119343636545
MJS_Consumos_2024-12_2024-12_,4.407260219326486,-1.6238311603976174,1.5371336806752818,0.7467557851884187
MTTA_Consumos_2023-02_2025-01_,-1.0918558583206106,-0.056446817698764286,-0.19723059700366463,0.3185598421915012
PAA_Consumos_2023-01_2024-12_,1.1005647000348582,-0.5584938715594946,0.35393771940338564,-0.54651104327514
RFM_Consumos_2023-01_2024-12_,2.2959799567327748,0.5303954755486444,-1.782089339061986,0.0011661952655344233
RTF_Consumos_2023-01_2024-12_,0.05884605561240455,2.013313898771771,0.7892962714742803,-0.8370096161962777
