date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k4_2023_02
2023-02-01;1:00;0.041;Real;;;;0
2023-02-01;2:00;0.035;Real;;;;0
2023-02-01;3:00;0.039;Real;;;;0
2023-02-01;4:00;0.034;Real;;;;0
2023-02-01;5:00;0.039;Real;;;;0
2023-02-01;6:00;0.034;Real;;;;0
2023-02-01;7:00;0.038;Real;;;;0
2023-02-01;8:00;0.962;Real;;;;0
2023-02-01;9:00;0.219;Real;;;;0
2023-02-01;10:00;0.114;Real;;;;0
2023-02-01;11:00;0.277;Real;;;;0
2023-02-01;12:00;0.605;Real;;;;0
2023-02-01;13:00;0.861;Real;;;;0
2023-02-01;14:00;0.738;Real;;;;0
2023-02-01;15:00;0.419;Real;;;;0
2023-02-01;16:00;0.117;Real;;;;0
2023-02-01;17:00;0.174;Real;;;;0
2023-02-01;18:00;0.685;Real;;;;0
2023-02-01;19:00;0.195;Real;;;;0
2023-02-01;20:00;0.735;Real;;;;0
2023-02-01;21:00;0.201;Real;;;;0
2023-02-01;22:00;0.293;Real;;;;0
2023-02-01;23:00;0.196;Real;;;;0
2023-02-01;24:00:00;0.12;Real;;;;0
2023-02-02;1:00;0.103;Real;;;;0
2023-02-02;2:00;0.046;Real;;;;0
2023-02-02;3:00;0.038;Real;;;;0
2023-02-02;4:00;0.037;Real;;;;0
2023-02-02;5:00;0.039;Real;;;;0
2023-02-02;6:00;0.107;Real;;;;0
2023-02-02;7:00;0.046;Real;;;;0
2023-02-02;8:00;0.888;Real;;;;0
2023-02-02;9:00;0.066;Real;;;;0
2023-02-02;10:00;0.04;Real;;;;0
2023-02-02;11:00;0.04;Real;;;;0
2023-02-02;12:00;0.033;Real;;;;0
2023-02-02;13:00;0.039;Real;;;;0
2023-02-02;14:00;0.032;Real;;;;0
2023-02-02;15:00;0.381;Real;;;;0
2023-02-02;16:00;0.262;Real;;;;0
