date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k4_2024_04
2024-04-01;1:00;0.116;Real;;;;2
2024-04-01;2:00;0.083;Real;;;;2
2024-04-01;3:00;0.075;Real;;;;2
2024-04-01;4:00;0.077;Real;;;;2
2024-04-01;5:00;0.078;Real;;;;2
2024-04-01;6:00;0.076;Real;;;;2
2024-04-01;7:00;0.074;Real;;;;2
2024-04-01;8:00;0.076;Real;;;;2
2024-04-01;9:00;0.194;Real;;;;2
2024-04-01;10:00;0.216;Real;;;;2
2024-04-01;11:00;0.361;Real;;;;2
2024-04-01;12:00;1.018;Real;;;;2
2024-04-01;13:00;0.317;Real;;;;2
2024-04-01;14:00;0.146;Real;;;;2
2024-04-01;15:00;0.73;Real;;;;2
2024-04-01;16:00;0.205;Real;;;;2
2024-04-01;17:00;0.302;Real;;;;2
2024-04-01;18:00;0.278;Real;;;;2
2024-04-01;19:00;0.096;Real;;;;2
2024-04-01;20:00;0.254;Real;;;;2
2024-04-01;21:00;0.49;Real;;;;2
2024-04-01;22:00;0.299;Real;;;;2
2024-04-01;23:00;0.185;Real;;;;2
2024-04-01;24:00:00;0.091;Real;;;;2
2024-04-02;1:00;0.082;Real;;;;2
2024-04-02;2:00;0.083;Real;;;;2
2024-04-02;3:00;0.083;Real;;;;2
2024-04-02;4:00;0.143;Real;;;;2
2024-04-02;5:00;0.105;Real;;;;2
2024-04-02;6:00;0.078;Real;;;;2
2024-04-02;7:00;0.09;Real;;;;2
2024-04-02;8:00;0.168;Real;;;;2
2024-04-02;9:00;0.138;Real;;;;2
2024-04-02;10:00;0.184;Real;;;;2
2024-04-02;11:00;0.222;Real;;;;2
2024-04-02;12:00;0.362;Real;;;;2
2024-04-02;13:00;0.788;Real;;;;2
2024-04-02;14:00;1.767;Real;;;;2
2024-04-02;15:00;1.016;Real;;;;2
2024-04-02;16:00;0.825;Real;;;;2
2024-04-02;17:00;0.856;Real;;;;2
2024-04-02;18:00;0.086;Real;;;;2
2024-04-02;19:00;0.072;Real;;;;2
2024-04-02;20:00;0.738;Real;;;;2
2024-04-02;21:00;0.339;Real;;;;2
2024-04-02;22:00;0.546;Real;;;;2
2024-04-02;23:00;0.933;Real;;;;2
2024-04-02;24:00:00;0.45;Real;;;;2
2024-04-03;1:00;0.213;Real;;;;2
2024-04-03;2:00;0.104;Real;;;;2
2024-04-03;3:00;0.082;Real;;;;2
2024-04-03;4:00;0.077;Real;;;;2
2024-04-03;5:00;0.076;Real;;;;2
2024-04-03;6:00;0.074;Real;;;;2
2024-04-03;7:00;0.132;Real;;;;2
2024-04-03;8:00;0.187;Real;;;;2
2024-04-03;9:00;0.354;Real;;;;2
2024-04-03;10:00;0.114;Real;;;;2
2024-04-03;11:00;0.155;Real;;;;2
2024-04-03;12:00;0.094;Real;;;;2
2024-04-03;13:00;0.088;Real;;;;2
2024-04-03;14:00;0.086;Real;;;;2
2024-04-03;15:00;0.078;Real;;;;2
2024-04-03;16:00;0.075;Real;;;;2
2024-04-03;17:00;0.076;Real;;;;2
2024-04-03;18:00;0.075;Real;;;;2
2024-04-03;19:00;0.073;Real;;;;2
2024-04-03;20:00;0.074;Real;;;;2
2024-04-03;21:00;0.077;Real;;;;2
2024-04-03;22:00;0.078;Real;;;;2
2024-04-03;23:00;0.081;Real;;;;2
2024-04-03;24:00:00;0.082;Real;;;;2
2024-04-04;1:00;0.082;Real;;;;2
2024-04-04;2:00;0.075;Real;;;;2
2024-04-04;3:00;0.072;Real;;;;2
2024-04-04;4:00;0.072;Real;;;;2
2024-04-04;5:00;0.074;Real;;;;2
2024-04-04;6:00;0.073;Real;;;;2
2024-04-04;7:00;0.081;Real;;;;2
2024-04-04;8:00;0.085;Real;;;;2
2024-04-04;9:00;0.076;Real;;;;2
2024-04-04;10:00;0.073;Real;;;;2
2024-04-04;11:00;0.073;Real;;;;2
2024-04-04;12:00;0.122;Real;;;;2
2024-04-04;13:00;0.113;Real;;;;2
2024-04-04;14:00;0.074;Real;;;;2
2024-04-04;15:00;0.072;Real;;;;2
2024-04-04;16:00;0.074;Real;;;;2
2024-04-04;17:00;0.077;Real;;;;2
2024-04-04;18:00;0.085;Real;;;;2
2024-04-04;19:00;0.084;Real;;;;2
2024-04-04;20:00;0.073;Real;;;;2
2024-04-04;21:00;0.072;Real;;;;2
2024-04-04;22:00;0.075;Real;;;;2
2024-04-04;23:00;0.073;Real;;;;2
2024-04-04;24:00:00;0.076;Real;;;;2
2024-04-05;1:00;0.084;Real;;;;2
2024-04-05;2:00;0.083;Real;;;;2
2024-04-05;3:00;0.072;Real;;;;2
2024-04-05;4:00;0.072;Real;;;;2
2024-04-05;5:00;0.072;Real;;;;2
2024-04-05;6:00;0.079;Real;;;;2
2024-04-05;7:00;0.084;Real;;;;2
2024-04-05;8:00;0.079;Real;;;;2
2024-04-05;9:00;0.079;Real;;;;2
2024-04-05;10:00;0.073;Real;;;;2
2024-04-05;11:00;0.074;Real;;;;2
2024-04-05;12:00;0.073;Real;;;;2
2024-04-05;13:00;0.072;Real;;;;2
2024-04-05;14:00;0.124;Real;;;;2
2024-04-05;15:00;0.115;Real;;;;2
2024-04-05;16:00;0.074;Real;;;;2
2024-04-05;17:00;0.077;Real;;;;2
2024-04-05;18:00;0.084;Real;;;;2
2024-04-05;19:00;0.086;Real;;;;2
2024-04-05;20:00;0.077;Real;;;;2
2024-04-05;21:00;0.075;Real;;;;2
2024-04-05;22:00;0.075;Real;;;;2
2024-04-05;23:00;0.073;Real;;;;2
2024-04-05;24:00:00;0.075;Real;;;;2
2024-04-06;1:00;0.079;Real;;;;2
2024-04-06;2:00;0.089;Real;;;;2
2024-04-06;3:00;0.08;Real;;;;2
2024-04-06;4:00;0.077;Real;;;;2
2024-04-06;5:00;0.073;Real;;;;2
2024-04-06;6:00;0.073;Real;;;;2
2024-04-06;7:00;0.073;Real;;;;2
2024-04-06;8:00;0.081;Real;;;;2
2024-04-06;9:00;0.083;Real;;;;2
2024-04-06;10:00;0.084;Real;;;;2
2024-04-06;11:00;0.075;Real;;;;2
2024-04-06;12:00;0.075;Real;;;;2
2024-04-06;13:00;0.072;Real;;;;2
2024-04-06;14:00;0.074;Real;;;;2
2024-04-06;15:00;0.074;Real;;;;2
2024-04-06;16:00;0.154;Real;;;;2
2024-04-06;17:00;0.088;Real;;;;2
2024-04-06;18:00;0.081;Real;;;;2
2024-04-06;19:00;0.07;Real;;;;2
2024-04-06;20:00;0.074;Real;;;;2
2024-04-06;21:00;0.088;Real;;;;2
2024-04-06;22:00;0.087;Real;;;;2
2024-04-06;23:00;0.072;Real;;;;2
2024-04-06;24:00:00;0.074;Real;;;;2
2024-04-07;1:00;0.072;Real;;;;2
2024-04-07;2:00;0.087;Real;;;;2
2024-04-07;3:00;0.082;Real;;;;2
2024-04-07;4:00;0.071;Real;;;;2
2024-04-07;5:00;0.074;Real;;;;2
2024-04-07;6:00;0.088;Real;;;;2
2024-04-07;7:00;0.083;Real;;;;2
2024-04-07;8:00;0.071;Real;;;;2
2024-04-07;9:00;0.073;Real;;;;2
2024-04-07;10:00;0.088;Real;;;;2
2024-04-07;11:00;0.081;Real;;;;2
2024-04-07;12:00;0.07;Real;;;;2
2024-04-07;13:00;0.071;Real;;;;2
2024-04-07;14:00;0.085;Real;;;;2
2024-04-07;15:00;0.088;Real;;;;2
2024-04-07;16:00;0.075;Real;;;;2
2024-04-07;17:00;0.073;Real;;;;2
2024-04-07;18:00;0.075;Real;;;;2
2024-04-07;19:00;0.082;Real;;;;2
2024-04-07;20:00;0.089;Real;;;;2
2024-04-07;21:00;0.078;Real;;;;2
2024-04-07;22:00;0.072;Real;;;;2
2024-04-07;23:00;0.074;Real;;;;2
2024-04-07;24:00:00;0.085;Real;;;;2
2024-04-08;1:00;0.086;Real;;;;2
2024-04-08;2:00;0.143;Real;;;;2
2024-04-08;3:00;0.182;Real;;;;2
2024-04-08;4:00;0.076;Real;;;;2
2024-04-08;5:00;0.074;Real;;;;2
2024-04-08;6:00;0.092;Real;;;;2
2024-04-08;7:00;0.063;Real;;;;2
2024-04-08;8:00;0.073;Real;;;;2
2024-04-08;9:00;0.113;Real;;;;2
2024-04-08;10:00;0.137;Real;;;;2
2024-04-08;11:00;0.168;Real;;;;2
2024-04-08;12:00;0.427;Real;;;;2
2024-04-08;13:00;0.557;Real;;;;2
2024-04-08;14:00;0.614;Real;;;;2
2024-04-08;15:00;0.096;Real;;;;2
2024-04-08;16:00;0.095;Real;;;;2
2024-04-08;17:00;0.15;Real;;;;2
2024-04-08;18:00;0.123;Real;;;;2
2024-04-08;19:00;0.135;Real;;;;2
2024-04-08;20:00;0.163;Real;;;;2
2024-04-08;21:00;0.525;Real;;;;2
2024-04-08;22:00;0.389;Real;;;;2
2024-04-08;23:00;0.121;Real;;;;2
2024-04-08;24:00:00;0.077;Real;;;;2
2024-04-09;1:00;0.243;Real;;;;2
2024-04-09;2:00;0.098;Real;;;;2
2024-04-09;3:00;0.086;Real;;;;2
2024-04-09;4:00;0.075;Real;;;;2
2024-04-09;5:00;0.074;Real;;;;2
2024-04-09;6:00;0.083;Real;;;;2
2024-04-09;7:00;0.089;Real;;;;2
2024-04-09;8:00;0.194;Real;;;;2
2024-04-09;9:00;0.255;Real;;;;2
2024-04-09;10:00;0.063;Real;;;;2
2024-04-09;11:00;0.056;Real;;;;2
2024-04-09;12:00;0.063;Real;;;;2
2024-04-09;13:00;0.593;Real;;;;2
2024-04-09;14:00;0.917;Real;;;;2
2024-04-09;15:00;0.153;Real;;;;2
2024-04-09;16:00;0.493;Real;;;;2
2024-04-09;17:00;0.189;Real;;;;2
2024-04-09;18:00;0.076;Real;;;;2
2024-04-09;19:00;0.067;Real;;;;2
2024-04-09;20:00;0.172;Real;;;;2
2024-04-09;21:00;0.326;Real;;;;2
2024-04-09;22:00;0.292;Real;;;;2
2024-04-09;23:00;0.343;Real;;;;2
2024-04-09;24:00:00;0.234;Real;;;;2
2024-04-10;1:00;0.099;Real;;;;2
2024-04-10;2:00;0.09;Real;;;;2
2024-04-10;3:00;0.085;Real;;;;2
2024-04-10;4:00;0.08;Real;;;;2
2024-04-10;5:00;0.082;Real;;;;2
2024-04-10;6:00;0.08;Real;;;;2
2024-04-10;7:00;0.083;Real;;;;2
2024-04-10;8:00;0.092;Real;;;;2
2024-04-10;9:00;0.309;Real;;;;2
2024-04-10;10:00;0.073;Real;;;;2
2024-04-10;11:00;0.068;Real;;;;2
2024-04-10;12:00;0.066;Real;;;;2
2024-04-10;13:00;0.088;Real;;;;2
2024-04-10;14:00;0.14;Real;;;;2
2024-04-10;15:00;0.121;Real;;;;2
2024-04-10;16:00;0.081;Real;;;;2
2024-04-10;17:00;0.079;Real;;;;2
2024-04-10;18:00;0.077;Real;;;;2
2024-04-10;19:00;0.078;Real;;;;2
2024-04-10;20:00;0.076;Real;;;;2
2024-04-10;21:00;0.076;Real;;;;2
2024-04-10;22:00;0.432;Real;;;;2
2024-04-10;23:00;0.11;Real;;;;2
2024-04-10;24:00:00;0.149;Real;;;;2
2024-04-11;1:00;0.082;Real;;;;2
2024-04-11;2:00;0.077;Real;;;;2
2024-04-11;3:00;0.078;Real;;;;2
2024-04-11;4:00;0.075;Real;;;;2
2024-04-11;5:00;0.137;Real;;;;2
2024-04-11;6:00;0.123;Real;;;;2
2024-04-11;7:00;0.082;Real;;;;2
2024-04-11;8:00;0.277;Real;;;;2
2024-04-11;9:00;0.127;Real;;;;2
2024-04-11;10:00;0.131;Real;;;;2
2024-04-11;11:00;0.097;Real;;;;2
2024-04-11;12:00;0.061;Real;;;;2
2024-04-11;13:00;0.523;Real;;;;2
2024-04-11;14:00;0.574;Real;;;;2
2024-04-11;15:00;0.161;Real;;;;2
2024-04-11;16:00;0.421;Real;;;;2
2024-04-11;17:00;0.068;Real;;;;2
2024-04-11;18:00;0.068;Real;;;;2
2024-04-11;19:00;0.059;Real;;;;2
2024-04-11;20:00;0.126;Real;;;;2
2024-04-11;21:00;1.06;Real;;;;2
2024-04-11;22:00;0.202;Real;;;;2
2024-04-11;23:00;0.172;Real;;;;2
2024-04-11;24:00:00;0.103;Real;;;;2
2024-04-12;1:00;0.087;Real;;;;2
2024-04-12;2:00;0.082;Real;;;;2
2024-04-12;3:00;0.077;Real;;;;2
2024-04-12;4:00;0.076;Real;;;;2
2024-04-12;5:00;0.073;Real;;;;2
2024-04-12;6:00;0.075;Real;;;;2
2024-04-12;7:00;0.102;Real;;;;2
2024-04-12;8:00;0.528;Real;;;;2
2024-04-12;9:00;0.576;Real;;;;2
2024-04-12;10:00;0.096;Real;;;;2
2024-04-12;11:00;0.12;Real;;;;2
2024-04-12;12:00;0.093;Real;;;;2
2024-04-12;13:00;0.065;Real;;;;2
2024-04-12;14:00;0.062;Real;;;;2
2024-04-12;15:00;0.689;Real;;;;2
2024-04-12;16:00;1.057;Real;;;;2
2024-04-12;17:00;0.754;Real;;;;2
2024-04-12;18:00;0.65;Real;;;;2
2024-04-12;19:00;0.271;Real;;;;2
2024-04-12;20:00;0.124;Real;;;;2
2024-04-12;21:00;0.053;Real;;;;2
2024-04-12;22:00;0.235;Real;;;;2
2024-04-12;23:00;0.222;Real;;;;2
2024-04-12;24:00:00;0.216;Real;;;;2
2024-04-13;1:00;0.114;Real;;;;2
2024-04-13;2:00;0.056;Real;;;;2
2024-04-13;3:00;0.079;Real;;;;2
2024-04-13;4:00;0.055;Real;;;;2
2024-04-13;5:00;0.077;Real;;;;2
2024-04-13;6:00;0.063;Real;;;;2
2024-04-13;7:00;0.063;Real;;;;2
2024-04-13;8:00;0.07;Real;;;;2
2024-04-13;9:00;0.077;Real;;;;2
2024-04-13;10:00;0.106;Real;;;;2
2024-04-13;11:00;0.288;Real;;;;2
2024-04-13;12:00;0.444;Real;;;;2
2024-04-13;13:00;0.813;Real;;;;2
2024-04-13;14:00;0.677;Real;;;;2
2024-04-13;15:00;0.14;Real;;;;2
2024-04-13;16:00;0.082;Real;;;;2
2024-04-13;17:00;0.099;Real;;;;2
2024-04-13;18:00;0.291;Real;;;;2
2024-04-13;19:00;0.088;Real;;;;2
2024-04-13;20:00;0.101;Real;;;;2
2024-04-13;21:00;0.095;Real;;;;2
2024-04-13;22:00;0.29;Real;;;;2
2024-04-13;23:00;0.496;Real;;;;2
2024-04-13;24:00:00;0.224;Real;;;;2
2024-04-14;1:00;0.142;Real;;;;2
2024-04-14;2:00;0.066;Real;;;;2
2024-04-14;3:00;0.07;Real;;;;2
2024-04-14;4:00;0.139;Real;;;;2
2024-04-14;5:00;0.117;Real;;;;2
2024-04-14;6:00;0.06;Real;;;;2
2024-04-14;7:00;0.073;Real;;;;2
2024-04-14;8:00;0.095;Real;;;;2
2024-04-14;9:00;0.068;Real;;;;2
2024-04-14;10:00;0.063;Real;;;;2
2024-04-14;11:00;0.28;Real;;;;2
2024-04-14;12:00;0.451;Real;;;;2
2024-04-14;13:00;0.101;Real;;;;2
2024-04-14;14:00;0.081;Real;;;;2
2024-04-14;15:00;0.823;Real;;;;2
2024-04-14;16:00;0.623;Real;;;;2
2024-04-14;17:00;0.322;Real;;;;2
2024-04-14;18:00;0.311;Real;;;;2
2024-04-14;19:00;0.119;Real;;;;2
2024-04-14;20:00;0.166;Real;;;;2
2024-04-14;21:00;1.066;Real;;;;2
2024-04-14;22:00;0.921;Real;;;;2
2024-04-14;23:00;0.098;Real;;;;2
2024-04-14;24:00:00;0.093;Real;;;;2
2024-04-15;1:00;0.094;Real;;;;2
2024-04-15;2:00;0.092;Real;;;;2
2024-04-15;3:00;0.091;Real;;;;2
2024-04-15;4:00;0.092;Real;;;;2
2024-04-15;5:00;0.079;Real;;;;2
2024-04-15;6:00;0.124;Real;;;;2
2024-04-15;7:00;0.143;Real;;;;2
2024-04-15;8:00;0.274;Real;;;;2
2024-04-15;9:00;0.091;Real;;;;2
2024-04-15;10:00;0.079;Real;;;;2
2024-04-15;11:00;0.112;Real;;;;2
2024-04-15;12:00;0.096;Real;;;;2
2024-04-15;13:00;0.088;Real;;;;2
2024-04-15;14:00;0.086;Real;;;;2
2024-04-15;15:00;0.444;Real;;;;2
2024-04-15;16:00;0.632;Real;;;;2
2024-04-15;17:00;0.265;Real;;;;2
2024-04-15;18:00;0.336;Real;;;;2
2024-04-15;19:00;0.151;Real;;;;2
2024-04-15;20:00;0.158;Real;;;;2
2024-04-15;21:00;0.433;Real;;;;2
2024-04-15;22:00;0.447;Real;;;;2
2024-04-15;23:00;0.554;Real;;;;2
2024-04-15;24:00:00;0.64;Real;;;;2
2024-04-16;1:00;0.09;Real;;;;2
2024-04-16;2:00;0.093;Real;;;;2
2024-04-16;3:00;0.084;Real;;;;2
2024-04-16;4:00;0.08;Real;;;;2
2024-04-16;5:00;0.082;Real;;;;2
2024-04-16;6:00;0.082;Real;;;;2
2024-04-16;7:00;0.082;Real;;;;2
2024-04-16;8:00;0.105;Real;;;;2
2024-04-16;9:00;0.212;Real;;;;2
2024-04-16;10:00;0.136;Real;;;;2
2024-04-16;11:00;0.09;Real;;;;2
2024-04-16;12:00;0.086;Real;;;;2
2024-04-16;13:00;0.084;Real;;;;2
2024-04-16;14:00;0.088;Real;;;;2
2024-04-16;15:00;0.877;Real;;;;2
2024-04-16;16:00;1.078;Real;;;;2
2024-04-16;17:00;0.327;Real;;;;2
2024-04-16;18:00;0.083;Real;;;;2
2024-04-16;19:00;0.144;Real;;;;2
2024-04-16;20:00;0.245;Real;;;;2
2024-04-16;21:00;0.181;Real;;;;2
2024-04-16;22:00;0.398;Real;;;;2
2024-04-16;23:00;0.23;Real;;;;2
2024-04-16;24:00:00;0.166;Real;;;;2
