date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k4_2024_03
2024-03-01;1:00;0.062;Real;;;;3
2024-03-01;2:00;0.059;Real;;;;3
2024-03-01;3:00;0.057;Real;;;;3
2024-03-01;4:00;0.052;Real;;;;3
2024-03-01;5:00;0.096;Real;;;;3
2024-03-01;6:00;0.08;Real;;;;3
2024-03-01;7:00;0.139;Real;;;;3
2024-03-01;8:00;1.454;Real;;;;3
2024-03-01;9:00;0.06;Real;;;;3
2024-03-01;10:00;0.252;Real;;;;3
2024-03-01;11:00;0.381;Real;;;;3
2024-03-01;12:00;0.623;Real;;;;3
2024-03-01;13:00;0.111;Real;;;;3
2024-03-01;14:00;0.201;Real;;;;3
2024-03-01;15:00;1.5;Real;;;;3
2024-03-01;16:00;0.372;Real;;;;3
2024-03-01;17:00;0.253;Real;;;;3
2024-03-01;18:00;0.171;Real;;;;3
2024-03-01;19:00;1.255;Real;;;;3
2024-03-01;20:00;1.119;Real;;;;3
2024-03-01;21:00;0.448;Real;;;;3
2024-03-01;22:00;0.88;Real;;;;3
2024-03-01;23:00;0.137;Real;;;;3
2024-03-01;24:00:00;0.168;Real;;;;3
2024-03-02;1:00;0.117;Real;;;;3
2024-03-02;2:00;0.12;Real;;;;3
2024-03-02;3:00;0.059;Real;;;;3
2024-03-02;4:00;0.061;Real;;;;3
2024-03-02;5:00;0.056;Real;;;;3
2024-03-02;6:00;0.053;Real;;;;3
2024-03-02;7:00;0.055;Real;;;;3
2024-03-02;8:00;0.056;Real;;;;3
2024-03-02;9:00;0.05;Real;;;;3
2024-03-02;10:00;1.249;Real;;;;3
2024-03-02;11:00;1.689;Real;;;;3
2024-03-02;12:00;1.762;Real;;;;3
2024-03-02;13:00;1.007;Real;;;;3
2024-03-02;14:00;0.114;Real;;;;3
2024-03-02;15:00;0.171;Real;;;;3
2024-03-02;16:00;0.124;Real;;;;3
2024-03-02;17:00;0.121;Real;;;;3
2024-03-02;18:00;0.073;Real;;;;3
2024-03-02;19:00;0.276;Real;;;;3
2024-03-02;20:00;0.21;Real;;;;3
2024-03-02;21:00;0.196;Real;;;;3
2024-03-02;22:00;0.437;Real;;;;3
2024-03-02;23:00;0.14;Real;;;;3
2024-03-02;24:00:00;0.157;Real;;;;3
2024-03-03;1:00;0.202;Real;;;;3
2024-03-03;2:00;0.12;Real;;;;3
2024-03-03;3:00;0.06;Real;;;;3
2024-03-03;4:00;0.056;Real;;;;3
2024-03-03;5:00;0.048;Real;;;;3
2024-03-03;6:00;0.052;Real;;;;3
2024-03-03;7:00;0.05;Real;;;;3
2024-03-03;8:00;0.049;Real;;;;3
2024-03-03;9:00;0.052;Real;;;;3
2024-03-03;10:00;0.152;Real;;;;3
2024-03-03;11:00;1.33;Real;;;;3
2024-03-03;12:00;1.1;Real;;;;3
2024-03-03;13:00;0.38;Real;;;;3
2024-03-03;14:00;2.144;Real;;;;3
2024-03-03;15:00;0.762;Real;;;;3
2024-03-03;16:00;0.279;Real;;;;3
2024-03-03;17:00;0.168;Real;;;;3
2024-03-03;18:00;0.183;Real;;;;3
2024-03-03;19:00;0.056;Real;;;;3
2024-03-03;20:00;0.046;Real;;;;3
2024-03-03;21:00;0.049;Real;;;;3
2024-03-03;22:00;0.17;Real;;;;3
2024-03-03;23:00;0.206;Real;;;;3
2024-03-03;24:00:00;0.123;Real;;;;3
2024-03-04;1:00;0.099;Real;;;;3
2024-03-04;2:00;0.075;Real;;;;3
2024-03-04;3:00;0.066;Real;;;;3
2024-03-04;4:00;0.063;Real;;;;3
2024-03-04;5:00;0.053;Real;;;;3
2024-03-04;6:00;0.051;Real;;;;3
2024-03-04;7:00;0.1;Real;;;;3
2024-03-04;8:00;0.082;Real;;;;3
2024-03-04;9:00;0.049;Real;;;;3
2024-03-04;10:00;0.755;Real;;;;3
2024-03-04;11:00;1.736;Real;;;;3
2024-03-04;12:00;1.661;Real;;;;3
2024-03-04;13:00;0.323;Real;;;;3
2024-03-04;14:00;0.708;Real;;;;3
2024-03-04;15:00;0.677;Real;;;;3
2024-03-04;16:00;0.143;Real;;;;3
2024-03-04;17:00;0.169;Real;;;;3
2024-03-04;18:00;1.22;Real;;;;3
2024-03-04;19:00;0.282;Real;;;;3
2024-03-04;20:00;0.498;Real;;;;3
2024-03-04;21:00;0.555;Real;;;;3
2024-03-04;22:00;1.235;Real;;;;3
2024-03-04;23:00;0.436;Real;;;;3
2024-03-04;24:00:00;0.142;Real;;;;3
2024-03-05;1:00;0.113;Real;;;;3
2024-03-05;2:00;0.122;Real;;;;3
2024-03-05;3:00;0.074;Real;;;;3
2024-03-05;4:00;0.055;Real;;;;3
2024-03-05;5:00;0.057;Real;;;;3
2024-03-05;6:00;0.054;Real;;;;3
2024-03-05;7:00;0.052;Real;;;;3
2024-03-05;8:00;0.134;Real;;;;3
2024-03-05;9:00;0.147;Real;;;;3
2024-03-05;10:00;1.74;Real;;;;3
2024-03-05;11:00;0.401;Real;;;;3
2024-03-05;12:00;0.196;Real;;;;3
2024-03-05;13:00;0.768;Real;;;;3
2024-03-05;14:00;0.153;Real;;;;3
2024-03-05;15:00;0.658;Real;;;;3
2024-03-05;16:00;0.132;Real;;;;3
2024-03-05;17:00;0.16;Real;;;;3
2024-03-05;18:00;0.115;Real;;;;3
2024-03-05;19:00;0.203;Real;;;;3
2024-03-05;20:00;0.594;Real;;;;3
2024-03-05;21:00;0.32;Real;;;;3
2024-03-05;22:00;0.512;Real;;;;3
2024-03-05;23:00;0.271;Real;;;;3
2024-03-05;24:00:00;0.114;Real;;;;3
2024-03-06;1:00;0.067;Real;;;;3
2024-03-06;2:00;0.064;Real;;;;3
2024-03-06;3:00;0.068;Real;;;;3
2024-03-06;4:00;0.067;Real;;;;3
2024-03-06;5:00;0.061;Real;;;;3
2024-03-06;6:00;0.068;Real;;;;3
2024-03-06;7:00;0.064;Real;;;;3
2024-03-06;8:00;0.569;Real;;;;3
2024-03-06;9:00;0.971;Real;;;;3
2024-03-06;10:00;0.052;Real;;;;3
2024-03-06;11:00;0.051;Real;;;;3
2024-03-06;12:00;0.051;Real;;;;3
2024-03-06;13:00;0.056;Real;;;;3
2024-03-06;14:00;0.477;Real;;;;3
2024-03-06;15:00;0.595;Real;;;;3
2024-03-06;16:00;0.243;Real;;;;3
2024-03-06;17:00;0.198;Real;;;;3
2024-03-06;18:00;0.429;Real;;;;3
2024-03-06;19:00;0.516;Real;;;;3
2024-03-06;20:00;0.66;Real;;;;3
2024-03-06;21:00;0.971;Real;;;;3
2024-03-06;22:00;0.617;Real;;;;3
2024-03-06;23:00;0.552;Real;;;;3
2024-03-06;24:00:00;0.29;Real;;;;3
2024-03-07;1:00;0.422;Real;;;;3
2024-03-07;2:00;0.042;Real;;;;3
2024-03-07;3:00;0.037;Real;;;;3
2024-03-07;4:00;0.041;Real;;;;3
2024-03-07;5:00;0.044;Real;;;;3
2024-03-07;6:00;0.038;Real;;;;3
2024-03-07;7:00;0.041;Real;;;;3
2024-03-07;8:00;1.101;Real;;;;3
2024-03-07;9:00;0.087;Real;;;;3
2024-03-07;10:00;0.061;Real;;;;3
2024-03-07;11:00;0.042;Real;;;;3
2024-03-07;12:00;0.041;Real;;;;3
2024-03-07;13:00;0.055;Real;;;;3
2024-03-07;14:00;0.056;Real;;;;3
2024-03-07;15:00;0.479;Real;;;;3
2024-03-07;16:00;0.192;Real;;;;3
2024-03-07;17:00;0.388;Real;;;;3
2024-03-07;18:00;0.184;Real;;;;3
2024-03-07;19:00;0.128;Real;;;;3
2024-03-07;20:00;0.112;Real;;;;3
2024-03-07;21:00;0.357;Real;;;;3
2024-03-07;22:00;0.724;Real;;;;3
2024-03-07;23:00;0.682;Real;;;;3
2024-03-07;24:00:00;0.332;Real;;;;3
2024-03-08;1:00;0.409;Real;;;;3
2024-03-08;2:00;0.37;Real;;;;3
2024-03-08;3:00;0.049;Real;;;;3
2024-03-08;4:00;0.049;Real;;;;3
2024-03-08;5:00;0.054;Real;;;;3
2024-03-08;6:00;0.049;Real;;;;3
2024-03-08;7:00;0.072;Real;;;;3
2024-03-08;8:00;0.773;Real;;;;3
2024-03-08;9:00;0.453;Real;;;;3
2024-03-08;10:00;0.1;Real;;;;3
2024-03-08;11:00;0.084;Real;;;;3
2024-03-08;12:00;0.058;Real;;;;3
2024-03-08;13:00;0.053;Real;;;;3
2024-03-08;14:00;0.086;Real;;;;3
2024-03-08;15:00;0.614;Real;;;;3
2024-03-08;16:00;0.743;Real;;;;3
2024-03-08;17:00;0.148;Real;;;;3
2024-03-08;18:00;0.36;Real;;;;3
2024-03-08;19:00;0.22;Real;;;;3
2024-03-08;20:00;0.197;Real;;;;3
2024-03-08;21:00;0.173;Real;;;;3
2024-03-08;22:00;0.342;Real;;;;3
2024-03-08;23:00;0.284;Real;;;;3
2024-03-08;24:00:00;0.138;Real;;;;3
2024-03-09;1:00;0.061;Real;;;;3
2024-03-09;2:00;0.055;Real;;;;3
2024-03-09;3:00;0.04;Real;;;;3
2024-03-09;4:00;0.051;Real;;;;3
2024-03-09;5:00;0.05;Real;;;;3
2024-03-09;6:00;0.057;Real;;;;3
2024-03-09;7:00;0.116;Real;;;;3
2024-03-09;8:00;0.039;Real;;;;3
2024-03-09;9:00;0.032;Real;;;;3
2024-03-09;10:00;0.903;Real;;;;3
2024-03-09;11:00;0.268;Real;;;;3
2024-03-09;12:00;1.15;Real;;;;3
2024-03-09;13:00;0.271;Real;;;;3
2024-03-09;14:00;0.138;Real;;;;3
2024-03-09;15:00;0.738;Real;;;;3
2024-03-09;16:00;0.569;Real;;;;3
2024-03-09;17:00;0.401;Real;;;;3
2024-03-09;18:00;0.406;Real;;;;3
2024-03-09;19:00;0.579;Real;;;;3
2024-03-09;20:00;0.762;Real;;;;3
2024-03-09;21:00;0.561;Real;;;;3
2024-03-09;22:00;0.371;Real;;;;3
2024-03-09;23:00;0.112;Real;;;;3
2024-03-09;24:00:00;0.23;Real;;;;3
2024-03-10;1:00;0.167;Real;;;;3
2024-03-10;2:00;0.114;Real;;;;3
2024-03-10;3:00;0.12;Real;;;;3
2024-03-10;4:00;0.047;Real;;;;3
2024-03-10;5:00;0.043;Real;;;;3
2024-03-10;6:00;0.043;Real;;;;3
2024-03-10;7:00;0.044;Real;;;;3
2024-03-10;8:00;0.043;Real;;;;3
2024-03-10;9:00;0.578;Real;;;;3
2024-03-10;10:00;0.513;Real;;;;3
2024-03-10;11:00;0.078;Real;;;;3
2024-03-10;12:00;0.691;Real;;;;3
2024-03-10;13:00;1.425;Real;;;;3
2024-03-10;14:00;2.109;Real;;;;3
2024-03-10;15:00;0.533;Real;;;;3
2024-03-10;16:00;0.335;Real;;;;3
2024-03-10;17:00;0.142;Real;;;;3
2024-03-10;18:00;0.188;Real;;;;3
2024-03-10;19:00;0.203;Real;;;;3
2024-03-10;20:00;1.276;Real;;;;3
2024-03-10;21:00;0.754;Real;;;;3
2024-03-10;22:00;0.854;Real;;;;3
2024-03-10;23:00;0.432;Real;;;;3
2024-03-10;24:00:00;0.381;Real;;;;3
2024-03-11;1:00;0.359;Real;;;;3
2024-03-11;2:00;0.455;Real;;;;3
2024-03-11;3:00;0.076;Real;;;;3
2024-03-11;4:00;0.036;Real;;;;3
2024-03-11;5:00;0.06;Real;;;;3
2024-03-11;6:00;0.054;Real;;;;3
2024-03-11;7:00;0.141;Real;;;;3
2024-03-11;8:00;0.641;Real;;;;3
2024-03-11;9:00;0.045;Real;;;;3
2024-03-11;10:00;0.039;Real;;;;3
2024-03-11;11:00;0.134;Real;;;;3
2024-03-11;12:00;0.055;Real;;;;3
2024-03-11;13:00;0.056;Real;;;;3
2024-03-11;14:00;0.055;Real;;;;3
2024-03-11;15:00;0.28;Real;;;;3
2024-03-11;16:00;0.259;Real;;;;3
2024-03-11;17:00;0.244;Real;;;;3
2024-03-11;18:00;0.162;Real;;;;3
2024-03-11;19:00;0.11;Real;;;;3
2024-03-11;20:00;0.055;Real;;;;3
2024-03-11;21:00;0.055;Real;;;;3
2024-03-11;22:00;0.316;Real;;;;3
2024-03-11;23:00;0.218;Real;;;;3
2024-03-11;24:00:00;0.175;Real;;;;3
2024-03-12;1:00;0.165;Real;;;;3
2024-03-12;2:00;0.061;Real;;;;3
2024-03-12;3:00;0.041;Real;;;;3
2024-03-12;4:00;0.043;Real;;;;3
2024-03-12;5:00;0.039;Real;;;;3
2024-03-12;6:00;0.038;Real;;;;3
2024-03-12;7:00;0.04;Real;;;;3
2024-03-12;8:00;0.718;Real;;;;3
2024-03-12;9:00;0.843;Real;;;;3
2024-03-12;10:00;0.046;Real;;;;3
2024-03-12;11:00;0.037;Real;;;;3
2024-03-12;12:00;0.038;Real;;;;3
2024-03-12;13:00;0.043;Real;;;;3
2024-03-12;14:00;1.493;Real;;;;3
2024-03-12;15:00;0.973;Real;;;;3
2024-03-12;16:00;0.388;Real;;;;3
2024-03-12;17:00;0.208;Real;;;;3
2024-03-12;18:00;0.352;Real;;;;3
2024-03-12;19:00;0.559;Real;;;;3
2024-03-12;20:00;0.568;Real;;;;3
2024-03-12;21:00;0.634;Real;;;;3
2024-03-12;22:00;0.36;Real;;;;3
2024-03-12;23:00;0.241;Real;;;;3
2024-03-12;24:00:00;0.109;Real;;;;3
2024-03-13;1:00;0.052;Real;;;;3
2024-03-13;2:00;0.045;Real;;;;3
2024-03-13;3:00;0.043;Real;;;;3
2024-03-13;4:00;0.043;Real;;;;3
2024-03-13;5:00;0.039;Real;;;;3
2024-03-13;6:00;0.04;Real;;;;3
2024-03-13;7:00;0.044;Real;;;;3
2024-03-13;8:00;0.152;Real;;;;3
2024-03-13;9:00;0.042;Real;;;;3
2024-03-13;10:00;0.037;Real;;;;3
2024-03-13;11:00;0.129;Real;;;;3
2024-03-13;12:00;0.052;Real;;;;3
2024-03-13;13:00;0.05;Real;;;;3
2024-03-13;14:00;0.046;Real;;;;3
2024-03-13;15:00;0.288;Real;;;;3
2024-03-13;16:00;0.289;Real;;;;3
2024-03-13;17:00;0.247;Real;;;;3
2024-03-13;18:00;0.534;Real;;;;3
2024-03-13;19:00;0.575;Real;;;;3
2024-03-13;20:00;0.519;Real;;;;3
2024-03-13;21:00;0.249;Real;;;;3
2024-03-13;22:00;0.514;Real;;;;3
2024-03-13;23:00;0.198;Real;;;;3
2024-03-13;24:00:00;0.172;Real;;;;3
2024-03-14;1:00;0.171;Real;;;;3
2024-03-14;2:00;0.067;Real;;;;3
2024-03-14;3:00;0.048;Real;;;;3
2024-03-14;4:00;0.051;Real;;;;3
2024-03-14;5:00;0.053;Real;;;;3
2024-03-14;6:00;0.051;Real;;;;3
2024-03-14;7:00;0.052;Real;;;;3
2024-03-14;8:00;0.523;Real;;;;3
2024-03-14;9:00;0.047;Real;;;;3
2024-03-14;10:00;0.045;Real;;;;3
2024-03-14;11:00;0.849;Real;;;;3
2024-03-14;12:00;0.449;Real;;;;3
2024-03-14;13:00;0.115;Real;;;;3
2024-03-14;14:00;0.051;Real;;;;3
2024-03-14;15:00;0.352;Real;;;;3
2024-03-14;16:00;0.859;Real;;;;3
2024-03-14;17:00;0.596;Real;;;;3
2024-03-14;18:00;0.733;Real;;;;3
2024-03-14;19:00;0.39;Real;;;;3
2024-03-14;20:00;0.245;Real;;;;3
2024-03-14;21:00;0.708;Real;;;;3
2024-03-14;22:00;0.317;Real;;;;3
2024-03-14;23:00;0.242;Real;;;;3
2024-03-14;24:00:00;0.125;Real;;;;3
2024-03-15;1:00;0.107;Real;;;;3
2024-03-15;2:00;0.065;Real;;;;3
2024-03-15;3:00;0.045;Real;;;;3
2024-03-15;4:00;0.042;Real;;;;3
2024-03-15;5:00;0.042;Real;;;;3
2024-03-15;6:00;0.041;Real;;;;3
2024-03-15;7:00;0.041;Real;;;;3
2024-03-15;8:00;0.872;Real;;;;3
2024-03-15;9:00;0.111;Real;;;;3
2024-03-15;10:00;0.052;Real;;;;3
2024-03-15;11:00;0.036;Real;;;;3
2024-03-15;12:00;0.098;Real;;;;3
2024-03-15;13:00;0.049;Real;;;;3
2024-03-15;14:00;0.328;Real;;;;3
2024-03-15;15:00;0.257;Real;;;;3
2024-03-15;16:00;0.259;Real;;;;3
2024-03-15;17:00;0.151;Real;;;;3
2024-03-15;18:00;0.115;Real;;;;3
2024-03-15;19:00;0.057;Real;;;;3
2024-03-15;20:00;0.117;Real;;;;3
2024-03-15;21:00;0.339;Real;;;;3
2024-03-15;22:00;0.323;Real;;;;3
2024-03-15;23:00;0.23;Real;;;;3
2024-03-15;24:00:00;0.158;Real;;;;3
2024-03-16;1:00;0.071;Real;;;;3
2024-03-16;2:00;0.055;Real;;;;3
2024-03-16;3:00;0.051;Real;;;;3
2024-03-16;4:00;0.041;Real;;;;3
2024-03-16;5:00;0.044;Real;;;;3
2024-03-16;6:00;0.062;Real;;;;3
2024-03-16;7:00;0.138;Real;;;;3
2024-03-16;8:00;0.037;Real;;;;3
2024-03-16;9:00;0.206;Real;;;;3
2024-03-16;10:00;0.444;Real;;;;3
2024-03-16;11:00;0.107;Real;;;;3
2024-03-16;12:00;0.583;Real;;;;3
2024-03-16;13:00;0.057;Real;;;;3
2024-03-16;14:00;0.304;Real;;;;3
2024-03-16;15:00;0.475;Real;;;;3
2024-03-16;16:00;0.142;Real;;;;3
2024-03-16;17:00;0.179;Real;;;;3
2024-03-16;18:00;0.244;Real;;;;3
2024-03-16;19:00;0.494;Real;;;;3
2024-03-16;20:00;0.095;Real;;;;3
2024-03-16;21:00;0.292;Real;;;;3
2024-03-16;22:00;0.212;Real;;;;3
2024-03-16;23:00;0.196;Real;;;;3
2024-03-16;24:00:00;0.19;Real;;;;3
2024-03-17;1:00;0.16;Real;;;;3
2024-03-17;2:00;0.078;Real;;;;3
2024-03-17;3:00;0.078;Real;;;;3
2024-03-17;4:00;0.128;Real;;;;3
2024-03-17;5:00;0.088;Real;;;;3
2024-03-17;6:00;0.058;Real;;;;3
2024-03-17;7:00;0.072;Real;;;;3
2024-03-17;8:00;0.049;Real;;;;3
2024-03-17;9:00;0.073;Real;;;;3
