date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k4_2023_07
2023-07-01;1:00;0.111;Estimada;;;;2
2023-07-01;2:00;0.096;Estimada;;;;2
2023-07-01;3:00;0.085;Estimada;;;;2
2023-07-01;4:00;0.079;Estimada;;;;2
2023-07-01;5:00;0.075;Estimada;;;;2
2023-07-01;6:00;0.074;Estimada;;;;2
2023-07-01;7:00;0.072;Estimada;;;;2
2023-07-01;8:00;0.072;Estimada;;;;2
2023-07-01;9:00;0.084;Estimada;;;;2
2023-07-01;10:00;0.1;Estimada;;;;2
2023-07-01;11:00;0.111;Estimada;;;;2
2023-07-01;12:00;0.115;Estimada;;;;2
2023-07-01;13:00;0.118;Estimada;;;;2
2023-07-01;14:00;0.125;Estimada;;;;2
2023-07-01;15:00;0.128;Estimada;;;;2
2023-07-01;16:00;0.12;Estimada;;;;2
2023-07-01;17:00;0.117;Estimada;;;;2
2023-07-01;18:00;0.116;Estimada;;;;2
2023-07-01;19:00;0.117;Estimada;;;;2
2023-07-01;20:00;0.117;Estimada;;;;2
2023-07-01;21:00;0.119;Estimada;;;;2
2023-07-01;22:00;0.128;Estimada;;;;2
2023-07-01;23:00;0.136;Estimada;;;;2
2023-07-01;24:00:00;0.125;Estimada;;;;2
2023-07-02;1:00;0.111;Estimada;;;;2
2023-07-02;2:00;0.099;Estimada;;;;2
2023-07-02;3:00;0.088;Estimada;;;;2
2023-07-02;4:00;0.081;Estimada;;;;2
2023-07-02;5:00;0.077;Estimada;;;;2
2023-07-02;6:00;0.075;Estimada;;;;2
2023-07-02;7:00;0.072;Estimada;;;;2
2023-07-02;8:00;0.07;Estimada;;;;2
2023-07-02;9:00;0.079;Estimada;;;;2
2023-07-02;10:00;0.094;Estimada;;;;2
2023-07-02;11:00;0.106;Estimada;;;;2
2023-07-02;12:00;0.112;Estimada;;;;2
2023-07-02;13:00;0.115;Estimada;;;;2
2023-07-02;14:00;0.122;Estimada;;;;2
2023-07-02;15:00;0.126;Estimada;;;;2
2023-07-02;16:00;0.119;Estimada;;;;2
2023-07-02;17:00;0.117;Estimada;;;;2
2023-07-02;18:00;0.117;Estimada;;;;2
2023-07-02;19:00;0.119;Estimada;;;;2
2023-07-02;20:00;0.121;Estimada;;;;2
2023-07-02;21:00;0.126;Estimada;;;;2
2023-07-02;22:00;0.138;Estimada;;;;2
2023-07-02;23:00;0.146;Estimada;;;;2
2023-07-02;24:00:00;0.132;Estimada;;;;2
2023-07-03;1:00;0.075;Estimada;;;;2
2023-07-03;2:00;0.066;Real;;;;2
2023-07-03;3:00;0.057;Real;;;;2
2023-07-03;4:00;0.065;Real;;;;2
2023-07-03;5:00;0.06;Real;;;;2
2023-07-03;6:00;0.058;Real;;;;2
2023-07-03;7:00;0.064;Real;;;;2
2023-07-03;8:00;0.112;Real;;;;2
2023-07-03;9:00;0.475;Real;;;;2
2023-07-03;10:00;0.129;Real;;;;2
2023-07-03;11:00;0.08;Real;;;;2
2023-07-03;12:00;0.077;Real;;;;2
2023-07-03;13:00;0.066;Real;;;;2
2023-07-03;14:00;0.134;Real;;;;2
2023-07-03;15:00;0.124;Real;;;;2
2023-07-03;16:00;0.263;Real;;;;2
2023-07-03;17:00;0.103;Real;;;;2
2023-07-03;18:00;0.08;Real;;;;2
2023-07-03;19:00;0.17;Real;;;;2
2023-07-03;20:00;0.133;Real;;;;2
2023-07-03;21:00;0.159;Real;;;;2
2023-07-03;22:00;0.196;Real;;;;2
2023-07-03;23:00;0.155;Real;;;;2
2023-07-03;24:00:00;0.172;Real;;;;2
2023-07-04;1:00;0.179;Estimada;;;;2
2023-07-04;2:00;0.106;Real;;;;2
2023-07-04;3:00;0.092;Real;;;;2
2023-07-04;4:00;0.086;Real;;;;2
2023-07-04;5:00;0.085;Real;;;;2
2023-07-04;6:00;0.084;Real;;;;2
2023-07-04;7:00;0.081;Real;;;;2
2023-07-04;8:00;0.078;Real;;;;2
2023-07-04;9:00;0.083;Real;;;;2
2023-07-04;10:00;0.154;Real;;;;2
2023-07-04;11:00;0.133;Real;;;;2
2023-07-04;12:00;0.166;Real;;;;2
2023-07-04;13:00;0.168;Real;;;;2
2023-07-04;14:00;0.194;Real;;;;2
2023-07-04;15:00;0.142;Real;;;;2
2023-07-04;16:00;0.147;Real;;;;2
2023-07-04;17:00;0.386;Real;;;;2
2023-07-04;18:00;0.442;Real;;;;2
2023-07-04;19:00;0.73;Real;;;;2
2023-07-04;20:00;0.569;Real;;;;2
2023-07-04;21:00;0.465;Real;;;;2
2023-07-04;22:00;0.428;Real;;;;2
2023-07-04;23:00;0.137;Real;;;;2
2023-07-04;24:00:00;0.187;Real;;;;2
2023-07-05;1:00;0.137;Real;;;;2
2023-07-05;2:00;0.069;Real;;;;2
2023-07-05;3:00;0.068;Real;;;;2
2023-07-05;4:00;0.062;Real;;;;2
2023-07-05;5:00;0.067;Real;;;;2
2023-07-05;6:00;0.059;Real;;;;2
2023-07-05;7:00;0.066;Real;;;;2
2023-07-05;8:00;0.062;Real;;;;2
2023-07-05;9:00;0.063;Real;;;;2
2023-07-05;10:00;0.094;Real;;;;2
2023-07-05;11:00;0.12;Real;;;;2
2023-07-05;12:00;0.085;Real;;;;2
2023-07-05;13:00;0.127;Real;;;;2
2023-07-05;14:00;0.149;Real;;;;2
2023-07-05;15:00;0.094;Real;;;;2
2023-07-05;16:00;0.092;Real;;;;2
2023-07-05;17:00;0.12;Real;;;;2
2023-07-05;18:00;0.095;Real;;;;2
2023-07-05;19:00;0.089;Real;;;;2
2023-07-05;20:00;0.1;Real;;;;2
2023-07-05;21:00;0.118;Real;;;;2
2023-07-05;22:00;0.183;Real;;;;2
2023-07-05;23:00;0.137;Real;;;;2
2023-07-05;24:00:00;0.117;Real;;;;2
2023-07-06;1:00;0.101;Real;;;;2
2023-07-06;2:00;0.076;Real;;;;2
2023-07-06;3:00;0.076;Real;;;;2
2023-07-06;4:00;0.065;Real;;;;2
2023-07-06;5:00;0.069;Real;;;;2
2023-07-06;6:00;0.065;Real;;;;2
2023-07-06;7:00;0.062;Real;;;;2
2023-07-06;8:00;0.066;Real;;;;2
2023-07-06;9:00;0.067;Real;;;;2
2023-07-06;10:00;0.168;Real;;;;2
2023-07-06;11:00;0.137;Real;;;;2
2023-07-06;12:00;0.08;Real;;;;2
2023-07-06;13:00;0.085;Real;;;;2
2023-07-06;14:00;0.067;Real;;;;2
2023-07-06;15:00;0.064;Real;;;;2
2023-07-06;16:00;0.067;Real;;;;2
2023-07-06;17:00;0.06;Real;;;;2
2023-07-06;18:00;0.088;Real;;;;2
2023-07-06;19:00;0.111;Real;;;;2
2023-07-06;20:00;0.084;Real;;;;2
2023-07-06;21:00;0.12;Real;;;;2
2023-07-06;22:00;0.183;Real;;;;2
2023-07-06;23:00;0.115;Real;;;;2
2023-07-06;24:00:00;0.121;Real;;;;2
2023-07-07;1:00;0.143;Real;;;;2
2023-07-07;2:00;0.075;Real;;;;2
2023-07-07;3:00;0.062;Real;;;;2
2023-07-07;4:00;0.07;Real;;;;2
2023-07-07;5:00;0.064;Real;;;;2
2023-07-07;6:00;0.065;Real;;;;2
2023-07-07;7:00;0.07;Real;;;;2
2023-07-07;8:00;0.079;Real;;;;2
2023-07-07;9:00;0.098;Real;;;;2
2023-07-07;10:00;0.103;Real;;;;2
2023-07-07;11:00;0.153;Real;;;;2
2023-07-07;12:00;0.146;Real;;;;2
2023-07-07;13:00;0.108;Real;;;;2
2023-07-07;14:00;0.147;Real;;;;2
2023-07-07;15:00;0.181;Real;;;;2
2023-07-07;16:00;0.806;Real;;;;2
2023-07-07;17:00;0.685;Real;;;;2
2023-07-07;18:00;0.263;Real;;;;2
2023-07-07;19:00;0.159;Real;;;;2
2023-07-07;20:00;0.091;Real;;;;2
2023-07-07;21:00;0.071;Real;;;;2
2023-07-07;22:00;0.146;Real;;;;2
2023-07-07;23:00;0.13;Real;;;;2
