date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k4_2023_10
2023-10-01;1:00;0.289;Real;;;;3
2023-10-01;2:00;0.176;Real;;;;3
2023-10-01;3:00;0.151;Real;;;;3
2023-10-01;4:00;0.117;Real;;;;3
2023-10-01;5:00;0.103;Real;;;;3
2023-10-01;6:00;0.108;Real;;;;3
2023-10-01;7:00;0.099;Real;;;;3
2023-10-01;8:00;0.111;Real;;;;3
2023-10-01;9:00;0.124;Real;;;;3
2023-10-01;10:00;0.352;Real;;;;3
2023-10-01;11:00;0.235;Real;;;;3
2023-10-01;12:00;0.306;Real;;;;3
2023-10-01;13:00;0.183;Real;;;;3
2023-10-01;14:00;0.122;Real;;;;3
2023-10-01;15:00;0.329;Real;;;;3
2023-10-01;16:00;0.671;Real;;;;3
2023-10-01;17:00;0.097;Real;;;;3
2023-10-01;18:00;0.178;Real;;;;3
2023-10-01;19:00;0.245;Real;;;;3
2023-10-01;20:00;0.126;Real;;;;3
2023-10-01;21:00;0.199;Real;;;;3
2023-10-01;22:00;0.154;Real;;;;3
2023-10-01;23:00;0.243;Real;;;;3
2023-10-01;24:00:00;0.273;Real;;;;3
2023-10-02;1:00;0.839;Real;;;;3
2023-10-02;2:00;0.141;Real;;;;3
2023-10-02;3:00;0.403;Real;;;;3
2023-10-02;4:00;0.103;Real;;;;3
2023-10-02;5:00;0.116;Real;;;;3
2023-10-02;6:00;0.104;Real;;;;3
2023-10-02;7:00;0.256;Real;;;;3
2023-10-02;8:00;0.254;Real;;;;3
2023-10-02;9:00;0.235;Real;;;;3
2023-10-02;10:00;0.277;Real;;;;3
2023-10-02;11:00;0.153;Real;;;;3
2023-10-02;12:00;0.196;Real;;;;3
2023-10-02;13:00;0.245;Real;;;;3
2023-10-02;14:00;0.327;Real;;;;3
2023-10-02;15:00;0.411;Real;;;;3
2023-10-02;16:00;0.159;Real;;;;3
2023-10-02;17:00;0.224;Real;;;;3
2023-10-02;18:00;0.238;Real;;;;3
2023-10-02;19:00;0.216;Real;;;;3
2023-10-02;20:00;0.2;Real;;;;3
2023-10-02;21:00;0.177;Real;;;;3
2023-10-02;22:00;0.174;Real;;;;3
2023-10-02;23:00;0.979;Real;;;;3
2023-10-02;24:00:00;0.536;Real;;;;3
2023-10-03;1:00;0.378;Real;;;;3
2023-10-03;2:00;0.665;Real;;;;3
2023-10-03;3:00;0.203;Real;;;;3
2023-10-03;4:00;0.371;Real;;;;3
2023-10-03;5:00;0.121;Real;;;;3
2023-10-03;6:00;0.112;Real;;;;3
2023-10-03;7:00;0.205;Real;;;;3
2023-10-03;8:00;0.209;Real;;;;3
2023-10-03;9:00;0.303;Real;;;;3
2023-10-03;10:00;0.189;Real;;;;3
2023-10-03;11:00;0.271;Real;;;;3
2023-10-03;12:00;0.273;Real;;;;3
2023-10-03;13:00;0.25;Real;;;;3
2023-10-03;14:00;0.517;Real;;;;3
2023-10-03;15:00;0.211;Real;;;;3
2023-10-03;16:00;0.216;Real;;;;3
2023-10-03;17:00;0.242;Real;;;;3
2023-10-03;18:00;0.183;Real;;;;3
2023-10-03;19:00;0.102;Real;;;;3
2023-10-03;20:00;0.262;Real;;;;3
2023-10-03;21:00;0.207;Real;;;;3
2023-10-03;22:00;0.168;Real;;;;3
2023-10-03;23:00;0.324;Real;;;;3
2023-10-03;24:00:00;0.206;Real;;;;3
2023-10-04;1:00;0.779;Real;;;;3
2023-10-04;2:00;0.175;Real;;;;3
2023-10-04;3:00;0.387;Real;;;;3
2023-10-04;4:00;0.131;Real;;;;3
2023-10-04;5:00;0.16;Real;;;;3
2023-10-04;6:00;0.373;Real;;;;3
2023-10-04;7:00;0.355;Real;;;;3
2023-10-04;8:00;0.138;Real;;;;3
2023-10-04;9:00;0.107;Real;;;;3
2023-10-04;10:00;0.107;Real;;;;3
2023-10-04;11:00;0.13;Real;;;;3
2023-10-04;12:00;0.259;Real;;;;3
2023-10-04;13:00;0.186;Real;;;;3
2023-10-04;14:00;0.251;Real;;;;3
2023-10-04;15:00;0.345;Real;;;;3
2023-10-04;16:00;0.221;Real;;;;3
2023-10-04;17:00;0.161;Real;;;;3
2023-10-04;18:00;0.107;Real;;;;3
2023-10-04;19:00;0.081;Real;;;;3
2023-10-04;20:00;0.094;Real;;;;3
2023-10-04;21:00;0.097;Real;;;;3
2023-10-04;22:00;0.073;Real;;;;3
2023-10-04;23:00;0.116;Real;;;;3
2023-10-04;24:00:00;0.12;Real;;;;3
