hogar,cluster,estrategia,algoritmo,hour,0,1,2,3,4
,,estacion_invierno,GMM_k3_profile,4,0.0761208333333333,0.11795,0.1013871111111108,,
,,estacion_invierno,GMM_k3_profile,5,0.0782972222222222,0.114225,0.1053666666666666,,
,,estacion_invierno,GMM_k3_profile,6,0.0911541666666666,0.1342916666666666,0.2065644444444444,,
,,estacion_invierno,GMM_k3_profile,7,0.1447541666666666,0.1622722222222222,0.4599733333333333,,
,,estacion_invierno,GMM_k3_profile,8,0.1771666666666666,0.2349777777777777,0.3744428888888885,,
,,estacion_invierno,GMM_k3_profile,9,0.1743847222222222,0.2569611111111111,0.3828524444444438,,
,,estacion_invierno,GMM_k3_profile,10,0.1841916666666666,0.291525,0.3897593333333325,,
,,estacion_invierno,GMM_k3_profile,11,0.1614277777777777,0.3078138888888889,0.4230708888888879,,
,,estacion_invierno,GMM_k3_profile,12,0.1733055555555555,0.3742416666666666,0.4900777777777766,,
,,estacion_invierno,GMM_k3_profile,13,0.2205736111111111,0.4817833333333333,0.4721433333333316,,
,,estacion_invierno,GMM_k3_profile,14,0.2914694444444444,0.4045444444444445,0.547901999999999,,
,,estacion_invierno,GMM_k3_profile,15,0.2019916666666666,0.3516555555555555,0.4334435555555548,,
,,estacion_invierno,GMM_k3_profile,16,0.1891902777777777,0.2845777777777777,0.3651297777777773,,
,,estacion_invierno,GMM_k3_profile,17,0.1667958333333333,0.3117083333333333,0.3844693333333331,,
,,estacion_invierno,GMM_k3_profile,18,0.1816805555555555,0.3411027777777777,0.4580244444444444,,
,,estacion_invierno,GMM_k3_profile,19,0.2232986111111111,0.3463888888888888,0.5910466666666666,,
,,estacion_invierno,GMM_k3_profile,20,0.3000541666666667,0.341725,0.62022,,
,,estacion_invierno,GMM_k3_profile,21,0.2323541666666666,0.3554166666666667,0.6334644444444445,,
,,estacion_invierno,GMM_k3_profile,22,0.1714472222222222,0.36315,0.5105844444444444,,
,,estacion_invierno,GMM_k3_profile,23,0.1423986111111111,0.2616055555555556,0.3518688888888889,,
,,estacion_invierno,GMM_k3_profile,total_mean_consumption,3.964236111111111,6.636766666666667,8.901651111111102,,
ABLD,1.0,estacion_invierno,GMM_k4,,,,,,
AJVG,3.0,estacion_invierno,GMM_k4,,,,,,
ATF,0.0,estacion_invierno,GMM_k4,,,,,,
FJAG,3.0,estacion_invierno,GMM_k4,,,,,,
FMB,1.0,estacion_invierno,GMM_k4,,,,,,
GPC,1.0,estacion_invierno,GMM_k4,,,,,,
JACL,0.0,estacion_invierno,GMM_k4,,,,,,
JALG,3.0,estacion_invierno,GMM_k4,,,,,,
JLG,0.0,estacion_invierno,GMM_k4,,,,,,
JMM,2.0,estacion_invierno,GMM_k4,,,,,,
LFZA,0.0,estacion_invierno,GMM_k4,,,,,,
MANA,2.0,estacion_invierno,GMM_k4,,,,,,
MBGV,1.0,estacion_invierno,GMM_k4,,,,,,
MTTA,2.0,estacion_invierno,GMM_k4,,,,,,
PAA,3.0,estacion_invierno,GMM_k4,,,,,,
RFM,0.0,estacion_invierno,GMM_k4,,,,,,
RTF,3.0,estacion_invierno,GMM_k4,,,,,,
,,estacion_invierno,GMM_k4_profile,0,0.1269222222222222,0.1039416666666666,0.3115074074074074,0.204249111111111,
,,estacion_invierno,GMM_k4_profile,1,0.1072955555555555,0.0914277777777777,0.2430111111111111,0.1530648888888886,
,,estacion_invierno,GMM_k4_profile,2,0.0877933333333333,0.083325,0.2124518518518519,0.1308715555555553,
,,estacion_invierno,GMM_k4_profile,3,0.0865999999999999,0.0688694444444444,0.1728703703703703,0.1116737777777775,
,,estacion_invierno,GMM_k4_profile,4,0.0796844444444444,0.0721305555555555,0.131274074074074,0.1013871111111108,
,,estacion_invierno,GMM_k4_profile,5,0.08156,0.072425,0.1285925925925926,0.1053666666666666,
,,estacion_invierno,GMM_k4_profile,6,0.0825333333333333,0.1118361111111111,0.1354629629629629,0.2065644444444444,
,,estacion_invierno,GMM_k4_profile,7,0.09516,0.1940444444444444,0.1850481481481481,0.4599733333333333,
,,estacion_invierno,GMM_k4_profile,8,0.1285133333333333,0.2549027777777778,0.2316888888888889,0.3744428888888885,
,,estacion_invierno,GMM_k4_profile,9,0.14116,0.2472527777777777,0.2427037037037037,0.3828524444444438,
,,estacion_invierno,GMM_k4_profile,10,0.1548355555555555,0.2620055555555555,0.2724777777777777,0.3897593333333325,
,,estacion_invierno,GMM_k4_profile,11,0.1423622222222222,0.2320583333333333,0.2942111111111111,0.4230708888888879,
,,estacion_invierno,GMM_k4_profile,12,0.1463844444444444,0.2691222222222222,0.3583333333333333,0.4900777777777766,
,,estacion_invierno,GMM_k4_profile,13,0.1742933333333333,0.3525083333333333,0.470074074074074,0.4721433333333316,
,,estacion_invierno,GMM_k4_profile,14,0.2374266666666666,0.3598222222222222,0.4411703703703704,0.547901999999999,
,,estacion_invierno,GMM_k4_profile,15,0.1600022222222222,0.2815305555555555,0.365474074074074,0.4334435555555548,
,,estacion_invierno,GMM_k4_profile,16,0.1503977777777778,0.2694388888888889,0.2740296296296296,0.3651297777777773,
,,estacion_invierno,GMM_k4_profile,17,0.1463511111111111,0.2434361111111111,0.2919,0.3844693333333331,
,,estacion_invierno,GMM_k4_profile,18,0.1554955555555555,0.2696361111111111,0.3206111111111111,0.4580244444444444,
,,estacion_invierno,GMM_k4_profile,19,0.1577688888888889,0.3641666666666667,0.3088111111111111,0.5910466666666666,
,,estacion_invierno,GMM_k4_profile,20,0.1948622222222222,0.4359555555555555,0.3497333333333333,0.62022,
,,estacion_invierno,GMM_k4_profile,21,0.1689666666666666,0.3123861111111111,0.3953740740740741,0.6334644444444445,
,,estacion_invierno,GMM_k4_profile,22,0.1520622222222222,0.2008333333333333,0.4201777777777777,0.5105844444444444,
,,estacion_invierno,GMM_k4_profile,23,0.1354177777777778,0.16085,0.2883740740740741,0.3518688888888889,
,,estacion_invierno,GMM_k4_profile,total_mean_consumption,3.2938488888888884,5.313905555555555,6.845362962962963,8.901651111111102,
ABLD,1.0,estacion_invierno,GMM_k5,,,,,,
AJVG,4.0,estacion_invierno,GMM_k5,,,,,,
ATF,0.0,estacion_invierno,GMM_k5,,,,,,
FJAG,4.0,estacion_invierno,GMM_k5,,,,,,
FMB,2.0,estacion_invierno,GMM_k5,,,,,,
GPC,1.0,estacion_invierno,GMM_k5,,,,,,
JACL,0.0,estacion_invierno,GMM_k5,,,,,,
JALG,2.0,estacion_invierno,GMM_k5,,,,,,
JLG,0.0,estacion_invierno,GMM_k5,,,,,,
JMM,2.0,estacion_invierno,GMM_k5,,,,,,
LFZA,0.0,estacion_invierno,GMM_k5,,,,,,
MANA,2.0,estacion_invierno,GMM_k5,,,,,,
MBGV,1.0,estacion_invierno,GMM_k5,,,,,,
MTTA,3.0,estacion_invierno,GMM_k5,,,,,,
PAA,4.0,estacion_invierno,GMM_k5,,,,,,
RFM,0.0,estacion_invierno,GMM_k5,,,,,,
RTF,4.0,estacion_invierno,GMM_k5,,,,,,
,,estacion_invierno,GMM_k5_profile,0,0.1269222222222222,0.1021259259259259,0.1792472222222222,0.4963777777777777,0.2129474999999998
,,estacion_invierno,GMM_k5_profile,1,0.1072955555555555,0.0871444444444444,0.1275916666666666,0.4517444444444444,0.1591311111111108
,,estacion_invierno,GMM_k5_profile,2,0.0877933333333333,0.0823481481481481,0.1165388888888888,0.3878888888888889,0.1309811111111108
,,estacion_invierno,GMM_k5_profile,3,0.0865999999999999,0.0665074074074074,0.1052638888888888,0.2828444444444444,0.1122588888888885
,,estacion_invierno,GMM_k5_profile,4,0.0796844444444444,0.0701814814814814,0.1051666666666666,0.1698111111111111,0.0970644444444441
,,estacion_invierno,GMM_k5_profile,5,0.08156,0.0728592592592592,0.1006888888888889,0.1591111111111111,0.1054666666666666
,,estacion_invierno,GMM_k5_profile,6,0.0825333333333333,0.1055222222222222,0.1192583333333333,0.1826777777777777,0.2275694444444444
,,estacion_invierno,GMM_k5_profile,7,0.09516,0.2274111111111111,0.1415416666666666,0.2523444444444444,0.5326111111111111
,,estacion_invierno,GMM_k5_profile,8,0.1285133333333333,0.2582555555555555,0.2543638888888889,0.2306555555555555,0.3910036111111107
,,estacion_invierno,GMM_k5_profile,9,0.14116,0.2297592592592592,0.2785499999999999,0.2545333333333333,0.3933433333333325
,,estacion_invierno,GMM_k5_profile,10,0.1548355555555555,0.2331185185185185,0.307175,0.2956888888888889,0.3976269444444434
,,estacion_invierno,GMM_k5_profile,11,0.1423622222222222,0.1932037037037036,0.3153111111111111,0.2961888888888889,0.4472941666666653
,,estacion_invierno,GMM_k5_profile,12,0.1463844444444444,0.218174074074074,0.3989666666666666,0.3022888888888889,0.5122999999999985
,,estacion_invierno,GMM_k5_profile,13,0.1742933333333333,0.2977074074074073,0.5303638888888889,0.3295555555555555,0.45920972222222
,,estacion_invierno,GMM_k5_profile,14,0.2374266666666666,0.3815407407407407,0.4159416666666666,0.4568,0.5592802777777764
,,estacion_invierno,GMM_k5_profile,15,0.1600022222222222,0.2719740740740741,0.3321,0.5231777777777777,0.4305655555555546
,,estacion_invierno,GMM_k5_profile,16,0.1503977777777778,0.2538444444444444,0.32255,0.2676444444444444,0.3515288888888883
,,estacion_invierno,GMM_k5_profile,17,0.1463511111111111,0.2008703703703703,0.3485527777777778,0.2848444444444444,0.3725311111111108
,,estacion_invierno,GMM_k5_profile,18,0.1554955555555555,0.2253222222222222,0.3746388888888888,0.2607555555555556,0.4738055555555555
,,estacion_invierno,GMM_k5_profile,19,0.1577688888888889,0.3325148148148149,0.3753194444444444,0.2755111111111111,0.641
,,estacion_invierno,GMM_k5_profile,20,0.1948622222222222,0.475374074074074,0.3963138888888888,0.3055666666666666,0.6442944444444445
,,estacion_invierno,GMM_k5_profile,21,0.1689666666666666,0.338,0.4136833333333333,0.3161111111111111,0.6545361111111111
,,estacion_invierno,GMM_k5_profile,22,0.1520622222222222,0.2037555555555555,0.3133166666666667,0.5348333333333333,0.5543555555555555
,,estacion_invierno,GMM_k5_profile,23,0.1354177777777778,0.1540333333333333,0.257725,0.2913444444444444,0.3708805555555555
,,estacion_invierno,GMM_k5_profile,total_mean_consumption,3.2938488888888884,5.081548148148148,6.630169444444445,7.608300000000001,9.2315861111111
ABLD,0.0,estacion_invierno,KMeans_k2,,,,,,
AJVG,1.0,estacion_invierno,KMeans_k2,,,,,,
ATF,0.0,estacion_invierno,KMeans_k2,,,,,,
FJAG,1.0,estacion_invierno,KMeans_k2,,,,,,
FMB,1.0,estacion_invierno,KMeans_k2,,,,,,
GPC,0.0,estacion_invierno,KMeans_k2,,,,,,
JACL,0.0,estacion_invierno,KMeans_k2,,,,,,
JALG,1.0,estacion_invierno,KMeans_k2,,,,,,
JLG,0.0,estacion_invierno,KMeans_k2,,,,,,
JMM,1.0,estacion_invierno,KMeans_k2,,,,,,
LFZA,0.0,estacion_invierno,KMeans_k2,,,,,,
MANA,1.0,estacion_invierno,KMeans_k2,,,,,,
MBGV,0.0,estacion_invierno,KMeans_k2,,,,,,
MTTA,1.0,estacion_invierno,KMeans_k2,,,,,,
PAA,1.0,estacion_invierno,KMeans_k2,,,,,,
RFM,0.0,estacion_invierno,KMeans_k2,,,,,,
RTF,1.0,estacion_invierno,KMeans_k2,,,,,,
,,estacion_invierno,KMeans_k2_profile,0,0.1176236111111111,0.2294618518518518,,,
,,estacion_invierno,KMeans_k2_profile,1,0.0997388888888888,0.177626172839506,,,
,,estacion_invierno,KMeans_k2_profile,2,0.0857513888888888,0.1531076543209875,,,
,,estacion_invierno,KMeans_k2_profile,3,0.0790652777777777,0.1281039506172838,,,
,,estacion_invierno,KMeans_k2_profile,4,0.0761208333333333,0.1087483950617282,,,
,,estacion_invierno,KMeans_k2_profile,5,0.0782972222222222,0.1093037037037037,,,
,,estacion_invierno,KMeans_k2_profile,6,0.0911541666666666,0.1744432098765432,,,
,,estacion_invierno,KMeans_k2_profile,7,0.1447541666666666,0.3276617283950617,,,
,,estacion_invierno,KMeans_k2_profile,8,0.1771666666666666,0.3124583950617282,,,
,,estacion_invierno,KMeans_k2_profile,9,0.1743847222222222,0.3269007407407403,,,
,,estacion_invierno,KMeans_k2_profile,10,0.1841916666666666,0.3460996296296292,,,
,,estacion_invierno,KMeans_k2_profile,11,0.1614277777777777,0.371845555555555,,,
,,estacion_invierno,KMeans_k2_profile,12,0.1733055555555555,0.4385950617283944,,,
,,estacion_invierno,KMeans_k2_profile,13,0.2205736111111111,0.4764277777777768,,,
,,estacion_invierno,KMeans_k2_profile,14,0.2914694444444444,0.4841875308641969,,,
,,estacion_invierno,KMeans_k2_profile,15,0.2019916666666666,0.3970933333333329,,,
,,estacion_invierno,KMeans_k2_profile,16,0.1891902777777777,0.3293288888888886,,,
,,estacion_invierno,KMeans_k2_profile,17,0.1667958333333333,0.352131111111111,,,
,,estacion_invierno,KMeans_k2_profile,18,0.1816805555555555,0.4060592592592592,,,
,,estacion_invierno,KMeans_k2_profile,19,0.2232986111111111,0.4823098765432098,,,
,,estacion_invierno,KMeans_k2_profile,20,0.3000541666666667,0.4964444444444444,,,
,,estacion_invierno,KMeans_k2_profile,21,0.2323541666666666,0.5098876543209877,,,
,,estacion_invierno,KMeans_k2_profile,22,0.1714472222222222,0.445058024691358,,,
,,estacion_invierno,KMeans_k2_profile,23,0.1423986111111111,0.3117518518518519,,,
,,estacion_invierno,KMeans_k2_profile,total_mean_consumption,3.964236111111111,7.89503580246913,,,
ABLD,0.0,estacion_invierno,KMeans_k3,,,,,,
AJVG,2.0,estacion_invierno,KMeans_k3,,,,,,
ATF,0.0,estacion_invierno,KMeans_k3,,,,,,
FJAG,2.0,estacion_invierno,KMeans_k3,,,,,,
FMB,1.0,estacion_invierno,KMeans_k3,,,,,,
GPC,0.0,estacion_invierno,KMeans_k3,,,,,,
JACL,0.0,estacion_invierno,KMeans_k3,,,,,,
JALG,2.0,estacion_invierno,KMeans_k3,,,,,,
JLG,0.0,estacion_invierno,KMeans_k3,,,,,,
JMM,1.0,estacion_invierno,KMeans_k3,,,,,,
LFZA,0.0,estacion_invierno,KMeans_k3,,,,,,
MANA,1.0,estacion_invierno,KMeans_k3,,,,,,
MBGV,0.0,estacion_invierno,KMeans_k3,,,,,,
MTTA,1.0,estacion_invierno,KMeans_k3,,,,,,
PAA,2.0,estacion_invierno,KMeans_k3,,,,,,
RFM,0.0,estacion_invierno,KMeans_k3,,,,,,
RTF,2.0,estacion_invierno,KMeans_k3,,,,,,
,,estacion_invierno,KMeans_k3_profile,0,0.1176236111111111,0.2609777777777777,0.204249111111111,,
,,estacion_invierno,KMeans_k3_profile,1,0.0997388888888888,0.2083277777777777,0.1530648888888886,,
,,estacion_invierno,KMeans_k3_profile,2,0.0857513888888888,0.1809027777777778,0.1308715555555553,,
,,estacion_invierno,KMeans_k3_profile,3,0.0790652777777777,0.1486416666666666,0.1116737777777775,,
,,estacion_invierno,KMeans_k3_profile,4,0.0761208333333333,0.11795,0.1013871111111108,,
,,estacion_invierno,KMeans_k3_profile,5,0.0782972222222222,0.114225,0.1053666666666666,,
,,estacion_invierno,KMeans_k3_profile,6,0.0911541666666666,0.1342916666666666,0.2065644444444444,,
,,estacion_invierno,KMeans_k3_profile,7,0.1447541666666666,0.1622722222222222,0.4599733333333333,,
,,estacion_invierno,KMeans_k3_profile,8,0.1771666666666666,0.2349777777777777,0.3744428888888885,,
,,estacion_invierno,KMeans_k3_profile,9,0.1743847222222222,0.2569611111111111,0.3828524444444438,,
,,estacion_invierno,KMeans_k3_profile,10,0.1841916666666666,0.291525,0.3897593333333325,,
,,estacion_invierno,KMeans_k3_profile,11,0.1614277777777777,0.3078138888888889,0.4230708888888879,,
,,estacion_invierno,KMeans_k3_profile,12,0.1733055555555555,0.3742416666666666,0.4900777777777766,,
,,estacion_invierno,KMeans_k3_profile,13,0.2205736111111111,0.4817833333333333,0.4721433333333316,,
,,estacion_invierno,KMeans_k3_profile,14,0.2914694444444444,0.4045444444444445,0.547901999999999,,
,,estacion_invierno,KMeans_k3_profile,15,0.2019916666666666,0.3516555555555555,0.4334435555555548,,
,,estacion_invierno,KMeans_k3_profile,16,0.1891902777777777,0.2845777777777777,0.3651297777777773,,
,,estacion_invierno,KMeans_k3_profile,17,0.1667958333333333,0.3117083333333333,0.3844693333333331,,
,,estacion_invierno,KMeans_k3_profile,18,0.1816805555555555,0.3411027777777777,0.4580244444444444,,
,,estacion_invierno,KMeans_k3_profile,19,0.2232986111111111,0.3463888888888888,0.5910466666666666,,
,,estacion_invierno,KMeans_k3_profile,20,0.3000541666666667,0.341725,0.62022,,
,,estacion_invierno,KMeans_k3_profile,21,0.2323541666666666,0.3554166666666667,0.6334644444444445,,
,,estacion_invierno,KMeans_k3_profile,22,0.1714472222222222,0.36315,0.5105844444444444,,
,,estacion_invierno,KMeans_k3_profile,23,0.1423986111111111,0.2616055555555556,0.3518688888888889,,
,,estacion_invierno,KMeans_k3_profile,total_mean_consumption,3.964236111111111,6.636766666666667,8.901651111111102,,
ABLD,1.0,estacion_invierno,KMeans_k4,,,,,,
AJVG,3.0,estacion_invierno,KMeans_k4,,,,,,
ATF,0.0,estacion_invierno,KMeans_k4,,,,,,
FJAG,3.0,estacion_invierno,KMeans_k4,,,,,,
FMB,1.0,estacion_invierno,KMeans_k4,,,,,,
GPC,1.0,estacion_invierno,KMeans_k4,,,,,,
JACL,0.0,estacion_invierno,KMeans_k4,,,,,,
JALG,3.0,estacion_invierno,KMeans_k4,,,,,,
JLG,0.0,estacion_invierno,KMeans_k4,,,,,,
JMM,2.0,estacion_invierno,KMeans_k4,,,,,,
LFZA,0.0,estacion_invierno,KMeans_k4,,,,,,
MANA,2.0,estacion_invierno,KMeans_k4,,,,,,
MBGV,1.0,estacion_invierno,KMeans_k4,,,,,,
MTTA,2.0,estacion_invierno,KMeans_k4,,,,,,
PAA,3.0,estacion_invierno,KMeans_k4,,,,,,
RFM,0.0,estacion_invierno,KMeans_k4,,,,,,
RTF,3.0,estacion_invierno,KMeans_k4,,,,,,
,,estacion_invierno,KMeans_k4_profile,0,0.1269222222222222,0.1039416666666666,0.3115074074074074,0.204249111111111,
,,estacion_invierno,KMeans_k4_profile,1,0.1072955555555555,0.0914277777777777,0.2430111111111111,0.1530648888888886,
,,estacion_invierno,KMeans_k4_profile,2,0.0877933333333333,0.083325,0.2124518518518519,0.1308715555555553,
,,estacion_invierno,KMeans_k4_profile,3,0.0865999999999999,0.0688694444444444,0.1728703703703703,0.1116737777777775,
,,estacion_invierno,KMeans_k4_profile,4,0.0796844444444444,0.0721305555555555,0.131274074074074,0.1013871111111108,
,,estacion_invierno,KMeans_k4_profile,5,0.08156,0.072425,0.1285925925925926,0.1053666666666666,
,,estacion_invierno,KMeans_k4_profile,6,0.0825333333333333,0.1118361111111111,0.1354629629629629,0.2065644444444444,
,,estacion_invierno,KMeans_k4_profile,7,0.09516,0.1940444444444444,0.1850481481481481,0.4599733333333333,
,,estacion_invierno,KMeans_k4_profile,8,0.1285133333333333,0.2549027777777778,0.2316888888888889,0.3744428888888885,
,,estacion_invierno,KMeans_k4_profile,9,0.14116,0.2472527777777777,0.2427037037037037,0.3828524444444438,
,,estacion_invierno,KMeans_k4_profile,10,0.1548355555555555,0.2620055555555555,0.2724777777777777,0.3897593333333325,
,,estacion_invierno,KMeans_k4_profile,11,0.1423622222222222,0.2320583333333333,0.2942111111111111,0.4230708888888879,
,,estacion_invierno,KMeans_k4_profile,12,0.1463844444444444,0.2691222222222222,0.3583333333333333,0.4900777777777766,
,,estacion_invierno,KMeans_k4_profile,13,0.1742933333333333,0.3525083333333333,0.470074074074074,0.4721433333333316,
,,estacion_invierno,KMeans_k4_profile,14,0.2374266666666666,0.3598222222222222,0.4411703703703704,0.547901999999999,
,,estacion_invierno,KMeans_k4_profile,15,0.1600022222222222,0.2815305555555555,0.365474074074074,0.4334435555555548,
,,estacion_invierno,KMeans_k4_profile,16,0.1503977777777778,0.2694388888888889,0.2740296296296296,0.3651297777777773,
,,estacion_invierno,KMeans_k4_profile,17,0.1463511111111111,0.2434361111111111,0.2919,0.3844693333333331,
,,estacion_invierno,KMeans_k4_profile,18,0.1554955555555555,0.2696361111111111,0.3206111111111111,0.4580244444444444,
,,estacion_invierno,KMeans_k4_profile,19,0.1577688888888889,0.3641666666666667,0.3088111111111111,0.5910466666666666,
,,estacion_invierno,KMeans_k4_profile,20,0.1948622222222222,0.4359555555555555,0.3497333333333333,0.62022,
,,estacion_invierno,KMeans_k4_profile,21,0.1689666666666666,0.3123861111111111,0.3953740740740741,0.6334644444444445,
,,estacion_invierno,KMeans_k4_profile,22,0.1520622222222222,0.2008333333333333,0.4201777777777777,0.5105844444444444,
,,estacion_invierno,KMeans_k4_profile,23,0.1354177777777778,0.16085,0.2883740740740741,0.3518688888888889,
,,estacion_invierno,KMeans_k4_profile,total_mean_consumption,3.2938488888888884,5.313905555555555,6.845362962962963,8.901651111111102,
ABLD,1.0,estacion_invierno,KMeans_k5,,,,,,
AJVG,4.0,estacion_invierno,KMeans_k5,,,,,,
ATF,0.0,estacion_invierno,KMeans_k5,,,,,,
FJAG,4.0,estacion_invierno,KMeans_k5,,,,,,
FMB,2.0,estacion_invierno,KMeans_k5,,,,,,
GPC,1.0,estacion_invierno,KMeans_k5,,,,,,
JACL,0.0,estacion_invierno,KMeans_k5,,,,,,
JALG,2.0,estacion_invierno,KMeans_k5,,,,,,
JLG,0.0,estacion_invierno,KMeans_k5,,,,,,
JMM,2.0,estacion_invierno,KMeans_k5,,,,,,
LFZA,0.0,estacion_invierno,KMeans_k5,,,,,,
MANA,2.0,estacion_invierno,KMeans_k5,,,,,,
MBGV,1.0,estacion_invierno,KMeans_k5,,,,,,
MTTA,3.0,estacion_invierno,KMeans_k5,,,,,,
PAA,4.0,estacion_invierno,KMeans_k5,,,,,,
RFM,0.0,estacion_invierno,KMeans_k5,,,,,,
RTF,4.0,estacion_invierno,KMeans_k5,,,,,,
,,estacion_invierno,KMeans_k5_profile,0,0.1269222222222222,0.1021259259259259,0.1792472222222222,0.4963777777777777,0.2129474999999998
,,estacion_invierno,KMeans_k5_profile,1,0.1072955555555555,0.0871444444444444,0.1275916666666666,0.4517444444444444,0.1591311111111108
,,estacion_invierno,KMeans_k5_profile,2,0.0877933333333333,0.0823481481481481,0.1165388888888888,0.3878888888888889,0.1309811111111108
,,estacion_invierno,KMeans_k5_profile,3,0.0865999999999999,0.0665074074074074,0.1052638888888888,0.2828444444444444,0.1122588888888885
,,estacion_invierno,KMeans_k5_profile,4,0.0796844444444444,0.0701814814814814,0.1051666666666666,0.1698111111111111,0.0970644444444441
,,estacion_invierno,KMeans_k5_profile,5,0.08156,0.0728592592592592,0.1006888888888889,0.1591111111111111,0.1054666666666666
,,estacion_invierno,KMeans_k5_profile,6,0.0825333333333333,0.1055222222222222,0.1192583333333333,0.1826777777777777,0.2275694444444444
,,estacion_invierno,KMeans_k5_profile,7,0.09516,0.2274111111111111,0.1415416666666666,0.2523444444444444,0.5326111111111111
,,estacion_invierno,KMeans_k5_profile,8,0.1285133333333333,0.2582555555555555,0.2543638888888889,0.2306555555555555,0.3910036111111107
,,estacion_invierno,KMeans_k5_profile,9,0.14116,0.2297592592592592,0.2785499999999999,0.2545333333333333,0.3933433333333325
,,estacion_invierno,KMeans_k5_profile,10,0.1548355555555555,0.2331185185185185,0.307175,0.2956888888888889,0.3976269444444434
,,estacion_invierno,KMeans_k5_profile,11,0.1423622222222222,0.1932037037037036,0.3153111111111111,0.2961888888888889,0.4472941666666653
,,estacion_invierno,KMeans_k5_profile,12,0.1463844444444444,0.218174074074074,0.3989666666666666,0.3022888888888889,0.5122999999999985
,,estacion_invierno,KMeans_k5_profile,13,0.1742933333333333,0.2977074074074073,0.5303638888888889,0.3295555555555555,0.45920972222222
,,estacion_invierno,KMeans_k5_profile,14,0.2374266666666666,0.3815407407407407,0.4159416666666666,0.4568,0.5592802777777764
,,estacion_invierno,KMeans_k5_profile,15,0.1600022222222222,0.2719740740740741,0.3321,0.5231777777777777,0.4305655555555546
,,estacion_invierno,KMeans_k5_profile,16,0.1503977777777778,0.2538444444444444,0.32255,0.2676444444444444,0.3515288888888883
,,estacion_invierno,KMeans_k5_profile,17,0.1463511111111111,0.2008703703703703,0.3485527777777778,0.2848444444444444,0.3725311111111108
,,estacion_invierno,KMeans_k5_profile,18,0.1554955555555555,0.2253222222222222,0.3746388888888888,0.2607555555555556,0.4738055555555555
,,estacion_invierno,KMeans_k5_profile,19,0.1577688888888889,0.3325148148148149,0.3753194444444444,0.2755111111111111,0.641
,,estacion_invierno,KMeans_k5_profile,20,0.1948622222222222,0.475374074074074,0.3963138888888888,0.3055666666666666,0.6442944444444445
,,estacion_invierno,KMeans_k5_profile,21,0.1689666666666666,0.338,0.4136833333333333,0.3161111111111111,0.6545361111111111
,,estacion_invierno,KMeans_k5_profile,22,0.1520622222222222,0.2037555555555555,0.3133166666666667,0.5348333333333333,0.5543555555555555
,,estacion_invierno,KMeans_k5_profile,23,0.1354177777777778,0.1540333333333333,0.257725,0.2913444444444444,0.3708805555555555
,,estacion_invierno,KMeans_k5_profile,total_mean_consumption,3.2938488888888884,5.081548148148148,6.630169444444445,7.608300000000001,9.2315861111111
ABLD,0.0,estacion_otono,Agglomerative_k2,,,,,,
AJVG,0.0,estacion_otono,Agglomerative_k2,,,,,,
ATF,0.0,estacion_otono,Agglomerative_k2,,,,,,
FJAG,1.0,estacion_otono,Agglomerative_k2,,,,,,
FMB,0.0,estacion_otono,Agglomerative_k2,,,,,,
GPC,0.0,estacion_otono,Agglomerative_k2,,,,,,
JACL,0.0,estacion_otono,Agglomerative_k2,,,,,,
JALG,1.0,estacion_otono,Agglomerative_k2,,,,,,
JLG,0.0,estacion_otono,Agglomerative_k2,,,,,,
JMM,1.0,estacion_otono,Agglomerative_k2,,,,,,
LFZA,0.0,estacion_otono,Agglomerative_k2,,,,,,
MANA,1.0,estacion_otono,Agglomerative_k2,,,,,,
MBGV,0.0,estacion_otono,Agglomerative_k2,,,,,,
MTTA,1.0,estacion_otono,Agglomerative_k2,,,,,,
PAA,1.0,estacion_otono,Agglomerative_k2,,,,,,
RFM,0.0,estacion_otono,Agglomerative_k2,,,,,,
RTF,1.0,estacion_otono,Agglomerative_k2,,,,,,
,,estacion_otono,Agglomerative_k2_profile,0,0.0991844444444444,0.2000746031746031,,,
,,estacion_otono,Agglomerative_k2_profile,1,0.0893846153846153,0.1579591836734693,,,
,,estacion_otono,Agglomerative_k2_profile,2,0.0847717391304347,0.1481195652173913,,,
,,estacion_otono,Agglomerative_k2_profile,3,0.0847296703296703,0.1216122448979591,,,
,,estacion_otono,Agglomerative_k2_profile,4,0.0807681318681318,0.1154003139717425,,,
,,estacion_otono,Agglomerative_k2_profile,5,0.0998681318681318,0.1304301412872841,,,
,,estacion_otono,Agglomerative_k2_profile,6,0.148454945054945,0.1985981161695447,,,
,,estacion_otono,Agglomerative_k2_profile,7,0.1774208791208791,0.2556420722135007,,,
,,estacion_otono,Agglomerative_k2_profile,8,0.1767208791208791,0.2490706436420722,,,
,,estacion_otono,Agglomerative_k2_profile,9,0.1634285714285714,0.247689795918367,,,
,,estacion_otono,Agglomerative_k2_profile,10,0.1690285714285714,0.255040188383045,,,
,,estacion_otono,Agglomerative_k2_profile,11,0.163132967032967,0.3162995290423855,,,
,,estacion_otono,Agglomerative_k2_profile,12,0.1982406593406593,0.4236417582417576,,,
,,estacion_otono,Agglomerative_k2_profile,13,0.219087912087912,0.4474593406593401,,,
,,estacion_otono,Agglomerative_k2_profile,14,0.2228978021978022,0.3950824175824171,,,
,,estacion_otono,Agglomerative_k2_profile,15,0.1833318681318681,0.3037196232339086,,,
