estrategia,algoritmo,k,feature,importance
estacion_primavera,Agglomerative,3,0,0.07466204761011454
estacion_primavera,Agglomerative,3,2,0.07275732846362232
estacion_primavera,Agglomerative,3,3,0.06864998755406289
estacion_primavera,Agglomerative,3,1,0.06829793699158176
estacion_primavera,Agglomerative,3,5,0.06607410141926423
estacion_primavera,Agglomerative,3,4,0.06599423226488377
estacion_primavera,Agglomerative,3,22,0.04884710128831387
estacion_primavera,Agglomerative,3,10,0.041989879524453246
estacion_primavera,Agglomerative,3,17,0.041484740744523387
estacion_primavera,Agglomerative,4,0,0.07410043473773598
estacion_primavera,Agglomerative,4,2,0.07202202681592697
estacion_primavera,Agglomerative,4,23,0.07122589092520688
estacion_primavera,Agglomerative,4,1,0.06918179391674467
estacion_primavera,Agglomerative,4,3,0.0661144814574153
estacion_primavera,Agglomerative,4,4,0.06333916506249233
estacion_primavera,Agglomerative,4,5,0.061717270871362695
estacion_primavera,Agglomerative,4,22,0.048127315035682475
estacion_primavera,Agglomerative,4,10,0.039514676029682144
estacion_primavera,Agglomerative,4,17,0.03780027764898164
estacion_primavera,Agglomerative,5,4,0.07981173189052966
estacion_primavera,Agglomerative,5,3,0.07122731906650558
estacion_primavera,Agglomerative,5,0,0.06845645353553009
estacion_primavera,Agglomerative,5,5,0.06840955058891479
estacion_primavera,Agglomerative,5,2,0.06349259494560544
estacion_primavera,Agglomerative,5,23,0.06142114812382988
estacion_primavera,Agglomerative,5,1,0.060660173442368716
estacion_primavera,Agglomerative,5,17,0.05322823763945087
estacion_primavera,Agglomerative,5,18,0.053222915364689725
estacion_primavera,Agglomerative,5,19,0.04989826894294119
estacion_primavera,GMM,2,11,0.07040586254425955
estacion_primavera,GMM,2,10,0.06870281690134257
estacion_primavera,GMM,2,21,0.06164610030956453
estacion_primavera,GMM,2,17,0.05726792134698139
estacion_primavera,GMM,2,22,0.0568447277194444
estacion_primavera,GMM,2,13,0.054152281799748764
estacion_primavera,GMM,2,18,0.0540692951944009
estacion_primavera,GMM,2,16,0.053832143520323755
estacion_primavera,GMM,2,12,0.05097599401027489
estacion_primavera,GMM,2,9,0.050883130031336564
estacion_primavera,GMM,3,4,0.09247087960344505
estacion_primavera,GMM,3,3,0.07860024086060527
estacion_primavera,GMM,3,5,0.07846195150343925
estacion_primavera,GMM,3,18,0.0671580654115206
estacion_primavera,GMM,3,17,0.06676890828042496
estacion_primavera,GMM,3,19,0.05608214969381112
estacion_primavera,GMM,3,16,0.04710786395946713
estacion_primavera,GMM,3,10,0.04625978356746455
estacion_primavera,GMM,3,23,0.04349975396322093
estacion_primavera,GMM,3,9,0.042612982207797606
estacion_primavera,GMM,4,4,0.08962928253822197
estacion_primavera,GMM,4,3,0.07690562544543246
estacion_primavera,GMM,4,5,0.07489264974504868
estacion_primavera,GMM,4,18,0.0640455395702396
estacion_primavera,GMM,4,17,0.06364366840270233
estacion_primavera,GMM,4,19,0.05254691761209937
estacion_primavera,GMM,4,16,0.04686795857363423
estacion_primavera,GMM,4,10,0.04618509968418131
estacion_primavera,GMM,4,23,0.044374107538768096
estacion_primavera,GMM,4,2,0.04277643426134091
estacion_primavera,GMM,5,4,0.07657635043629821
estacion_primavera,GMM,5,3,0.06859103831582519
estacion_primavera,GMM,5,5,0.06651439479801217
estacion_primavera,GMM,5,0,0.06556045039420402
estacion_primavera,GMM,5,2,0.06069821201001243
estacion_primavera,GMM,5,23,0.06027439067576447
estacion_primavera,GMM,5,1,0.05776658239784086
estacion_primavera,GMM,5,17,0.054535746332647905
estacion_primavera,GMM,5,18,0.05448788246775994
estacion_primavera,GMM,5,19,0.05020056584003995
estacion_verano,KMeans,2,17,0.05705083993896224
estacion_verano,KMeans,2,10,0.05687239590421197
estacion_verano,KMeans,2,16,0.05601755937121458
estacion_verano,KMeans,2,13,0.05589859662078994
estacion_verano,KMeans,2,18,0.05457020157889417
estacion_verano,KMeans,2,9,0.05406958916873173
estacion_verano,KMeans,2,15,0.051561967848289744
estacion_verano,KMeans,2,11,0.05062719308765023
estacion_verano,KMeans,2,19,0.048202613554839784
estacion_verano,KMeans,2,14,0.047532639100245355
estacion_verano,KMeans,3,4,0.06120255551802863
estacion_verano,KMeans,3,3,0.0533675682440656
estacion_verano,KMeans,3,7,0.05171217094626354
estacion_verano,KMeans,3,9,0.05131738189128165
estacion_verano,KMeans,3,10,0.04891294796854055
estacion_verano,KMeans,3,13,0.04741603445899448
estacion_verano,KMeans,3,2,0.046185602178842586
estacion_verano,KMeans,3,14,0.04464520494106057
estacion_verano,KMeans,3,8,0.044584790420133635
estacion_verano,KMeans,3,16,0.04427635542589099
estacion_verano,KMeans,4,0,0.090390867794581
estacion_verano,KMeans,4,1,0.0831666984397304
estacion_verano,KMeans,4,2,0.07461824590941159
estacion_verano,KMeans,4,9,0.0742856224282418
estacion_verano,KMeans,4,10,0.06308165366382468
estacion_verano,KMeans,4,8,0.05393117370420757
estacion_verano,KMeans,4,4,0.04935035656204843
estacion_verano,KMeans,4,23,0.046464000260601344
estacion_verano,KMeans,4,11,0.04035599117674469
estacion_verano,KMeans,4,7,0.038641758944619305
estacion_verano,KMeans,5,1,0.07928069568558331
estacion_verano,KMeans,5,2,0.07555884495577389
estacion_verano,KMeans,5,0,0.07478710061150468
estacion_verano,KMeans,5,9,0.07043115808138244
estacion_verano,KMeans,5,10,0.06173103479432341
estacion_verano,KMeans,5,3,0.05347544443387206
estacion_verano,KMeans,5,8,0.05201389321091253
estacion_verano,KMeans,5,4,0.04846163727622833
estacion_verano,KMeans,5,11,0.04202631241154265
estacion_verano,KMeans,5,23,0.04117671254960564
estacion_verano,Agglomerative,2,10,0.08112851138343113
estacion_verano,Agglomerative,2,11,0.07162787130984449
estacion_verano,Agglomerative,2,18,0.0692281181587631
estacion_verano,Agglomerative,2,9,0.06599433410901798
estacion_verano,Agglomerative,2,19,0.06234765036045091
estacion_verano,Agglomerative,2,17,0.058769320650266674
estacion_verano,Agglomerative,2,12,0.052258975193202405
estacion_verano,Agglomerative,2,4,0.05061387613732706
estacion_verano,Agglomerative,2,0,0.047844422407809846
estacion_verano,Agglomerative,2,2,0.046690575047573186
estacion_verano,Agglomerative,3,10,0.07176652083157244
estacion_verano,Agglomerative,3,11,0.06539027411204848
estacion_verano,Agglomerative,3,18,0.06256792978056264
estacion_verano,Agglomerative,3,9,0.05926511923117013
estacion_verano,Agglomerative,3,19,0.05687027850914194
estacion_verano,Agglomerative,3,17,0.055035243013329724
estacion_verano,Agglomerative,3,12,0.052343326506672144
estacion_verano,Agglomerative,3,4,0.044337995874036716
estacion_verano,Agglomerative,3,16,0.04266551466292296
estacion_verano,Agglomerative,3,0,0.042416150283977015
estacion_verano,Agglomerative,4,10,0.06586505348037554
estacion_verano,Agglomerative,4,9,0.06027591036939952
estacion_verano,Agglomerative,4,4,0.05685327630792028
estacion_verano,Agglomerative,4,11,0.05674830178191896
estacion_verano,Agglomerative,4,18,0.05285868404286817
estacion_verano,Agglomerative,4,7,0.04975559305294073
estacion_verano,Agglomerative,4,2,0.04893157404604093
estacion_verano,Agglomerative,4,19,0.04817310532642532
estacion_verano,Agglomerative,4,8,0.04757993083393112
estacion_verano,Agglomerative,4,17,0.04540977183151633
estacion_verano,Agglomerative,5,19,0.06805880951274883
estacion_verano,Agglomerative,5,18,0.06511081100531978
estacion_verano,Agglomerative,5,0,0.057228520421789
estacion_verano,Agglomerative,5,10,0.05614331110424599
estacion_verano,Agglomerative,5,17,0.05436677805839349
estacion_verano,Agglomerative,5,9,0.052840435324397785
estacion_verano,Agglomerative,5,1,0.05156045689360835
estacion_verano,Agglomerative,5,11,0.04913509349811754
estacion_verano,Agglomerative,5,2,0.04755762515986218
estacion_verano,Agglomerative,5,4,0.045895152810497504
estacion_verano,GMM,2,17,0.05705083993896224
estacion_verano,GMM,2,10,0.05687239590421197
estacion_verano,GMM,2,16,0.05601755937121458
estacion_verano,GMM,2,13,0.05589859662078994
estacion_verano,GMM,2,18,0.05457020157889417
estacion_verano,GMM,2,9,0.05406958916873173
estacion_verano,GMM,2,15,0.051561967848289744
estacion_verano,GMM,2,11,0.05062719308765023
estacion_verano,GMM,2,19,0.048202613554839784
estacion_verano,GMM,2,14,0.047532639100245355
estacion_verano,GMM,3,4,0.06120255551802863
estacion_verano,GMM,3,3,0.0533675682440656
estacion_verano,GMM,3,7,0.05171217094626354
estacion_verano,GMM,3,9,0.05131738189128165
estacion_verano,GMM,3,10,0.04891294796854055
estacion_verano,GMM,3,13,0.04741603445899448
estacion_verano,GMM,3,2,0.046185602178842586
estacion_verano,GMM,3,14,0.04464520494106057
estacion_verano,GMM,3,8,0.044584790420133635
estacion_verano,GMM,3,16,0.04427635542589099
estacion_verano,GMM,4,0,0.090390867794581
estacion_verano,GMM,4,1,0.0831666984397304
estacion_verano,GMM,4,2,0.07461824590941159
estacion_verano,GMM,4,9,0.0742856224282418
estacion_verano,GMM,4,10,0.06308165366382468
estacion_verano,GMM,4,8,0.05393117370420757
estacion_verano,GMM,4,4,0.04935035656204843
estacion_verano,GMM,4,23,0.046464000260601344
estacion_verano,GMM,4,11,0.04035599117674469
estacion_verano,GMM,4,7,0.038641758944619305
estacion_verano,GMM,5,1,0.07928069568558331
estacion_verano,GMM,5,2,0.07555884495577389
estacion_verano,GMM,5,0,0.07478710061150468
estacion_verano,GMM,5,9,0.07043115808138244
estacion_verano,GMM,5,10,0.06173103479432341
estacion_verano,GMM,5,3,0.05347544443387206
estacion_verano,GMM,5,8,0.05201389321091253
estacion_verano,GMM,5,4,0.04846163727622833
estacion_verano,GMM,5,11,0.04202631241154265
estacion_verano,GMM,5,23,0.04117671254960564
estacion_otono,KMeans,2,10,0.07015705607980192
estacion_otono,KMeans,2,21,0.06506825266224017
estacion_otono,KMeans,2,20,0.059237810375013286
estacion_otono,KMeans,2,13,0.05530254821872314
estacion_otono,KMeans,2,16,0.05515586285956516
estacion_otono,KMeans,2,11,0.05505785647445657
estacion_otono,KMeans,2,19,0.05502027791585965
estacion_otono,KMeans,2,9,0.054637609362442205
estacion_otono,KMeans,2,12,0.05395666182017168
estacion_otono,KMeans,2,22,0.05244467702643288
estacion_otono,KMeans,3,0,0.14752963232259886
estacion_otono,KMeans,3,1,0.12993612426695192
estacion_otono,KMeans,3,2,0.127500333225136
estacion_otono,KMeans,3,3,0.08515057985967624
estacion_otono,KMeans,3,23,0.06625374285073889
estacion_otono,KMeans,3,4,0.06306655526733876
estacion_otono,KMeans,3,22,0.054631988262389665
estacion_otono,KMeans,3,5,0.030231826495203517
estacion_otono,KMeans,3,19,0.023757154514208456
estacion_otono,KMeans,3,21,0.02216506750959017
estacion_otono,KMeans,4,0,0.09368046886067183
estacion_otono,KMeans,4,1,0.07940795110141106
estacion_otono,KMeans,4,2,0.07806929504950859
estacion_otono,KMeans,4,11,0.06307581151539897
estacion_otono,KMeans,4,8,0.057512294736234114
estacion_otono,KMeans,4,10,0.056145366855251164
estacion_otono,KMeans,4,3,0.05475136253755059
estacion_otono,KMeans,4,4,0.05270685136332977
estacion_otono,KMeans,4,18,0.05258039511496284
estacion_otono,KMeans,4,19,0.047601947737640274
estacion_otono,KMeans,5,0,0.07774257825486397
estacion_otono,KMeans,5,2,0.07039950692864982
estacion_otono,KMeans,5,1,0.06869668027090536
estacion_otono,KMeans,5,18,0.06056642593180454
estacion_otono,KMeans,5,17,0.058881737029318364
estacion_otono,KMeans,5,3,0.056653143227179216
estacion_otono,KMeans,5,11,0.0558104325817865
estacion_otono,KMeans,5,19,0.05161420799021504
estacion_otono,KMeans,5,4,0.050971852153000395
estacion_otono,KMeans,5,8,0.04986553260704469
estacion_otono,Agglomerative,2,13,0.07564746437872848
estacion_otono,Agglomerative,2,21,0.07269541901783154
estacion_otono,Agglomerative,2,22,0.07141047586902768
estacion_otono,Agglomerative,2,12,0.05301944999640474
estacion_otono,Agglomerative,2,18,0.05210614120034456
estacion_otono,Agglomerative,2,4,0.05156508360709478
estacion_otono,Agglomerative,2,23,0.0505248033155523
estacion_otono,Agglomerative,2,15,0.050417144595002496
estacion_otono,Agglomerative,2,14,0.04956681554944264
estacion_otono,Agglomerative,2,17,0.04736659052461133
estacion_otono,Agglomerative,3,0,0.15904102340324622
estacion_otono,Agglomerative,3,1,0.13682301789319412
estacion_otono,Agglomerative,3,2,0.13477104693575148
estacion_otono,Agglomerative,3,3,0.08603799440789184
estacion_otono,Agglomerative,3,23,0.06961761079008803
estacion_otono,Agglomerative,3,4,0.06534024816460868
estacion_otono,Agglomerative,3,22,0.054859433991673354
estacion_otono,Agglomerative,3,13,0.02639945844916271
estacion_otono,Agglomerative,3,21,0.02584606642422803
estacion_otono,Agglomerative,3,20,0.025204073346685982
estacion_otono,Agglomerative,4,0,0.13248887125357892
estacion_otono,Agglomerative,4,1,0.11579629762056458
estacion_otono,Agglomerative,4,2,0.11401586876737393
estacion_otono,Agglomerative,4,3,0.0762097589528124
estacion_otono,Agglomerative,4,23,0.06445902325114812
estacion_otono,Agglomerative,4,4,0.06100931617482354
estacion_otono,Agglomerative,4,22,0.054777930632255833
estacion_otono,Agglomerative,4,13,0.029563533357078342
estacion_otono,Agglomerative,4,21,0.029201074440948584
estacion_otono,Agglomerative,4,19,0.028352324132643797
estacion_otono,Agglomerative,5,0,0.09115695970613642
estacion_otono,Agglomerative,5,1,0.07837697153668226
estacion_otono,Agglomerative,5,2,0.07715644221635413
estacion_otono,Agglomerative,5,11,0.059028574771403754
estacion_otono,Agglomerative,5,4,0.05632929543842237
estacion_otono,Agglomerative,5,3,0.055668881703409015
estacion_otono,Agglomerative,5,8,0.05192703009884124
estacion_otono,Agglomerative,5,10,0.05107502516210372
estacion_otono,Agglomerative,5,18,0.0501234620972418
estacion_otono,Agglomerative,5,19,0.043769116254592316
estacion_otono,GMM,2,10,0.07015705607980192
estacion_otono,GMM,2,21,0.06506825266224017
estacion_otono,GMM,2,20,0.059237810375013286
estacion_otono,GMM,2,13,0.05530254821872314
estacion_otono,GMM,2,16,0.05515586285956516
estacion_otono,GMM,2,11,0.05505785647445657
estacion_otono,GMM,2,19,0.05502027791585965
estacion_otono,GMM,2,9,0.054637609362442205
estacion_otono,GMM,2,12,0.05395666182017168
estacion_otono,GMM,2,22,0.05244467702643288
estacion_otono,GMM,3,0,0.14752963232259886
estacion_otono,GMM,3,1,0.12993612426695192
estacion_otono,GMM,3,2,0.127500333225136
estacion_otono,GMM,3,3,0.08515057985967624
estacion_otono,GMM,3,23,0.06625374285073889
estacion_otono,GMM,3,4,0.06306655526733876
estacion_otono,GMM,3,22,0.054631988262389665
estacion_otono,GMM,3,5,0.030231826495203517
estacion_otono,GMM,3,19,0.023757154514208456
estacion_otono,GMM,3,21,0.02216506750959017
estacion_otono,GMM,4,0,0.09368046886067183
estacion_otono,GMM,4,1,0.07940795110141106
estacion_otono,GMM,4,2,0.07806929504950859
estacion_otono,GMM,4,11,0.06307581151539897
estacion_otono,GMM,4,8,0.057512294736234114
estacion_otono,GMM,4,10,0.056145366855251164
estacion_otono,GMM,4,3,0.05475136253755059
estacion_otono,GMM,4,4,0.05270685136332977
estacion_otono,GMM,4,18,0.05258039511496284
estacion_otono,GMM,4,19,0.047601947737640274
estacion_otono,GMM,5,0,0.07774257825486397
estacion_otono,GMM,5,2,0.07039950692864982
estacion_otono,GMM,5,1,0.06869668027090536
estacion_otono,GMM,5,18,0.06056642593180454
estacion_otono,GMM,5,17,0.058881737029318364
estacion_otono,GMM,5,3,0.056653143227179216
estacion_otono,GMM,5,11,0.0558104325817865
estacion_otono,GMM,5,19,0.05161420799021504
estacion_otono,GMM,5,4,0.050971852153000395
estacion_otono,GMM,5,8,0.04986553260704469
mes_01,KMeans,2,18,0.08197714536419527
mes_01,KMeans,2,23,0.07803327728008763
mes_01,KMeans,2,11,0.06384948064128823
mes_01,KMeans,2,17,0.05571310740462359
mes_01,KMeans,2,22,0.054117490230147586
mes_01,KMeans,2,13,0.05255744129485985
mes_01,KMeans,2,15,0.051331967081656396
mes_01,KMeans,2,19,0.04733857947072522
mes_01,KMeans,2,12,0.04552814767046957
mes_01,KMeans,2,21,0.043190067829049536
mes_01,KMeans,3,1,0.15150052857002597
mes_01,KMeans,3,2,0.13993385041155365
mes_01,KMeans,3,0,0.1319017472910229
mes_01,KMeans,3,3,0.1262506682815572
mes_01,KMeans,3,4,0.0784392434422208
mes_01,KMeans,3,5,0.04552300981336916
mes_01,KMeans,3,15,0.04299194663385681
mes_01,KMeans,3,23,0.02713101733747692
mes_01,KMeans,3,18,0.026426680282562127
mes_01,KMeans,3,22,0.02290493291915115
mes_01,KMeans,4,1,0.11502589846869492
mes_01,KMeans,4,2,0.10681246219491627
mes_01,KMeans,4,0,0.09950920603386827
mes_01,KMeans,4,3,0.09896427674446831
mes_01,KMeans,4,4,0.06464449722737751
mes_01,KMeans,4,7,0.04669246730271445
mes_01,KMeans,4,8,0.04218123900200006
mes_01,KMeans,4,21,0.03842749591103083
mes_01,KMeans,4,19,0.037478508932245226
mes_01,KMeans,4,5,0.037416246557754856
mes_01,KMeans,5,1,0.08640818289690246
mes_01,KMeans,5,2,0.07876386664417459
mes_01,KMeans,5,12,0.07501348273431598
mes_01,KMeans,5,3,0.07480014885785354
mes_01,KMeans,5,0,0.07312492115752738
mes_01,KMeans,5,5,0.07270953362150702
mes_01,KMeans,5,4,0.05608941148678914
mes_01,KMeans,5,17,0.04923094946262829
mes_01,KMeans,5,18,0.03723578442870224
mes_01,KMeans,5,19,0.03487359352403077
mes_01,Agglomerative,2,18,0.08197714536419527
mes_01,Agglomerative,2,23,0.07803327728008763
mes_01,Agglomerative,2,11,0.06384948064128823
mes_01,Agglomerative,2,17,0.05571310740462359
mes_01,Agglomerative,2,22,0.054117490230147586
mes_01,Agglomerative,2,13,0.05255744129485985
mes_01,Agglomerative,2,15,0.051331967081656396
mes_01,Agglomerative,2,19,0.04733857947072522
mes_01,Agglomerative,2,12,0.04552814767046957
mes_01,Agglomerative,2,21,0.043190067829049536
mes_01,Agglomerative,3,22,0.1039041245218631
mes_01,Agglomerative,3,7,0.09787356216784199
mes_01,Agglomerative,3,19,0.09325076124513257
mes_01,Agglomerative,3,21,0.09143841111119619
mes_01,Agglomerative,3,20,0.0913159409024013
mes_01,Agglomerative,3,8,0.08853248128658021
mes_01,Agglomerative,3,23,0.05621837719721625
mes_01,Agglomerative,3,6,0.038148527900134344
mes_01,Agglomerative,3,16,0.03785159682886454
mes_01,Agglomerative,3,14,0.036240098742189315
mes_01,Agglomerative,4,1,0.08548895993171715
mes_01,Agglomerative,4,2,0.0817359525491333
mes_01,Agglomerative,4,3,0.0767977163490876
mes_01,Agglomerative,4,0,0.07667210922879648
mes_01,Agglomerative,4,8,0.061625571789828124
mes_01,Agglomerative,4,19,0.06076919641998148
mes_01,Agglomerative,4,7,0.060044896238588226
mes_01,Agglomerative,4,20,0.05871723621216759
mes_01,Agglomerative,4,21,0.05777206953459971
mes_01,Agglomerative,4,22,0.05748722084370936
mes_01,Agglomerative,5,1,0.07693222528562103
mes_01,Agglomerative,5,2,0.07300209573656369
mes_01,Agglomerative,5,3,0.06782506477953947
mes_01,Agglomerative,5,0,0.06732322259723743
mes_01,Agglomerative,5,7,0.05922529927935097
mes_01,Agglomerative,5,19,0.05561021844445022
mes_01,Agglomerative,5,8,0.05398182420615171
mes_01,Agglomerative,5,20,0.05216654273006933
mes_01,Agglomerative,5,22,0.05212276632249294
mes_01,Agglomerative,5,21,0.05073913587200391
mes_01,GMM,2,18,0.08197714536419527
mes_01,GMM,2,23,0.07803327728008763
mes_01,GMM,2,11,0.06384948064128823
mes_01,GMM,2,17,0.05571310740462359
mes_01,GMM,2,22,0.054117490230147586
mes_01,GMM,2,13,0.05255744129485985
mes_01,GMM,2,15,0.051331967081656396
mes_01,GMM,2,19,0.04733857947072522
mes_01,GMM,2,12,0.04552814767046957
mes_01,GMM,2,21,0.043190067829049536
mes_01,GMM,3,1,0.15150052857002597
mes_01,GMM,3,2,0.13993385041155365
mes_01,GMM,3,0,0.1319017472910229
mes_01,GMM,3,3,0.1262506682815572
mes_01,GMM,3,4,0.0784392434422208
mes_01,GMM,3,5,0.04552300981336916
mes_01,GMM,3,15,0.04299194663385681
mes_01,GMM,3,23,0.02713101733747692
mes_01,GMM,3,18,0.026426680282562127
mes_01,GMM,3,22,0.02290493291915115
mes_01,GMM,4,1,0.11502589846869492
mes_01,GMM,4,2,0.10681246219491627
mes_01,GMM,4,0,0.09950920603386827
mes_01,GMM,4,3,0.09896427674446831
mes_01,GMM,4,4,0.06464449722737751
mes_01,GMM,4,7,0.04669246730271445
mes_01,GMM,4,8,0.04218123900200006
mes_01,GMM,4,21,0.03842749591103083
mes_01,GMM,4,19,0.037478508932245226
mes_01,GMM,4,5,0.037416246557754856
mes_01,GMM,5,1,0.08640818289690246
mes_01,GMM,5,2,0.07876386664417459
mes_01,GMM,5,12,0.07501348273431598
mes_01,GMM,5,3,0.07480014885785354
mes_01,GMM,5,0,0.07312492115752738
mes_01,GMM,5,5,0.07270953362150702
mes_01,GMM,5,4,0.05608941148678914
mes_01,GMM,5,17,0.04923094946262829
mes_01,GMM,5,18,0.03723578442870224
mes_01,GMM,5,19,0.03487359352403077
mes_02,KMeans,2,22,0.06994328125653362
mes_02,KMeans,2,23,0.06402737436224681
mes_02,KMeans,2,12,0.06224596056443171
mes_02,KMeans,2,10,0.05755688269202311
mes_02,KMeans,2,17,0.0560637127233043
mes_02,KMeans,2,11,0.0552726046705956
mes_02,KMeans,2,13,0.054780105181299624
mes_02,KMeans,2,16,0.04873659575928108
mes_02,KMeans,2,18,0.04808714839605394
mes_02,KMeans,2,15,0.04593276373726686
mes_02,KMeans,3,17,0.05138766645546125
mes_02,KMeans,3,22,0.051162745703563765
mes_02,KMeans,3,12,0.05095641258157556
mes_02,KMeans,3,9,0.050144927240611425
mes_02,KMeans,3,0,0.04956415429577235
mes_02,KMeans,3,11,0.04918539637826243
mes_02,KMeans,3,19,0.048782608446432604
mes_02,KMeans,3,18,0.04809000949613613
mes_02,KMeans,3,10,0.04801036940001665
mes_02,KMeans,3,16,0.047998339887947904
mes_02,KMeans,4,7,0.08097977577074927
mes_02,KMeans,4,21,0.06725940725324565
mes_02,KMeans,4,19,0.055400465551024104
mes_02,KMeans,4,20,0.05216154658220473
mes_02,KMeans,4,6,0.05100620003677332
mes_02,KMeans,4,12,0.04887870471847638
mes_02,KMeans,4,22,0.04799554049941219
mes_02,KMeans,4,18,0.04716512943696443
mes_02,KMeans,4,9,0.046559658621868664
mes_02,KMeans,4,11,0.04547199491891826
mes_02,KMeans,5,2,0.09331733413361126
mes_02,KMeans,5,1,0.09240281793403665
mes_02,KMeans,5,3,0.07954175915010815
mes_02,KMeans,5,0,0.07537518373423371
mes_02,KMeans,5,7,0.048917248823424776
mes_02,KMeans,5,5,0.04361792187701231
mes_02,KMeans,5,21,0.043334145250455786
mes_02,KMeans,5,20,0.040655250710266884
mes_02,KMeans,5,19,0.04052821858990883
mes_02,KMeans,5,22,0.040372468170146364
mes_02,Agglomerative,2,22,0.06994328125653362
mes_02,Agglomerative,2,23,0.06402737436224681
mes_02,Agglomerative,2,12,0.06224596056443171
mes_02,Agglomerative,2,10,0.05755688269202311
mes_02,Agglomerative,2,17,0.0560637127233043
mes_02,Agglomerative,2,11,0.0552726046705956
mes_02,Agglomerative,2,13,0.054780105181299624
mes_02,Agglomerative,2,16,0.04873659575928108
mes_02,Agglomerative,2,18,0.04808714839605394
mes_02,Agglomerative,2,15,0.04593276373726686
mes_02,Agglomerative,3,2,0.1363705771978115
mes_02,Agglomerative,3,1,0.13609931690836696
mes_02,Agglomerative,3,3,0.11669390630720172
mes_02,Agglomerative,3,0,0.11476246260598286
mes_02,Agglomerative,3,5,0.06421595046620077
mes_02,Agglomerative,3,4,0.05092931485187474
mes_02,Agglomerative,3,22,0.04728937666247361
mes_02,Agglomerative,3,18,0.02734963069176021
mes_02,Agglomerative,3,17,0.02575355295373499
mes_02,Agglomerative,3,23,0.02385812923570644
mes_02,Agglomerative,4,2,0.1073003882661295
mes_02,Agglomerative,4,1,0.1056890394129145
mes_02,Agglomerative,4,3,0.09219350871962993
mes_02,Agglomerative,4,0,0.08682106796059588
mes_02,Agglomerative,4,5,0.05114014806198663
mes_02,Agglomerative,4,6,0.04153884810599965
mes_02,Agglomerative,4,19,0.04137321236296204
mes_02,Agglomerative,4,4,0.040073266471110064
mes_02,Agglomerative,4,18,0.03961377508150382
mes_02,Agglomerative,4,22,0.038930012134869074
mes_02,Agglomerative,5,2,0.09339711527714707
mes_02,Agglomerative,5,1,0.09327767152269692
mes_02,Agglomerative,5,3,0.08110296648266019
mes_02,Agglomerative,5,0,0.0805867440121552
mes_02,Agglomerative,5,5,0.047080208660979374
mes_02,Agglomerative,5,22,0.04371231746914786
mes_02,Agglomerative,5,4,0.03972277750648513
mes_02,Agglomerative,5,19,0.03963982127537811
mes_02,Agglomerative,5,6,0.03945797681686798
mes_02,Agglomerative,5,18,0.039022041302143234
mes_02,GMM,2,22,0.07416167761209899
mes_02,GMM,2,23,0.061982375299047814
mes_02,GMM,2,15,0.05865749498594988
mes_02,GMM,2,10,0.0570479987345833
mes_02,GMM,2,16,0.053784479310178414
mes_02,GMM,2,21,0.05200517032384359
mes_02,GMM,2,17,0.051734697223278205
mes_02,GMM,2,11,0.05089798456865682
mes_02,GMM,2,12,0.04856433260040884
mes_02,GMM,2,9,0.04629984123493888
mes_02,GMM,3,17,0.05138766645546125
mes_02,GMM,3,22,0.051162745703563765
mes_02,GMM,3,12,0.05095641258157556
mes_02,GMM,3,9,0.050144927240611425
mes_02,GMM,3,0,0.04956415429577235
mes_02,GMM,3,11,0.04918539637826243
mes_02,GMM,3,19,0.048782608446432604
mes_02,GMM,3,18,0.04809000949613613
mes_02,GMM,3,10,0.04801036940001665
mes_02,GMM,3,16,0.047998339887947904
mes_02,GMM,4,7,0.08097977577074927
mes_02,GMM,4,21,0.06725940725324565
mes_02,GMM,4,19,0.055400465551024104
mes_02,GMM,4,20,0.05216154658220473
mes_02,GMM,4,6,0.05100620003677332
mes_02,GMM,4,12,0.04887870471847638
mes_02,GMM,4,22,0.04799554049941219
mes_02,GMM,4,18,0.04716512943696443
mes_02,GMM,4,9,0.046559658621868664
mes_02,GMM,4,11,0.04547199491891826
mes_02,GMM,5,2,0.09331733413361126
mes_02,GMM,5,1,0.09240281793403665
mes_02,GMM,5,3,0.07954175915010815
mes_02,GMM,5,0,0.07537518373423371
mes_02,GMM,5,7,0.048917248823424776
mes_02,GMM,5,5,0.04361792187701231
mes_02,GMM,5,21,0.043334145250455786
mes_02,GMM,5,20,0.040655250710266884
mes_02,GMM,5,19,0.04052821858990883
mes_02,GMM,5,22,0.040372468170146364
mes_03,KMeans,2,23,0.07905076454798063
mes_03,KMeans,2,22,0.07730039839822377
mes_03,KMeans,2,16,0.05635161986931192
mes_03,KMeans,2,10,0.05595405070657359
mes_03,KMeans,2,21,0.05569767131935913
mes_03,KMeans,2,13,0.05495090145588554
mes_03,KMeans,2,18,0.05349436244081262
mes_03,KMeans,2,17,0.04937535087871916
mes_03,KMeans,2,12,0.04890223896566155
mes_03,KMeans,2,9,0.046115062143671164
mes_03,KMeans,3,0,0.14227496389111624
mes_03,KMeans,3,1,0.12327184970922621
mes_03,KMeans,3,2,0.11543472325092761
mes_03,KMeans,3,3,0.10790597551414116
mes_03,KMeans,3,5,0.09773854793465797
mes_03,KMeans,3,23,0.05055205750480161
mes_03,KMeans,3,22,0.03571060558821297
mes_03,KMeans,3,15,0.026339566258427226
mes_03,KMeans,3,6,0.026149171219144365
mes_03,KMeans,3,10,0.025748485583695413
mes_03,KMeans,4,4,0.09747845540090608
