hogar,cluster,estrategia,algoritmo,Unnamed: 0,0,1,2
,,resumen_consumos_dia_jueves,KMeans_k3_profile,std_Entre semana,0.1745655734214113,0.2849885898164273,0.4713169990896374
,,resumen_consumos_dia_jueves,KMeans_k3_profile,std_invierno,0.1591086751400064,0.3020397497610825,0.4199759255547786
,,resumen_consumos_dia_jueves,KMeans_k3_profile,std_otoño,0.1325202230449672,0.2515431737119675,0.1972804777903834
,,resumen_consumos_dia_jueves,KMeans_k3_profile,std_primavera,0.1363009067555042,0.2490101498213541,0.1720489999890431
,,resumen_consumos_dia_jueves,KMeans_k3_profile,std_verano,0.2028554591473735,0.275044768353859,0.7708211501577693
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Enero,18.43585714285714,36.599222222222224,48.094399999999794
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Febrero,15.181428571428572,28.008111111111116,26.595
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Marzo,14.695714285714288,26.618,31.149
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Abril,12.196857142857144,23.45777777777778,39.233
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Mayo,16.201857142857143,31.495,46.444
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Junio,21.64142857142857,27.97211111111111,55.827799999999584
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Julio,19.559142857142856,26.393666666666668,50.712
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Agosto,21.33028571428571,30.754888888888885,76.885
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Septiembre,12.792857142857144,22.664,29.31769999999964
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Octubre,16.565142857142856,30.180333333333333,33.524
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Noviembre,13.498142857142856,26.538777777777774,28.43
,,resumen_consumos_dia_jueves,KMeans_k3_profile,Diciembre,13.447571428571427,28.87,30.428
,,resumen_consumos_dia_jueves,KMeans_k3_profile,total_mean_consumption,1181.6878030178584,2051.4745633299467,3001.643229556857
ABLD,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
