estrategia,pc,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Entre semana,Fin de semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,s_Entre semana,s_Fin de semana,s_invierno,s_otoño,s_primavera,s_verano,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,std_Entre semana,std_Fin de semana,std_invierno,std_otoño,std_primavera,std_verano,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
resumen_consumos_dia_martes_loadings,PC1,0.1667009929519159,0.1535823437700254,0.0690236313376821,0.1264997601796401,0.121398711871305,0.140618376412882,0.1577760791590111,0.1667009929519163,0.1667009929519162,0.1381830554641502,0.138150798114192,0.1587585656503065,0.1450300856188123,0.1051599797991744,0.1667009929519162,,0.1667009929519162,,,,,,0.1667009929519163,,0.1381830554641502,0.1381507981141919,0.1587585656503066,0.1450300856188123,0.1051599797991744,,0.1667009929519162,,,,,,0.1667009929519162,,0.1479488266256952,0.1567655366362239,0.1623820915912598,0.1161895003351062,0.118424170517082,0.1193788180602511,0.0758956346469213,0.0618308574781473,0.0995992323261044,,0.1535823437700254,,,,,,0.1535823437700254,,0.1175612463239023,0.149981980881682,0.1347973567135251,0.1175249488049878,0.1350529279293685,0.147957262491869,0.1516357344204142,0.1590893718335184,0.1515729123233929,0.0990793604842254,0.1048339050752264,0.1119407775568479,0.1432238921063711,0.1515689329868639,0.1586153369629105,0.1414208798284741
resumen_consumos_dia_martes_loadings,PC2,-0.0265572397345127,0.095159986398641,-0.0438040483942574,0.0933703916235434,-0.2181158889032476,-0.1944773854717959,-0.0382420757037722,-0.026557239734513,-0.0265572397345129,0.1877568139155647,-0.1186345184585868,-0.0165361557234074,0.0426652055330945,-0.1331295654619027,-0.0265572397345129,,-0.0265572397345129,,,,,,-0.0265572397345129,,0.1877568139155647,-0.1186345184585868,-0.0165361557234073,0.0426652055330945,-0.1331295654619028,,-0.0265572397345129,,,,,,-0.0265572397345129,,0.1753465626597059,-0.0505223757793146,0.0087630536316996,-0.2608919466607263,0.0652583690037521,-0.0677161429975854,0.3084791458773281,0.2585961932102581,-0.0073041704437571,,0.095159986398641,,,,,,0.095159986398641,,0.2632039170156249,0.0424073945490099,0.2068017337711881,-0.2255064763185241,0.2168363279355624,0.1701847532291439,0.1231971970675738,-0.0294392503479718,-0.0721733550122001,-0.2444652355006716,-0.2482264378985557,-0.2219550410559379,-0.0818702397191809,-0.045845536380259,-0.0248413505386591,0.1305556408420854
resumen_consumos_dia_martes_loadings,PC3,0.0368133262441016,-0.1511244793241298,0.4084558211110107,-0.2962681844182618,0.0250773640473259,0.0537101457583269,0.1493464084402032,0.0368133262441014,0.0368133262441016,0.0519145883967987,0.17341020218054,-0.1219665191382524,0.0354114506307956,-0.0810222377580534,0.0368133262441015,,0.0368133262441014,,,,,,0.0368133262441015,,0.0519145883967988,0.17341020218054,-0.1219665191382524,0.0354114506307955,-0.0810222377580534,,0.0368133262441015,,,,,,0.0368133262441015,,0.048195643638379,0.135907643993378,0.0668822014694432,-0.1019938511246963,-0.3345812533308947,-0.11599693071299,-0.1117919965143491,0.1709862533732564,-0.3859659740732727,,-0.1511244793241294,,,,,,-0.1511244793241294,,-0.0914625608471678,0.0359404799275785,-0.0419557667639751,-0.1912034234863464,0.0977573675471273,-0.0373967553514542,0.0392626558596597,0.0505245039409609,0.1103167205139691,-0.1580548406146868,-0.0104267332689338,-0.1340453763706989,0.0907148300609778,0.1862950349392745,0.1059674217938046,0.0714249445461203
resumen_consumos_dia_martes_loadings,PC4,0.0176508585624926,-0.0505553492847488,-0.1410235292240123,-0.0321182326827154,0.1454973440404383,0.0391665999345074,-0.0347615751039027,0.0176508585624934,0.017650858562493,0.1192645695346386,-0.1997960000734889,-0.1449479597742531,0.0676533930263101,0.4960091830072476,0.017650858562493,,0.017650858562493,,,,,,0.017650858562493,,0.1192645695346383,-0.1997960000734888,-0.1449479597742532,0.0676533930263102,0.4960091830072478,,0.017650858562493,,,,,,0.017650858562493,,0.0605934839975589,-0.0511377632352689,0.0084496560979282,0.0224094046162299,-0.1500520236715819,-0.291454301414812,-0.0161076795703733,0.1395063870248147,0.0581901329664767,,-0.0505553492847488,,,,,,-0.0505553492847488,,0.0616010240403569,-0.1553419606601753,-0.0661024849656749,-0.0856592525456774,0.0642490477976607,0.0336204564746543,-0.0028284622422724,-0.0635969522631479,0.1207820458360688,-0.0147129667175478,0.2025643287342123,-0.1479554773225327,-0.1328480254302457,0.036138935331281,-0.0728440811604076,0.0716832716618357
resumen_consumos_dia_miercoles_loadings,PC1,0.1697840443811646,0.1547297840031923,0.0986761229074509,0.1183028315926245,0.1222377085693346,0.1424332387072839,0.1612813455461422,0.1697840443811646,0.1697840443811646,0.1348481050188442,0.1444379809662219,0.1552405902533916,0.1422793398016684,0.1077493217072465,0.1697840443811645,,,0.1697840443811646,,,,,0.1697840443811646,,0.1348481050188443,0.1444379809662219,0.1552405902533915,0.1422793398016684,0.1077493217072465,,,0.1697840443811645,,,,,0.1697840443811645,,0.1515031421323408,0.1543054372319475,0.1631727417980424,0.1243023293878472,0.1153494902280052,0.092567054393694,0.0922333001738635,0.0677552920470954,0.0605406839755416,,,0.1547297840031921,,,,,0.1547297840031921,,0.1230575585352629,0.1272912199048828,0.0999195091289512,0.1148930518850456,0.1465321361835317,0.1461015362640074,0.1575277709996923,0.1609967296745735,0.152002135070405,0.1166323323738895,0.1133564883434535,0.1137656838886648,0.1435103693486244,0.1451288636419689,0.1556108369320621,0.136597514841243
resumen_consumos_dia_miercoles_loadings,PC2,-0.0256265168456879,0.0759800287714131,-0.0735991315405041,-0.0035676466584178,-0.2242721829026736,-0.1971045984627831,-0.0195223079095756,-0.0256265168456878,-0.0256265168456879,0.1899725820340057,-0.1636300399696005,-0.0249429132089581,0.096358239785116,-0.1169968511557129,-0.0256265168456879,,,-0.0256265168456879,,,,,-0.0256265168456879,,0.1899725820340058,-0.1636300399696006,-0.0249429132089581,0.0963582397851161,-0.116996851155713,,,-0.0256265168456879,,,,,-0.0256265168456879,,0.176859065460885,-0.0130221856611961,0.00876355474887,-0.2569371750125157,0.0539127928611749,-0.1426715358883283,0.1684974806916212,0.2115788804272055,0.1596408559285459,,,0.075980028771413,,,,,0.075980028771413,,0.2454688352785299,0.1487930309583675,0.2919048111289856,-0.2469153071334955,0.18075371545809,0.1473117786646301,0.0867839973992936,-0.0246397022512006,-0.0318732282344875,-0.2270781638154311,-0.2493166737171607,-0.2278272239297631,-0.0454867274087811,-0.0282352338015918,0.0402738546033922,0.1670000317340076
resumen_consumos_dia_miercoles_loadings,PC3,-0.0305952122869333,0.1839090765315038,0.2523681085072448,0.3134253088227798,-0.057007774211826,-0.1023225749437957,-0.0969706983362145,-0.0305952122869332,-0.030595212286933,-0.1047131858509622,0.0080313939382766,-0.0017327864657844,0.1216460261393613,-0.2458431662287525,-0.0305952122869332,,,-0.0305952122869333,,,,,-0.0305952122869333,,-0.1047131858509621,0.0080313939382765,-0.0017327864657845,0.1216460261393615,-0.2458431662287524,,,-0.0305952122869333,,,,,-0.0305952122869333,,-0.0187006797954286,-0.1319258171183486,-0.0713945002721053,0.0741695045561564,-0.0575317213171891,0.3480362077368377,0.1185568217466532,0.3670574368074695,-0.1821188565560737,,,0.1839090765315033,,,,,0.1839090765315033,,-0.0056263953456322,-0.0058087688318951,0.0435900361248804,0.2275677169365513,0.0403950314391598,-0.0579475082647942,-0.0708288964307706,-0.0319146413864947,-0.1185681523886529,-0.1280035269823416,0.158577230788894,0.159803438804869,-0.1438239140247885,-0.1536020854441138,-0.07509992590075,-0.0537435899101772
resumen_consumos_dia_miercoles_loadings,PC4,0.0083080904329751,-0.1172765169735862,0.3346889435576277,-0.1357231927072647,-0.0042599911794762,0.0032375051927644,0.1114381531342067,0.0083080904329752,0.0083080904329753,-0.010548175940707,0.1579185544771881,-0.0186788666239972,0.0550053530431812,-0.3119305404785198,0.0083080904329754,,,0.0083080904329752,,,,,0.0083080904329752,,-0.010548175940707,0.1579185544771881,-0.0186788666239973,0.0550053530431811,-0.3119305404785198,,,0.0083080904329754,,,,,0.0083080904329754,,-0.0385088844143814,0.201381625084443,0.0666658132738684,-0.1274592331043424,-0.2264290383524553,0.0013328719179199,-0.226544374053381,-0.0405934107724819,-0.3110629031892638,,,-0.1172765169735867,,,,,-0.1172765169735867,,-0.1309500974825509,0.2550128323363982,0.0861148302074352,-0.1291609723964357,-0.0321606648963375,0.0174065628861707,0.0058029533542329,0.0567532275141248,0.1397130341471249,-0.1760676236102616,-0.0981809333789088,-0.0775472400310819,0.2284385465024626,0.2189792636624735,0.1249751269438848,-0.085589011401773
resumen_consumos_dia_miercoles_loadings,PC5,-0.0022662673846084,0.0453134995647648,0.2038169579335594,-0.0582752882226779,0.0221770245291391,0.028106852504993,-0.078413573282726,-0.0022662673846085,-0.0022662673846085,0.0570753298296006,0.0174433065696607,0.2284805752537522,-0.1466302811218614,-0.2484467749599115,-0.0022662673846083,,,-0.0022662673846083,,,,,-0.0022662673846083,,0.0570753298296007,0.0174433065696607,0.2284805752537521,-0.1466302811218613,-0.2484467749599115,,,-0.0022662673846083,,,,,-0.0022662673846083,,0.0239562710821523,-0.1161923463580321,0.0545135557025079,0.004874520274549,0.4527919095727952,-0.3219395452304237,0.1068762062961962,-0.2028122922006411,-0.2757648846697388,,,0.0453134995647649,,,,,0.0453134995647649,,0.148065834871768,-0.1851570027821246,-0.0646044790524599,0.0076949637533671,0.1111021846329435,-0.0020366098744495,-0.0334353851756672,0.1074591631671441,0.0707350636726981,0.1645944743079047,-0.1707245032236621,0.094239306965735,-0.0071107151951531,-0.1633134945367798,-0.1513481342744973,-0.0625083213180409
resumen_consumos_dia_sabado_loadings,PC1,0.1650986687317528,0.1518666192569615,0.0621575225872251,0.1405472198548437,0.1238937254868248,0.1484883294994858,0.1600837596641248,0.1650986687317531,0.1650986687317531,0.1384681000250584,0.1613345662599647,0.1553928894350922,0.1583881092152575,0.1111224853584777,0.165098668731753,,,,,,0.165098668731753,,,0.165098668731753,0.1384681000250584,0.1613345662599647,0.1553928894350922,0.1583881092152576,0.1111224853584777,,,,,,0.165098668731753,,,0.165098668731753,0.1410299571443487,0.1496976150633257,0.157898192856003,0.1381167654997865,0.0962311343377133,0.1071976078520225,0.032651275930237,0.0834542662086529,0.1241866531489679,,,,,,0.1518666192569616,,,0.1518666192569616,0.1021154183025534,0.1194547989873436,0.1309325360850245,0.132763508593731,0.145752065055913,0.1142993310072625,0.1530362731137,0.1541744114065146,0.1386308145400834,0.1328714803578866,0.1297970700749783,0.1336162227961773,0.1317145260566241,0.1433219217306296,0.1232641836621633,0.1280795950120458
resumen_consumos_dia_sabado_loadings,PC2,-0.022429657372602,0.0290725188091969,-0.0206914452164104,-0.0121117577833301,-0.2382632968787077,-0.1671377677081534,-0.0143185854867799,-0.0224296573726021,-0.022429657372602,0.0602005606357243,0.0317342485240278,-0.0726004146108267,0.0363320275825861,-0.2157895490012637,-0.022429657372602,,,,,,-0.022429657372602,,,-0.022429657372602,0.0602005606357243,0.0317342485240278,-0.0726004146108266,0.0363320275825862,-0.2157895490012636,,,,,,-0.022429657372602,,,-0.022429657372602,0.2054385041895415,0.1446405754151637,-0.0361588948863527,-0.2177369574359198,0.240422721279576,0.056620880894053,-0.1804744969771882,-0.061952832629298,-0.0404173967673001,,,,,,0.029072518809197,,,0.029072518809197,0.2700814627466956,0.2588115067033222,0.2352645474674745,-0.1556176143815693,0.0887168880421056,0.210962561046361,0.0767997008575714,-0.0757429794007352,-0.1092390090824349,-0.1601986194630833,-0.2480472942905796,-0.2139240605949359,-0.0851907078829043,0.1354873699209387,0.2603721600213857,0.2443076049421286
resumen_consumos_dia_sabado_loadings,PC3,-0.018635422185063,0.2094459350336351,0.1720711934240476,0.2529570499103847,-0.1144909045370887,-0.085722382977642,-0.1113089560636,-0.018635422185063,-0.018635422185063,-0.1623423316036792,0.0332493139439636,-0.0278030930609459,0.0950474780445399,-0.1701524962330458,-0.0186354221850631,,,,,,-0.018635422185063,,,-0.018635422185063,-0.1623423316036791,0.0332493139439635,-0.0278030930609459,0.0950474780445399,-0.1701524962330458,,,,,,-0.0186354221850631,,,-0.0186354221850631,-0.05484010047096,-0.0740081064702856,-0.1364870310427544,0.1131327647607632,0.2741835834178994,-0.1308165298438803,0.3485092126459033,0.260958899874221,-0.1387256275478145,,,,,,0.2094459350336354,,,0.2094459350336354,0.0008967228928496,0.0223116971941073,0.0092297908132387,0.2735680005261943,-0.0869657597580422,-0.0459831039615696,-0.0495671697603384,-0.0995583935977915,-0.2377109259881389,0.2552022764931753,0.0820581321547294,-0.0299537772917468,-0.193745348356941,-0.0352282044721044,0.0011201703098914,-0.0147854050002139
resumen_consumos_dia_sabado_loadings,PC4,0.0053900215077458,-0.0779258470551838,0.3816191576852664,-0.1240956561719908,0.0799341638653259,0.0430296550120692,0.0193617022490678,0.0053900215077457,0.0053900215077458,0.1622787992666272,0.0549740502587653,-0.0752078531132451,0.0689217367913306,-0.2015293068110396,0.0053900215077457,,,,,,0.0053900215077457,,,0.0053900215077457,0.1622787992666273,0.0549740502587653,-0.0752078531132451,0.0689217367913306,-0.2015293068110397,,,,,,0.0053900215077457,,,0.0053900215077457,-0.1162405029810538,0.0699216925792979,0.075045907996485,-0.0018412581677386,0.1404581720135597,-0.2227085279918747,-0.3226582392232739,0.2400745847416739,-0.3080019132630829,,,,,,-0.0779258470551835,,,-0.0779258470551835,-0.3213705027743632,-0.0232567638185957,0.0617983065574099,0.0180455789564448,0.1843286612384114,-0.3232167204053152,0.0711063756698644,0.0097989860182364,0.1280133999362684,-0.0154306372948104,0.0111525792746781,-0.0019154776005781,0.0974983697292102,0.1445913279623391,-0.0147065149263445,-0.0472127413143524
