estrategia,algoritmo,k,feature,importance
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,min_consumo,0.03944026222715968
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Tarde,0.02464487791598268
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Tarde,0.024644877915982674
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Viernes,0.022700022888775574
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Junio,0.02233965590642868
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Viernes,0.02029875574745255
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Viernes,0.020298755747452546
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_verano,0.01964524587138152
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Abril,0.019037709524595263
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,percentil_25_consumo,0.018660305228465655
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Sábado,0.018649434657164954
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Sábado,0.018649434657164954
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Agosto,0.018403523182781302
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,percentil_50_consumo,0.017947079025672625
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_verano,0.017930917061306197
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Fin de semana,0.017778160410708208
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Fin de semana,0.0177781604107082
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Jueves,0.017091369027360685
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,consumo_medio_diario,0.01662361027016499
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,media_consumo,0.016623610270164985
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,sum_consumo,0.016623610270164978
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,promedio_por_dia,0.016623610270164974
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Domingo,0.01629057426039773
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Domingo,0.01629057426039773
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Mayo,0.016287700763985533
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_primavera,0.016237389150909512
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Julio,0.01610814921129438
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Entre semana,0.015934383487234933
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Miércoles,0.0152927713262876
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Miércoles,0.01529277132628759
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Septiembre,0.015253778647104076
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Entre semana,0.015178352538412935
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Entre semana,0.01517835253841293
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_consumo,0.01499317787885785
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Jueves,0.014289108732419831
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Jueves,0.01428910873241983
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Mediodia,0.01410189709793167
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Mediodia,0.014101897097931663
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Martes,0.013057140672088045
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Martes,0.01305714067208804
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Martes,0.012548254208011004
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Mediodia,0.01240345748440958
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,percentil_75_consumo,0.01221747880371465
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Miércoles,0.01211191576224981
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Mañana,0.01178643221311654
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Domingo,0.01167529350567071
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Lunes,0.011466467055463165
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Lunes,0.011466467055463161
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Fin de semana,0.01138132368299533
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_otoño,0.011232390558116
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Marzo,0.01103585712095995
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Lunes,0.010717792087179764
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Sábado,0.010322940260649519
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Octubre,0.00911558863784901
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Noviembre,0.008782748570342887
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,max_consumo,0.008647323244646796
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Noche,0.008563384522793368
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Noche,0.008563384522793368
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_otoño,0.008381083419740127
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Enero,0.008375272652858694
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Mañana,0.008177346077133633
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Mañana,0.008177346077133633
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_Madrugada,0.007970491360850809
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Madrugada,0.007968539603368355
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,s_invierno,0.007849636365849379
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Febrero,0.007633377908343597
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_Madrugada,0.007603062622139662
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,Diciembre,0.006806453598562141
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_invierno,0.005251084326486287
resumen_consumos_2024-07-01_a_2025-06-30,KMeans,3,std_primavera,0.003615468541898565
resumen_consumos_dia_domingo,KMeans,3,s_otoño,0.02597134331331235
resumen_consumos_dia_domingo,KMeans,3,percentil_50_consumo,0.025176587143774517
resumen_consumos_dia_domingo,KMeans,3,Noviembre,0.024821364889991385
resumen_consumos_dia_domingo,KMeans,3,s_Domingo,0.02478912075662491
resumen_consumos_dia_domingo,KMeans,3,s_Fin de semana,0.02478912075662491
resumen_consumos_dia_domingo,KMeans,3,promedio_por_dia,0.02478912075662491
resumen_consumos_dia_domingo,KMeans,3,sum_consumo,0.02478912075662491
resumen_consumos_dia_domingo,KMeans,3,Domingo,0.024789120756624903
resumen_consumos_dia_domingo,KMeans,3,Fin de semana,0.024789120756624903
resumen_consumos_dia_domingo,KMeans,3,media_consumo,0.024789120756624903
resumen_consumos_dia_domingo,KMeans,3,consumo_medio_diario,0.024789120756624903
resumen_consumos_dia_domingo,KMeans,3,Noche,0.02475425384066476
resumen_consumos_dia_domingo,KMeans,3,s_Noche,0.02475425384066476
resumen_consumos_dia_domingo,KMeans,3,percentil_75_consumo,0.023972842124632753
resumen_consumos_dia_domingo,KMeans,3,std_otoño,0.023848743779119757
resumen_consumos_dia_domingo,KMeans,3,Septiembre,0.023395215259607156
resumen_consumos_dia_domingo,KMeans,3,s_primavera,0.022890250382654596
resumen_consumos_dia_domingo,KMeans,3,Agosto,0.022296804076291008
resumen_consumos_dia_domingo,KMeans,3,Octubre,0.021918025457241756
resumen_consumos_dia_domingo,KMeans,3,s_verano,0.021078493005320977
resumen_consumos_dia_domingo,KMeans,3,Julio,0.021074758759043775
resumen_consumos_dia_domingo,KMeans,3,Enero,0.020959018322232258
resumen_consumos_dia_domingo,KMeans,3,std_Fin de semana,0.020830392571582347
resumen_consumos_dia_domingo,KMeans,3,std_Domingo,0.020830392571582347
resumen_consumos_dia_domingo,KMeans,3,std_consumo,0.02083039257158233
resumen_consumos_dia_domingo,KMeans,3,Mediodia,0.020797488420300242
resumen_consumos_dia_domingo,KMeans,3,s_Mediodia,0.020797488420300235
resumen_consumos_dia_domingo,KMeans,3,s_invierno,0.020747153882288337
resumen_consumos_dia_domingo,KMeans,3,Mayo,0.020390306838164327
resumen_consumos_dia_domingo,KMeans,3,std_Noche,0.019948403747001447
resumen_consumos_dia_domingo,KMeans,3,Marzo,0.01987049049094302
resumen_consumos_dia_domingo,KMeans,3,std_verano,0.019320011532941078
resumen_consumos_dia_domingo,KMeans,3,Diciembre,0.01902136171609767
resumen_consumos_dia_domingo,KMeans,3,s_Tarde,0.018723887123671484
resumen_consumos_dia_domingo,KMeans,3,Tarde,0.018723887123671474
resumen_consumos_dia_domingo,KMeans,3,percentil_25_consumo,0.01839922738154259
resumen_consumos_dia_domingo,KMeans,3,Abril,0.017961119591373087
resumen_consumos_dia_domingo,KMeans,3,std_invierno,0.017839775695802765
resumen_consumos_dia_domingo,KMeans,3,std_primavera,0.01664361408075756
resumen_consumos_dia_domingo,KMeans,3,max_consumo,0.016555738240905157
resumen_consumos_dia_domingo,KMeans,3,std_Tarde,0.01650678332468985
resumen_consumos_dia_domingo,KMeans,3,Junio,0.015918491174219312
resumen_consumos_dia_domingo,KMeans,3,s_Mañana,0.015493835542164863
resumen_consumos_dia_domingo,KMeans,3,Mañana,0.015493835542164863
resumen_consumos_dia_domingo,KMeans,3,Febrero,0.01502600262034094
resumen_consumos_dia_domingo,KMeans,3,Madrugada,0.013955501351133971
resumen_consumos_dia_domingo,KMeans,3,s_Madrugada,0.013926228371817857
resumen_consumos_dia_domingo,KMeans,3,std_Madrugada,0.008310005371929627
resumen_consumos_dia_domingo,KMeans,3,std_Mediodia,0.006592995653812728
resumen_consumos_dia_domingo,KMeans,3,std_Mañana,0.005159382051211504
resumen_consumos_dia_domingo,KMeans,3,min_consumo,0.0001608867484557911
resumen_consumos_dia_jueves,KMeans,3,Tarde,0.04494038422711709
resumen_consumos_dia_jueves,KMeans,3,s_Tarde,0.04494038422711708
resumen_consumos_dia_jueves,KMeans,3,std_verano,0.037410654441621415
resumen_consumos_dia_jueves,KMeans,3,max_consumo,0.03723376790470919
resumen_consumos_dia_jueves,KMeans,3,Agosto,0.03621401269988009
resumen_consumos_dia_jueves,KMeans,3,s_verano,0.03232800214617518
resumen_consumos_dia_jueves,KMeans,3,std_Mediodia,0.03196469264639847
resumen_consumos_dia_jueves,KMeans,3,std_Jueves,0.030046613975659005
resumen_consumos_dia_jueves,KMeans,3,std_Entre semana,0.030046613975659005
resumen_consumos_dia_jueves,KMeans,3,std_consumo,0.03004661397565898
resumen_consumos_dia_jueves,KMeans,3,Junio,0.029397666549054912
resumen_consumos_dia_jueves,KMeans,3,Abril,0.028467833373985445
resumen_consumos_dia_jueves,KMeans,3,percentil_25_consumo,0.028392424489902448
resumen_consumos_dia_jueves,KMeans,3,s_Jueves,0.02597126344798612
resumen_consumos_dia_jueves,KMeans,3,sum_consumo,0.02597126344798612
resumen_consumos_dia_jueves,KMeans,3,s_Entre semana,0.02597126344798612
resumen_consumos_dia_jueves,KMeans,3,Jueves,0.025971263447986115
resumen_consumos_dia_jueves,KMeans,3,Entre semana,0.025971263447986115
resumen_consumos_dia_jueves,KMeans,3,promedio_por_dia,0.025971263447986108
resumen_consumos_dia_jueves,KMeans,3,media_consumo,0.025971263447986108
resumen_consumos_dia_jueves,KMeans,3,consumo_medio_diario,0.025971263447986094
resumen_consumos_dia_jueves,KMeans,3,percentil_50_consumo,0.023738465491437447
resumen_consumos_dia_jueves,KMeans,3,Julio,0.022628362080426845
resumen_consumos_dia_jueves,KMeans,3,s_primavera,0.02161981715640777
resumen_consumos_dia_jueves,KMeans,3,Mayo,0.020747499623483625
resumen_consumos_dia_jueves,KMeans,3,Mediodia,0.018398211045571745
resumen_consumos_dia_jueves,KMeans,3,s_Mediodia,0.018398211045571728
resumen_consumos_dia_jueves,KMeans,3,percentil_75_consumo,0.016085884001721514
resumen_consumos_dia_jueves,KMeans,3,Enero,0.01503089635260834
resumen_consumos_dia_jueves,KMeans,3,Septiembre,0.01484032805492462
resumen_consumos_dia_jueves,KMeans,3,s_otoño,0.013382867947385791
resumen_consumos_dia_jueves,KMeans,3,std_invierno,0.012092242857826662
resumen_consumos_dia_jueves,KMeans,3,Noviembre,0.011803519177610093
resumen_consumos_dia_jueves,KMeans,3,s_invierno,0.011625179452957712
resumen_consumos_dia_jueves,KMeans,3,Noche,0.011524560072475811
resumen_consumos_dia_jueves,KMeans,3,s_Noche,0.01152456007247581
resumen_consumos_dia_jueves,KMeans,3,Octubre,0.01146298653325763
resumen_consumos_dia_jueves,KMeans,3,Marzo,0.01127772336661988
resumen_consumos_dia_jueves,KMeans,3,Diciembre,0.01098165497937857
resumen_consumos_dia_jueves,KMeans,3,s_Mañana,0.010263582399311405
resumen_consumos_dia_jueves,KMeans,3,Mañana,0.010263582399311397
resumen_consumos_dia_jueves,KMeans,3,Madrugada,0.009666679725549725
resumen_consumos_dia_jueves,KMeans,3,s_Madrugada,0.009666679725549718
resumen_consumos_dia_jueves,KMeans,3,min_consumo,0.006590621163264298
resumen_consumos_dia_jueves,KMeans,3,Febrero,0.006425134323581603
resumen_consumos_dia_jueves,KMeans,3,std_primavera,0.006231593534822948
resumen_consumos_dia_jueves,KMeans,3,std_otoño,0.005528672210948659
resumen_consumos_dia_jueves,KMeans,3,std_Noche,0.002985528851674565
resumen_consumos_dia_jueves,KMeans,3,std_Tarde,0.002761174871601292
resumen_consumos_dia_jueves,KMeans,3,std_Madrugada,0.0025653742207957446
resumen_consumos_dia_jueves,KMeans,3,std_Mañana,0.0006886350446198866
resumen_consumos_dia_lunes,KMeans,3,min_consumo,0.06809892628240725
resumen_consumos_dia_lunes,KMeans,3,std_Mañana,0.041502537919016744
resumen_consumos_dia_lunes,KMeans,3,Tarde,0.037902876354198894
resumen_consumos_dia_lunes,KMeans,3,s_Tarde,0.03790287635419888
resumen_consumos_dia_lunes,KMeans,3,Septiembre,0.027602398254875947
resumen_consumos_dia_lunes,KMeans,3,percentil_50_consumo,0.02749776333003026
resumen_consumos_dia_lunes,KMeans,3,Mayo,0.027121466540220296
resumen_consumos_dia_lunes,KMeans,3,Abril,0.02601190194971918
resumen_consumos_dia_lunes,KMeans,3,s_primavera,0.024767269946635008
resumen_consumos_dia_lunes,KMeans,3,percentil_25_consumo,0.024649123748919418
resumen_consumos_dia_lunes,KMeans,3,std_verano,0.024636519441062727
resumen_consumos_dia_lunes,KMeans,3,s_Entre semana,0.02309586534379782
resumen_consumos_dia_lunes,KMeans,3,media_consumo,0.02309586534379782
resumen_consumos_dia_lunes,KMeans,3,Lunes,0.02309586534379782
resumen_consumos_dia_lunes,KMeans,3,consumo_medio_diario,0.02309586534379782
resumen_consumos_dia_lunes,KMeans,3,sum_consumo,0.02309586534379782
resumen_consumos_dia_lunes,KMeans,3,Entre semana,0.02309586534379782
resumen_consumos_dia_lunes,KMeans,3,s_Lunes,0.02309586534379782
resumen_consumos_dia_lunes,KMeans,3,promedio_por_dia,0.023067371505899815
resumen_consumos_dia_lunes,KMeans,3,max_consumo,0.022883162628293957
resumen_consumos_dia_lunes,KMeans,3,std_otoño,0.02281107418918539
resumen_consumos_dia_lunes,KMeans,3,Julio,0.022473823702954126
resumen_consumos_dia_lunes,KMeans,3,std_Entre semana,0.021798866307635903
resumen_consumos_dia_lunes,KMeans,3,std_Lunes,0.021798866307635903
resumen_consumos_dia_lunes,KMeans,3,std_consumo,0.02179886630763585
resumen_consumos_dia_lunes,KMeans,3,s_verano,0.021513491109655492
