estrategia,algoritmo,k,feature,importance
resumen_consumos_dia_lunes,KMeans,3,s_otoño,0.01995370204980506
resumen_consumos_dia_lunes,KMeans,3,Agosto,0.019882527398133825
resumen_consumos_dia_lunes,KMeans,3,percentil_75_consumo,0.017764003533429103
resumen_consumos_dia_lunes,KMeans,3,Marzo,0.017211059585628144
resumen_consumos_dia_lunes,KMeans,3,Octubre,0.01473958119607632
resumen_consumos_dia_lunes,KMeans,3,Junio,0.01457173719399972
resumen_consumos_dia_lunes,KMeans,3,Mediodia,0.014188638714606256
resumen_consumos_dia_lunes,KMeans,3,s_Mediodia,0.014188638714606254
resumen_consumos_dia_lunes,KMeans,3,std_Mediodia,0.013737976771399407
resumen_consumos_dia_lunes,KMeans,3,Noviembre,0.01366238497702704
resumen_consumos_dia_lunes,KMeans,3,s_Madrugada,0.012205235010913387
resumen_consumos_dia_lunes,KMeans,3,Madrugada,0.012205235010913383
resumen_consumos_dia_lunes,KMeans,3,Diciembre,0.011320461271132606
resumen_consumos_dia_lunes,KMeans,3,s_invierno,0.011145682045728402
resumen_consumos_dia_lunes,KMeans,3,Febrero,0.01058935104434152
resumen_consumos_dia_lunes,KMeans,3,Noche,0.010482137601642726
resumen_consumos_dia_lunes,KMeans,3,s_Noche,0.010475559146947417
resumen_consumos_dia_lunes,KMeans,3,s_Mañana,0.009961939375601359
resumen_consumos_dia_lunes,KMeans,3,Mañana,0.009961939375601355
resumen_consumos_dia_lunes,KMeans,3,Enero,0.008390313833226973
resumen_consumos_dia_lunes,KMeans,3,std_primavera,0.006984061880293856
resumen_consumos_dia_lunes,KMeans,3,std_invierno,0.006613177255445553
resumen_consumos_dia_lunes,KMeans,3,std_Tarde,0.006101995177010502
resumen_consumos_dia_lunes,KMeans,3,std_Noche,0.0034738653280628052
resumen_consumos_dia_lunes,KMeans,3,std_Madrugada,0.0026785569216610525
resumen_consumos_dia_martes,KMeans,3,std_Madrugada,0.0382996059586156
resumen_consumos_dia_martes,KMeans,3,std_Mañana,0.03768158634219752
resumen_consumos_dia_martes,KMeans,3,std_Mediodia,0.03417064022973913
resumen_consumos_dia_martes,KMeans,3,s_Tarde,0.03387743547128055
resumen_consumos_dia_martes,KMeans,3,Tarde,0.03387743547128055
resumen_consumos_dia_martes,KMeans,3,max_consumo,0.0290763640693738
resumen_consumos_dia_martes,KMeans,3,std_verano,0.028639482866176947
resumen_consumos_dia_martes,KMeans,3,Septiembre,0.027604890265875506
resumen_consumos_dia_martes,KMeans,3,percentil_50_consumo,0.026766893023278133
resumen_consumos_dia_martes,KMeans,3,percentil_25_consumo,0.02630009990274365
resumen_consumos_dia_martes,KMeans,3,Abril,0.026084485086809127
resumen_consumos_dia_martes,KMeans,3,s_primavera,0.023589984091589647
resumen_consumos_dia_martes,KMeans,3,std_otoño,0.023218434561502757
resumen_consumos_dia_martes,KMeans,3,s_Entre semana,0.022907125871358795
resumen_consumos_dia_martes,KMeans,3,s_Martes,0.022907125871358795
resumen_consumos_dia_martes,KMeans,3,sum_consumo,0.022907125871358784
resumen_consumos_dia_martes,KMeans,3,Martes,0.022907125871358784
resumen_consumos_dia_martes,KMeans,3,media_consumo,0.022907125871358784
resumen_consumos_dia_martes,KMeans,3,Entre semana,0.022907125871358784
resumen_consumos_dia_martes,KMeans,3,consumo_medio_diario,0.022907125871358784
resumen_consumos_dia_martes,KMeans,3,promedio_por_dia,0.02290712587135878
resumen_consumos_dia_martes,KMeans,3,std_consumo,0.022236888383127366
resumen_consumos_dia_martes,KMeans,3,std_Martes,0.02223688838312736
resumen_consumos_dia_martes,KMeans,3,std_Entre semana,0.02223688838312736
resumen_consumos_dia_martes,KMeans,3,Junio,0.02168597902539693
resumen_consumos_dia_martes,KMeans,3,s_verano,0.02120210043825054
resumen_consumos_dia_martes,KMeans,3,Agosto,0.020666924000458945
resumen_consumos_dia_martes,KMeans,3,s_otoño,0.020218084481363155
resumen_consumos_dia_martes,KMeans,3,Mayo,0.019474533002056447
resumen_consumos_dia_martes,KMeans,3,Noviembre,0.019043864412542456
resumen_consumos_dia_martes,KMeans,3,Mediodia,0.018846332703511576
resumen_consumos_dia_martes,KMeans,3,s_Mediodia,0.01884633270351157
resumen_consumos_dia_martes,KMeans,3,Marzo,0.018208055159346214
resumen_consumos_dia_martes,KMeans,3,percentil_75_consumo,0.016509479824266975
resumen_consumos_dia_martes,KMeans,3,Febrero,0.01647900857949287
resumen_consumos_dia_martes,KMeans,3,Octubre,0.01427988172682201
resumen_consumos_dia_martes,KMeans,3,std_primavera,0.014134830517593063
resumen_consumos_dia_martes,KMeans,3,Julio,0.012675843811085531
resumen_consumos_dia_martes,KMeans,3,s_invierno,0.011497184506720355
resumen_consumos_dia_martes,KMeans,3,Madrugada,0.0104530503946532
resumen_consumos_dia_martes,KMeans,3,s_Madrugada,0.0104530503946532
resumen_consumos_dia_martes,KMeans,3,Mañana,0.01007282707928281
resumen_consumos_dia_martes,KMeans,3,s_Mañana,0.010072827079282802
resumen_consumos_dia_martes,KMeans,3,s_Noche,0.00981497172906386
resumen_consumos_dia_martes,KMeans,3,Noche,0.009814971729063857
resumen_consumos_dia_martes,KMeans,3,Diciembre,0.0092966084419063
resumen_consumos_dia_martes,KMeans,3,Enero,0.00882433372185402
resumen_consumos_dia_martes,KMeans,3,std_invierno,0.007437535366231074
resumen_consumos_dia_martes,KMeans,3,std_Noche,0.004712675075867658
resumen_consumos_dia_martes,KMeans,3,min_consumo,0.003477438510146718
resumen_consumos_dia_martes,KMeans,3,std_Tarde,0.002646266124860522
resumen_consumos_dia_miercoles,KMeans,3,std_Mañana,0.043902591412674434
resumen_consumos_dia_miercoles,KMeans,3,Tarde,0.038519693395100044
resumen_consumos_dia_miercoles,KMeans,3,s_Tarde,0.03851969339510003
resumen_consumos_dia_miercoles,KMeans,3,Junio,0.03695358973811966
resumen_consumos_dia_miercoles,KMeans,3,percentil_25_consumo,0.03420838499841481
resumen_consumos_dia_miercoles,KMeans,3,percentil_50_consumo,0.032183913084953504
resumen_consumos_dia_miercoles,KMeans,3,s_verano,0.02768147635429836
resumen_consumos_dia_miercoles,KMeans,3,Abril,0.027080068568134344
resumen_consumos_dia_miercoles,KMeans,3,Entre semana,0.026128314168071393
resumen_consumos_dia_miercoles,KMeans,3,media_consumo,0.026128314168071393
resumen_consumos_dia_miercoles,KMeans,3,Miércoles,0.026128314168071393
resumen_consumos_dia_miercoles,KMeans,3,sum_consumo,0.026128314168071386
resumen_consumos_dia_miercoles,KMeans,3,s_Miércoles,0.026128314168071376
resumen_consumos_dia_miercoles,KMeans,3,s_Entre semana,0.026128314168071376
resumen_consumos_dia_miercoles,KMeans,3,consumo_medio_diario,0.02612831416807136
resumen_consumos_dia_miercoles,KMeans,3,promedio_por_dia,0.02612831416807136
resumen_consumos_dia_miercoles,KMeans,3,std_verano,0.025708834765456868
resumen_consumos_dia_miercoles,KMeans,3,Agosto,0.02544753154080342
resumen_consumos_dia_miercoles,KMeans,3,s_primavera,0.024782701112248822
resumen_consumos_dia_miercoles,KMeans,3,Mayo,0.023814630473282666
resumen_consumos_dia_miercoles,KMeans,3,s_Mediodia,0.021259836580403594
resumen_consumos_dia_miercoles,KMeans,3,Mediodia,0.021259836580403584
resumen_consumos_dia_miercoles,KMeans,3,std_Entre semana,0.020693694652276096
resumen_consumos_dia_miercoles,KMeans,3,std_Miércoles,0.020693694652276096
resumen_consumos_dia_miercoles,KMeans,3,std_consumo,0.020693694652276086
resumen_consumos_dia_miercoles,KMeans,3,Septiembre,0.01924266950090495
resumen_consumos_dia_miercoles,KMeans,3,Marzo,0.01858858032100362
resumen_consumos_dia_miercoles,KMeans,3,percentil_75_consumo,0.017074124601469672
resumen_consumos_dia_miercoles,KMeans,3,Julio,0.015632359970661005
resumen_consumos_dia_miercoles,KMeans,3,Enero,0.015185397921666647
resumen_consumos_dia_miercoles,KMeans,3,max_consumo,0.015112999236296939
resumen_consumos_dia_miercoles,KMeans,3,s_invierno,0.01510872698431259
resumen_consumos_dia_miercoles,KMeans,3,min_consumo,0.014068595755240382
resumen_consumos_dia_miercoles,KMeans,3,s_otoño,0.013889972629540066
resumen_consumos_dia_miercoles,KMeans,3,Febrero,0.01385335738900982
resumen_consumos_dia_miercoles,KMeans,3,s_Madrugada,0.013202421998444779
resumen_consumos_dia_miercoles,KMeans,3,Madrugada,0.013202421998444774
resumen_consumos_dia_miercoles,KMeans,3,Noviembre,0.012438487196861166
resumen_consumos_dia_miercoles,KMeans,3,s_Mañana,0.012153246967875867
resumen_consumos_dia_miercoles,KMeans,3,Mañana,0.012153246967875862
resumen_consumos_dia_miercoles,KMeans,3,Diciembre,0.011818891080748743
resumen_consumos_dia_miercoles,KMeans,3,std_invierno,0.011116822093597425
resumen_consumos_dia_miercoles,KMeans,3,Noche,0.01064680741077713
resumen_consumos_dia_miercoles,KMeans,3,s_Noche,0.010646807410777127
resumen_consumos_dia_miercoles,KMeans,3,Octubre,0.00988333382615216
resumen_consumos_dia_miercoles,KMeans,3,std_Tarde,0.00973652306063333
resumen_consumos_dia_miercoles,KMeans,3,std_Mediodia,0.0062635681183708805
resumen_consumos_dia_miercoles,KMeans,3,std_otoño,0.005071866789457121
resumen_consumos_dia_miercoles,KMeans,3,std_Noche,0.004549123426665521
resumen_consumos_dia_miercoles,KMeans,3,std_primavera,0.004265208637558445
resumen_consumos_dia_miercoles,KMeans,3,std_Madrugada,0.0026640594048605807
resumen_consumos_dia_sabado,KMeans,3,std_Fin de semana,0.02801602807934337
resumen_consumos_dia_sabado,KMeans,3,std_Sábado,0.02801602807934337
resumen_consumos_dia_sabado,KMeans,3,std_consumo,0.028016028079343367
resumen_consumos_dia_sabado,KMeans,3,s_Noche,0.027749672506836104
resumen_consumos_dia_sabado,KMeans,3,Noche,0.0277496725068361
resumen_consumos_dia_sabado,KMeans,3,s_Mediodia,0.026045615391020585
resumen_consumos_dia_sabado,KMeans,3,Mediodia,0.026045615391020575
resumen_consumos_dia_sabado,KMeans,3,promedio_por_dia,0.025706506781806835
resumen_consumos_dia_sabado,KMeans,3,consumo_medio_diario,0.02570650678180683
resumen_consumos_dia_sabado,KMeans,3,Fin de semana,0.025706506781806825
resumen_consumos_dia_sabado,KMeans,3,media_consumo,0.025706506781806825
resumen_consumos_dia_sabado,KMeans,3,Sábado,0.025706506781806825
resumen_consumos_dia_sabado,KMeans,3,s_Sábado,0.02570650678180682
resumen_consumos_dia_sabado,KMeans,3,sum_consumo,0.02570650678180682
resumen_consumos_dia_sabado,KMeans,3,s_Fin de semana,0.02570650678180682
resumen_consumos_dia_sabado,KMeans,3,max_consumo,0.025277184038272078
resumen_consumos_dia_sabado,KMeans,3,Junio,0.024418504706492785
resumen_consumos_dia_sabado,KMeans,3,Tarde,0.023851085905097127
resumen_consumos_dia_sabado,KMeans,3,s_Tarde,0.023851085905097127
resumen_consumos_dia_sabado,KMeans,3,std_verano,0.02359804025240231
resumen_consumos_dia_sabado,KMeans,3,Octubre,0.023559866248895174
resumen_consumos_dia_sabado,KMeans,3,Marzo,0.0234223789296616
resumen_consumos_dia_sabado,KMeans,3,Enero,0.022635036581754222
resumen_consumos_dia_sabado,KMeans,3,percentil_75_consumo,0.022155158663075766
resumen_consumos_dia_sabado,KMeans,3,s_primavera,0.022059353782243
resumen_consumos_dia_sabado,KMeans,3,Abril,0.02150941736649424
resumen_consumos_dia_sabado,KMeans,3,s_otoño,0.020925389941759104
resumen_consumos_dia_sabado,KMeans,3,std_Mañana,0.02076648837956802
resumen_consumos_dia_sabado,KMeans,3,s_invierno,0.02002226662051696
resumen_consumos_dia_sabado,KMeans,3,std_primavera,0.01998285536989736
resumen_consumos_dia_sabado,KMeans,3,s_verano,0.019334286081344108
