estrategia,pc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
dia_domingo_loadings,PC1,0.1955255225022359,0.1637013772674258,0.1644844928355333,0.1766920455025266,0.1939411133751724,0.1905174395476793,0.1767666142191295,0.1924834058013568,0.1751136413163393,0.1664793651568344,0.2248293779339023,0.2291688138924756,0.2029260954837622,0.197790968140883,0.220367170176699,0.2422312538757705,0.2277950903013728,0.2262527168407902,0.2284780921224923,0.2276224430328081,0.1796123093843126,0.2279703583019817,0.2304641329152446,0.2026461528562706
dia_domingo_loadings,PC2,0.2688349964308182,0.3297097353611822,0.350281840460287,0.3479631881406257,0.2830357326510084,0.2086538838530519,0.2057396612698083,0.061270980574581,-0.1091995697702989,-0.219481247401399,-0.1930607616933487,-0.1820561296196064,-0.2167415566322465,-0.1983740445458079,-0.1258645995093887,-0.044063849056228,-0.1344748052748117,-0.0819886878386172,-0.0889895409600215,-0.1819521484380251,-0.2129198690824503,-0.05642391276511,0.0364355711119257,0.2349708834454941
dia_domingo_loadings,PC3,-0.209009893521317,-0.2438629671844394,-0.1420913410772159,-0.0269588648481846,0.2054719698351864,0.3338649394831868,0.3861804095036114,0.2667885733484162,-0.0847341178118397,-0.3217049366891263,-0.1296364450064042,0.0113708133583229,0.1604864411120352,0.0652160004380078,-0.0155979158810583,0.0479004183364798,0.1674176037121726,0.1546959692943478,0.1905296982018344,0.0810292720788725,-0.1584280429407689,-0.307880437638212,-0.2587770490418096,-0.2451432701355738
dia_domingo_loadings,PC4,-0.1429391332928818,-0.0028976624346235,0.0622669107754341,0.0252860679835805,0.0683897199178098,0.1021360420961097,0.2066091186436349,0.4127594181237308,0.4963283693193484,0.2776005001605625,-0.0126146983338821,-0.1191944871609385,-0.0847930765179026,-0.0547779819452329,-0.1536283205685573,-0.1480394552063555,-0.2078827138926548,-0.2826723915093132,-0.1955697635116062,0.0459771963840671,0.3346567346639496,0.1068447588623366,-0.1952947442745778,-0.1684261777762924
dia_jueves_loadings,PC1,0.16519670108608,0.1961073278966483,0.1948521304640115,0.2042784791117649,0.1940446806314691,0.1794019445857421,0.1274689026322761,0.1113826185353595,0.2062879057851608,0.2185639900613399,0.2280027106942803,0.2163531390979343,0.2260476718452867,0.2084841368570761,0.2028802980806661,0.2319573203809374,0.2509302526519734,0.2520514217183248,0.2420311767569682,0.2112664152066226,0.1808974853302541,0.1768891270485837,0.2018621574605582,0.2072317156771995
dia_jueves_loadings,PC2,-0.3187806766538131,-0.265337156701963,-0.2461968360957097,-0.323882765575463,-0.2178360883766095,0.008379781529063,0.2857994374281832,0.3311996953618792,0.2355142419983728,-0.0791928670442113,-0.1011812496890855,-0.062632742295085,-0.0308589074700605,0.0807015491875548,0.1319955029423217,0.0413125755018605,-0.0331682067315309,-0.0890719917972791,0.0286120093904459,0.2448108254138705,0.3649300765479815,0.2996476242950887,0.1169282321975208,-0.1210432599936531
dia_jueves_loadings,PC3,0.1823212048389007,0.1936320426447589,0.2045966716906712,0.1559795087952726,0.166999275859909,0.4153836949953705,0.3783916265132547,0.3317117583854008,0.0339668675611361,-0.2355597117065958,-0.1620567536769795,-0.2305386372001911,-0.2132399399666747,-0.2977121907325198,-0.2288158782259709,-0.2070718962718027,-0.1572054855899324,-0.0219322460164185,-0.0050256785861144,0.0295739886328579,0.0091172033694438,0.0250088351913843,0.0897931240979597,0.0957768505583122
dia_jueves_loadings,PC4,0.2136271265388588,-0.0612012473559604,-0.1445279095503096,-0.0454054264160766,-0.0262772012949969,-0.0624111125586903,-0.1948994696215964,-0.1599313489024539,-0.2304782546622726,-0.2875577335514558,-0.1855024872109082,-0.3136050231458719,-0.2861141576278705,-0.0287956668132469,0.2731370162868123,0.2238611354524983,0.173910826254139,0.1117602378023931,-0.0105433381790014,-0.0426362454666623,0.0004097879770253,0.2647044265879423,0.3442627594047291,0.3876745100506771
dia_jueves_loadings,PC5,-0.2289642974102823,-0.2405127210359406,-0.1790413576605929,0.0671897377406774,0.347247659916333,0.1294993897569488,0.0651498640564898,-0.1349605167553592,-0.2254469974484716,-0.1517763501593168,-0.1370592461603417,-0.0467756278962905,-0.0283352403981924,-0.16502219040527,0.0506213112674051,0.1400777992157467,0.0918433220728511,0.2859140973405339,0.4202856703948933,0.3758213577402245,-0.0800517464824107,-0.2553667369020924,-0.2041922794071231,-0.1640578319805606
dia_lunes_loadings,PC1,0.1823024066215254,0.2045247339857346,0.2098440414247081,0.2310493297766989,0.2086932026635594,0.2269940562252996,0.1878658914974497,0.162091367878321,0.1330974348416752,0.2000107717082285,0.1938915689868799,0.1876977223998109,0.2097707690309612,0.2082413002169142,0.1636788639624843,0.2196390225965456,0.2237280010751983,0.2323142837781634,0.2462723969181095,0.1931301701785181,0.1877236456278153,0.2129049092235889,0.2076526608839817,0.2286156142893799
dia_lunes_loadings,PC2,-0.2670883216495672,-0.2674721403293728,-0.2642778466442972,-0.1598006164588336,-0.2548381931314445,0.0074289214911641,0.2259053607411272,0.3587498787718285,0.3440486498861214,0.1140425891992727,-0.1586704126172465,-0.1067384091714855,-0.1059790407506059,-0.0113082945360436,0.0085226808664837,-0.1450129707856116,-0.0342419454762949,-0.0190954961672662,0.0143447901741704,0.3238253295706182,0.3661041259848806,0.227669982241114,0.1386113064530886,-0.0701494573022583
dia_lunes_loadings,PC3,-0.2475491510498604,-0.2424594464645052,-0.2296497372580544,-0.1747187117663939,-0.2115937879953994,-0.2975335749628955,-0.1886626243460533,-0.1950696292963191,-0.2344312937340758,0.102360861642955,0.1638533480780343,0.1691708057318492,0.2244398986537485,0.3309128947635117,0.3385728595235108,0.2624881569765894,0.278206122161263,0.154054326174115,0.0139537094425293,-0.0177878932629453,0.0941199046493064,0.005021097121042,-0.058054172883224,-0.1073129201813189
