hour,0,1,2,3,4
0,0.14590368403238824,0.3375423728813559,0.29064999999999996,0.23649259259259256,0.23074444444444445
1,0.11786508370434012,0.5450338983050846,0.22006666666666666,0.16541111111111112,0.1225
2,0.09679432945403421,0.34540677966101696,0.16409722222222223,0.10948518518518519,0.17668888888888887
3,0.0931239534325935,0.3257931034482759,0.14873314606741572,0.07983895131086143,0.2861011235955056
4,0.08355046820623638,0.20089830508474577,0.13882777777777777,0.07296666666666667,0.2725111111111111
5,0.07959186735747699,0.11615254237288135,0.1282777777777778,0.06330740740740741,0.1262
6,0.08035551216294792,0.13955932203389831,0.12454722222222223,0.06718148148148148,0.1717
7,0.08052706136582573,0.211,0.15942499999999998,0.11931481481481482,0.39020000000000005
8,0.1493781405399776,0.23916949152542374,0.16484166666666666,0.37658148148148146,0.8145222222222223
9,0.18738416430176955,0.17984745762711865,0.17699444444444445,0.4187074074074075,0.3729888888888889
10,0.17855281227490086,0.2100677966101695,0.20324722222222222,0.4700037037037037,0.25083333333333335
11,0.20469749711439159,0.21461016949152545,0.2650527777777778,0.376037037037037,0.2693111111111111
12,0.18797626771503206,0.2218135593220339,0.3691583333333333,0.33235555555555557,0.4209888888888889
13,0.18435394655766443,0.21513559322033898,0.45358055555555554,0.3144814814814815,0.4855555555555556
14,0.22007470471330506,0.3338135593220339,0.4644861111111111,0.4158555555555556,0.43703333333333333
15,0.2703654594843223,0.2546779661016949,0.5167083333333333,0.5959666666666666,0.44085555555555556
16,0.2106979041370512,0.23720338983050848,0.35183055555555554,0.5240259259259259,0.3566555555555556
17,0.19364159788938357,0.16657627118644067,0.3132888888888889,0.3531814814814815,0.33953333333333335
18,0.1700396799361261,0.18386440677966104,0.29085277777777774,0.3444481481481481,0.31654444444444446
19,0.1817014588594687,0.16738983050847456,0.3044222222222222,0.3098222222222222,0.29684444444444447
20,0.21651560051029706,0.15962711864406778,0.3619111111111111,0.3522148148148148,0.3597777777777778
21,0.2643532644258724,0.15649152542372882,0.38985277777777777,0.45921111111111107,0.7469888888888889
22,0.24139692606767513,0.2764915254237288,0.4445277777777778,0.5368259259259259,0.7486111111111111
23,0.1812322641394812,0.4686271186440678,0.42020833333333335,0.41660370370370375,0.3987333333333334
total_mean_consumption,4.020073648382562,5.906793103448274,6.865588701622972,7.510320432792343,8.832423345817727
