hogar,cluster
ABLD,0
AJVG,4
ATF,0
FJAG,3
FMB,1
GPC,0
JACL,0
JALG,3
JLG,0
JMM,1
LFZA,0
MANA,1
MBGV,0
MTTA,2
PAA,3
RFM,0
RTF,4
