hour,0,1,2,3,4
0,0.1042235294117647,0.1043047987616099,0.5329764705882353,0.20845882352941175,0.17653849329205365
1,0.0808126050420168,0.09572404540763674,0.4376823529411765,0.14567058823529414,0.1558987272101823
2,0.07752521008403362,0.08533194014447884,0.3486941176470588,0.11969411764705881,0.16131152390780876
3,0.07491901260504202,0.07489071207430341,0.25577647058823527,0.10884235294117647,0.14964499484004126
4,0.07380756302521009,0.07769102167182662,0.12628235294117646,0.09962823529411766,0.1258310973512212
5,0.0750890756302521,0.08068199174406605,0.1612470588235294,0.09837411764705882,0.11412583419332645
6,0.07351334033613446,0.10515743034055727,0.20088235294117646,0.1185270588235294,0.30533560371517027
7,0.08794758403361344,0.21528426212590301,0.222,0.22101647058823531,0.6423047127622978
8,0.12833487394957982,0.2388545923632611,0.19856470588235295,0.22265176470588238,0.4251611283109735
9,0.13580021008403362,0.21221351909184727,0.19588235294117645,0.24900705882352941,0.3495747093223233
10,0.1454029411764706,0.19866470588235294,0.23718823529411767,0.29725411764705884,0.3270933333333302
11,0.14604800420168068,0.17767688338493293,0.24874117647058824,0.2664870588235294,0.4389699759201895
12,0.14927867647058823,0.23069287925696594,0.2525058823529412,0.3120164705882353,0.5243497488820058
13,0.1559735294117647,0.27055995872033023,0.32525882352941177,0.4106188235294118,0.485243109735119
14,0.20386838235294116,0.30574716202270386,0.35794117647058826,0.4600282352941177,0.49105693842448944
15,0.13777710084033612,0.2879313725490196,0.27431764705882355,0.37274117647058824,0.407232156862743
16,0.12400189075630252,0.22975227038183693,0.19002352941176473,0.31882352941176473,0.34882706570347227
17,0.11426365546218488,0.20989489164086686,0.17925882352941178,0.3100823529411765,0.37466136910904707
18,0.12083287815126052,0.24251057791537667,0.17481176470588236,0.31289176470588237,0.4269928448572411
19,0.1273378151260504,0.35736805985552117,0.16811764705882354,0.3375576470588235,0.5943316821465429
20,0.16595861344537816,0.4266198142414861,0.16994117647058823,0.41441411764705877,0.7010281389748881
21,0.16454726890756302,0.3007249226006192,0.2691529411764706,0.44478823529411765,0.7058754729962161
22,0.13096617647058822,0.18594855521155831,0.5062941176470588,0.3795717647058824,0.533359133126935
23,0.1148328781512605,0.14765500515995872,0.29002352941176474,0.2891364705882353,0.30206315789473687
total_mean_consumption,2.9130628151260503,4.8618813725490195,6.323564705882354,6.518282352941176,9.266810952872355
